ApplicationId,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
36473,2019,17.0,kadin,1999/01/29,canakkale,tekirdag
36474,2019,17.0,kadin,1997/03/03,zonguldak,sakarya
36475,2019,24.0,kadin,1999/03/01,mersin,mersin
36476,2019,19.0,kadin,1999/04/12,izmir,izmir
36477,2019,59.0,kadin,2000/07/27,izmir,izmir
36478,2019,39.0,kadin,2000/11/23,bursa,istanbul
36479,2019,34.0,kadin,1999/06/29,istanbul,istanbul
36480,2019,16.0,kadin,1998/11/16,aydin,aydin
36481,2019,7.0,kadin,1998/05/13,ankara,ankara
36482,2019,58.0,erkek,1999/01/01,konya,istanbul
36483,2019,27.0,kadin,1998/07/18,malatya,malatya
36484,2019,13.0,kadin,1998/04/30,bitlis,bingol
36485,2019,17.0,kadin,1995/12/11,gaziantep,gaziantep
36486,2019,16.0,erkek,1999/01/10,istanbul,istanbul
36487,2019,13.0,erkek,1998/05/12,corum,corum
36488,2019,8.0,erkek,1997/06/14,manisa,manisa
36489,2019,12.0,erkek,2000/04/04,samsun,yozgat
36490,2019,14.0,erkek,1999/04/29,mersin,gaziantep
36491,2019,15.0,erkek,1999/11/07,mugla,ankara
36492,2019,14.0,erkek,2000/08/29,sinop,istanbul
36493,2019,5.0,erkek,1998/11/03,adiyaman,istanbul
36494,2019,9.0,erkek,1997/10/29,konya,konya
36495,2019,16.0,erkek,1999/05/25,kayseri,kayseri
36496,2019,2.0,erkek,1999/01/24,samsun,istanbul
36497,2019,12.0,erkek,2000/04/22,zonguldak,zonguldak
36498,2019,9.0,kadin,1997/02/14,izmir,izmir
36499,2019,31.0,kadin,1998/05/15,istanbul,istanbul
36500,2019,13.0,kadin,1999/08/28,izmir,izmir
36501,2019,25.0,kadin,1999/03/13,mersin,mersin
36502,2019,11.0,kadin,2000/08/14,kocaeli,kocaeli
36503,2019,7.0,kadin,1999/05/21,istanbul,istanbul
36504,2019,22.0,kadin,1999/05/21,bolu,kirikkale
36505,2019,21.0,kadin,2000/03/15,kars,izmir
36506,2019,28.0,kadin,1996/12/03,malatya,istanbul
36507,2019,11.0,kadin,1997/06/23,ankara,ankara
36508,2019,23.0,kadin,2000/11/01,amasya,istanbul
36509,2019,56.0,kadin,1998/03/01,izmir,ankara
36510,2019,33.0,kadin,1999/02/08,izmir,izmir
36511,2019,30.0,kadin,1999/04/08,kayseri,izmir
36512,2019,25.0,erkek,1996/05/14,istanbul,istanbul
36513,2019,33.0,erkek,1998/03/12,bitlis,istanbul
36514,2019,35.0,erkek,2000/05/01,tokat,bursa
36515,2019,58.0,erkek,1997/05/24,agri,agri
36516,2019,8.0,erkek,1997/01/05,yozgat,istanbul
36517,2019,26.0,erkek,1997/12/15,corum,eskisehir
36518,2019,18.0,erkek,1999/07/06,agri,kayseri
36519,2019,41.0,erkek,1997/07/07,ankara,ankara
36520,2019,22.0,erkek,1998/10/29,diyarbakir,antalya
36521,2019,48.0,erkek,1999/10/04,agri,agri
36522,2019,18.0,erkek,1999/01/01,adiyaman,istanbul
36523,2019,18.0,erkek,1999/02/03,bartin,gumushane
36524,2019,13.0,erkek,2000/08/11,kocaeli,istanbul
36525,2019,30.0,erkek,2000/02/19,zonguldak,zonguldak
36526,2019,8.0,erkek,1999/12/12,igdir,igdir
36527,2019,41.0,erkek,1998/12/17,samsun,samsun
36528,2019,24.0,kadin,2000/03/03,sanliurfa,sanliurfa
36529,2019,31.0,kadin,1997/08/03,batman,diyarbakir
36530,2019,38.0,kadin,1996/01/28,erzurum,istanbul
36531,2019,27.0,erkek,1996/04/14,Null,istanbul
36532,2019,9.0,kadin,1997/03/02,izmir,bursa
36533,2019,15.0,kadin,1996/07/24,adana,mersin
36534,2019,36.0,kadin,1997/10/06,bingol,ankara
36535,2019,24.0,kadin,1998/06/05,ankara,antalya
36536,2019,35.0,kadin,1999/05/26,istanbul,istanbul
36537,2019,31.0,kadin,1997/07/24,bursa,bursa
36538,2019,36.0,kadin,1999/12/17,istanbul,istanbul
36539,2019,12.0,kadin,1999/10/01,sanliurfa,ankara
36540,2019,49.0,kadin,1998/02/14,istanbul,istanbul
36541,2019,13.0,kadin,2000/07/25,istanbul,izmir
36542,2019,9.0,kadin,1999/07/21,ankara,ankara
36543,2019,7.0,kadin,1999/04/23,bingol,istanbul
36544,2019,26.0,kadin,2000/01/17,mardin,mardin
36545,2019,7.0,kadin,1999/07/28,mardin,kocaeli
36546,2019,19.0,kadin,1999/01/04,mardin,mersin
36547,2019,19.0,kadin,1996/01/18,istanbul,istanbul
36548,2019,41.0,erkek,1996/04/02,manisa,izmir
36549,2019,9.0,kadin,1999/05/30,amasya,ankara
36550,2019,9.0,kadin,1999/01/07,sanliurfa,sanliurfa
36551,2019,25.0,kadin,1998/04/07,tunceli,istanbul
36552,2019,17.0,kadin,1996/01/24,istanbul,istanbul
36553,2019,43.0,kadin,1997/08/23,siirt,mardin
36554,2019,3.0,kadin,2000/04/18,erzurum,erzurum
36555,2019,7.0,kadin,2000/07/11,kars,kars
36556,2019,22.0,erkek,2000/01/01,kirikkale,ankara
36557,2019,39.0,erkek,1997/08/30,ankara,yalova
36558,2019,2.0,erkek,2000/04/18,tekirdag,tekirdag
36559,2019,17.0,erkek,2000/07/01,adana,istanbul
36560,2019,31.0,erkek,1998/07/20,izmir,izmir
36561,2019,16.0,erkek,1997/10/01,ankara,ankara
36562,2019,36.0,erkek,1996/12/05,istanbul,istanbul
36563,2019,20.0,erkek,1996/02/25,kocaeli,istanbul
36564,2019,39.0,erkek,1997/01/01,manisa,izmir
36565,2019,6.0,erkek,2000/12/04,ankara,eskisehir
36566,2019,42.0,erkek,2000/02/13,van,van
36567,2019,53.0,erkek,1999/11/02,kutahya,antalya
36568,2019,21.0,erkek,1999/05/18,kocaeli,kocaeli
36569,2019,8.0,erkek,1998/08/07,samsun,bursa
36570,2019,8.0,erkek,1998/04/28,malatya,malatya
36571,2019,7.0,erkek,2000/08/18,adiyaman,istanbul
36572,2019,8.0,erkek,2000/12/08,aydin,aydin
36573,2019,21.0,erkek,1998/02/04,adana,izmir
36574,2019,11.0,erkek,1995/02/15,ankara,ankara
36575,2019,18.0,erkek,1999/06/08,izmir,izmir
36576,2019,28.0,erkek,1995/09/09,bursa,bursa
36577,2019,18.0,erkek,2000/05/16,bursa,sakarya
36578,2019,28.0,erkek,1997/08/05,manisa,bursa
36579,2019,36.0,erkek,1998/04/09,kirklareli,izmir
36580,2019,6.0,erkek,1998/09/09,sakarya,sakarya
36581,2019,26.0,erkek,1998/07/28,corum,istanbul
36582,2019,12.0,erkek,2000/07/25,istanbul,istanbul
36583,2019,40.0,erkek,1998/05/09,izmir,izmir
36584,2019,33.0,erkek,1998/02/11,malatya,istanbul
36585,2019,18.0,erkek,1996/09/26,tekirdag,izmir
36586,2019,48.0,erkek,1998/09/26,istanbul,istanbul
36587,2019,31.0,erkek,1999/07/03,adana,antalya
36588,2019,46.0,erkek,1997/04/09,yalova,trabzon
36589,2019,28.0,erkek,2000/03/19,sivas,yozgat
36590,2019,23.0,erkek,1997/04/14,bursa,istanbul
36591,2019,3.0,kadin,2000/01/06,bursa,bursa
36592,2019,15.0,kadin,1999/03/03,amasya,amasya
36593,2019,19.0,kadin,1999/02/22,adana,adana
36594,2019,11.0,kadin,1996/10/24,ankara,ankara
36595,2019,3.0,kadin,2000/01/30,antalya,antalya
36596,2019,19.0,kadin,1999/03/16,ankara,karaman
36597,2019,19.0,kadin,1999/08/08,manisa,manisa
36598,2019,5.0,kadin,2000/08/15,ankara,ankara
36599,2019,36.0,kadin,1995/03/07,ankara,ankara
36600,2019,34.0,erkek,1998/07/26,canakkale,ankara
36601,2019,11.0,erkek,1996/10/18,ankara,istanbul
36602,2019,8.0,erkek,1999/11/22,hatay,hatay
36603,2019,36.0,kadin,2000/03/05,izmir,izmir
36604,2019,30.0,kadin,1998/03/23,istanbul,istanbul
36605,2019,54.0,kadin,1998/12/14,istanbul,istanbul
36606,2019,18.0,kadin,2000/07/10,istanbul,istanbul
36607,2019,34.0,kadin,1998/01/01,konya,ankara
36608,2019,32.0,kadin,1998/07/12,hatay,ankara
36609,2019,21.0,kadin,1997/01/19,batman,batman
36610,2019,21.0,kadin,1997/10/05,elazig,elazig
36611,2019,23.0,kadin,1997/06/26,istanbul,istanbul
36612,2019,46.0,kadin,1999/01/18,mardin,ankara
36613,2019,18.0,kadin,1999/11/21,Null,istanbul
36614,2019,37.0,kadin,1997/07/16,kocaeli,kocaeli
36615,2019,39.0,kadin,1998/02/23,gaziantep,kutahya
36616,2019,9.0,kadin,1997/01/01,gumushane,gumushane
36617,2019,9.0,kadin,2000/05/12,kocaeli,kocaeli
36618,2019,13.0,kadin,1998/12/15,aksaray,antalya
36619,2019,24.0,kadin,1997/07/22,istanbul,ankara
36620,2019,17.0,kadin,2000/03/23,gaziantep,gaziantep
36621,2019,21.0,kadin,1999/08/02,Null,van
36622,2019,21.0,kadin,1998/05/02,bursa,bursa
36623,2019,12.0,kadin,1995/01/01,mardin,istanbul
36624,2019,12.0,kadin,1996/11/08,gaziantep,istanbul
36625,2019,7.0,kadin,1999/01/01,konya,karaman
36626,2019,21.0,kadin,2000/08/09,istanbul,istanbul
36627,2019,11.0,kadin,1998/06/02,istanbul,istanbul
36628,2019,14.0,kadin,1998/03/03,istanbul,istanbul
36629,2019,33.0,kadin,1996/11/03,bursa,bursa
36630,2019,19.0,kadin,1999/01/19,diyarbakir,mardin
36631,2019,26.0,kadin,1999/01/25,manisa,manisa
36632,2019,37.0,kadin,1998/06/20,mus,manisa
36633,2019,27.0,kadin,1998/04/20,elazig,elazig
36634,2019,25.0,kadin,1998/05/21,adiyaman,gaziantep
36635,2019,28.0,kadin,1998/11/20,erzurum,istanbul
36636,2019,7.0,kadin,1998/06/17,istanbul,bursa
36637,2019,31.0,kadin,1999/07/22,hatay,istanbul
36638,2019,29.0,kadin,1999/08/18,karabuk,izmir
36639,2019,9.0,kadin,1997/07/25,istanbul,istanbul
36640,2019,19.0,kadin,2000/08/19,ankara,ankara
36641,2019,40.0,erkek,1996/05/03,kahramanmaras,kahramanmaras
36642,2019,16.0,kadin,1999/07/01,sakarya,sakarya
36643,2019,27.0,kadin,1998/12/25,izmir,usak
36644,2019,19.0,erkek,1998/01/01,ordu,izmir
36645,2019,41.0,erkek,1997/01/27,eskisehir,izmir
36646,2019,26.0,erkek,1997/01/11,kastamonu,kocaeli
36647,2019,28.0,erkek,1998/10/29,istanbul,istanbul
36648,2019,35.0,kadin,1999/07/29,ankara,ankara
36649,2019,19.0,kadin,1998/09/22,konya,konya
36650,2019,29.0,kadin,1999/06/18,artvin,ankara
36651,2019,40.0,kadin,1996/10/27,eskisehir,eskisehir
36652,2019,3.0,kadin,1997/02/08,kahramanmaras,bursa
36653,2019,24.0,kadin,1997/04/25,kayseri,izmir
36654,2019,44.0,kadin,1999/03/02,kirikkale,ankara
36655,2019,19.0,kadin,2000/08/28,karaman,isparta
36656,2019,17.0,kadin,1999/12/14,istanbul,bursa
36657,2019,13.0,kadin,1999/10/18,diyarbakir,diyarbakir
36658,2019,7.0,kadin,1999/01/09,ankara,ankara
36659,2019,23.0,kadin,1998/06/14,osmaniye,osmaniye
36660,2019,21.0,kadin,1996/07/29,ordu,istanbul
36661,2019,25.0,kadin,1999/03/16,malatya,denizli
36662,2019,35.0,kadin,1998/01/07,istanbul,istanbul
36663,2019,35.0,kadin,1997/05/15,istanbul,istanbul
36664,2019,17.0,kadin,1998/02/14,rize,adana
36665,2019,44.0,kadin,1998/12/21,bursa,bursa
36666,2019,37.0,kadin,1999/01/17,izmir,izmir
36667,2019,22.0,kadin,1998/12/07,bursa,bursa
36668,2019,22.0,kadin,1996/01/22,gaziantep,ankara
36669,2019,9.0,kadin,1998/08/25,ankara,ankara
36670,2019,39.0,kadin,1999/07/30,hatay,isparta
36671,2019,48.0,kadin,1997/02/08,istanbul,afyonkarahisar
36672,2019,39.0,kadin,1998/07/17,konya,konya
36673,2019,39.0,kadin,1998/07/17,konya,konya
36674,2019,32.0,kadin,1998/01/13,izmir,ankara
36675,2019,18.0,kadin,1999/12/22,sakarya,istanbul
36676,2019,7.0,kadin,1999/02/19,ankara,ankara
36677,2019,25.0,kadin,2000/12/27,istanbul,istanbul
36678,2019,6.0,kadin,1999/08/23,gaziantep,istanbul
36679,2019,21.0,kadin,1999/01/03,balikesir,balikesir
36680,2019,9.0,kadin,2000/01/05,sivas,sivas
36681,2019,7.0,kadin,2000/09/17,kirikkale,duzce
36682,2019,23.0,kadin,1998/07/15,Null,osmaniye
36683,2019,33.0,kadin,2000/07/29,antalya,antalya
36684,2019,9.0,kadin,1999/07/19,kutahya,isparta
36685,2019,31.0,kadin,1996/04/14,kirikkale,kirikkale
36686,2019,29.0,kadin,1999/01/01,mersin,ankara
36687,2019,7.0,kadin,2000/05/02,giresun,kocaeli
36688,2019,22.0,kadin,1998/11/29,ankara,ankara
36689,2019,7.0,kadin,1997/07/25,istanbul,istanbul
36690,2019,20.0,kadin,1998/11/10,manisa,izmir
36691,2019,21.0,kadin,1999/01/01,yozgat,ankara
36692,2019,17.0,kadin,1996/01/09,balikesir,mersin
36693,2019,31.0,kadin,1998/01/28,konya,konya
36694,2019,3.0,kadin,1998/11/07,ankara,ankara
36695,2019,33.0,kadin,2000/01/29,konya,istanbul
36696,2019,37.0,kadin,1997/05/20,igdir,izmir
36697,2019,66.0,kadin,1998/04/22,zonguldak,istanbul
36698,2019,22.0,kadin,1998/11/29,bursa,bursa
36699,2019,3.0,kadin,Null,istanbul,sivas
36700,2019,30.0,kadin,1997/11/20,bursa,bursa
36701,2019,44.0,kadin,1997/10/07,mus,ankara
36702,2019,24.0,kadin,1999/03/14,istanbul,balikesir
36703,2019,21.0,kadin,1995/07/06,bursa,samsun
36704,2019,5.0,kadin,1999/10/02,kocaeli,kocaeli
36705,2019,9.0,kadin,1999/01/24,karabuk,karabuk
36706,2019,39.0,kadin,2000/08/03,bursa,eskisehir
36707,2019,17.0,kadin,1998/11/23,ankara,isparta
36708,2019,44.0,kadin,1998/07/17,zonguldak,zonguldak
36709,2019,11.0,kadin,1998/09/11,Null,ankara
36710,2019,9.0,kadin,1998/08/28,ankara,yozgat
36711,2019,22.0,erkek,2000/02/14,batman,istanbul
36712,2019,6.0,erkek,1998/09/29,balikesir,balikesir
36713,2019,51.0,erkek,1997/03/18,malatya,malatya
36714,2019,8.0,erkek,1996/01/07,sanliurfa,sanliurfa
36715,2019,34.0,erkek,1997/01/03,van,ankara
36716,2019,36.0,erkek,1997/08/25,duzce,duzce
36717,2019,2.0,erkek,2000/04/23,kahramanmaras,kahramanmaras
36718,2019,12.0,erkek,2000/06/23,istanbul,istanbul
36719,2019,18.0,erkek,1997/07/14,agri,agri
36720,2019,40.0,erkek,1999/11/03,konya,konya
36721,2019,13.0,erkek,1997/01/01,yozgat,ankara
36722,2019,20.0,erkek,1998/07/17,gaziantep,adana
36723,2019,55.0,erkek,1999/05/05,bitlis,usak
36724,2019,48.0,erkek,1998/05/21,erzincan,istanbul
36725,2019,27.0,erkek,1999/01/17,kayseri,istanbul
36726,2019,14.0,erkek,1997/02/15,tunceli,erzincan
36727,2019,16.0,erkek,1997/07/23,denizli,ankara
36728,2019,24.0,erkek,1997/05/07,istanbul,istanbul
36729,2019,10.0,erkek,1997/06/25,istanbul,istanbul
36730,2019,20.0,erkek,1999/04/20,mardin,istanbul
36731,2019,22.0,erkek,1999/10/06,agri,istanbul
36732,2019,31.0,kadin,1998/04/16,erzincan,kocaeli
36733,2019,56.0,kadin,1997/06/15,izmir,izmir
36734,2019,29.0,kadin,1999/03/18,mersin,antalya
36735,2019,27.0,kadin,1999/11/30,ardahan,ankara
36736,2019,44.0,kadin,1997/03/18,manisa,manisa
36737,2019,11.0,kadin,1998/11/12,hatay,kastamonu
36738,2019,21.0,kadin,2000/06/01,canakkale,canakkale
36739,2019,22.0,kadin,1998/08/28,konya,sivas
36740,2019,41.0,kadin,1997/11/16,istanbul,istanbul
36741,2019,22.0,kadin,1996/02/08,eskisehir,ankara
36742,2019,46.0,kadin,1995/02/10,tekirdag,istanbul
36743,2019,33.0,erkek,1997/01/18,istanbul,istanbul
36744,2019,20.0,kadin,1999/09/13,sakarya,sakarya
36745,2019,30.0,erkek,1999/04/10,izmir,ankara
36746,2019,15.0,kadin,1999/03/27,Null,bursa
36747,2019,11.0,kadin,2000/01/16,denizli,denizli
36748,2019,21.0,kadin,1997/01/27,istanbul,istanbul
36749,2019,28.0,erkek,1998/10/15,malatya,malatya
36750,2019,37.0,kadin,1998/03/30,istanbul,istanbul
36751,2019,26.0,kadin,1998/12/25,trabzon,amasya
36752,2019,6.0,erkek,1998/10/23,kocaeli,kocaeli
36753,2019,16.0,erkek,1998/08/25,ardahan,bursa
36754,2019,13.0,erkek,1999/06/20,van,istanbul
36755,2019,2.0,erkek,2000/10/03,edirne,edirne
36756,2019,18.0,erkek,2000/03/20,konya,konya
36757,2019,20.0,erkek,1997/03/01,mersin,mersin
36758,2019,26.0,erkek,1999/11/23,istanbul,istanbul
36759,2019,21.0,erkek,2000/02/10,kirikkale,antalya
36760,2019,22.0,erkek,1997/01/01,osmaniye,istanbul
36761,2019,33.0,erkek,1999/01/22,mersin,ankara
36762,2019,12.0,erkek,1998/01/01,hatay,istanbul
36763,2019,8.0,erkek,1997/03/26,sivas,sivas
36764,2019,41.0,erkek,1997/04/30,zonguldak,istanbul
36765,2019,20.0,kadin,1999/08/26,mus,mus
36766,2019,11.0,kadin,1998/04/02,kars,istanbul
36767,2019,14.0,kadin,1999/05/01,adana,adana
36768,2019,23.0,kadin,1999/07/16,trabzon,eskisehir
36769,2019,29.0,kadin,1997/09/25,usak,usak
36770,2019,39.0,kadin,2000/11/16,bursa,bursa
36771,2019,13.0,kadin,1999/04/10,ordu,ordu
36772,2019,5.0,kadin,2001/01/19,gaziantep,gaziantep
36773,2019,27.0,kadin,1995/09/27,adana,adana
36774,2019,31.0,kadin,1998/06/26,istanbul,edirne
36775,2019,12.0,kadin,1997/04/12,aydin,aydin
36776,2019,11.0,kadin,1998/10/09,samsun,samsun
36777,2019,8.0,kadin,1999/03/21,elazig,elazig
36778,2019,44.0,kadin,1998/12/06,istanbul,istanbul
36779,2019,10.0,erkek,1999/05/17,konya,konya
36780,2019,7.0,erkek,1997/11/22,adiyaman,adiyaman
36781,2019,5.0,erkek,2000/02/20,cankiri,ankara
36782,2019,36.0,erkek,1998/06/15,istanbul,sakarya
36783,2019,9.0,erkek,2000/01/31,bursa,bursa
36784,2019,20.0,erkek,1999/06/21,malatya,ankara
36785,2019,10.0,erkek,1997/06/13,istanbul,istanbul
36786,2019,45.0,erkek,1998/06/15,ankara,ankara
36787,2019,38.0,erkek,1999/08/28,adana,adana
36788,2019,41.0,erkek,1997/03/10,istanbul,istanbul
36789,2019,8.0,erkek,1997/05/25,ardahan,kocaeli
36790,2019,20.0,erkek,1999/09/25,bingol,bursa
36791,2019,36.0,erkek,1997/04/25,gaziantep,elazig
36792,2019,13.0,erkek,1997/03/18,antalya,eskisehir
36793,2019,6.0,erkek,1998/07/05,malatya,malatya
36794,2019,41.0,erkek,1996/11/11,mus,istanbul
36795,2019,28.0,erkek,1998/05/30,malatya,malatya
36796,2019,35.0,erkek,2000/03/04,istanbul,istanbul
36797,2019,16.0,erkek,1997/10/29,kayseri,elazig
36798,2019,14.0,erkek,1999/09/14,malatya,malatya
36799,2019,26.0,erkek,1996/06/18,malatya,malatya
36800,2019,25.0,erkek,1997/07/09,kirklareli,istanbul
36801,2019,34.0,erkek,1996/12/02,zonguldak,ankara
36802,2019,18.0,erkek,1998/11/16,ordu,ordu
36803,2019,42.0,erkek,1998/11/15,konya,manisa
36804,2019,28.0,erkek,1999/01/13,ankara,ankara
36805,2019,28.0,erkek,1999/09/15,istanbul,istanbul
36806,2019,9.0,erkek,2000/11/28,erzurum,istanbul
36807,2019,38.0,erkek,1998/04/22,manisa,manisa
36808,2019,36.0,erkek,1997/01/13,Null,istanbul
36809,2019,61.0,erkek,1996/03/06,izmir,izmir
36810,2019,40.0,erkek,1998/06/07,erzurum,istanbul
36811,2019,46.0,erkek,2000/06/03,amasya,ankara
36812,2019,29.0,erkek,1995/01/01,erzurum,ankara
36813,2019,20.0,erkek,2001/01/13,erzurum,istanbul
36814,2019,39.0,erkek,1999/01/28,istanbul,istanbul
36815,2019,28.0,erkek,1998/10/30,elazig,elazig
36816,2019,6.0,erkek,1998/12/22,gaziantep,gaziantep
36817,2019,20.0,erkek,1998/04/15,kocaeli,kocaeli
36818,2019,6.0,erkek,1998/05/04,kahramanmaras,kahramanmaras
36819,2019,10.0,erkek,1998/07/27,istanbul,burdur
36820,2019,22.0,erkek,2000/04/10,istanbul,istanbul
36821,2019,29.0,kadin,1999/09/02,tokat,tekirdag
36822,2019,32.0,kadin,1996/04/04,istanbul,istanbul
36823,2019,17.0,kadin,1997/10/07,istanbul,tokat
36824,2019,7.0,kadin,1996/04/25,istanbul,istanbul
36825,2019,6.0,kadin,2002/04/15,istanbul,istanbul
36826,2019,31.0,kadin,1998/11/01,kayseri,kayseri
36827,2019,9.0,kadin,1995/10/28,tekirdag,ankara
36828,2019,27.0,kadin,1998/03/12,aydin,isparta
36829,2019,21.0,kadin,1998/08/27,ankara,ankara
36830,2019,36.0,kadin,1999/10/02,istanbul,istanbul
36831,2019,11.0,kadin,1999/04/01,ankara,ankara
36832,2019,44.0,kadin,1997/05/09,istanbul,istanbul
36833,2019,39.0,kadin,1999/04/19,bilecik,afyonkarahisar
36834,2019,29.0,kadin,2000/03/15,burdur,isparta
36835,2019,20.0,kadin,1999/02/01,malatya,antalya
36836,2019,21.0,kadin,1996/09/18,istanbul,kocaeli
36837,2019,5.0,kadin,1997/01/12,artvin,ardahan
36838,2019,31.0,kadin,1997/10/05,kahramanmaras,burdur
36839,2019,23.0,kadin,1999/05/25,samsun,istanbul
36840,2019,23.0,kadin,1996/10/09,istanbul,istanbul
36841,2019,14.0,kadin,1999/04/18,yozgat,ankara
36842,2019,29.0,kadin,1999/01/01,burdur,burdur
36843,2019,42.0,erkek,1997/12/20,corum,ankara
36844,2019,13.0,erkek,2000/08/07,trabzon,istanbul
36845,2019,14.0,erkek,1999/08/07,karabuk,elazig
36846,2019,10.0,erkek,1997/01/06,Null,Null
36847,2019,10.0,erkek,1997/07/18,adana,gaziantep
36848,2019,20.0,erkek,1996/01/01,ankara,ankara
36849,2019,38.0,erkek,1998/03/10,osmaniye,osmaniye
36850,2019,23.0,kadin,1998/05/25,istanbul,izmir
36851,2019,34.0,kadin,1997/08/20,canakkale,istanbul
36852,2019,7.0,kadin,2000/01/03,burdur,burdur
36853,2019,19.0,kadin,1999/10/19,bursa,bursa
36854,2019,25.0,kadin,1998/07/14,samsun,samsun
36855,2019,7.0,kadin,2000/05/13,istanbul,istanbul
36856,2019,9.0,kadin,1999/04/20,sivas,sivas
36857,2019,26.0,kadin,2000/04/25,bursa,eskisehir
36858,2019,3.0,kadin,2000/06/18,istanbul,izmir
36859,2019,24.0,kadin,1998/12/02,mersin,ankara
36860,2019,24.0,kadin,1998/03/17,ankara,ankara
36861,2019,24.0,kadin,1999/06/24,elazig,elazig
36862,2019,13.0,kadin,2000/09/24,kayseri,kayseri
36863,2019,21.0,kadin,2000/10/23,izmir,izmir
36864,2019,56.0,kadin,1996/07/19,mugla,ankara
36865,2019,7.0,kadin,1999/11/15,konya,konya
36866,2019,37.0,kadin,1998/08/26,gaziantep,istanbul
36867,2019,17.0,kadin,1999/10/30,istanbul,istanbul
36868,2019,23.0,kadin,2000/09/05,istanbul,ordu
36869,2019,7.0,kadin,2000/02/15,hatay,hatay
36870,2019,39.0,kadin,1996/03/14,ankara,erzurum
36871,2019,9.0,kadin,1999/08/28,ankara,istanbul
36872,2019,29.0,kadin,1998/06/18,tekirdag,antalya
36873,2019,39.0,kadin,1998/07/10,rize,eskisehir
36874,2019,26.0,kadin,2000/01/13,istanbul,istanbul
36875,2019,3.0,kadin,1999/07/20,sanliurfa,balikesir
36876,2019,20.0,kadin,2000/03/17,eskisehir,eskisehir
36877,2019,9.0,kadin,2000/02/28,usak,usak
36878,2019,34.0,kadin,1998/12/08,tokat,eskisehir
36879,2019,32.0,kadin,1999/02/24,aydin,adana
36880,2019,5.0,kadin,2001/01/06,Null,Null
36881,2019,22.0,kadin,1998/07/28,aksaray,aksaray
36882,2019,21.0,kadin,1998/09/11,ankara,ankara
36883,2019,7.0,kadin,1997/03/18,istanbul,istanbul
36884,2019,13.0,kadin,1999/10/15,hatay,mersin
36885,2019,26.0,kadin,1996/03/16,ankara,izmir
36886,2019,24.0,kadin,2000/12/14,istanbul,corum
36887,2019,24.0,kadin,1998/05/26,elazig,ankara
36888,2019,17.0,kadin,1997/02/01,izmir,karaman
36889,2019,8.0,kadin,1998/09/10,samsun,samsun
36890,2019,11.0,kadin,1998/03/24,kirklareli,konya
36891,2019,7.0,kadin,2000/08/07,mersin,mersin
36892,2019,29.0,kadin,1998/06/08,eskisehir,eskisehir
36893,2019,17.0,kadin,1997/10/12,istanbul,istanbul
36894,2019,3.0,kadin,1998/11/21,adana,hatay
36895,2019,27.0,kadin,1997/12/17,ankara,ankara
36896,2019,14.0,kadin,2000/07/13,izmir,izmir
36897,2019,29.0,kadin,2000/01/08,karaman,kirikkale
36898,2019,22.0,kadin,1999/02/06,manisa,manisa
36899,2019,21.0,kadin,1997/08/23,trabzon,trabzon
36900,2019,29.0,kadin,1999/05/05,gaziantep,gaziantep
36901,2019,12.0,kadin,1997/05/19,istanbul,istanbul
36902,2019,9.0,kadin,1999/09/27,istanbul,istanbul
36903,2019,14.0,kadin,1995/02/02,eskisehir,istanbul
36904,2019,34.0,kadin,1999/01/01,mardin,mersin
36905,2019,21.0,kadin,1997/07/20,kocaeli,kocaeli
36906,2019,23.0,kadin,1997/05/03,diyarbakir,tokat
36907,2019,39.0,kadin,1998/07/12,istanbul,istanbul
36908,2019,6.0,kadin,2000/06/21,yozgat,kayseri
36909,2019,33.0,kadin,2000/05/15,istanbul,istanbul
36910,2019,33.0,kadin,1999/11/20,istanbul,istanbul
36911,2019,34.0,kadin,1996/09/23,tokat,istanbul
36912,2019,39.0,kadin,1999/01/01,mersin,kayseri
36913,2019,9.0,kadin,1995/01/05,batman,batman
36914,2019,12.0,kadin,1997/05/02,istanbul,istanbul
36915,2019,11.0,kadin,1999/01/23,nevsehir,nevsehir
36916,2019,37.0,kadin,1999/01/26,sanliurfa,konya
36917,2019,9.0,kadin,2000/05/15,konya,konya
36918,2019,9.0,kadin,1999/08/18,adana,antalya
36919,2019,34.0,kadin,1998/06/25,izmir,izmir
36920,2019,21.0,kadin,1999/07/09,gaziantep,ankara
36921,2019,13.0,kadin,1995/04/27,sakarya,kocaeli
36922,2019,7.0,kadin,1998/11/30,sivas,kayseri
36923,2019,43.0,kadin,2000/09/08,istanbul,istanbul
36924,2019,35.0,kadin,1997/12/11,istanbul,istanbul
36925,2019,15.0,kadin,1998/08/29,ankara,ankara
36926,2019,14.0,kadin,2000/08/28,bursa,bursa
36927,2019,40.0,kadin,1998/11/28,izmir,izmir
36928,2019,22.0,kadin,1996/02/18,denizli,eskisehir
36929,2019,46.0,kadin,1997/05/05,denizli,ankara
36930,2019,19.0,kadin,2000/02/14,kayseri,ankara
36931,2019,23.0,kadin,1998/01/09,denizli,denizli
36932,2019,9.0,kadin,1996/06/20,afyonkarahisar,afyonkarahisar
36933,2019,8.0,kadin,2000/08/17,kocaeli,kocaeli
36934,2019,44.0,kadin,1997/05/30,kutahya,isparta
36935,2019,35.0,kadin,2000/07/13,nigde,bolu
