ScholarshipId,ApplicantId,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
35394,35394,,hayir,hayir,,
35395,35395,,hayir,evet,kyk,500
35396,35396,,hayir,hayir,,
35397,35397,,hayir,hayir,,
35398,35398,,hayir,,,
35399,35399,,hayir,hayir,,
35400,35400,,hayir,hayir,,
35401,35401,,hayir,evet,kyk,750
35402,35402,,hayir,hayir,,
35403,35403,,hayir,hayir,,
35404,35404,,hayir,hayir,,
35405,35405,,hayir,hayir,,
35406,35406,,hayir,hayir,,
35407,35407,,hayir,hayir,,
35408,35408,,hayir,hayir,,
35409,35409,,hayir,evet,kyk,500
35410,35410,,hayir,evet,kyk,800
35411,35411,,hayir,hayir,,
35412,35412,,hayir,hayir,,
35413,35413,,hayir,hayir,,
35414,35414,,hayir,hayir,,
35415,35415,,hayir,hayir,,
35416,35416,,hayir,hayir,,
35417,35417,,hayir,evet,,500
35418,35418,,hayir,hayir,,
35419,35419,,hayir,hayir,,
35420,35420,,hayir,evet,kyk,500
35421,35421,,hayir,hayir,,
35422,35422,,hayir,hayir,,
35423,35423,,hayir,hayir,,
35424,35424,,hayir,evet,kyk bursu,500
35425,35425,,hayir,hayir,,
35426,35426,,hayir,hayir,,
35427,35427,,hayir,hayir,,
35428,35428,,hayir,evet,,500
35429,35429,,hayir,hayir,,
35430,35430,,hayir,hayir,,
35431,35431,,hayir,evet,,500
35432,35432,,hayir,evet,kyk,250
35433,35433,,hayir,evet,kyk kredisi,500
35434,35434,,hayir,hayir,,
35435,35435,,hayir,hayir,,
35436,35436,,hayir,evet,kredi,500
35437,35437,,hayir,hayir,,
35438,35438,,hayir,hayir,,
35439,35439,,hayir,evet,devet kredi,500
35440,35440,,hayir,hayir,,
35441,35441,,hayir,hayir,,
35442,35442,,hayir,hayir,,
35443,35443,,hayir,evet,igdas,500
35444,35444,,hayir,hayir,,
35445,35445,,hayir,evet,kyk,500
35446,35446,,hayir,hayir,,
35447,35447,,hayir,evet,kyk,500
35448,35448,,hayir,evet,,650
35449,35449,,hayir,hayir,,
35450,35450,,hayir,evet,kyk,500
35451,35451,,hayir,hayir,,
35452,35452,,hayir,hayir,,
35453,35453,,hayir,hayir,,
35454,35454,,hayir,hayir,,
35455,35455,,hayir,evet,kyk,500
35456,35456,,hayir,hayir,,
35457,35457,,hayir,hayir,,
35458,35458,,hayir,evet,kyk,500
35459,35459,,hayir,evet,kyk,500
35460,35460,,hayir,hayir,,
35461,35461,,hayir,evet,kyk,500
35462,35462,,hayir,hayir,,
35463,35463,,hayir,hayir,,
35464,35464,,hayir,evet,istikbal,500
35465,35465,,hayir,hayir,,
35466,35466,,hayir,hayir,,
35467,35467,,hayir,hayir,,
35468,35468,,hayir,hayir,,
35469,35469,,hayir,hayir,,
35470,35470,,hayir,hayir,,
35471,35471,,hayir,hayir,,
35472,35472,,hayir,hayir,,
35473,35473,,hayir,hayir,,
35474,35474,,hayir,hayir,,
35475,35475,,hayir,hayir,,
35476,35476,,hayir,evet,kyk,200
35477,35477,,hayir,hayir,,
35478,35478,,hayir,hayir,,
35479,35479,,hayir,hayir,,
35480,35480,,hayir,hayir,,
35481,35481,,hayir,evet,kyk,130
35482,35482,,hayir,hayir,,
35483,35483,,hayir,evet,devlet bursu,500
35484,35484,,hayir,hayir,,
35485,35485,,hayir,hayir,,
35486,35486,,hayir,hayir,,
35487,35487,,hayir,hayir,,
35488,35488,,hayir,hayir,,
35489,35489,,hayir,hayir,,
35490,35490,,hayir,hayir,,
35491,35491,,hayir,hayir,,
35492,35492,,hayir,evet,ato,500
35493,35493,,hayir,hayir,,
35494,35494,,hayir,hayir,,
35495,35495,,hayir,hayir,,
35496,35496,,hayir,evet,devlet,500
35497,35497,,hayir,hayir,,
35498,35498,,hayir,hayir,,
35499,35499,,hayir,hayir,,
35500,35500,,hayir,hayir,,
35501,35501,,hayir,hayir,,
35502,35502,,hayir,evet,kyk,500
35503,35503,,hayir,hayir,,
35504,35504,,hayir,evet,kyk,500
35505,35505,,hayir,evet,devlet,500
35506,35506,,hayir,hayir,,
35507,35507,,hayir,hayir,,
35508,35508,,hayir,evet,kredi ve yurtlar kurumu,500
35509,35509,,hayir,evet,kyk,450
35510,35510,,hayir,hayir,,
35511,35511,,hayir,hayir,,
35512,35512,,hayir,hayir,,
35513,35513,,hayir,evet,ronesans egitim vakfi,500
35514,35514,,hayir,hayir,,
35515,35515,,hayir,hayir,,
35516,35516,,hayir,hayir,,
35517,35517,,hayir,hayir,,
35518,35518,,hayir,evet,kyk,500
35519,35519,,hayir,evet,kredi ve yurlar kurumu(kyk),500
35520,35520,,hayir,hayir,,
35521,35521,,hayir,hayir,,
35522,35522,,hayir,hayir,,
35523,35523,,hayir,hayir,,
35524,35524,,hayir,hayir,,
35525,35525,,hayir,hayir,,
35526,35526,,hayir,hayir,,
35527,35527,,hayir,evet,kyk,500
35528,35528,,hayir,evet,cagdas yasami destekleme dernegi,1500
35529,35529,,hayir,hayir,,
35530,35530,,hayir,evet,devlet,500
35531,35531,,hayir,hayir,,
35532,35532,,hayir,hayir,,
35533,35533,,hayir,evet,kyk,500
35534,35534,,hayir,hayir,,
35535,35535,,hayir,hayir,,
35536,35536,,hayir,hayir,,
35537,35537,,hayir,hayir,,
35538,35538,,hayir,evet,kredi ve yurtlar kurumu,500
35539,35539,,hayir,hayir,,
35540,35540,,hayir,hayir,,
35541,35541,,hayir,hayir,,
35542,35542,,hayir,evet,vakiflar genel mudurlugu,500
35543,35543,,hayir,evet,turkiye cumhuriyeti genclik ve spor bakanligi kredi ve yurtlar kurumu,500
35544,35544,,hayir,hayir,,
35545,35545,,hayir,hayir,,
35546,35546,,hayir,hayir,,
35547,35547,,hayir,evet,kyk,500
35548,35548,,hayir,hayir,,
35549,35549,,hayir,evet,kredi ve yurtlar kurumu,250
35550,35550,,hayir,hayir,,
35551,35551,,hayir,hayir,,
35552,35552,,hayir,hayir,,
35553,35553,,hayir,evet,kyk,500
35554,35554,,hayir,evet,kyk,500
35555,35555,,hayir,hayir,,
35556,35556,,hayir,hayir,,
35557,35557,,hayir,evet,kyk,500
35558,35558,,hayir,hayir,,
35559,35559,,hayir,hayir,,
35560,35560,,hayir,hayir,,
35561,35561,,hayir,hayir,,
35562,35562,,hayir,hayir,,
35563,35563,,hayir,hayir,,
35564,35564,,hayir,evet,kyk bursu,250
35565,35565,,hayir,hayir,,
35566,35566,,hayir,hayir,,
35567,35567,,hayir,hayir,,
35568,35568,,hayir,evet,kyk,500
35569,35569,,hayir,evet,,500
35570,35570,,hayir,hayir,,
35571,35571,,hayir,hayir,,
35572,35572,,hayir,hayir,,
35573,35573,,hayir,hayir,,
35574,35574,,hayir,hayir,,
35575,35575,,hayir,hayir,,
35576,35576,,hayir,hayir,,
35577,35577,,hayir,evet,kyk,500
35578,35578,,hayir,hayir,,
35579,35579,,hayir,hayir,,
35580,35580,,hayir,hayir,,
35581,35581,,hayir,hayir,,
35582,35582,,hayir,hayir,,
35583,35583,,hayir,hayir,,
35584,35584,,hayir,hayir,,
35585,35585,,hayir,hayir,,
35586,35586,,hayir,hayir,,
35587,35587,,hayir,hayir,,
35588,35588,,hayir,hayir,,
35589,35589,,hayir,evet,,
35590,35590,,hayir,hayir,,
35591,35591,,hayir,hayir,,
35592,35592,,hayir,evet,,500
35593,35593,,hayir,hayir,,
35594,35594,,hayir,hayir,,
35595,35595,,hayir,evet,kyk,500
35596,35596,,hayir,hayir,,
35597,35597,,hayir,hayir,,
35598,35598,,hayir,hayir,,
35599,35599,,hayir,hayir,,
35600,35600,,hayir,hayir,,
35601,35601,,hayir,hayir,,
35602,35602,,hayir,hayir,,
35603,35603,,hayir,hayir,,
35604,35604,,hayir,hayir,,
35605,35605,,hayir,hayir,,
35606,35606,,hayir,hayir,,
35607,35607,,hayir,hayir,,
35608,35608,,hayir,evet,kyk,500
35609,35609,,hayir,hayir,,
35610,35610,,hayir,hayir,,
35611,35611,,hayir,hayir,,
35612,35612,,hayir,hayir,,
35613,35613,,hayir,evet,kredi ve yurtlar kurumu,500
35614,35614,,hayir,hayir,,
35615,35615,,hayir,hayir,,
35616,35616,,hayir,hayir,,
35617,35617,,hayir,evet,kyk,500
35618,35618,,hayir,evet,meb,500
35619,35619,,hayir,hayir,,
35620,35620,,hayir,evet,kyk,500
35621,35621,,hayir,evet,,500
35622,35622,,hayir,evet,,500
35623,35623,,hayir,evet,uncev,500
35624,35624,,hayir,hayir,,
35625,35625,,hayir,evet,kyk,500
35626,35626,,hayir,hayir,,
35627,35627,,hayir,hayir,,
35628,35628,,hayir,hayir,,
35629,35629,,hayir,evet,kyk,500
35630,35630,,hayir,hayir,,
35631,35631,,hayir,hayir,,
35632,35632,,hayir,hayir,,
35633,35633,,hayir,evet,kyk,500
35634,35634,,hayir,evet,kredi yurtlar kurumu,500
35635,35635,,hayir,hayir,,
35636,35636,,hayir,hayir,,
35637,35637,,hayir,hayir,,
35638,35638,,hayir,evet,kyk,500
35639,35639,,hayir,hayir,,
35640,35640,,hayir,hayir,,
35641,35641,,hayir,evet,devlet,500
35642,35642,,hayir,hayir,,
35643,35643,,hayir,hayir,,
35644,35644,,hayir,hayir,,
35645,35645,,hayir,hayir,,
35646,35646,,hayir,hayir,,
35647,35647,,hayir,hayir,,
35648,35648,,hayir,hayir,,
35649,35649,,hayir,hayir,,
35650,35650,,hayir,hayir,,
35651,35651,,hayir,hayir,,
35652,35652,,hayir,hayir,,
35653,35653,,hayir,hayir,,
35654,35654,,hayir,hayir,,
35655,35655,,hayir,hayir,,
35656,35656,,hayir,evet,kredi yurtlar kurumu,475
35657,35657,,hayir,evet,,500
35658,35658,,hayir,hayir,,
35659,35659,,hayir,hayir,,
35660,35660,,hayir,evet,kyk,500
35661,35661,,hayir,evet,kyk,220
35662,35662,,hayir,evet,kotil vakfi,150
35663,35663,,hayir,hayir,,
35664,35664,,hayir,hayir,,
35665,35665,,hayir,evet,kyk,500
35666,35666,,hayir,hayir,,
35667,35667,,hayir,hayir,,
35668,35668,,hayir,evet,kyk,500
35669,35669,,hayir,evet,kyk,500
35670,35670,,hayir,hayir,,
35671,35671,,hayir,evet,kyk,
35672,35672,,hayir,evet,,500
35673,35673,,hayir,hayir,,
35674,35674,,hayir,hayir,,
35675,35675,,hayir,hayir,,
35676,35676,,hayir,evet,,450
35677,35677,,hayir,hayir,,
35678,35678,,hayir,hayir,,
35679,35679,,hayir,hayir,,
35680,35680,,hayir,evet,kyk,500
35681,35681,,hayir,hayir,,
35682,35682,,hayir,hayir,,
35683,35683,,evet,hayir,,
35684,35684,,hayir,hayir,,
35685,35685,,hayir,hayir,,
35686,35686,,hayir,evet,ogrenim/katki kredisi,500
35687,35687,,hayir,hayir,,
35688,35688,,hayir,hayir,,
35689,35689,,hayir,hayir,,
35690,35690,,hayir,hayir,,
35691,35691,,hayir,hayir,,
35692,35692,,hayir,hayir,,
35693,35693,,hayir,hayir,,
35694,35694,,hayir,hayir,,
35695,35695,,hayir,hayir,,
35696,35696,,hayir,hayir,,
35697,35697,,hayir,hayir,,
35698,35698,,hayir,evet,kredi yurtlar kurumu,220
35699,35699,,hayir,hayir,,
35700,35700,,hayir,evet,yuksek ogrenim kredi ve yurtlar kurumu,0
35701,35701,,hayir,hayir,,
35702,35702,,hayir,hayir,,
35703,35703,,hayir,hayir,,
35704,35704,,hayir,hayir,,
35705,35705,,hayir,hayir,,
35706,35706,,hayir,evet,,500
35707,35707,,hayir,hayir,,
35708,35708,,hayir,hayir,,
35709,35709,,hayir,evet,kyk,250
35710,35710,,hayir,hayir,,
35711,35711,,hayir,hayir,,
35712,35712,,hayir,hayir,,
35713,35713,,hayir,hayir,,
35714,35714,,hayir,hayir,,
35715,35715,,hayir,hayir,,
35716,35716,,hayir,evet,kredi yurtlar kurumu,500
35717,35717,,hayir,hayir,,
35718,35718,,hayir,hayir,,
35719,35719,,hayir,hayir,,
35720,35720,,hayir,hayir,,
35721,35721,,hayir,hayir,,
35722,35722,,hayir,hayir,,
35723,35723,,hayir,evet,kyk (kredi),500
35724,35724,,hayir,evet,kyk,500
35725,35725,,hayir,hayir,,
35726,35726,,hayir,hayir,,
35727,35727,,evet,hayir,,
35728,35728,,hayir,evet,"kyk, turkiye ortopedik engelliler dernegi",500
35729,35729,,hayir,hayir,,
35730,35730,,hayir,evet,kyk,150
35731,35731,,hayir,hayir,,
35732,35732,,hayir,hayir,,
35733,35733,,hayir,hayir,,
35734,35734,,hayir,evet,yurtbay egitim vakfi,500
35735,35735,,hayir,hayir,,
35736,35736,,hayir,hayir,,
35737,35737,,hayir,hayir,,
35738,35738,,hayir,evet,kyk,500
35739,35739,,hayir,hayir,,
35740,35740,,hayir,hayir,,
35741,35741,,hayir,hayir,,
35742,35742,,hayir,hayir,,
35743,35743,,hayir,hayir,,
35744,35744,,hayir,hayir,,
35745,35745,,hayir,hayir,,
35746,35746,,hayir,hayir,,
35747,35747,,hayir,hayir,,
35748,35748,,hayir,hayir,,
35749,35749,,hayir,hayir,,
35750,35750,,hayir,hayir,,
35751,35751,,hayir,hayir,,
35752,35752,,hayir,,,
35753,35753,,hayir,evet,kredi ve yurtlar kurumu (kyk),500
35754,35754,,hayir,hayir,,
35755,35755,,hayir,hayir,,
35756,35756,,evet,hayir,,
35757,35757,,hayir,hayir,,
35758,35758,,hayir,hayir,,
35759,35759,,hayir,evet,kyk,500
35760,35760,,hayir,evet,kyk,500
35761,35761,,hayir,evet,kyk,300
35762,35762,,hayir,evet,kyk,720
35763,35763,,hayir,evet,,500
35764,35764,,hayir,hayir,,
35765,35765,,hayir,hayir,,
35766,35766,,hayir,,,
35767,35767,,hayir,hayir,,
35768,35768,,hayir,,,
35769,35769,,hayir,,,
35770,35770,,hayir,,,
35771,35771,,hayir,,,
35772,35772,,hayir,,,
35773,35773,,hayir,,,
35774,35774,,hayir,hayir,,
35775,35775,,hayir,hayir,,
35776,35776,,hayir,hayir,,
35777,35777,,hayir,hayir,,
35778,35778,,hayir,evet,kyk,500
35779,35779,,hayir,evet,kyk,500
35780,35780,,hayir,hayir,,
35781,35781,,hayir,hayir,,
35782,35782,,hayir,hayir,,
35783,35783,,hayir,hayir,,
35784,35784,,hayir,evet,mardav vakfi,150
35785,35785,,hayir,evet,kyk,500
35786,35786,,hayir,evet,kyk,500
35787,35787,,hayir,hayir,,
35788,35788,,hayir,hayir,,
35789,35789,,hayir,hayir,,
35790,35790,,hayir,hayir,,
35791,35791,,hayir,hayir,,
35792,35792,,hayir,hayir,,
35793,35793,,hayir,hayir,,
35794,35794,,hayir,hayir,,
35795,35795,,hayir,evet,kyk,500
35796,35796,,hayir,evet,kyk,500
35797,35797,,hayir,hayir,,
35798,35798,,hayir,hayir,,
35799,35799,,hayir,hayir,,
35800,35800,,hayir,evet,kyk,500
35801,35801,,hayir,hayir,,
35802,35802,,hayir,evet,anadolu vakfi,450
35803,35803,,hayir,hayir,,
35804,35804,,hayir,hayir,,
35805,35805,,hayir,hayir,,
35806,35806,,hayir,hayir,,
35807,35807,,hayir,hayir,,
35808,35808,,hayir,hayir,,
35809,35809,,hayir,evet,kyk,500
35810,35810,,hayir,hayir,,
35811,35811,,hayir,hayir,,
35812,35812,,hayir,hayir,,
35813,35813,,hayir,hayir,,
35814,35814,,hayir,evet,kyk,500
35815,35815,,hayir,hayir,,
35816,35816,,hayir,hayir,,
35817,35817,,hayir,hayir,,
35818,35818,,hayir,evet,kyk,0
35819,35819,,hayir,hayir,,
35820,35820,,hayir,hayir,,
35821,35821,,hayir,hayir,,
35822,35822,,hayir,hayir,,
35823,35823,,hayir,hayir,,
35824,35824,,hayir,evet,turkiye teknoloji takimi,500
35825,35825,,hayir,hayir,,
35826,35826,,hayir,hayir,,
35827,35827,,hayir,evet,kredi yurtlar kurumu,500
35828,35828,,hayir,hayir,,
35829,35829,,hayir,evet,kredi yurtlar kurumu,500
35830,35830,,hayir,evet,sabanci,600
35831,35831,,hayir,hayir,,
35832,35832,,hayir,hayir,,
35833,35833,,hayir,hayir,,
35834,35834,,hayir,hayir,,
35835,35835,,hayir,hayir,,
35836,35836,,hayir,hayir,,
35837,35837,,hayir,evet,kyk,500
35838,35838,,hayir,evet,kredi ve yurtlar kurumu,500
35839,35839,,hayir,evet,kyk,500
35840,35840,,hayir,evet,kyk,500
35841,35841,,hayir,hayir,,
35842,35842,,hayir,evet,kyk,500
35843,35843,,hayir,hayir,,
35844,35844,,hayir,hayir,,
35845,35845,,hayir,hayir,,
35846,35846,,hayir,hayir,,
35847,35847,,hayir,hayir,,
35848,35848,,hayir,hayir,,
35849,35849,,hayir,hayir,,
35850,35850,,hayir,hayir,,
35851,35851,,hayir,hayir,,
35852,35852,,hayir,evet,kyk,500
35853,35853,,hayir,evet,kyk,500
35854,35854,,hayir,evet,kyk,500
35855,35855,,hayir,hayir,,
35856,35856,,hayir,evet,kyk,500
35857,35857,,hayir,hayir,,
35858,35858,,hayir,hayir,,
35859,35859,,hayir,hayir,,
35860,35860,,hayir,hayir,,
35861,35861,,hayir,hayir,,
35862,35862,,hayir,hayir,,
35863,35863,,hayir,evet,inegol belediyesi,150
35864,35864,,hayir,hayir,,
35865,35865,,hayir,hayir,,
35866,35866,,hayir,hayir,,
35867,35867,,hayir,hayir,,
35868,35868,,hayir,hayir,,
35869,35869,,hayir,hayir,,
35870,35870,,hayir,hayir,,
35871,35871,,hayir,evet,kyk bursu,500
35872,35872,,hayir,hayir,,
35873,35873,,hayir,hayir,,
35874,35874,,hayir,evet,kredi ve yurtlar kurumu,500
35875,35875,,hayir,hayir,,
35876,35876,,hayir,hayir,,
35877,35877,,hayir,hayir,,
35878,35878,,hayir,hayir,,
35879,35879,,hayir,hayir,,
35880,35880,,hayir,hayir,,
35881,35881,,hayir,hayir,,
35882,35882,,hayir,hayir,,
35883,35883,,hayir,hayir,,
35884,35884,,hayir,hayir,,
35885,35885,,hayir,,,
35886,35886,,hayir,hayir,,
35887,35887,,hayir,hayir,,
35888,35888,,hayir,hayir,,
35889,35889,,hayir,hayir,,
35890,35890,,hayir,hayir,,
35891,35891,,hayir,evet,kyk,500
35892,35892,,hayir,hayir,,
35893,35893,,hayir,hayir,,
35894,35894,,hayir,hayir,,
35895,35895,,hayir,evet,adiyamanlilar vakfi,700
35896,35896,,hayir,hayir,,
35897,35897,,hayir,hayir,,
35898,35898,,hayir,hayir,,
35899,35899,,hayir,hayir,,
35900,35900,,hayir,hayir,,
35901,35901,,hayir,evet,kuyumcu esnafi ve babamin is yeri olan kanca a.s.,500
35902,35902,,hayir,hayir,,
35903,35903,,hayir,evet,kredi yurtlar kurumu,500
35904,35904,,hayir,hayir,,
35905,35905,,hayir,evet,kyk,500
35906,35906,,hayir,hayir,,
35907,35907,,hayir,hayir,,
35908,35908,,hayir,hayir,,
35909,35909,,hayir,hayir,,
35910,35910,,hayir,hayir,,
35911,35911,,hayir,hayir,,
35912,35912,,hayir,hayir,,
35913,35913,,hayir,evet,kyk,500
35914,35914,,hayir,hayir,,
35915,35915,,hayir,hayir,,
35916,35916,,hayir,hayir,,
35917,35917,,hayir,hayir,,
35918,35918,,hayir,hayir,,
35919,35919,,hayir,hayir,,
35920,35920,,hayir,evet,anadolu genclik dernegi,150
35921,35921,,hayir,evet,kyk devlet bursu,500
35922,35922,,hayir,hayir,,
35923,35923,,hayir,hayir,,
35924,35924,,hayir,hayir,,
35925,35925,,hayir,hayir,,
35926,35926,,hayir,hayir,,
35927,35927,,hayir,hayir,,
35928,35928,,hayir,hayir,,
35929,35929,,hayir,hayir,,
35930,35930,,hayir,hayir,,
35931,35931,,hayir,evet,eskisehir ticaret odasi,300
35932,35932,,hayir,hayir,,
35933,35933,,hayir,evet,universitelilere verilen devlet bursu,500
35934,35934,,hayir,evet,kyk,500
35935,35935,,hayir,hayir,,
35936,35936,,hayir,evet,kyk,500
35937,35937,,hayir,hayir,,
35938,35938,,hayir,hayir,,
35939,35939,,hayir,hayir,,
35940,35940,,hayir,hayir,,
35941,35941,,hayir,evet,kyk kredi,500
35942,35942,,hayir,evet,tog,255
35943,35943,,hayir,hayir,,
35944,35944,,hayir,hayir,,
35945,35945,,hayir,hayir,,
35946,35946,,hayir,evet,kredi ve yurtlar kurumu,500
35947,35947,,hayir,evet,kyk,470
35948,35948,,hayir,hayir,,
35949,35949,,hayir,hayir,,
35950,35950,,hayir,hayir,,
35951,35951,,hayir,hayir,,
35952,35952,,hayir,hayir,,
35953,35953,,hayir,hayir,,
35954,35954,,hayir,hayir,,
35955,35955,,hayir,hayir,,
35956,35956,,hayir,hayir,,
35957,35957,,hayir,hayir,,
35958,35958,,hayir,hayir,,
35959,35959,,hayir,hayir,,
35960,35960,,hayir,hayir,,
35961,35961,,hayir,hayir,,
35962,35962,,hayir,evet,kyk,500
35963,35963,,hayir,evet,denizli dini ve milli kultur vakfi,250
35964,35964,,hayir,hayir,,
35965,35965,,hayir,evet,kyk,500
35966,35966,,hayir,hayir,,
35967,35967,,hayir,hayir,,
35968,35968,,hayir,evet,kyk,500
35969,35969,,hayir,hayir,,
35970,35970,,hayir,hayir,,
35971,35971,,hayir,hayir,,
35972,35972,,hayir,hayir,,
35973,35973,,hayir,hayir,,
35974,35974,,hayir,evet,basbakanlik,475
35975,35975,,hayir,evet,kredi ve yurtlar kurumu,500
35976,35976,,hayir,hayir,,
35977,35977,,hayir,hayir,,
35978,35978,,hayir,hayir,,
35979,35979,,hayir,hayir,,
35980,35980,,hayir,hayir,,
35981,35981,,hayir,hayir,,
35982,35982,,hayir,hayir,,
35983,35983,,hayir,evet,kyk,500
35984,35984,,hayir,evet,devlet,500
35985,35985,,hayir,evet,kyk,500
35986,35986,,hayir,evet,kamu yurtlar kurumu,500
35987,35987,,hayir,hayir,,
35988,35988,,hayir,hayir,,
35989,35989,,hayir,evet,ahmet eskiyapan vakfi,300
35990,35990,,hayir,evet,devlet bursu,500
35991,35991,,hayir,hayir,,
35992,35992,,hayir,hayir,,
35993,35993,,hayir,evet,kyk,500
35994,35994,,hayir,evet,kyk,500
35995,35995,,hayir,hayir,,
35996,35996,,hayir,evet,kyk ogrenim kredisi,500
35997,35997,,hayir,hayir,,
35998,35998,,hayir,hayir,,
35999,35999,,hayir,hayir,,
36000,36000,,hayir,hayir,,
36001,36001,,hayir,hayir,,
36002,36002,,hayir,evet,kyk,500
36003,36003,,hayir,evet,kredi yurtlar kurumu,500
36004,36004,,hayir,evet,kyk,500
36005,36005,,hayir,hayir,,
36006,36006,,hayir,hayir,,
36007,36007,,hayir,evet,kredi yurtlar kurumu(devlet),485
36008,36008,,hayir,evet,kredi yurtlar kurumu ogrenim bursu,500
36009,36009,,hayir,evet,kyk,500
36010,36010,,hayir,hayir,,
36011,36011,,hayir,hayir,,
36012,36012,,hayir,hayir,,
36013,36013,,hayir,hayir,,
36014,36014,,hayir,hayir,,
36015,36015,,hayir,hayir,,
36016,36016,,hayir,hayir,,
36017,36017,,hayir,evet,kyk devlet bursu,500
36018,36018,,hayir,evet,kyk,500
36019,36019,,hayir,hayir,,
36020,36020,,hayir,hayir,,
36021,36021,,hayir,evet,kredi ve yurtlar kurumundan burs aliyorum.,500
36022,36022,,hayir,evet,yetim ayligi,420
36023,36023,,hayir,evet,kyk,500
36024,36024,,hayir,hayir,,
36025,36025,,hayir,hayir,,
36026,36026,,hayir,hayir,,
36027,36027,,hayir,evet,basbakanlik vakiflar genel mudurlugu,250
36028,36028,,hayir,hayir,,
36029,36029,,hayir,evet,divankav,140
36030,36030,,hayir,hayir,,
36031,36031,,hayir,hayir,,
36032,36032,,hayir,evet,kyk,500
36033,36033,,hayir,hayir,,
36034,36034,,hayir,hayir,,
36035,36035,,hayir,hayir,,
36036,36036,,hayir,hayir,,
36037,36037,,hayir,hayir,,
36038,36038,,hayir,hayir,,
36039,36039,,hayir,evet,kyk,500
36040,36040,,hayir,hayir,,
36041,36041,,hayir,hayir,,
36042,36042,,hayir,hayir,,
36043,36043,,hayir,hayir,,
36044,36044,,hayir,evet,kyk,500
36045,36045,,hayir,evet,kredi ve yurtlar kurumu,500
36046,36046,,hayir,hayir,,
36047,36047,,hayir,hayir,,
36048,36048,,hayir,hayir,,
36049,36049,,hayir,hayir,,
36050,36050,,hayir,hayir,,
36051,36051,,hayir,hayir,,
36052,36052,,hayir,hayir,,
36053,36053,,hayir,evet,kyk,500
36054,36054,,hayir,hayir,,
36055,36055,,hayir,hayir,,
36056,36056,,hayir,hayir,,
36057,36057,,hayir,hayir,,
36058,36058,,hayir,evet,kyk,500
36059,36059,,hayir,hayir,,
36060,36060,,hayir,hayir,,
36061,36061,,hayir,hayir,,
36062,36062,,hayir,hayir,,
36063,36063,,hayir,hayir,,
36064,36064,,hayir,evet,kyk kredi,500
36065,36065,,hayir,hayir,,
36066,36066,,hayir,hayir,,
36067,36067,,hayir,evet,kyk,500
36068,36068,,hayir,hayir,,
36069,36069,,hayir,evet,,
36070,36070,,hayir,hayir,,
36071,36071,,hayir,evet,kyk,500
36072,36072,,hayir,evet,kyk ( basbakanlik bursu),500
36073,36073,,hayir,hayir,,
36074,36074,,hayir,hayir,,
36075,36075,,hayir,hayir,,
36076,36076,,hayir,hayir,,
36077,36077,,hayir,hayir,,
36078,36078,,hayir,hayir,,
36079,36079,,hayir,evet,adiyamanlilar vakfi,200
36080,36080,,hayir,hayir,,
36081,36081,,hayir,hayir,,
36082,36082,,hayir,hayir,,
36083,36083,,hayir,evet,kyk,500
36084,36084,,hayir,hayir,,
36085,36085,,hayir,hayir,,
36086,36086,,hayir,evet,kyk,500
36087,36087,,hayir,hayir,,
36088,36088,,hayir,hayir,,
36089,36089,,hayir,hayir,,
36090,36090,,hayir,hayir,,
36091,36091,,hayir,evet,sadece kredi yurtlar kurumundan aliyorum,500
36092,36092,,hayir,hayir,,
36093,36093,,hayir,hayir,,
36094,36094,,hayir,hayir,,
36095,36095,,hayir,hayir,,
36096,36096,,hayir,evet,kyk,500
36097,36097,,hayir,hayir,,
36098,36098,,hayir,hayir,,
36099,36099,,hayir,hayir,,
36100,36100,,hayir,hayir,,
36101,36101,,hayir,evet,yunus emre kultur vakfi,100
36102,36102,,hayir,hayir,,
36103,36103,,hayir,evet,opet,500
36104,36104,,hayir,hayir,,
36105,36105,,hayir,hayir,,
36106,36106,,hayir,hayir,,
36107,36107,,hayir,hayir,,
36108,36108,,hayir,hayir,,
36109,36109,,hayir,hayir,,
36110,36110,,hayir,evet,anadolu vakfi,450
36111,36111,,hayir,hayir,,
36112,36112,,hayir,hayir,,
36113,36113,,hayir,hayir,,
36114,36114,,hayir,hayir,,
36115,36115,,hayir,hayir,,
36116,36116,,hayir,hayir,,
36117,36117,,hayir,hayir,,
36118,36118,,hayir,hayir,,
36119,36119,,hayir,hayir,,
36120,36120,,hayir,hayir,,
36121,36121,,hayir,hayir,,
36122,36122,,hayir,hayir,,
36123,36123,,hayir,evet,ronesans egitim vakfi,400
36124,36124,,hayir,evet,kredi yurtlar kurumu (devlet),500
36125,36125,,hayir,hayir,,
36126,36126,,hayir,,,
36127,36127,,hayir,hayir,,
36128,36128,,hayir,hayir,,
36129,36129,,hayir,hayir,,
36130,36130,,hayir,hayir,,
36131,36131,,hayir,hayir,,
36132,36132,,hayir,evet,kyk,500
36133,36133,,hayir,hayir,,
36134,36134,,hayir,evet,kyk,500
36135,36135,,hayir,hayir,,
36136,36136,,hayir,hayir,,
36137,36137,,hayir,hayir,,
36138,36138,,hayir,evet,kyk,500
36139,36139,,hayir,evet,yuksek ogrenim kredi ve yurtlar kurumu (kyk),500
36140,36140,,hayir,evet,kyk,500
36141,36141,,hayir,hayir,,
