ApplicantUniversityId,ApplicantId,UniversityId,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
34993,34993,34993,biyomedikal muhendisligi,3,0.00 - 2.50,hayir,
34994,34994,34994,tip(ingilizce),2,2.50 - 3.00,hayir,
34995,34995,34995,arkeoloji,4,0.00 - 2.50,hayir,
34996,34996,34996,iktisat(ingilizce),1,3.50 - 4.00,hayir,
34997,34997,34997,isletme,2,0.00 - 2.50,hayir,
34998,34998,34998,metalurji ve malzeme muhendisligi,3,2.50 - 3.00,hayir,
34999,34999,34999,isletme,4,2.50 - 3.00,hayir,
35000,35000,35000,bilisim sistemleri ve teknolojileri (yuksekokul),2,3.00 - 3.50,hayir,
35001,35001,35001,insaat muhendisligi,4,3.50 - 4.00,hayir,
35002,35002,35002,isletme muhendisligi,2,3.00 - 3.50,hayir,
35003,35003,35003,isletme,4,3.00 - 3.50,hayir,
35004,35004,35004,tip(ingilizce),3,2.50 - 3.00,hayir,
35005,35005,35005,mimarlik,4,3.00 - 3.50,hayir,
35006,35006,35006,dis hekimligi,2,3.00 - 3.50,hayir,
35007,35007,35007,bilgisayar muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
35008,35008,35008,endustri muhendisligi,4,2.50 - 3.00,hayir,
35009,35009,35009,muhendislik ve doga bilimleri programlari,1,3.50 - 4.00,hayir,
35010,35010,35010,hukuk,2,3.00 - 3.50,hayir,
35011,35011,35011,ucak muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35012,35012,35012,hukuk,4,2.50 - 3.00,hayir,
35013,35013,35013,endustri muhendisligi(ingilizce)(tam burslu),2,0.00 - 2.50,hayir,
35014,35014,35014,eczacilik,4,2.50 - 3.00,hayir,
35015,35015,35015,endustri muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
35016,35016,35016,hukuk,3,3.00 - 3.50,hayir,
35017,35017,35017,elektrik-elektronik muhendisligi,3,3.00 - 3.50,hayir,
35018,35018,35018,fizyoterapi ve rehabilitasyon (fakulte)(tam burslu),3,3.00 - 3.50,hayir,
35019,35019,35019,uluslararasi iliskiler(ingilizce),1,3.00 - 3.50,hayir,
35020,35020,35020,endustri muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35021,35021,35021,biyomuhendislik(ingilizce),4,2.50 - 3.00,hayir,
35022,35022,35022,endustri muhendisligi,3,2.50 - 3.00,hayir,
35023,35023,35023,yonetim bilisim sistemleri (fakulte),4,3.00 - 3.50,hayir,
35024,35024,35024,iletisim ve tasarim(%50 burslu),3,3.00 - 3.50,hayir,
35025,35025,35025,rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,hayir,
35026,35026,35026,endustri muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
35027,35027,35027,siyaset bilimi ve uluslararasi iliskiler(ingilizce),4,3.00 - 3.50,hayir,
35028,35028,35028,ozel egitim ogretmenligi,4,2.50 - 3.00,hayir,
35029,35029,35029,elektrik-elektronik muhendisligi,4,3.00 - 3.50,hayir,
35030,35030,35030,endustri urunleri tasarimi,2,2.50 - 3.00,hayir,
35031,35031,35031,isletme,4,3.00 - 3.50,hayir,
35032,35032,35032,isletme(siyasal bilgiler fakultesi),1,3.00 - 3.50,hayir,
35033,35033,35033,endustri muhendisligi,3,3.00 - 3.50,hayir,
35034,35034,35034,elektronik muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
35035,35035,35035,isletme(ingilizce),1,Not Yok,hayir,
35036,35036,35036,ucak muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
35037,35037,35037,eczacilik,2,2.50 - 3.00,hayir,
35038,35038,35038,elektrik-elektronik muhendisligi (teknoloji fakultesi),2,2.50 - 3.00,evet,istanbul teknik universitesi
35039,35039,35039,elektrik-elektronik muhendisligi,2,3.00 - 3.50,hayir,
35040,35040,35040,elektrik-elektronik muhendisligi,3,2.50 - 3.00,hayir,
35041,35041,35041,elektronik muhendisligi,2,3.00 - 3.50,hayir,
35042,35042,35042,kimya muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
35043,35043,35043,makine muhendisligi,3,2.50 - 3.00,hayir,
35044,35044,35044,endustri muhendisligi,3,2.50 - 3.00,hayir,
35045,35045,35045,elektrik-elektronik muhendisligi(ikinci ogretim),2,3.00 - 3.50,hayir,
35046,35046,35046,imalat muhendisligi,2,0.00 - 2.50,hayir,
35047,35047,35047,bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
35048,35048,35048,kimya muhendisligi,3,0.00 - 2.50,hayir,
35049,35049,35049,gazetecilik,3,3.00 - 3.50,hayir,
35050,35050,35050,isletme,3,2.50 - 3.00,hayir,
35051,35051,35051,hukuk(ikinci ogretim),4,0.00 - 2.50,hayir,
35052,35052,35052,petrol ve dogalgaz muhendisligi,2,0.00 - 2.50,hayir,
35053,35053,35053,rehberlik ve psikolojik danismanlik(ingilizce),2,0.00 - 2.50,hayir,
35054,35054,35054,hukuk,3,2.50 - 3.00,hayir,
35055,35055,35055,yonetim bilisim sistemleri (fakulte),3,0.00 - 2.50,hayir,
35056,35056,35056,endustri muhendisligi,3,2.50 - 3.00,hayir,
35057,35057,35057,makine muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35058,35058,35058,endustri urunleri tasarimi,4,2.50 - 3.00,hayir,
35059,35059,35059,rehberlik ve psikolojik danismanlik,4,0.00 - 2.50,hayir,
35060,35060,35060,eczacilik,4,0.00 - 2.50,hayir,
35061,35061,35061,hukuk,3,0.00 - 2.50,hayir,
35062,35062,35062,uluslararasi iliskiler,1,Not Yok,hayir,
35063,35063,35063,medya ve iletisim,2,3.50 - 4.00,hayir,
35064,35064,35064,halkla iliskiler ve tanitim,4,2.50 - 3.00,hayir,
35065,35065,35065,makine muhendisligi,3,0.00 - 2.50,hayir,
35066,35066,35066,fen bilgisi ogretmenligi,4,3.00 - 3.50,hayir,
35067,35067,35067,insaat muhendisligi,4,0.00 - 2.50,hayir,
35068,35068,35068,uluslararasi ticaret (fakulte),4,3.00 - 3.50,hayir,
35069,35069,35069,elektronik muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
35070,35070,35070,elektrik muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
35071,35071,35071,hukuk(ikinci ogretim),4,0.00 - 2.50,hayir,
35072,35072,35072,mimarlik(ingilizce),3,3.00 - 3.50,hayir,
35073,35073,35073,endustri muhendisligi,3,3.00 - 3.50,hayir,
35074,35074,35074,isletme(ingilizce),2,2.50 - 3.00,hayir,
35075,35075,35075,isletme,3,3.00 - 3.50,hayir,
35076,35076,35076,iktisat,4,0.00 - 2.50,hayir,
35077,35077,35077,siyaset bilimi ve kamu yonetimi,4,2.50 - 3.00,hayir,
35078,35078,35078,mimarlik,3,2.50 - 3.00,evet,balikesir universitesi
35079,35079,35079,biyosistem muhendisligi,3,2.50 - 3.00,hayir,
35080,35080,35080,mekatronik muhendisligi,4,0.00 - 2.50,hayir,
35081,35081,35081,gemi insaati ve gemi makineleri muhendisligi,4,2.50 - 3.00,hayir,
35082,35082,35082,insaat muhendisligi,4,2.50 - 3.00,hayir,
35083,35083,35083,hukuk,3,0.00 - 2.50,hayir,
35084,35084,35084,endustri muhendisligi,3,2.50 - 3.00,hayir,
35085,35085,35085,endustri muhendisligi,3,2.50 - 3.00,hayir,
35086,35086,35086,elektrik-elektronik muhendisligi (teknoloji fakultesi)(ikinci ogretim),4,2.50 - 3.00,hayir,
35087,35087,35087,hukuk,3,2.50 - 3.00,hayir,
35088,35088,35088,isletme,2,3.00 - 3.50,hayir,
35089,35089,35089,kamu yonetimi,2,2.50 - 3.00,hayir,
35090,35090,35090,isletme,4,2.50 - 3.00,hayir,
35091,35091,35091,hukuk(ikinci ogretim),4,0.00 - 2.50,hayir,
35092,35092,35092,yazilim muhendisligi,4,0.00 - 2.50,hayir,
35093,35093,35093,yiyecek-icecek isletmeciligi (yuksekokul),4,3.00 - 3.50,hayir,
35094,35094,35094,denizcilik isletmeleri yonetimi (fakulte)(ingilizce),3,2.50 - 3.00,hayir,
35095,35095,35095,endustri muhendisligi(ingilizce),4,3.00 - 3.50,hayir,
35096,35096,35096,isletme,4,3.50 - 4.00,hayir,
35097,35097,35097,elektrik-elektronik muhendisligi,2,3.00 - 3.50,hayir,
35098,35098,35098,halkla iliskiler ve tanitim,2,3.00 - 3.50,hayir,
35099,35099,35099,endustriyel tasarim,3,3.00 - 3.50,hayir,
35100,35100,35100,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
35101,35101,35101,biyoloji(ingilizce),2,0.00 - 2.50,hayir,
35102,35102,35102,endustri muhendisligi,3,0.00 - 2.50,hayir,
35103,35103,35103,rehberlik ve psikolojik danismanlik,3,0.00 - 2.50,hayir,
35104,35104,35104,elektrik muhendisligi,3,2.50 - 3.00,hayir,
35105,35105,35105,bilgisayar muhendisligi(ingilizce)(ikinci ogretim),4,3.00 - 3.50,hayir,
35106,35106,35106,hukuk,4,0.00 - 2.50,hayir,
35107,35107,35107,bilgisayar ve ogretim teknolojileri ogretmenligi,3,2.50 - 3.00,hayir,
35108,35108,35108,siyaset bilimi ve uluslararasi iliskiler(ingilizce)(tam burslu),2,0.00 - 2.50,hayir,
35109,35109,35109,biyomedikal muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
35110,35110,35110,yonetim bilisim sistemleri (fakulte),4,0.00 - 2.50,hayir,
35111,35111,35111,hukuk,4,0.00 - 2.50,hayir,
35112,35112,35112,elektrik-elektronik muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
35113,35113,35113,beslenme ve diyetetik (yuksekokul),4,2.50 - 3.00,hayir,
35114,35114,35114,cevre muhendisligi,3,2.50 - 3.00,hayir,
35115,35115,35115,elektrik-elektronik muhendisligi,3,0.00 - 2.50,hayir,
35116,35116,35116,isletme,4,0.00 - 2.50,hayir,
35117,35117,35117,felsefe,2,Not Yok,hayir,
35118,35118,35118,ingilizce ogretmenligi,3,3.50 - 4.00,hayir,
35119,35119,35119,isletme,2,2.50 - 3.00,evet,mersin universitesi
35120,35120,35120,makine muhendisligi(ikinci ogretim),1,0.00 - 2.50,hayir,
35121,35121,35121,iktisat,2,2.50 - 3.00,hayir,
35122,35122,35122,maliye,2,3.00 - 3.50,hayir,
35123,35123,35123,metalurji ve malzeme muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35124,35124,35124,acil yardim ve afet yonetimi (yuksekokul),2,2.50 - 3.00,hayir,
35125,35125,35125,ekonomi,3,0.00 - 2.50,hayir,
35126,35126,35126,endustri muhendisligi,3,3.50 - 4.00,hayir,
35127,35127,35127,diger,2,2.50 - 3.00,hayir,
35128,35128,35128,iktisat,3,2.50 - 3.00,hayir,
35129,35129,35129,tip(ingilizce),2,Not Yok,hayir,
35130,35130,35130,tip,4,Not Yok,hayir,
35131,35131,35131,iktisat(ingilizce)(ikinci ogretim),4,2.50 - 3.00,hayir,
35132,35132,35132,elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
35133,35133,35133,makine muhendisligi,2,2.50 - 3.00,hayir,
35134,35134,35134,isletme(ingilizce),3,3.00 - 3.50,hayir,
35135,35135,35135,endustri muhendisligi,4,2.50 - 3.00,hayir,
35136,35136,35136,denizcilik isletmeleri yonetimi (fakulte)(ingilizce)(ikinci ogretim),4,2.50 - 3.00,hayir,
35137,35137,35137,insaat muhendisligi,2,3.00 - 3.50,hayir,
35138,35138,35138,hukuk,4,0.00 - 2.50,hayir,
35139,35139,35139,bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
35140,35140,35140,molekuler biyoloji ve genetik(ingilizce),2,3.50 - 4.00,hayir,
35141,35141,35141,makine muhendisligi,3,2.50 - 3.00,hayir,
35142,35142,35142,hemsirelik (fakulte),3,2.50 - 3.00,hayir,
35143,35143,35143,isletme(ingilizce),3,0.00 - 2.50,hayir,
35144,35144,35144,elektrik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
35145,35145,35145,isletme(ingilizce),3,3.00 - 3.50,hayir,
35146,35146,35146,uluslararasi ticaret (fakulte),1,0.00 - 2.50,hayir,
35147,35147,35147,maliye,3,2.50 - 3.00,hayir,
35148,35148,35148,bilgisayar muhendisligi(turkce),4,2.50 - 3.00,hayir,
35149,35149,35149,bilgisayar muhendisligi(turkce),2,2.50 - 3.00,hayir,
35150,35150,35150,makine muhendisligi,3,0.00 - 2.50,hayir,
35151,35151,35151,isletme,3,2.50 - 3.00,hayir,
35152,35152,35152,yonetim bilisim sistemleri (fakulte)(ikinci ogretim),3,0.00 - 2.50,hayir,
35153,35153,35153,isletme,3,3.00 - 3.50,hayir,
35154,35154,35154,malzeme bilimi ve muhendisligi(ingilizce),3,0.00 - 2.50,hayir,
35155,35155,35155,makine muhendisligi(tam burslu),3,3.50 - 4.00,hayir,
35156,35156,35156,denizcilik isletmeleri yonetimi (fakulte)(uolp-maine maritime academy),4,0.00 - 2.50,hayir,
35157,35157,35157,kimya ve surec muhendisligi,4,0.00 - 2.50,hayir,
35158,35158,35158,istatistik,3,0.00 - 2.50,hayir,
35159,35159,35159,iktisat,2,3.00 - 3.50,hayir,
35160,35160,35160,endustri muhendisligi,3,0.00 - 2.50,hayir,
35161,35161,35161,isletme(turkce),2,0.00 - 2.50,hayir,
35162,35162,35162,makine muhendisligi(ikinci ogretim),4,0.00 - 2.50,hayir,
35163,35163,35163,bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
35164,35164,35164,tip,4,3.00 - 3.50,hayir,
35165,35165,35165,mekatronik muhendisligi,4,0.00 - 2.50,hayir,
35166,35166,35166,bilgisayar muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
35167,35167,35167,elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
35168,35168,35168,insaat muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35169,35169,35169,makine muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
35170,35170,35170,endustri muhendisligi,2,3.00 - 3.50,hayir,
35171,35171,35171,isletme,4,0.00 - 2.50,hayir,
35172,35172,35172,bilgisayar ve ogretim teknolojileri ogretmenligi,4,0.00 - 2.50,hayir,
35173,35173,35173,endustri muhendisligi,3,0.00 - 2.50,hayir,
35174,35174,35174,endustri muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
35175,35175,35175,endustri muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
35176,35176,35176,istatistik ve bilgisayar bilimleri,2,0.00 - 2.50,hayir,
35177,35177,35177,tip,2,3.00 - 3.50,hayir,
35178,35178,35178,makine muhendisligi,1,0.00 - 2.50,hayir,
35179,35179,35179,insaat muhendisligi,4,0.00 - 2.50,hayir,
35180,35180,35180,metalurji ve malzeme muhendisligi,2,0.00 - 2.50,hayir,
35181,35181,35181,makine muhendisligi(ikinci ogretim),3,0.00 - 2.50,hayir,
35182,35182,35182,isletme(ikinci ogretim),4,0.00 - 2.50,hayir,
35183,35183,35183,elektrik-elektronik muhendisligi(ingilizce)(ikinci ogretim),2,0.00 - 2.50,hayir,
35184,35184,35184,iktisat,3,0.00 - 2.50,hayir,
35185,35185,35185,kontrol muhendisligi,2,3.00 - 3.50,hayir,
35186,35186,35186,sivil hava ulastirma isletmeciligi (yuksekokul),2,0.00 - 2.50,hayir,
35187,35187,35187,kimya muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
35188,35188,35188,eczacilik,2,3.00 - 3.50,hayir,
35189,35189,35189,makine muhendisligi(ingilizce),4,3.00 - 3.50,hayir,
35190,35190,35190,hukuk,4,3.00 - 3.50,hayir,
35191,35191,35191,endustri muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35192,35192,35192,hukuk,4,3.00 - 3.50,hayir,
35193,35193,35193,endustri muhendisligi,3,2.50 - 3.00,hayir,
35194,35194,35194,endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35195,35195,35195,ilahiyat,3,3.50 - 4.00,hayir,
35196,35196,35196,endustri muhendisligi,3,2.50 - 3.00,hayir,
35197,35197,35197,ekonomi(ingilizce),4,2.50 - 3.00,hayir,
35198,35198,35198,sivil hava ulastirma isletmeciligi (fakulte)(tam burslu),4,3.00 - 3.50,hayir,
35199,35199,35199,elektrik-elektronik muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
35200,35200,35200,kimya muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
35201,35201,35201,kimya muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
35202,35202,35202,hukuk,4,2.50 - 3.00,hayir,
35203,35203,35203,dis hekimligi,3,3.00 - 3.50,hayir,
35204,35204,35204,kimya muhendisligi,2,2.50 - 3.00,hayir,
35205,35205,35205,maliye(ikinci ogretim),3,3.50 - 4.00,hayir,
35206,35206,35206,metalurji ve malzeme muhendisligi,1,3.50 - 4.00,hayir,
35207,35207,35207,sosyal hizmet (fakulte),4,3.00 - 3.50,hayir,
35208,35208,35208,ucak muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35209,35209,35209,petrol ve dogalgaz muhendisligi,3,2.50 - 3.00,hayir,
35210,35210,35210,bilgisayar muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35211,35211,35211,tarih,4,3.00 - 3.50,hayir,
35212,35212,35212,tip,4,2.50 - 3.00,hayir,
35213,35213,35213,isletme(ingilizce),4,2.50 - 3.00,hayir,
35214,35214,35214,ic mimarlik,3,3.00 - 3.50,hayir,
35215,35215,35215,tip,3,2.50 - 3.00,hayir,
35216,35216,35216,isletme muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35217,35217,35217,uluslararasi ticaret (fakulte)(ingilizce),3,2.50 - 3.00,hayir,
35218,35218,35218,mekatronik muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35219,35219,35219,hukuk,1,3.00 - 3.50,hayir,
35220,35220,35220,mimarlik,3,2.50 - 3.00,hayir,
35221,35221,35221,isletme,4,2.50 - 3.00,hayir,
35222,35222,35222,bilgisayar muhendisligi,2,2.50 - 3.00,hayir,
35223,35223,35223,makine muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35224,35224,35224,hukuk,4,2.50 - 3.00,hayir,
35225,35225,35225,endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35226,35226,35226,sinif ogretmenligi,4,3.50 - 4.00,hayir,
35227,35227,35227,eczacilik,4,3.00 - 3.50,hayir,
35228,35228,35228,endustri muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35229,35229,35229,tip,2,2.50 - 3.00,hayir,
35230,35230,35230,endustri muhendisligi,2,2.50 - 3.00,hayir,
35231,35231,35231,hukuk,3,2.50 - 3.00,hayir,
35232,35232,35232,sosyoloji,4,3.00 - 3.50,hayir,
35233,35233,35233,endustri muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
35234,35234,35234,turk dili ve edebiyati,3,2.50 - 3.00,hayir,
35235,35235,35235,kimya muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
35236,35236,35236,rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,hayir,
35237,35237,35237,mimarlik,3,3.00 - 3.50,hayir,
35238,35238,35238,isletme(ingilizce),2,0.00 - 2.50,hayir,
35239,35239,35239,kimya(ingilizce),1,Not Yok,hayir,
35240,35240,35240,endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35241,35241,35241,sosyal hizmet (fakulte),2,3.00 - 3.50,hayir,
35242,35242,35242,turizm isletmeciligi (fakulte)(ingilizce),4,3.00 - 3.50,hayir,
35243,35243,35243,endustri muhendisligi,2,3.00 - 3.50,hayir,
35244,35244,35244,sosyoloji,4,3.00 - 3.50,hayir,
35245,35245,35245,tip,3,2.50 - 3.00,hayir,
35246,35246,35246,hukuk,3,2.50 - 3.00,hayir,
35247,35247,35247,sosyal bilgiler ogretmenligi,4,3.00 - 3.50,hayir,
35248,35248,35248,ilkogretim matematik ogretmenligi,3,2.50 - 3.00,hayir,
35249,35249,35249,isletme(ikinci ogretim),4,3.50 - 4.00,hayir,
35250,35250,35250,dis hekimligi,2,2.50 - 3.00,hayir,
35251,35251,35251,elektrik-elektronik muhendisligi (m.t.o.k.),2,3.00 - 3.50,hayir,
35252,35252,35252,iktisat,4,2.50 - 3.00,hayir,
35253,35253,35253,mekatronik muhendisligi,3,2.50 - 3.00,hayir,
35254,35254,35254,eczacilik,4,2.50 - 3.00,hayir,
35255,35255,35255,ekonomi(ingilizce),2,2.50 - 3.00,hayir,
35256,35256,35256,makine muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
35257,35257,35257,eczacilik,3,2.50 - 3.00,hayir,
35258,35258,35258,insaat muhendisligi,4,3.00 - 3.50,hayir,
35259,35259,35259,makine muhendisligi,2,3.00 - 3.50,hayir,
35260,35260,35260,kimya muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
35261,35261,35261,endustri muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
35262,35262,35262,hukuk,4,2.50 - 3.00,hayir,
35263,35263,35263,isletme(ingilizce),3,0.00 - 2.50,hayir,
35264,35264,35264,tip,2,0.00 - 2.50,hayir,
35265,35265,35265,endustri muhendisligi,2,2.50 - 3.00,hayir,
35266,35266,35266,ucak muhendisligi,2,0.00 - 2.50,hayir,
35267,35267,35267,yonetim bilisim sistemleri (fakulte)(ingilizce),2,0.00 - 2.50,hayir,
35268,35268,35268,iktisat(ingilizce),2,2.50 - 3.00,hayir,
35269,35269,35269,elektrik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
35270,35270,35270,metalurji ve malzeme muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
35271,35271,35271,endustri muhendisligi,2,3.00 - 3.50,hayir,
35272,35272,35272,iletisim tasarimi ve yonetimi,3,0.00 - 2.50,hayir,
35273,35273,35273,isletme muhendisligi,3,0.00 - 2.50,hayir,
35274,35274,35274,bilgisayar muhendisligi(turkce),3,2.50 - 3.00,hayir,
35275,35275,35275,isletme muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
35276,35276,35276,matematik muhendisligi,5,2.50 - 3.00,hayir,
35277,35277,35277,endustri muhendisligi,2,2.50 - 3.00,hayir,
35278,35278,35278,isletme,3,2.50 - 3.00,hayir,
35279,35279,35279,isletme enformatigi(almanca),4,2.50 - 3.00,hayir,
35280,35280,35280,makine muhendisligi,2,2.50 - 3.00,hayir,
35281,35281,35281,gida muhendisligi,3,2.50 - 3.00,hayir,
35282,35282,35282,isletme,3,2.50 - 3.00,hayir,
35283,35283,35283,insaat muhendisligi(ikinci ogretim),3,2.50 - 3.00,hayir,
35284,35284,35284,ekonomi(ingilizce),4,0.00 - 2.50,hayir,
35285,35285,35285,siyaset bilimi ve uluslararasi iliskiler(ingilizce),3,2.50 - 3.00,hayir,
35286,35286,35286,iktisat(ingilizce),3,0.00 - 2.50,hayir,
35287,35287,35287,endustri muhendisligi,3,2.50 - 3.00,hayir,
35288,35288,35288,halkla iliskiler ve reklamcilik (fakulte),6,2.50 - 3.00,hayir,
35289,35289,35289,mimarlik(ingilizce),2,2.50 - 3.00,hayir,
35290,35290,35290,endustri muhendisligi,3,0.00 - 2.50,hayir,
35291,35291,35291,hukuk,3,0.00 - 2.50,hayir,
35292,35292,35292,fizik,3,2.50 - 3.00,hayir,
35293,35293,35293,peyzaj mimarligi(ingilizce),2,3.00 - 3.50,hayir,
35294,35294,35294,insaat muhendisligi (teknoloji fakultesi),3,2.50 - 3.00,hayir,
35295,35295,35295,biyomuhendislik,4,0.00 - 2.50,hayir,
35296,35296,35296,makine muhendisligi,4,0.00 - 2.50,hayir,
35297,35297,35297,iktisat(ingilizce),2,3.00 - 3.50,hayir,
35298,35298,35298,gida muhendisligi,3,3.00 - 3.50,hayir,
35299,35299,35299,sosyoloji,3,2.50 - 3.00,hayir,
35300,35300,35300,calisma ekonomisi ve endustri iliskileri,4,3.00 - 3.50,hayir,
35301,35301,35301,elektrik muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
35302,35302,35302,iktisat,3,3.00 - 3.50,hayir,
35303,35303,35303,endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35304,35304,35304,bilgisayar muhendisligi(ingilizce),3,0.00 - 2.50,hayir,
35305,35305,35305,insaat muhendisligi,4,2.50 - 3.00,hayir,
35306,35306,35306,iktisat,2,2.50 - 3.00,hayir,
35307,35307,35307,bilgisayar ve ogretim teknolojileri ogretmenligi,4,3.00 - 3.50,hayir,
35308,35308,35308,matematik,3,2.50 - 3.00,hayir,
35309,35309,35309,elektrik muhendisligi,1,2.50 - 3.00,hayir,
35310,35310,35310,bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
35311,35311,35311,iktisat,2,2.50 - 3.00,hayir,
35312,35312,35312,enerji sistemleri muhendisligi (teknoloji fakultesi),3,2.50 - 3.00,hayir,
35313,35313,35313,biyokimya,3,3.00 - 3.50,hayir,
35314,35314,35314,iktisat,1,2.50 - 3.00,hayir,
35315,35315,35315,sosyoloji,4,2.50 - 3.00,hayir,
35316,35316,35316,siyaset bilimi ve kamu yonetimi,4,3.00 - 3.50,evet,ataturk universitesi
35317,35317,35317,uluslararasi iliskiler,3,2.50 - 3.00,evet,istanbul gelisim universitesi
35318,35318,35318,isletme,4,2.50 - 3.00,hayir,
35319,35319,35319,bilgisayar muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
35320,35320,35320,biyomuhendislik(ingilizce),2,0.00 - 2.50,hayir,
35321,35321,35321,endustri muhendisligi(ikinci ogretim),3,2.50 - 3.00,hayir,
35322,35322,35322,otomotiv muhendisligi,4,2.50 - 3.00,hayir,
35323,35323,35323,endustri muhendisligi,4,0.00 - 2.50,hayir,
35324,35324,35324,endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
35325,35325,35325,bilisim sistemleri muhendisligi,2,3.00 - 3.50,hayir,
35326,35326,35326,elektrik-elektronik muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
35327,35327,35327,hukuk,1,2.50 - 3.00,hayir,
35328,35328,35328,imalat muhendisligi (teknoloji fakultesi),4,3.00 - 3.50,hayir,
35329,35329,35329,siyaset bilimi ve kamu yonetimi,4,3.00 - 3.50,hayir,
35330,35330,35330,halkla iliskiler ve tanitim,4,0.00 - 2.50,hayir,
35331,35331,35331,endustri muhendisligi(ingilizce),3,3.50 - 4.00,hayir,
35332,35332,35332,gida muhendisligi,2,0.00 - 2.50,hayir,
35333,35333,35333,yonetim bilisim sistemleri (yuksekokul),3,3.00 - 3.50,hayir,
35334,35334,35334,mekatronik muhendisligi,2,0.00 - 2.50,hayir,
35335,35335,35335,endustri muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
35336,35336,35336,makine muhendisligi,4,0.00 - 2.50,hayir,
35337,35337,35337,bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
35338,35338,35338,isletme(turkce),3,2.50 - 3.00,hayir,
35339,35339,35339,kimya,4,2.50 - 3.00,hayir,
35340,35340,35340,enerji sistemleri muhendisligi,3,2.50 - 3.00,hayir,
35341,35341,35341,iktisat,2,2.50 - 3.00,hayir,
35342,35342,35342,endustri muhendisligi(ikinci ogretim),3,0.00 - 2.50,hayir,
35343,35343,35343,uluslararasi ticaret ve isletmecilik (fakulte),2,2.50 - 3.00,hayir,
35344,35344,35344,iktisat,3,0.00 - 2.50,hayir,
35345,35345,35345,mimarlik,2,3.00 - 3.50,evet,
35346,35346,35346,endustri muhendisligi,2,3.00 - 3.50,hayir,
35347,35347,35347,ingilizce ogretmenligi,3,0.00 - 2.50,hayir,
35348,35348,35348,insaat muhendisligi,3,2.50 - 3.00,hayir,
35349,35349,35349,gida muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
