FamilyID,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
34234,lise,hayir,,lise,evet,diger,2.0
34235,lise,emekli,,lise,emekli,,2.0
34236,ilkokul,hayir,,ilkokul,evet,ozel sektor,0.0
34237,ilkokul,evet,diger,ortaokul,emekli,,2.0
34238,ortaokul,hayir,,universite,evet,kamu,1.0
34239,universite,evet,kamu,universite,evet,kamu,2.0
34240,lise,emekli,,lise,emekli,,0.0
34241,ilkokul,hayir,,ilkokul,hayir,,3.0
34242,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34243,lise,hayir,,universite,emekli,,3.0
34244,ilkokul,hayir,,ilkokul,hayir,,3.0
34245,ilkokul,hayir,,ortaokul,evet,diger,5.0
34246,lise,hayir,,lise,evet,diger,2.0
34247,ilkokul,hayir,,lise,emekli,,3.0
34248,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34249,lise,hayir,,ortaokul,evet,ozel sektor,1.0
34250,ilkokul,hayir,,ilkokul,evet,ozel sektor,5.0
34251,lise,hayir,,universite,evet,diger,3.0
34252,lise,hayir,,universite,evet,kamu,2.0
34253,ortaokul,hayir,,ortaokul,hayir,,1.0
34254,,,,,,,
34255,ilkokul,hayir,,lise,evet,kamu,2.0
34256,ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
34257,lise,evet,ozel sektor,universite,emekli,,1.0
34258,ilkokul,hayir,,lise,evet,ozel sektor,2.0
34259,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34260,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34261,ilkokul,hayir,,ilkokul,evet,diger,2.0
34262,ilkokul,evet,ozel sektor,ilkokul,hayir,,1.0
34263,lise,evet,ozel sektor,lise,hayir,,1.0
34264,,,,,,,
34265,ilkokul,hayir,,ilkokul,emekli,,1.0
34266,lise,hayir,,ortaokul,emekli,,2.0
34267,ilkokul,hayir,,ilkokul,hayir,,3.0
34268,lise,emekli,,universite,evet,ozel sektor,1.0
34269,lise,hayir,,lise,hayir,,4.0
34270,universite,evet,kamu,universite,evet,kamu,1.0
34271,universite,emekli,,lise,emekli,,0.0
34272,ilkokul,hayir,,ilkokul,emekli,,2.0
34273,ilkokul,hayir,,ilkokul,emekli,,1.0
34274,ilkokul,hayir,,ilkokul,emekli,,1.0
34275,universite,evet,kamu,lise,evet,ozel sektor,2.0
34276,universite,hayir,,universite,evet,ozel sektor,3.0
34277,ilkokul,hayir,,ortaokul,evet,ozel sektor,3.0
34278,lise,evet,diger,universite,evet,kamu,1.0
34279,lise,hayir,,lise,evet,kamu,2.0
34280,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
34281,ilkokul,hayir,,ilkokul,emekli,,2.0
34282,egitimi yok,hayir,,ilkokul,emekli,,3.0
34283,lise,evet,kamu,lise,evet,kamu,1.0
34284,universite,emekli,,universite,evet,ozel sektor,1.0
34285,ilkokul,hayir,,ilkokul,emekli,,1.0
34286,universite,hayir,,ortaokul,evet,ozel sektor,1.0
34287,ilkokul,hayir,,ilkokul,emekli,,2.0
34288,ortaokul,hayir,,lise,emekli,,2.0
34289,lise,hayir,,universite,emekli,,1.0
34290,ilkokul,evet,ozel sektor,ilkokul,hayir,,2.0
34291,ilkokul,evet,ozel sektor,lise,emekli,,3.0
34292,ilkokul,hayir,,ilkokul,emekli,,2.0
34293,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34294,ortaokul,hayir,,lise,evet,ozel sektor,1.0
34295,ortaokul,hayir,,lise,evet,ozel sektor,2.0
34296,ilkokul,hayir,,lise,evet,ozel sektor,1.0
34297,universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
34298,lise,hayir,,ilkokul,emekli,,1.0
34299,lise,hayir,,lise,hayir,,1.0
34300,lise,emekli,,universite,evet,kamu,1.0
34301,lise,emekli,,universite,evet,ozel sektor,1.0
34302,lise,hayir,,lise,hayir,,2.0
34303,ilkokul,hayir,,ilkokul,emekli,,5.0
34304,egitimi yok,hayir,,ilkokul,emekli,,2.0
34305,ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
34306,ilkokul,hayir,,ilkokul,hayir,,2.0
34307,ilkokul,hayir,,ortaokul,emekli,,2.0
34308,ortaokul,hayir,,ilkokul,hayir,,5.0
34309,lise,hayir,,lise,emekli,,1.0
34310,ilkokul,hayir,,universite,emekli,,3.0
34311,universite,hayir,,ilkokul,evet,diger,1.0
34312,ilkokul,hayir,,universite,evet,kamu,2.0
34313,lise,emekli,,lise,hayir,,1.0
34314,lise,hayir,,lise,emekli,,2.0
34315,egitimi yok,hayir,,ortaokul,hayir,,3.0
34316,lise,hayir,,lise,evet,ozel sektor,1.0
34317,universite,evet,kamu,universite,evet,kamu,1.0
34318,ilkokul,hayir,,ilkokul,hayir,,4.0
34319,ortaokul,hayir,,ilkokul,evet,ozel sektor,2.0
34320,ilkokul,evet,ozel sektor,ilkokul,emekli,,1.0
34321,universite,emekli,,universite,evet,kamu,1.0
34322,lise,hayir,,lise,evet,ozel sektor,0.0
34323,universite,hayir,,universite,emekli,,1.0
34324,ilkokul,hayir,,ilkokul,hayir,,3.0
34325,egitimi yok,hayir,,ilkokul,evet,ozel sektor,2.0
34326,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34327,ilkokul,hayir,,ilkokul,emekli,,2.0
34328,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34329,lise,hayir,,ilkokul,evet,ozel sektor,3.0
34330,universite,evet,kamu,ilkokul,evet,ozel sektor,2.0
34331,ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
34332,ilkokul,hayir,,lise,hayir,,4.0
34333,ilkokul,evet,ozel sektor,lise,evet,kamu,1.0
34334,ilkokul,hayir,,ilkokul,evet,diger,1.0
34335,ortaokul,hayir,,ilkokul,evet,diger,2.0
34336,lise,hayir,,universite,evet,diger,3.0
34337,ilkokul,hayir,,ortaokul,emekli,,3.0
34338,lise,hayir,,universite,evet,kamu,2.0
34339,lise,hayir,,universite,evet,kamu,3.0
34340,,,,,,,
34341,lise,hayir,,lise,emekli,,3.0
34342,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34343,ilkokul,hayir,,ilkokul,hayir,,2.0
34344,ilkokul,hayir,,lise,evet,ozel sektor,1.0
34345,ilkokul,hayir,,ilkokul,evet,diger,2.0
34346,egitimi yok,hayir,,ilkokul,evet,diger,2.0
34347,ortaokul,hayir,,ortaokul,emekli,,5.0
34348,egitimi yok,hayir,,ilkokul,hayir,,3.0
34349,ilkokul,hayir,,universite,evet,kamu,0.0
34350,ilkokul,hayir,,ilkokul,evet,diger,1.0
34351,egitimi yok,hayir,,universite,evet,kamu,4.0
34352,ilkokul,hayir,,ilkokul,evet,diger,1.0
34353,ilkokul,hayir,,ilkokul,evet,diger,2.0
34354,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,3.0
34355,ilkokul,hayir,,ortaokul,hayir,,5.0
34356,ilkokul,evet,ozel sektor,ilkokul,hayir,,3.0
34357,ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
34358,ilkokul,evet,diger,ilkokul,evet,diger,1.0
34359,lise,evet,ozel sektor,ilkokul,emekli,,1.0
34360,,,,,,,
34361,ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
34362,ilkokul,hayir,,ilkokul,hayir,,3.0
34363,ilkokul,hayir,,lise,hayir,,1.0
34364,ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
34365,egitimi yok,hayir,,ilkokul,hayir,,5.0
34366,universite,emekli,,universite,emekli,,1.0
34367,ilkokul,emekli,,lise,evet,diger,1.0
34368,lise,evet,ozel sektor,universite,evet,ozel sektor,0.0
34369,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34370,ortaokul,hayir,,lise,emekli,,1.0
34371,lise,hayir,,lise,hayir,,1.0
34372,ortaokul,hayir,,lise,evet,ozel sektor,2.0
34373,ilkokul,hayir,,ilkokul,evet,ozel sektor,0.0
34374,egitimi yok,hayir,,lise,evet,diger,2.0
34375,ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
34376,universite,evet,kamu,universite,evet,kamu,0.0
34377,ilkokul,hayir,,ilkokul,emekli,,2.0
34378,universite,evet,kamu,universite,evet,kamu,2.0
34379,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34380,universite,hayir,,lise,evet,,1.0
34381,lise,hayir,,egitimi yok,hayir,,2.0
34382,ortaokul,hayir,,ilkokul,hayir,,4.0
34383,lise,hayir,,egitimi yok,hayir,,3.0
34384,egitimi yok,hayir,,ortaokul,evet,diger,5.0
34385,egitimi yok,hayir,,lise,hayir,,0.0
34386,universite,emekli,,universite,emekli,,1.0
34387,ilkokul,hayir,,universite,hayir,,3.0
34388,ilkokul,hayir,,ilkokul,evet,diger,3.0
34389,universite,emekli,,universite,emekli,,0.0
34390,ilkokul,hayir,,lise,hayir,,2.0
34391,universite,evet,kamu,universite,emekli,,1.0
34392,universite,emekli,,lise,emekli,,1.0
34393,lise,evet,ozel sektor,universite,emekli,,1.0
34394,lise,emekli,,universite,emekli,,1.0
34395,,,,,,,
34396,lise,hayir,,lise,evet,kamu,1.0
34397,universite,emekli,,universite,emekli,,2.0
34398,,,,,,,
34399,egitimi yok,hayir,,ilkokul,emekli,,2.0
34400,ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
34401,ilkokul,hayir,,universite,evet,kamu,1.0
34402,universite,evet,kamu,universite,emekli,,1.0
34403,ortaokul,hayir,,universite,evet,ozel sektor,2.0
34404,lise,hayir,,universite,evet,ozel sektor,1.0
34405,egitimi yok,hayir,,ilkokul,hayir,,5.0
34406,universite,evet,kamu,universite,evet,kamu,1.0
34407,egitimi yok,hayir,,ortaokul,evet,ozel sektor,5.0
34408,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34409,ilkokul,hayir,,ilkokul,evet,diger,0.0
34410,egitimi yok,hayir,,egitimi yok,hayir,,3.0
34411,ilkokul,hayir,,ilkokul,evet,diger,4.0
34412,lise,hayir,,universite,emekli,,1.0
34413,egitimi yok,hayir,,ilkokul,hayir,,5.0
34414,ilkokul,hayir,,ilkokul,hayir,,4.0
34415,egitimi yok,hayir,,ilkokul,emekli,,5.0
34416,egitimi yok,hayir,,ilkokul,hayir,,5.0
34417,egitimi yok,hayir,,ortaokul,evet,ozel sektor,5.0
34418,ilkokul,hayir,,ilkokul,evet,diger,3.0
34419,ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
34420,ilkokul,hayir,,ilkokul,evet,ozel sektor,5.0
34421,egitimi yok,hayir,,egitimi yok,hayir,,2.0
34422,ilkokul,hayir,,ilkokul,evet,diger,2.0
34423,egitimi yok,evet,ozel sektor,ortaokul,emekli,,2.0
34424,egitimi yok,hayir,,ilkokul,evet,ozel sektor,4.0
34425,egitimi yok,hayir,,ilkokul,emekli,,5.0
34426,egitimi yok,hayir,,ilkokul,emekli,,3.0
34427,ilkokul,evet,ozel sektor,ilkokul,hayir,,2.0
34428,ilkokul,hayir,,ilkokul,evet,diger,3.0
34429,ortaokul,hayir,,ilkokul,evet,ozel sektor,1.0
34430,ilkokul,hayir,,ilkokul,emekli,,2.0
34431,universite,evet,kamu,universite,emekli,,1.0
34432,lise,emekli,,lise,evet,ozel sektor,1.0
34433,egitimi yok,hayir,,egitimi yok,emekli,,4.0
34434,ilkokul,evet,ozel sektor,ilkokul,emekli,,1.0
34435,ortaokul,hayir,,lise,evet,kamu,3.0
34436,ortaokul,hayir,,universite,evet,kamu,4.0
34437,ilkokul,emekli,,ortaokul,evet,,2.0
34438,ortaokul,hayir,,ortaokul,evet,ozel sektor,1.0
34439,egitimi yok,hayir,,ilkokul,hayir,,5.0
34440,ilkokul,hayir,,lise,evet,diger,4.0
34441,egitimi yok,hayir,,ilkokul,emekli,,5.0
34442,ilkokul,hayir,,lise,evet,kamu,5.0
34443,ilkokul,evet,ozel sektor,ortaokul,hayir,,1.0
34444,ilkokul,hayir,,ilkokul,emekli,,2.0
34445,egitimi yok,hayir,,ilkokul,hayir,,4.0
34446,egitimi yok,hayir,,ilkokul,emekli,,4.0
34447,ilkokul,hayir,,ilkokul,evet,ozel sektor,5.0
34448,ilkokul,hayir,,ilkokul,evet,ozel sektor,5.0
34449,egitimi yok,hayir,,ilkokul,hayir,,5.0
34450,ilkokul,hayir,,ortaokul,evet,diger,3.0
34451,universite,hayir,,universite,hayir,,2.0
34452,ilkokul,hayir,,ortaokul,emekli,,4.0
34453,egitimi yok,hayir,,lise,hayir,,5.0
34454,ilkokul,evet,ozel sektor,ilkokul,emekli,,1.0
34455,ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
34456,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34457,ilkokul,hayir,,lise,evet,ozel sektor,1.0
34458,universite,evet,kamu,universite,emekli,,0.0
34459,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34460,egitimi yok,hayir,,ilkokul,hayir,,5.0
34461,universite,hayir,,universite,evet,kamu,2.0
34462,ilkokul,evet,ozel sektor,ilkokul,emekli,,1.0
34463,lise,emekli,,lise,emekli,,1.0
34464,lise,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
34465,universite,evet,kamu,universite,evet,kamu,1.0
34466,ilkokul,emekli,,lise,evet,ozel sektor,1.0
34467,ortaokul,hayir,,ortaokul,hayir,,3.0
34468,lise,emekli,,lise,evet,ozel sektor,1.0
34469,ortaokul,evet,ozel sektor,ortaokul,hayir,,2.0
34470,ortaokul,hayir,,ortaokul,evet,,2.0
34471,ortaokul,evet,diger,ortaokul,hayir,,3.0
34472,ilkokul,hayir,,ortaokul,evet,diger,1.0
34473,lise,hayir,,lise,evet,ozel sektor,2.0
34474,universite,emekli,,universite,emekli,,1.0
34475,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
34476,lise,emekli,,lise,emekli,,1.0
34477,universite,evet,kamu,universite,evet,kamu,1.0
34478,ortaokul,hayir,,universite,emekli,,4.0
34479,ilkokul,hayir,,ilkokul,hayir,,1.0
34480,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
34481,ilkokul,hayir,,lise,emekli,,2.0
34482,lise,hayir,,lise,evet,ozel sektor,1.0
34483,ortaokul,hayir,,ilkokul,hayir,,2.0
34484,lise,emekli,,ilkokul,evet,kamu,2.0
34485,universite,emekli,,universite,evet,kamu,1.0
34486,ilkokul,hayir,,ortaokul,evet,diger,1.0
34487,ilkokul,hayir,,ilkokul,evet,ozel sektor,0.0
34488,ilkokul,evet,diger,ortaokul,emekli,,2.0
34489,ilkokul,evet,ozel sektor,ortaokul,hayir,,1.0
34490,ilkokul,hayir,,lise,emekli,,2.0
34491,ilkokul,hayir,,lise,emekli,,2.0
34492,ilkokul,hayir,,ilkokul,emekli,,3.0
34493,lise,hayir,,lise,evet,kamu,1.0
34494,ortaokul,hayir,,lise,emekli,,1.0
34495,ilkokul,hayir,,ilkokul,evet,diger,3.0
34496,ilkokul,hayir,,lise,emekli,,5.0
34497,ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
34498,egitimi yok,hayir,,ilkokul,evet,diger,5.0
34499,lise,hayir,,universite,evet,ozel sektor,2.0
34500,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34501,egitimi yok,hayir,,egitimi yok,hayir,,4.0
34502,lise,hayir,,universite,evet,kamu,1.0
34503,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34504,egitimi yok,hayir,,ilkokul,evet,diger,5.0
34505,egitimi yok,hayir,,ilkokul,hayir,,3.0
34506,,,,,,,
34507,ilkokul,hayir,,lise,emekli,,1.0
34508,ilkokul,hayir,,ilkokul,evet,diger,2.0
34509,ortaokul,hayir,,ortaokul,hayir,,5.0
34510,egitimi yok,hayir,,ilkokul,hayir,,5.0
34511,ilkokul,hayir,,lise,evet,ozel sektor,2.0
34512,egitimi yok,hayir,,ilkokul,evet,diger,1.0
34513,egitimi yok,hayir,,ortaokul,evet,diger,3.0
34514,ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
34515,egitimi yok,hayir,,ilkokul,evet,ozel sektor,1.0
34516,lise,hayir,,ortaokul,evet,diger,1.0
34517,ilkokul,hayir,,ortaokul,evet,diger,2.0
34518,ilkokul,hayir,,ilkokul,emekli,,3.0
34519,ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
34520,ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
34521,lise,hayir,,lise,evet,ozel sektor,1.0
34522,ilkokul,evet,ozel sektor,lise,hayir,,0.0
34523,universite,evet,kamu,universite,emekli,,1.0
34524,lise,evet,ozel sektor,ilkokul,evet,diger,1.0
34525,lise,hayir,,universite,emekli,,1.0
34526,lise,hayir,,yuksek lisans,evet,kamu,2.0
34527,yuksek lisans,evet,kamu,universite,evet,ozel sektor,0.0
34528,doktora,hayir,,doktora,evet,ozel sektor,1.0
34529,ilkokul,hayir,,egitimi yok,hayir,,0.0
34530,ilkokul,hayir,,lise,evet,,2.0
34531,egitimi yok,hayir,,lise,hayir,,2.0
34532,ilkokul,hayir,,ilkokul,evet,diger,2.0
34533,ilkokul,hayir,,ilkokul,hayir,,0.0
34534,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
34535,ilkokul,hayir,,ilkokul,evet,,1.0
34536,ilkokul,hayir,,ilkokul,emekli,,2.0
34537,lise,emekli,,universite,evet,kamu,1.0
34538,ilkokul,hayir,,ilkokul,evet,diger,3.0
34539,egitimi yok,hayir,,ilkokul,evet,diger,4.0
34540,ilkokul,hayir,,ilkokul,hayir,,2.0
34541,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
34542,ilkokul,evet,ozel sektor,ilkokul,emekli,,3.0
34543,ilkokul,hayir,,ilkokul,hayir,,2.0
34544,ilkokul,hayir,,ilkokul,emekli,,5.0
34545,lise,hayir,,lise,emekli,,1.0
34546,ilkokul,hayir,,ilkokul,evet,diger,5.0
34547,egitimi yok,hayir,,ilkokul,emekli,,0.0
34548,universite,evet,ozel sektor,universite,evet,diger,1.0
34549,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34550,ilkokul,hayir,,ortaokul,emekli,,2.0
34551,ilkokul,hayir,,ilkokul,evet,diger,1.0
34552,ilkokul,hayir,,ortaokul,emekli,,3.0
34553,universite,evet,kamu,lise,emekli,,1.0
34554,egitimi yok,hayir,,ilkokul,hayir,,5.0
34555,ilkokul,hayir,,universite,evet,kamu,3.0
34556,lise,evet,kamu,lise,emekli,,1.0
34557,ilkokul,hayir,,lise,evet,kamu,4.0
34558,ilkokul,hayir,,ilkokul,evet,diger,1.0
34559,universite,emekli,,universite,evet,kamu,0.0
34560,egitimi yok,hayir,,ilkokul,evet,diger,3.0
34561,ilkokul,hayir,,ilkokul,evet,diger,1.0
34562,ilkokul,hayir,,ortaokul,evet,diger,2.0
34563,ilkokul,hayir,,lise,emekli,,1.0
34564,ilkokul,hayir,,lise,evet,ozel sektor,2.0
34565,ilkokul,hayir,,lise,evet,ozel sektor,1.0
34566,ilkokul,hayir,,ilkokul,evet,diger,2.0
34567,ilkokul,hayir,,lise,evet,ozel sektor,2.0
34568,universite,evet,ozel sektor,universite,evet,ozel sektor,1.0
34569,lise,hayir,,doktora,evet,kamu,2.0
34570,ilkokul,hayir,,ilkokul,evet,diger,2.0
34571,universite,hayir,,universite,emekli,,2.0
34572,ilkokul,hayir,,lise,evet,ozel sektor,2.0
34573,egitimi yok,evet,,ortaokul,evet,,2.0
34574,egitimi yok,hayir,,lise,emekli,,4.0
34575,lise,hayir,,universite,hayir,,4.0
34576,ilkokul,hayir,,ilkokul,emekli,,2.0
34577,egitimi yok,hayir,,ilkokul,evet,diger,2.0
34578,ilkokul,hayir,,ilkokul,hayir,,2.0
34579,ilkokul,hayir,,ortaokul,evet,diger,1.0
34580,ilkokul,hayir,,universite,emekli,,5.0
34581,ilkokul,evet,ozel sektor,ilkokul,emekli,,1.0
34582,egitimi yok,hayir,,ilkokul,hayir,,5.0
34583,ilkokul,hayir,,universite,emekli,,2.0
34584,lise,evet,diger,universite,evet,kamu,1.0
34585,ortaokul,hayir,,universite,evet,kamu,2.0
34586,ilkokul,hayir,,ilkokul,evet,diger,2.0
34587,lise,hayir,,ilkokul,evet,ozel sektor,1.0
34588,ilkokul,hayir,,ilkokul,hayir,,1.0
34589,egitimi yok,hayir,,ilkokul,emekli,,3.0
34590,ilkokul,hayir,,lise,emekli,,2.0
34591,ilkokul,hayir,,universite,evet,kamu,0.0
34592,ilkokul,hayir,,lise,hayir,,1.0
34593,lise,hayir,,universite,hayir,,1.0
34594,ilkokul,hayir,,ortaokul,evet,diger,2.0
34595,universite,evet,kamu,universite,evet,kamu,2.0
34596,lise,hayir,,universite,evet,kamu,3.0
34597,ilkokul,hayir,,yuksek lisans,evet,kamu,2.0
34598,ilkokul,hayir,,universite,hayir,,5.0
34599,ilkokul,hayir,,lise,hayir,,3.0
34600,yuksek lisans,evet,kamu,universite,evet,kamu,3.0
34601,ortaokul,hayir,,lise,evet,ozel sektor,2.0
34602,ilkokul,hayir,,lise,emekli,,3.0
34603,lise,hayir,,lise,emekli,,1.0
34604,lise,evet,ozel sektor,lise,hayir,,2.0
34605,ilkokul,hayir,,universite,evet,ozel sektor,2.0
34606,ilkokul,hayir,,lise,evet,ozel sektor,5.0
34607,ilkokul,hayir,,ortaokul,evet,kamu,2.0
34608,ilkokul,evet,ozel sektor,lise,emekli,,1.0
34609,ilkokul,hayir,,ilkokul,emekli,,1.0
34610,lise,evet,ozel sektor,universite,emekli,,0.0
34611,lise,hayir,,lise,emekli,,2.0
34612,ilkokul,hayir,,ilkokul,emekli,,1.0
34613,egitimi yok,hayir,,lise,evet,kamu,4.0
34614,ortaokul,hayir,,ilkokul,evet,ozel sektor,1.0
34615,yuksek lisans,emekli,,yuksek lisans,evet,ozel sektor,0.0
34616,ilkokul,hayir,,ortaokul,evet,ozel sektor,3.0
34617,egitimi yok,hayir,,universite,evet,kamu,3.0
34618,lise,hayir,,universite,evet,ozel sektor,1.0
34619,ilkokul,hayir,,ortaokul,evet,ozel sektor,4.0
34620,ilkokul,evet,diger,ilkokul,evet,diger,1.0
34621,ilkokul,hayir,,lise,evet,kamu,4.0
34622,ilkokul,hayir,,lise,evet,ozel sektor,5.0
34623,ilkokul,evet,ozel sektor,ilkokul,evet,diger,1.0
34624,ortaokul,hayir,,lise,emekli,,4.0
34625,,hayir,,lise,emekli,,3.0
34626,ilkokul,hayir,,ilkokul,evet,diger,3.0
34627,lise,emekli,,lise,emekli,,2.0
34628,egitimi yok,hayir,,egitimi yok,hayir,,3.0
34629,lise,hayir,,lise,emekli,,1.0
34630,universite,evet,kamu,universite,evet,kamu,1.0
34631,universite,hayir,,universite,emekli,,0.0
34632,lise,evet,kamu,lise,evet,kamu,1.0
34633,ilkokul,evet,ozel sektor,ilkokul,hayir,,1.0
34634,yuksek lisans,evet,kamu,universite,evet,kamu,1.0
34635,lise,emekli,,universite,emekli,,0.0
34636,ilkokul,hayir,,universite,evet,kamu,1.0
34637,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34638,ilkokul,evet,ozel sektor,lise,evet,ozel sektor,1.0
34639,ortaokul,emekli,,lise,emekli,,0.0
34640,universite,evet,diger,ilkokul,hayir,,1.0
34641,lise,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
34642,ilkokul,hayir,,lise,evet,ozel sektor,1.0
34643,ortaokul,hayir,,universite,hayir,,1.0
34644,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34645,egitimi yok,hayir,,egitimi yok,hayir,,5.0
34646,ortaokul,hayir,,ortaokul,evet,ozel sektor,2.0
34647,egitimi yok,hayir,,ilkokul,hayir,,5.0
34648,egitimi yok,hayir,,ortaokul,evet,ozel sektor,3.0
34649,lise,hayir,,universite,evet,kamu,1.0
34650,ilkokul,hayir,,ortaokul,evet,kamu,5.0
34651,ilkokul,hayir,,ilkokul,evet,kamu,2.0
34652,ilkokul,evet,ozel sektor,ilkokul,emekli,,0.0
34653,universite,hayir,,universite,evet,kamu,4.0
34654,ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
34655,ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
34656,ortaokul,evet,ozel sektor,ilkokul,hayir,,1.0
34657,egitimi yok,hayir,,ortaokul,emekli,,5.0
34658,ilkokul,hayir,,ilkokul,hayir,,5.0
34659,ilkokul,hayir,,ortaokul,emekli,,2.0
34660,ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
34661,ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
34662,universite,evet,kamu,lise,hayir,,1.0
34663,ilkokul,hayir,,ilkokul,evet,diger,5.0
34664,egitimi yok,hayir,,ilkokul,evet,,3.0
34665,egitimi yok,hayir,,ilkokul,emekli,,2.0
34666,ilkokul,hayir,,ortaokul,emekli,,2.0
34667,ilkokul,hayir,,ilkokul,evet,diger,2.0
34668,lise,evet,ozel sektor,lise,evet,ozel sektor,1.0
34669,ilkokul,hayir,,lise,emekli,,1.0
34670,ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
34671,ilkokul,hayir,,lise,evet,kamu,2.0
34672,ilkokul,hayir,,ilkokul,evet,diger,2.0
34673,ilkokul,hayir,,lise,hayir,,1.0
34674,ilkokul,hayir,,lise,emekli,,3.0
34675,egitimi yok,evet,diger,egitimi yok,hayir,,2.0
34676,lise,hayir,,lise,emekli,,2.0
34677,ilkokul,evet,diger,ilkokul,evet,diger,1.0
34678,ilkokul,hayir,,ilkokul,emekli,,2.0
34679,ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
34680,ilkokul,hayir,,ortaokul,evet,kamu,2.0
34681,ilkokul,hayir,,ilkokul,evet,diger,3.0
34682,ortaokul,hayir,,ilkokul,evet,ozel sektor,2.0
34683,ilkokul,hayir,,ilkokul,evet,diger,3.0
34684,ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
34685,ilkokul,hayir,,lise,emekli,,1.0
34686,universite,hayir,,lise,evet,kamu,1.0
34687,ilkokul,hayir,,lise,evet,kamu,2.0
34688,ortaokul,hayir,,ortaokul,emekli,,2.0
34689,,,,,,,
34690,ilkokul,hayir,,universite,emekli,,2.0
34691,lise,hayir,,lise,emekli,,1.0
34692,egitimi yok,hayir,,lise,evet,ozel sektor,5.0
34693,lise,hayir,,ortaokul,hayir,,3.0
34694,ilkokul,emekli,,ilkokul,emekli,,3.0
34695,ilkokul,hayir,,lise,emekli,,2.0
34696,egitimi yok,hayir,,ilkokul,evet,ozel sektor,5.0
34697,ilkokul,hayir,,lise,emekli,,3.0
34698,egitimi yok,hayir,,ilkokul,hayir,,5.0
34699,ortaokul,hayir,,ilkokul,evet,ozel sektor,2.0
34700,ilkokul,hayir,,ilkokul,hayir,,2.0
34701,ilkokul,hayir,,lise,emekli,,1.0
34702,ilkokul,hayir,,lise,evet,kamu,3.0
34703,ilkokul,hayir,,universite,emekli,,3.0
34704,ortaokul,hayir,,lise,evet,ozel sektor,2.0
34705,ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
34706,ilkokul,hayir,,ilkokul,emekli,,2.0
34707,ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
34708,egitimi yok,hayir,,ortaokul,evet,ozel sektor,4.0
34709,lise,hayir,,ilkokul,evet,diger,3.0
34710,egitimi yok,hayir,,egitimi yok,emekli,,5.0
34711,ilkokul,hayir,,ilkokul,emekli,,1.0
34712,ilkokul,hayir,,universite,evet,kamu,4.0
34713,ortaokul,hayir,,lise,emekli,,0.0
