Burs Aliyor mu?,Burslu ise Burs Yuzdesi,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk-kredi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk 500,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,denizli is kadinlari birligi,200
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,unuversite ogrencilerine verilen devlet bursu,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,Null,500
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi aliyorum kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,besevler dernegi,150
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,1,gursoy vakfi,200
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,zorlu vakfi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi ve yurtlar kurumu (geri odemeli kredi aliyorum),500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,1,tev,550
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk geri odemeli,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,cydd,200
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,eti gida san. ve tic. a.s.,470
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk kredi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turk egitim vakfi,600
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk busu,500
0,Null,1,kyk,490
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,yasar egitim ve kultur vakfi,510
0,Null,1,kyk,500
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,ticaret ve sanayi odasi,100
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,sabanci bursu,600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,anadolu vakfi,450
0,Null,1,devlet,500
0,Null,1,gap,300
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,ekev,250
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,kredi aliyorum,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk kredi,500
0,Null,0,Null,Null
0,Null,1,kyk geri odemeli,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,cydd,220
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,galata rotary,250
1,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi kyk bursu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,basbakanlik,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,nimet ozden vakfi,450
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,dernek,200
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk (kredi),500
0,Null,1,kyk,5000
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turk universiteli kadinlar dernegi,300
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,1,turgev vakfi,300
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turkiye soroptimist federasyonu,200
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,"mehmet zorlu vakfi , kyk",1000
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,odtu mezunlar dernegi,130
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi,500
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,isyeri bursu,200
0,Null,1,hasan faydasicok egitim vakfi sedefteki inciler bursu(yalnizca kadin muhendislik ogrencilerine veriliyor),450
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi yurtlar kurumu(kyk),500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,ekev,250
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kredi ve yurtlar kurumundan alinan ogrenim kredisi,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,devletten ve odtu,2750
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,buvak,400
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,iss yemek firmasi,220
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk bursu aliyorum,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,anadolu vakfi,450
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk ilk 100 bursu,1500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,1500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,isov,400
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,ronesans egitim vakfi,400
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,odtu gelistirme vakfi,290
0,Null,0,Null,Null
0,Null,1,kayserililer dernegi istanbul subesi,300
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,meb ogretmenlik bursu(2015-2019 haziran),500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,genclik bakanligi ogrenim bursu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,ogrenim kredisi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredi aliyorum,500
0,Null,1,tev,600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,turk egitim dernegi,650
0,Null,1,kyk geri odemeli burs,470
0,Null,1,turk ortodokos patrikhanesi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,400
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi yurtlar kurumu (geri odemeli),500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,turk anadolu vakfi( burs almamin nedeni babam taseron isc evimiz kira 4 kardesiz yetistiremiyorum ve kpss hazirlaniyorum,200
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk dan,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,225
0,Null,0,Null,Null
0,Null,1,deva kimya,300
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,ahbap dernegi,225
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi ve yurtlar kurumu - ilk 100 basari bursu,1500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,yuksek ogrenim ve kredi yurtlar kurumu,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,basbakanlik bursu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,540
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,sabanci vakfi,600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,tev,600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,sancaklar vakfi,200
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,"kyk(2019 haziran dan sonra kesilecek,yatay gecis yaptigim icin)",500
0,Null,1,anadolu vakfi,450
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,kyk,500
0,Null,1,kyk,505
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kredili yurtlar kurumu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
