Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
Null,Null,Null,Null,Null,Null,Null
egitimi yok,hayir,Null,egitimi yok,hayir,Null,5
lise,hayir,Null,lise,evet,diger,2
ilkokul,hayir,Null,ilkokul,evet,diger,2
universite,evet,kamu,universite,evet,kamu,1
ilkokul,hayir,Null,universite,emekli,Null,2
lise,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ilkokul,emekli,Null,3
ilkokul,emekli,Null,ilkokul,emekli,Null,2
ortaokul,evet,diger,ortaokul,evet,ozel sektor,1
universite,emekli,Null,universite,emekli,Null,2
universite,evet,kamu,universite,evet,kamu,2
ilkokul,hayir,Null,lise,evet,diger,2
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
ilkokul,hayir,Null,universite,emekli,Null,2
ilkokul,hayir,Null,lise,emekli,Null,3
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,evet,diger,2
ilkokul,hayir,Null,lise,evet,kamu,5
ilkokul,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,hayir,Null,3
ilkokul,evet,ozel sektor,lise,hayir,Null,1
ilkokul,hayir,Null,lise,emekli,Null,3
ortaokul,hayir,Null,ilkokul,evet,ozel sektor,3
lise,hayir,Null,ilkokul,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,emekli,Null,3
universite,emekli,Null,universite,evet,ozel sektor,1
lise,hayir,Null,lise,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,diger,2
lise,evet,diger,lise,hayir,Null,1
ortaokul,evet,kamu,lise,hayir,Null,1
egitimi yok,hayir,Null,ilkokul,evet,diger,3
ilkokul,hayir,Null,ilkokul,emekli,Null,4
lise,hayir,Null,egitimi yok,evet,diger,1
ilkokul,hayir,Null,ortaokul,emekli,Null,2
lise,emekli,Null,universite,evet,diger,3
lise,evet,kamu,universite,evet,kamu,1
universite,hayir,Null,lise,evet,ozel sektor,0
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
ilkokul,evet,diger,ilkokul,evet,diger,1
ortaokul,hayir,Null,lise,evet,ozel sektor,2
Null,Null,Null,Null,Null,Null,Null
egitimi yok,hayir,Null,egitimi yok,hayir,Null,2
ilkokul,hayir,Null,lise,emekli,Null,1
ortaokul,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,1
universite,evet,ozel sektor,lise,evet,ozel sektor,1
lise,hayir,Null,universite,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,diger,3
ilkokul,evet,ozel sektor,ortaokul,evet,diger,1
ilkokul,hayir,Null,ilkokul,emekli,Null,3
ortaokul,hayir,Null,ortaokul,evet,diger,4
ilkokul,hayir,Null,ilkokul,evet,diger,1
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,1
ilkokul,evet,ozel sektor,ilkokul,emekli,Null,0
ortaokul,hayir,Null,universite,evet,kamu,2
ortaokul,evet,diger,universite,evet,diger,2
lise,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ilkokul,emekli,Null,4
ortaokul,hayir,Null,ortaokul,hayir,Null,5
ilkokul,hayir,Null,ortaokul,hayir,Null,4
egitimi yok,hayir,Null,egitimi yok,evet,diger,5
lise,hayir,Null,universite,evet,ozel sektor,2
ilkokul,hayir,Null,universite,evet,kamu,1
ilkokul,hayir,Null,ilkokul,emekli,Null,3
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1
egitimi yok,hayir,Null,lise,emekli,Null,5
egitimi yok,hayir,Null,ilkokul,emekli,Null,5
egitimi yok,hayir,Null,universite,evet,kamu,4
lise,emekli,Null,universite,emekli,Null,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,5
ilkokul,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
universite,evet,kamu,lise,evet,diger,2
ilkokul,hayir,Null,ilkokul,evet,diger,2
egitimi yok,hayir,Null,ortaokul,evet,kamu,5
lise,hayir,Null,universite,evet,kamu,3
ilkokul,emekli,Null,ilkokul,emekli,Null,1
lise,hayir,Null,lise,emekli,Null,2
lise,hayir,Null,ilkokul,evet,ozel sektor,3
ilkokul,evet,ozel sektor,ilkokul,hayir,Null,1
ilkokul,hayir,Null,universite,evet,kamu,3
ilkokul,hayir,Null,lise,evet,diger,3
ilkokul,emekli,Null,lise,emekli,Null,1
ilkokul,hayir,Null,lise,evet,kamu,2
ortaokul,hayir,Null,lise,evet,ozel sektor,2
ortaokul,hayir,Null,ortaokul,emekli,Null,2
ortaokul,hayir,Null,lise,hayir,Null,5
ilkokul,hayir,Null,ilkokul,evet,diger,2
ilkokul,hayir,Null,ilkokul,emekli,Null,1
ilkokul,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ortaokul,hayir,Null,2
ilkokul,hayir,Null,ilkokul,evet,diger,3
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,emekli,Null,2
egitimi yok,hayir,Null,ilkokul,emekli,Null,4
ilkokul,hayir,Null,universite,evet,ozel sektor,3
universite,evet,ozel sektor,lise,emekli,Null,2
ilkokul,hayir,Null,universite,evet,kamu,1
ilkokul,hayir,Null,lise,evet,ozel sektor,0
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ortaokul,emekli,Null,1
ilkokul,evet,ozel sektor,lise,emekli,Null,2
Null,Null,Null,Null,Null,Null,Null
ilkokul,hayir,Null,lise,emekli,Null,3
universite,evet,kamu,universite,hayir,Null,2
universite,evet,kamu,universite,evet,ozel sektor,1
ilkokul,hayir,Null,ortaokul,emekli,Null,4
egitimi yok,hayir,Null,ilkokul,evet,ozel sektor,3
ilkokul,hayir,Null,ilkokul,evet,diger,3
ilkokul,evet,diger,ortaokul,hayir,Null,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
ortaokul,hayir,Null,ilkokul,evet,ozel sektor,5
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
lise,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ortaokul,evet,kamu,3
lise,hayir,Null,ortaokul,hayir,Null,2
universite,hayir,Null,universite,evet,ozel sektor,2
egitimi yok,hayir,Null,ortaokul,emekli,Null,0
lise,hayir,Null,universite,emekli,Null,3
yuksek lisans,evet,kamu,lise,evet,kamu,2
Null,Null,Null,Null,Null,Null,Null
ilkokul,hayir,Null,universite,evet,kamu,2
Null,Null,Null,Null,Null,Null,Null
ortaokul,hayir,Null,ilkokul,hayir,Null,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
lise,evet,diger,ortaokul,evet,diger,1
egitimi yok,hayir,Null,ilkokul,evet,diger,3
egitimi yok,hayir,Null,ilkokul,evet,diger,3
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
ilkokul,hayir,Null,ortaokul,emekli,Null,1
Null,Null,Null,Null,Null,Null,Null
ilkokul,hayir,Null,lise,emekli,Null,4
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
egitimi yok,hayir,Null,ilkokul,hayir,Null,3
ilkokul,hayir,Null,ilkokul,hayir,Null,1
lise,hayir,Null,universite,evet,kamu,2
egitimi yok,hayir,Null,ilkokul,emekli,Null,4
doktora,evet,kamu,doktora,evet,ozel sektor,0
ilkokul,hayir,Null,universite,evet,kamu,5
universite,emekli,Null,lise,evet,diger,1
lise,hayir,Null,lise,hayir,Null,0
ilkokul,hayir,Null,ilkokul,hayir,Null,0
universite,emekli,Null,universite,evet,kamu,2
egitimi yok,hayir,Null,lise,evet,ozel sektor,4
ilkokul,hayir,Null,ilkokul,evet,diger,2
universite,evet,kamu,lise,evet,ozel sektor,1
ilkokul,emekli,Null,lise,emekli,Null,1
universite,evet,kamu,lise,evet,kamu,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,3
ilkokul,hayir,Null,ortaokul,hayir,Null,2
ortaokul,hayir,Null,lise,evet,ozel sektor,3
universite,emekli,Null,universite,emekli,Null,1
Null,Null,Null,Null,Null,Null,Null
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ilkokul,emekli,Null,2
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
lise,hayir,Null,ilkokul,emekli,Null,3
ilkokul,hayir,Null,ortaokul,hayir,Null,2
ilkokul,emekli,Null,ilkokul,emekli,Null,1
ortaokul,hayir,Null,universite,emekli,Null,2
lise,hayir,Null,lise,emekli,Null,2
ilkokul,hayir,Null,ilkokul,emekli,Null,1
egitimi yok,hayir,Null,ortaokul,evet,diger,5
egitimi yok,hayir,Null,ilkokul,emekli,Null,1
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
ortaokul,hayir,Null,lise,evet,ozel sektor,1
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
egitimi yok,hayir,Null,universite,evet,kamu,3
ilkokul,hayir,Null,universite,emekli,Null,0
ilkokul,hayir,Null,ilkokul,evet,diger,4
ilkokul,evet,ozel sektor,ortaokul,hayir,Null,1
ilkokul,hayir,Null,ilkokul,evet,diger,1
ilkokul,emekli,Null,ilkokul,hayir,Null,0
ortaokul,hayir,Null,lise,evet,diger,2
ilkokul,evet,ozel sektor,lise,evet,ozel sektor,1
universite,hayir,Null,universite,evet,diger,1
ilkokul,hayir,Null,universite,evet,kamu,1
lise,hayir,Null,universite,emekli,Null,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
egitimi yok,hayir,Null,egitimi yok,hayir,Null,5
lise,emekli,Null,universite,evet,kamu,1
ilkokul,emekli,Null,ilkokul,emekli,Null,1
egitimi yok,hayir,Null,egitimi yok,evet,diger,3
lise,evet,ozel sektor,lise,evet,ozel sektor,1
ilkokul,hayir,Null,lise,hayir,Null,5
lise,hayir,Null,lise,evet,diger,2
lise,evet,ozel sektor,lise,evet,diger,1
ilkokul,hayir,Null,lise,emekli,Null,1
lise,hayir,Null,lise,evet,ozel sektor,2
lise,hayir,Null,lise,evet,ozel sektor,1
lise,hayir,Null,universite,evet,kamu,1
lise,hayir,Null,lise,evet,kamu,0
universite,evet,kamu,ilkokul,hayir,Null,2
universite,evet,kamu,universite,evet,kamu,1
lise,evet,ozel sektor,ilkokul,hayir,Null,1
ilkokul,hayir,Null,ilkokul,evet,diger,2
ilkokul,evet,ozel sektor,ortaokul,hayir,Null,1
egitimi yok,hayir,Null,ilkokul,evet,diger,5
egitimi yok,hayir,Null,egitimi yok,emekli,Null,5
egitimi yok,hayir,Null,ortaokul,hayir,Null,5
ilkokul,hayir,Null,lise,evet,kamu,4
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,emekli,Null,5
egitimi yok,hayir,Null,ilkokul,evet,kamu,5
egitimi yok,hayir,Null,ilkokul,evet,diger,5
ilkokul,hayir,Null,ilkokul,evet,diger,5
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
ilkokul,hayir,Null,ilkokul,hayir,Null,4
ilkokul,hayir,Null,ilkokul,emekli,Null,2
ilkokul,evet,ozel sektor,lise,evet,kamu,2
egitimi yok,hayir,Null,egitimi yok,hayir,Null,5
lise,hayir,Null,lise,emekli,Null,1
lise,hayir,Null,ilkokul,emekli,Null,1
universite,evet,kamu,universite,evet,ozel sektor,1
universite,evet,ozel sektor,lise,emekli,Null,0
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
ortaokul,hayir,Null,ilkokul,hayir,Null,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,emekli,Null,1
ilkokul,hayir,Null,ilkokul,hayir,Null,3
lise,hayir,Null,universite,evet,kamu,1
ilkokul,hayir,Null,ortaokul,emekli,Null,2
ortaokul,hayir,Null,lise,evet,diger,0
ilkokul,evet,ozel sektor,ilkokul,hayir,Null,1
lise,hayir,Null,ilkokul,hayir,Null,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,0
lise,hayir,Null,universite,evet,kamu,2
lise,hayir,Null,lise,evet,diger,3
ilkokul,hayir,Null,ortaokul,hayir,Null,2
lise,evet,diger,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,diger,2
egitimi yok,hayir,Null,ilkokul,evet,diger,5
egitimi yok,hayir,Null,ilkokul,evet,diger,5
egitimi yok,hayir,Null,egitimi yok,hayir,Null,4
ilkokul,hayir,Null,universite,emekli,Null,1
ilkokul,hayir,Null,ilkokul,hayir,Null,2
egitimi yok,hayir,Null,ortaokul,evet,ozel sektor,3
ilkokul,hayir,Null,ilkokul,evet,Null,2
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
ilkokul,hayir,Null,universite,emekli,Null,1
ilkokul,hayir,Null,ilkokul,hayir,Null,1
egitimi yok,hayir,Null,ilkokul,evet,kamu,2
lise,hayir,Null,universite,evet,ozel sektor,2
lise,hayir,Null,yuksek lisans,evet,kamu,4
ilkokul,hayir,Null,universite,evet,ozel sektor,2
ilkokul,hayir,Null,universite,evet,kamu,2
lise,hayir,Null,lise,evet,ozel sektor,1
yuksek lisans,evet,kamu,universite,evet,kamu,3
universite,hayir,Null,universite,hayir,Null,1
ilkokul,emekli,Null,lise,emekli,Null,1
ortaokul,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,universite,hayir,Null,2
ilkokul,hayir,Null,ilkokul,emekli,Null,1
ilkokul,hayir,Null,ilkokul,emekli,Null,3
ilkokul,hayir,Null,ortaokul,emekli,Null,2
lise,hayir,Null,lise,evet,kamu,1
ortaokul,hayir,Null,yuksek lisans,evet,kamu,1
ilkokul,hayir,Null,ilkokul,evet,diger,2
ilkokul,hayir,Null,ortaokul,emekli,Null,2
egitimi yok,hayir,Null,ortaokul,evet,kamu,3
Null,Null,Null,universite,evet,Null,2
lise,hayir,Null,doktora,evet,kamu,2
ilkokul,hayir,Null,universite,evet,kamu,3
lise,evet,ozel sektor,lise,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,diger,1
ilkokul,hayir,Null,lise,evet,kamu,2
egitimi yok,hayir,Null,ilkokul,emekli,Null,4
egitimi yok,hayir,Null,ilkokul,emekli,Null,4
ilkokul,hayir,Null,ilkokul,evet,diger,1
egitimi yok,hayir,Null,egitimi yok,evet,diger,5
ortaokul,hayir,Null,ilkokul,emekli,Null,1
ilkokul,hayir,Null,ilkokul,hayir,Null,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,3
egitimi yok,hayir,Null,ilkokul,hayir,Null,2
egitimi yok,hayir,Null,ilkokul,evet,diger,5
lise,emekli,Null,universite,emekli,Null,1
ilkokul,hayir,Null,ilkokul,evet,kamu,2
ilkokul,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,1
ilkokul,hayir,Null,ortaokul,hayir,Null,5
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1
Null,Null,Null,Null,Null,Null,Null
ortaokul,evet,ozel sektor,universite,evet,ozel sektor,1
lise,evet,diger,ilkokul,emekli,Null,0
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,diger,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ortaokul,hayir,Null,ortaokul,emekli,Null,3
egitimi yok,hayir,Null,ilkokul,emekli,Null,3
ilkokul,hayir,Null,universite,emekli,Null,3
lise,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ortaokul,emekli,Null,2
ortaokul,hayir,Null,lise,emekli,Null,3
ilkokul,hayir,Null,ortaokul,evet,diger,2
lise,emekli,Null,universite,emekli,Null,3
ilkokul,hayir,Null,lise,emekli,Null,2
lise,emekli,Null,yuksek lisans,emekli,Null,2
ilkokul,hayir,Null,lise,evet,kamu,3
lise,emekli,Null,lise,emekli,Null,2
egitimi yok,hayir,Null,ortaokul,evet,ozel sektor,5
ilkokul,hayir,Null,ortaokul,evet,diger,5
ilkokul,hayir,Null,lise,emekli,Null,4
ortaokul,hayir,Null,ilkokul,hayir,Null,5
ilkokul,evet,ozel sektor,lise,evet,ozel sektor,1
ilkokul,hayir,Null,universite,evet,kamu,4
ilkokul,hayir,Null,lise,emekli,Null,3
ilkokul,hayir,Null,ortaokul,hayir,Null,4
ilkokul,hayir,Null,ilkokul,emekli,Null,3
ilkokul,hayir,Null,lise,hayir,Null,2
ilkokul,hayir,Null,universite,evet,kamu,3
ilkokul,hayir,Null,ortaokul,hayir,Null,3
lise,hayir,Null,ortaokul,hayir,Null,1
lise,hayir,Null,doktora,evet,kamu,0
lise,hayir,Null,lise,evet,diger,2
ortaokul,hayir,Null,lise,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,lise,evet,ozel sektor,3
ilkokul,hayir,Null,ilkokul,emekli,Null,2
Null,Null,Null,ilkokul,hayir,Null,4
ilkokul,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,diger,2
Null,Null,Null,Null,hayir,Null,4
egitimi yok,hayir,Null,ilkokul,evet,diger,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,universite,evet,kamu,3
lise,evet,ozel sektor,universite,hayir,Null,0
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,kamu,3
ilkokul,hayir,Null,ortaokul,evet,diger,1
lise,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ortaokul,emekli,Null,2
ortaokul,hayir,Null,lise,evet,kamu,1
ortaokul,hayir,Null,lise,evet,kamu,1
yuksek lisans,hayir,Null,universite,evet,ozel sektor,1
ortaokul,hayir,Null,lise,emekli,Null,5
ilkokul,hayir,Null,lise,evet,ozel sektor,2
lise,hayir,Null,universite,emekli,Null,2
ilkokul,hayir,Null,universite,evet,kamu,1
ilkokul,hayir,Null,lise,emekli,Null,3
ilkokul,hayir,Null,universite,evet,kamu,2
ortaokul,hayir,Null,lise,evet,ozel sektor,1
lise,hayir,Null,ortaokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,emekli,Null,3
universite,hayir,Null,doktora,evet,kamu,4
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
universite,evet,kamu,universite,evet,kamu,2
universite,hayir,Null,universite,evet,ozel sektor,1
universite,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,lise,evet,ozel sektor,1
lise,hayir,Null,lise,evet,ozel sektor,2
ilkokul,hayir,Null,ortaokul,emekli,Null,1
ilkokul,hayir,Null,universite,emekli,Null,3
ilkokul,hayir,Null,universite,evet,Null,2
lise,evet,ozel sektor,universite,emekli,Null,2
ilkokul,hayir,Null,universite,evet,kamu,3
ilkokul,hayir,Null,lise,emekli,Null,4
universite,emekli,Null,universite,evet,kamu,1
Null,Null,Null,Null,Null,Null,Null
ortaokul,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ilkokul,hayir,Null,4
egitimi yok,hayir,Null,ortaokul,hayir,Null,2
lise,evet,kamu,universite,emekli,Null,0
ilkokul,hayir,Null,ortaokul,emekli,Null,2
egitimi yok,hayir,Null,ilkokul,emekli,Null,4
lise,emekli,Null,lise,emekli,Null,1
ilkokul,hayir,Null,ilkokul,hayir,Null,4
ilkokul,hayir,Null,ortaokul,evet,diger,1
universite,evet,ozel sektor,lise,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,evet,diger,2
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,3
universite,evet,kamu,universite,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,hayir,Null,5
universite,evet,kamu,yuksek lisans,emekli,Null,2
ilkokul,hayir,Null,universite,evet,kamu,1
ilkokul,emekli,Null,ilkokul,emekli,Null,2
universite,evet,kamu,lise,emekli,Null,1
universite,evet,kamu,universite,evet,kamu,1
ilkokul,hayir,Null,ilkokul,evet,diger,2
egitimi yok,hayir,Null,ilkokul,hayir,Null,5
lise,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,3
egitimi yok,hayir,Null,egitimi yok,hayir,Null,4
ilkokul,hayir,Null,ilkokul,evet,diger,1
egitimi yok,hayir,Null,ortaokul,hayir,Null,2
universite,emekli,Null,lise,emekli,Null,0
universite,emekli,Null,universite,evet,ozel sektor,2
universite,evet,kamu,universite,evet,kamu,0
ilkokul,hayir,Null,ilkokul,emekli,Null,0
ilkokul,hayir,Null,lise,emekli,Null,5
egitimi yok,hayir,Null,egitimi yok,emekli,Null,5
egitimi yok,hayir,Null,ilkokul,evet,diger,1
ortaokul,hayir,Null,ortaokul,emekli,Null,1
lise,evet,diger,lise,emekli,Null,0
ilkokul,hayir,Null,lise,emekli,Null,3
ilkokul,hayir,Null,ilkokul,emekli,Null,1
ilkokul,hayir,Null,lise,hayir,Null,1
universite,emekli,Null,universite,hayir,Null,1
universite,evet,kamu,ilkokul,hayir,Null,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
lise,hayir,Null,universite,emekli,Null,1
ilkokul,hayir,Null,ilkokul,evet,Null,1
ilkokul,hayir,Null,ilkokul,evet,diger,1
ilkokul,evet,diger,lise,emekli,Null,1
ilkokul,hayir,Null,universite,emekli,Null,1
universite,evet,kamu,lise,evet,ozel sektor,1
lise,hayir,Null,ilkokul,evet,ozel sektor,2
universite,evet,ozel sektor,universite,evet,kamu,1
universite,emekli,Null,universite,evet,kamu,1
ilkokul,hayir,Null,ilkokul,evet,diger,3
ilkokul,hayir,Null,ortaokul,evet,diger,3
ortaokul,hayir,Null,lise,evet,kamu,5
ilkokul,hayir,Null,ortaokul,evet,diger,1
egitimi yok,hayir,Null,egitimi yok,hayir,Null,5
ilkokul,hayir,Null,ilkokul,emekli,Null,4
lise,evet,kamu,yuksek lisans,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,evet,diger,5
lise,hayir,Null,universite,evet,kamu,1
universite,hayir,Null,universite,hayir,Null,2
egitimi yok,evet,diger,universite,evet,diger,1
lise,evet,ozel sektor,universite,emekli,Null,2
egitimi yok,hayir,Null,universite,evet,kamu,2
lise,hayir,Null,lise,evet,diger,1
ortaokul,hayir,Null,ortaokul,evet,diger,4
egitimi yok,hayir,Null,ilkokul,emekli,Null,4
ilkokul,hayir,Null,ilkokul,evet,kamu,2
ortaokul,hayir,Null,ilkokul,evet,ozel sektor,1
lise,hayir,Null,lise,evet,kamu,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,3
lise,evet,ozel sektor,ilkokul,hayir,Null,1
lise,hayir,Null,universite,emekli,Null,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,3
egitimi yok,hayir,Null,ilkokul,emekli,Null,2
ilkokul,hayir,Null,lise,evet,kamu,1
egitimi yok,hayir,Null,lise,evet,diger,5
egitimi yok,hayir,Null,ilkokul,emekli,Null,5
egitimi yok,hayir,Null,lise,evet,ozel sektor,3
lise,hayir,Null,lise,evet,kamu,1
ilkokul,hayir,Null,lise,hayir,Null,2
ilkokul,hayir,Null,ilkokul,hayir,Null,5
ilkokul,hayir,Null,ortaokul,evet,kamu,1
egitimi yok,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,lise,emekli,Null,3
lise,hayir,Null,lise,emekli,Null,1
ilkokul,hayir,Null,ilkokul,emekli,Null,1
ilkokul,evet,ozel sektor,universite,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,emekli,Null,2
egitimi yok,hayir,Null,ilkokul,evet,diger,3
ilkokul,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ortaokul,hayir,Null,2
ilkokul,hayir,Null,ortaokul,hayir,Null,2
egitimi yok,hayir,Null,ilkokul,emekli,Null,5
egitimi yok,hayir,Null,lise,evet,diger,3
ilkokul,hayir,Null,ilkokul,hayir,Null,2
ilkokul,hayir,Null,lise,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,diger,1
ilkokul,hayir,Null,universite,evet,ozel sektor,2
lise,hayir,Null,universite,evet,kamu,3
ortaokul,evet,diger,ilkokul,evet,diger,1
ilkokul,hayir,Null,ilkokul,evet,diger,1
ilkokul,hayir,Null,ilkokul,evet,diger,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,2
ilkokul,hayir,Null,ortaokul,emekli,Null,2
ilkokul,hayir,Null,universite,evet,kamu,2
ilkokul,hayir,Null,ortaokul,hayir,Null,1
ilkokul,hayir,Null,ilkokul,evet,kamu,1
ilkokul,hayir,Null,ilkokul,evet,kamu,1
ilkokul,evet,ozel sektor,ilkokul,emekli,Null,2
ilkokul,hayir,Null,lise,emekli,Null,1
lise,hayir,Null,lise,evet,ozel sektor,3
ilkokul,hayir,Null,ortaokul,emekli,Null,5
universite,evet,ozel sektor,lise,evet,ozel sektor,1
egitimi yok,hayir,Null,ilkokul,emekli,Null,3
lise,emekli,Null,ilkokul,emekli,Null,1
ilkokul,evet,diger,ilkokul,emekli,Null,1
lise,evet,ozel sektor,lise,evet,ozel sektor,1
egitimi yok,emekli,Null,egitimi yok,hayir,Null,5
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
lise,evet,ozel sektor,lise,emekli,Null,0
ilkokul,hayir,Null,ortaokul,evet,ozel sektor,2
ilkokul,hayir,Null,lise,emekli,Null,2
lise,hayir,Null,lise,hayir,Null,0
ilkokul,hayir,Null,universite,evet,kamu,1
lise,evet,ozel sektor,lise,emekli,Null,1
ilkokul,hayir,Null,ilkokul,hayir,Null,1
ortaokul,hayir,Null,lise,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,diger,2
lise,hayir,Null,universite,evet,diger,1
lise,hayir,Null,lise,evet,diger,2
lise,emekli,Null,lise,emekli,Null,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,0
ilkokul,evet,diger,ortaokul,emekli,Null,2
ortaokul,hayir,Null,universite,evet,kamu,1
universite,evet,kamu,universite,evet,kamu,2
lise,emekli,Null,lise,emekli,Null,0
ilkokul,hayir,Null,ilkokul,hayir,Null,3
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
lise,hayir,Null,universite,emekli,Null,3
ilkokul,hayir,Null,ilkokul,hayir,Null,3
ilkokul,hayir,Null,ortaokul,evet,diger,5
lise,hayir,Null,lise,evet,diger,2
ilkokul,hayir,Null,lise,emekli,Null,3
egitimi yok,hayir,Null,egitimi yok,hayir,Null,5
lise,hayir,Null,ortaokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,5
lise,hayir,Null,universite,evet,diger,3
lise,hayir,Null,universite,evet,kamu,2
ortaokul,hayir,Null,ortaokul,hayir,Null,1
Null,Null,Null,Null,Null,Null,Null
ilkokul,hayir,Null,lise,evet,kamu,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,3
lise,evet,ozel sektor,universite,emekli,Null,1
ilkokul,hayir,Null,lise,evet,ozel sektor,2
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,ozel sektor,1
ilkokul,hayir,Null,ilkokul,evet,diger,2
ilkokul,evet,ozel sektor,ilkokul,hayir,Null,1
