Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
kadin,1994/02/13,diyarbakir,diyarbakir
kadin,1998/03/19,bursa,bursa
kadin,1997/07/22,van,istanbul
erkek,1996/09/06,izmir,sanliurfa
erkek,1995/02/25,izmir,istanbul
erkek,1996/04/12,izmir,kirsehir
erkek,1997/03/30,edirne,izmir
erkek,1997/08/21,osmaniye,osmaniye
erkek,1995/12/05,bayburt,duzce
kadin,1993/11/01,istanbul,ankara
kadin,1997/07/15,mersin,mersin
kadin,1996/08/30,istanbul,istanbul
kadin,1996/01/28,Null,denizli
kadin,1997/04/25,konya,konya
kadin,1996/01/17,konya,istanbul
erkek,1997/02/25,istanbul,istanbul
erkek,1996/07/08,afyonkarahisar,ankara
erkek,1998/06/05,samsun,kocaeli
erkek,1990/01/01,van,van
erkek,1993/10/18,agri,bolu
erkek,1996/12/08,istanbul,istanbul
erkek,1996/11/01,istanbul,istanbul
erkek,1997/06/06,bursa,istanbul
erkek,1997/04/16,usak,istanbul
erkek,1995/11/02,Null,balikesir
erkek,1996/08/21,mardin,mardin
erkek,1998/06/01,diyarbakir,izmir
kadin,1996/08/14,sanliurfa,van
kadin,1996/09/02,Null,hatay
kadin,1993/02/20,van,van
kadin,1996/02/02,Null,van
erkek,1997/05/01,Null,Null
kadin,1997/02/10,mardin,mersin
erkek,1998/01/11,batman,antalya
kadin,1996/12/14,diyarbakir,istanbul
erkek,1998/12/17,diyarbakir,kocaeli
kadin,1994/12/05,adana,istanbul
kadin,1996/01/19,diyarbakir,diyarbakir
kadin,1996/12/07,mersin,hatay
kadin,1995/09/24,sanliurfa,sanliurfa
kadin,1996/06/27,diyarbakir,diyarbakir
kadin,1996/06/28,agri,istanbul
kadin,1997/02/12,kayseri,afyonkarahisar
kadin,1996/03/10,yozgat,ankara
kadin,1996/11/01,balikesir,balikesir
kadin,1995/09/08,corum,ankara
kadin,1996/05/01,kirikkale,ankara
kadin,1993/08/17,sanliurfa,sanliurfa
kadin,1998/03/01,agri,agri
kadin,1995/05/25,kutahya,ankara
kadin,1996/10/03,kocaeli,erzurum
kadin,1996/06/12,gaziantep,gaziantep
kadin,1997/02/02,aydin,aydin
kadin,1995/06/21,istanbul,istanbul
kadin,1997/11/05,nigde,kocaeli
kadin,1998/05/07,karabuk,karabuk
kadin,1995/01/13,istanbul,istanbul
kadin,1997/03/27,kayseri,kayseri
kadin,1996/08/23,corum,ankara
kadin,1999/05/27,ankara,ankara
kadin,1997/11/05,kahramanmaras,kahramanmaras
kadin,1995/04/06,istanbul,istanbul
kadin,1995/05/11,van,van
kadin,1997/10/29,kayseri,kayseri
kadin,1993/07/25,gaziantep,eskisehir
kadin,1996/04/04,van,van
kadin,1997/09/01,duzce,duzce
kadin,1998/05/21,osmaniye,osmaniye
erkek,1993/09/14,igdir,agri
kadin,1997/05/21,malatya,malatya
kadin,1997/10/30,kayseri,istanbul
kadin,1996/03/10,konya,istanbul
kadin,1996/03/26,Null,kutahya
kadin,1996/08/26,eskisehir,bilecik
kadin,1996/09/06,kutahya,kutahya
kadin,1996/09/04,istanbul,istanbul
kadin,1998/06/17,hatay,hatay
kadin,1998/03/20,diyarbakir,diyarbakir
kadin,1998/10/29,kutahya,tokat
erkek,1996/07/05,diyarbakir,istanbul
erkek,1997/02/16,ankara,istanbul
erkek,1994/01/06,tokat,istanbul
erkek,1995/01/11,bursa,konya
erkek,1994/04/08,sirnak,sirnak
erkek,1993/07/26,duzce,istanbul
erkek,1997/10/17,rize,ankara
erkek,1990/01/05,izmir,kutahya
erkek,1998/08/24,istanbul,istanbul
erkek,1996/09/13,adana,diyarbakir
kadin,1998/10/02,hatay,hatay
erkek,1998/02/05,tokat,tokat
erkek,1996/03/22,nigde,kocaeli
erkek,1997/07/11,corum,ankara
erkek,1996/08/20,tokat,izmir
erkek,1995/12/08,ankara,konya
erkek,1998/01/23,kirikkale,ankara
erkek,1995/04/25,ordu,istanbul
erkek,1997/08/30,corum,corum
kadin,1994/09/18,manisa,istanbul
erkek,1995/06/25,ordu,istanbul
erkek,1994/04/24,istanbul,istanbul
erkek,1996/10/10,van,bingol
erkek,1994/12/24,sakarya,istanbul
erkek,1993/04/24,bitlis,bitlis
erkek,1997/04/06,kastamonu,kastamonu
erkek,1995/03/26,kahramanmaras,elazig
erkek,1995/09/21,istanbul,istanbul
erkek,1995/07/08,izmir,izmir
erkek,1997/02/24,gumushane,istanbul
erkek,1996/09/22,istanbul,kocaeli
erkek,1997/11/01,istanbul,ordu
erkek,Null,eskisehir,istanbul
erkek,1998/08/30,istanbul,istanbul
erkek,1997/12/22,van,izmir
erkek,1995/08/16,kirsehir,ankara
kadin,1998/04/22,istanbul,sanliurfa
kadin,1995/06/26,adana,adana
kadin,1997/10/05,cankiri,kastamonu
kadin,1995/01/19,ankara,ankara
kadin,1997/10/05,mersin,mersin
erkek,1996/09/14,samsun,ankara
kadin,1998/09/13,van,van
erkek,1996/02/04,afyonkarahisar,konya
erkek,1998/10/11,sanliurfa,izmir
erkek,1999/05/07,istanbul,istanbul
erkek,1997/05/10,adana,bursa
erkek,1997/09/17,van,kocaeli
erkek,1997/08/18,kayseri,kayseri
kadin,1996/09/05,yozgat,yozgat
kadin,1996/08/18,kahramanmaras,kahramanmaras
erkek,1998/01/13,yozgat,bursa
erkek,1997/04/03,ankara,ankara
erkek,1997/07/17,denizli,karabuk
erkek,1997/07/05,bayburt,istanbul
kadin,1998/03/18,kutahya,balikesir
erkek,1997/05/30,sanliurfa,istanbul
erkek,1996/01/07,edirne,ankara
erkek,1998/02/08,mardin,mardin
kadin,1995/06/12,mardin,giresun
erkek,1998/07/20,konya,istanbul
erkek,1994/04/25,balikesir,balikesir
kadin,1996/08/28,tokat,istanbul
erkek,1997/01/30,kocaeli,kocaeli
erkek,1995/04/18,istanbul,istanbul
erkek,1994/05/06,tekirdag,tekirdag
erkek,1997/01/27,aydin,aydin
erkek,1997/10/02,erzurum,erzurum
erkek,1996/04/16,bursa,istanbul
erkek,1995/01/27,ankara,istanbul
erkek,1995/05/04,mersin,ankara
erkek,1995/12/15,sanliurfa,mardin
kadin,1993/08/03,ankara,isparta
erkek,1997/05/04,kahramanmaras,gaziantep
erkek,1997/08/20,adana,adana
erkek,1997/08/01,erzurum,kocaeli
erkek,1997/05/08,kayseri,kayseri
erkek,1997/07/01,konya,konya
erkek,1995/06/18,izmir,izmir
erkek,1996/01/29,hatay,istanbul
erkek,1996/04/05,afyonkarahisar,istanbul
erkek,1997/03/12,ankara,ankara
erkek,1997/05/20,kayseri,kayseri
erkek,1994/08/10,ankara,ankara
erkek,1996/09/28,istanbul,istanbul
kadin,2017/12/11,istanbul,istanbul
Null,1998/02/05,konya,konya
kadin,1996/09/26,antalya,antalya
kadin,1997/03/01,Null,Null
kadin,1995/11/13,kirikkale,kirikkale
kadin,1996/08/28,izmir,izmir
kadin,1997/03/15,sivas,antalya
kadin,1996/05/15,mersin,Null
kadin,1996/06/07,agri,konya
kadin,1997/11/18,adana,izmir
kadin,1997/03/08,istanbul,istanbul
kadin,1995/11/29,sanliurfa,sanliurfa
kadin,1997/11/18,bursa,kirikkale
kadin,1998/05/21,bursa,usak
kadin,1998/05/21,bursa,usak
erkek,1994/02/08,Null,Null
erkek,1995/10/17,hatay,hatay
erkek,1994/01/05,ankara,ankara
kadin,1997/10/26,yozgat,izmir
erkek,1995/01/01,kirsehir,antalya
erkek,1996/12/30,istanbul,istanbul
erkek,1991/11/07,elazig,istanbul
erkek,1997/06/18,sakarya,sakarya
erkek,1994/09/28,amasya,bursa
erkek,1995/09/23,kirikkale,kirikkale
erkek,1991/10/20,manisa,izmir
erkek,1996/09/06,samsun,samsun
erkek,1995/09/30,aksaray,ankara
erkek,1994/01/30,istanbul,istanbul
erkek,1996/12/02,ordu,istanbul
erkek,1996/08/22,Null,izmir
erkek,1996/04/07,kayseri,kocaeli
erkek,1998/04/02,mersin,mersin
erkek,1995/06/13,aksaray,istanbul
erkek,1996/03/30,usak,usak
erkek,1996/11/10,kocaeli,trabzon
erkek,1997/04/14,antalya,antalya
erkek,1996/01/18,izmir,izmir
erkek,1995/09/14,kayseri,istanbul
erkek,1995/09/28,ankara,konya
erkek,1996/05/28,van,aydin
erkek,1996/09/30,kayseri,kayseri
erkek,1997/02/19,nigde,nigde
erkek,1995/09/12,agri,agri
erkek,1997/06/28,istanbul,istanbul
erkek,1998/08/10,samsun,izmir
erkek,1999/08/10,erzurum,bursa
erkek,1994/07/23,izmir,ankara
erkek,1994/09/25,samsun,sinop
erkek,1994/07/14,usak,izmir
erkek,1196/10/20,yozgat,yozgat
erkek,1997/09/07,bursa,izmir
erkek,1996/04/05,manisa,manisa
erkek,1992/10/10,kahramanmaras,kahramanmaras
erkek,1998/09/20,yozgat,zonguldak
erkek,1998/03/21,kocaeli,kocaeli
erkek,1996/12/20,ankara,ankara
erkek,1997/03/10,cankiri,cankiri
erkek,1996/06/26,izmir,istanbul
erkek,1996/06/07,konya,konya
erkek,1997/07/26,kutahya,kutahya
erkek,1996/04/22,aksaray,istanbul
erkek,1997/02/01,istanbul,istanbul
kadin,1998/05/27,aydin,usak
kadin,1996/10/27,kahramanmaras,gaziantep
kadin,1998/04/11,konya,konya
kadin,1995/08/06,siirt,van
erkek,1994/04/22,ankara,ankara
erkek,1996/05/18,mersin,ankara
kadin,1993/06/10,sivas,istanbul
kadin,1997/09/24,ankara,ankara
erkek,1995/06/03,ankara,izmir
erkek,1994/07/11,sivas,antalya
erkek,1991/01/17,artvin,artvin
erkek,1997/05/15,konya,ankara
kadin,1997/02/13,adana,adana
kadin,1995/08/18,diyarbakir,diyarbakir
erkek,1997/07/22,denizli,denizli
erkek,1996/10/20,mardin,mardin
kadin,1997/10/15,tekirdag,istanbul
kadin,1995/10/30,istanbul,tokat
kadin,1998/08/10,istanbul,istanbul
kadin,1997/01/03,mersin,istanbul
kadin,1997/09/14,diyarbakir,bursa
kadin,1995/03/20,kahramanmaras,ankara
kadin,1994/02/24,adana,ankara
kadin,1996/06/09,ankara,istanbul
kadin,1994/07/28,bursa,eskisehir
erkek,1993/06/24,kastamonu,istanbul
kadin,1996/02/12,antalya,istanbul
kadin,1996/06/08,manisa,izmir
kadin,1997/01/01,elazig,istanbul
kadin,1997/11/24,istanbul,istanbul
kadin,1998/07/12,hatay,bursa
kadin,1996/09/04,konya,ankara
kadin,1994/02/21,sakarya,konya
kadin,1997/03/01,malatya,elazig
kadin,1998/03/12,gaziantep,gaziantep
kadin,1994/12/09,bursa,bursa
kadin,1997/01/01,eskisehir,antalya
kadin,1995/08/25,erzurum,erzurum
kadin,1994/07/10,izmir,denizli
kadin,1995/11/17,hatay,hatay
kadin,1997/01/24,aksaray,ankara
kadin,1997/10/20,cankiri,ankara
kadin,1997/06/28,istanbul,istanbul
kadin,1994/10/28,sivas,istanbul
kadin,1997/08/21,aydin,aydin
kadin,1994/03/18,amasya,istanbul
kadin,1997/02/20,afyonkarahisar,afyonkarahisar
kadin,1992/09/19,erzurum,erzurum
kadin,1995/10/05,istanbul,istanbul
kadin,1995/05/05,istanbul,istanbul
kadin,1996/06/06,tokat,tokat
kadin,1996/02/26,samsun,samsun
kadin,1995/09/06,ankara,ordu
kadin,1996/07/14,samsun,aydin
kadin,1994/11/28,tokat,samsun
kadin,1997/08/10,kastamonu,tekirdag
kadin,1996/11/01,istanbul,balikesir
erkek,1998/07/25,sakarya,sakarya
erkek,1993/03/03,sanliurfa,istanbul
erkek,1996/03/15,hatay,bilecik
erkek,1997/08/15,zonguldak,zonguldak
erkek,1997/05/17,afyonkarahisar,usak
erkek,1998/09/07,istanbul,istanbul
erkek,1998/06/01,istanbul,istanbul
erkek,1997/01/05,adana,adana
erkek,1994/07/07,bingol,bingol
erkek,1998/05/08,Null,istanbul
erkek,1996/09/09,istanbul,ankara
kadin,1997/08/03,istanbul,istanbul
kadin,1998/02/24,corum,corum
kadin,1997/04/07,bursa,bursa
kadin,1996/09/23,izmir,istanbul
erkek,1997/01/21,samsun,ankara
erkek,1997/07/27,kutahya,kutahya
erkek,1994/01/17,erzurum,istanbul
erkek,1996/06/15,bayburt,samsun
kadin,1995/08/02,karaman,ankara
erkek,1996/09/05,batman,batman
erkek,1995/03/04,ordu,kocaeli
erkek,1996/06/21,malatya,izmir
erkek,1198/04/09,kocaeli,kocaeli
erkek,1995/08/05,trabzon,karabuk
kadin,1995/12/23,gaziantep,isparta
erkek,1996/01/05,agri,agri
erkek,1996/01/15,bilecik,istanbul
erkek,1995/09/19,samsun,karabuk
erkek,1993/03/01,sirnak,karabuk
erkek,1995/02/26,siirt,siirt
kadin,1995/11/22,kirikkale,izmir
kadin,1996/07/17,antalya,antalya
kadin,1995/04/17,adana,adana
kadin,1998/06/04,ankara,ankara
kadin,1996/02/13,mersin,istanbul
kadin,1996/05/05,agri,erzurum
kadin,1997/03/20,mardin,konya
kadin,1996/01/01,mardin,istanbul
kadin,1996/10/18,eskisehir,eskisehir
kadin,1998/02/28,sakarya,istanbul
kadin,1998/02/28,sakarya,istanbul
kadin,1994/09/15,malatya,malatya
kadin,1998/11/13,usak,usak
kadin,1994/06/20,konya,izmir
kadin,1998/04/04,bursa,bursa
kadin,1995/05/01,ankara,adana
kadin,1997/01/11,manisa,istanbul
kadin,1994/02/12,konya,konya
erkek,1993/09/20,diyarbakir,diyarbakir
erkek,1994/01/09,diyarbakir,bursa
kadin,1998/01/23,agri,agri
kadin,1998/02/20,ordu,ankara
kadin,1998/10/29,kars,kars
kadin,1995/09/05,erzurum,erzurum
kadin,1995/01/01,van,istanbul
kadin,1997/03/19,istanbul,istanbul
erkek,1995/05/11,adana,aksaray
erkek,1998/03/28,batman,batman
erkek,1995/04/09,canakkale,rize
erkek,1998/11/28,sanliurfa,istanbul
erkek,1995/02/23,izmir,izmir
erkek,1996/04/23,konya,samsun
erkek,1998/11/01,Null,Null
erkek,1998/10/15,batman,istanbul
kadin,1998/03/08,kayseri,kayseri
kadin,1997/08/28,ankara,balikesir
erkek,1997/01/07,igdir,duzce
erkek,1994/03/18,bitlis,istanbul
erkek,1998/06/11,izmir,denizli
erkek,1995/11/13,mus,mus
erkek,1996/07/05,mersin,istanbul
kadin,1995/01/01,sinop,istanbul
kadin,1995/02/13,trabzon,eskisehir
kadin,1993/07/01,Null,istanbul
erkek,1995/10/07,kayseri,kayseri
kadin,1998/05/06,yozgat,ankara
kadin,1997/08/17,ankara,ankara
kadin,1993/12/05,tekirdag,istanbul
kadin,1997/07/01,zonguldak,zonguldak
kadin,1998/01/01,denizli,denizli
kadin,1996/08/17,zonguldak,ankara
erkek,1997/08/11,kutahya,istanbul
erkek,1994/09/05,hatay,istanbul
erkek,1998/09/08,hatay,adana
erkek,1995/05/17,sivas,canakkale
erkek,1998/01/14,istanbul,istanbul
erkek,1997/03/05,balikesir,balikesir
erkek,1993/08/01,malatya,istanbul
erkek,1995/02/09,erzincan,istanbul
erkek,1995/09/30,kocaeli,kocaeli
erkek,1995/09/09,erzurum,erzurum
kadin,1997/08/28,kayseri,istanbul
kadin,1997/07/15,elazig,antalya
kadin,1997/08/05,bursa,burdur
kadin,1994/08/30,istanbul,istanbul
kadin,1994/01/01,bursa,bursa
kadin,1997/01/15,izmir,manisa
kadin,1996/08/09,trabzon,istanbul
kadin,1995/07/27,ankara,ankara
kadin,1994/01/01,adiyaman,adiyaman
kadin,1994/07/19,samsun,samsun
kadin,1997/09/18,adiyaman,malatya
kadin,1996/07/02,izmir,izmir
kadin,1996/06/20,ordu,ankara
kadin,1995/04/06,balikesir,balikesir
kadin,1996/11/29,erzurum,ankara
kadin,1995/06/13,izmir,izmir
kadin,1996/09/01,istanbul,istanbul
kadin,1995/11/10,nevsehir,istanbul
kadin,1996/08/11,istanbul,istanbul
kadin,1998/09/23,aydin,ankara
kadin,1998/07/03,tekirdag,tekirdag
kadin,1997/10/01,aydin,aydin
kadin,1993/10/10,adana,adana
kadin,1997/07/10,malatya,bursa
kadin,1994/01/09,mugla,kutahya
kadin,1998/01/17,rize,rize
kadin,1994/12/12,malatya,bartin
erkek,1996/10/09,kocaeli,eskisehir
erkek,1994/10/30,denizli,denizli
erkek,1995/11/29,karaman,istanbul
kadin,1994/06/03,izmir,izmir
kadin,1996/09/05,istanbul,istanbul
kadin,1997/11/26,ordu,amasya
kadin,1998/06/10,kahramanmaras,adana
kadin,1997/02/20,kahramanmaras,kahramanmaras
kadin,1997/03/15,istanbul,istanbul
kadin,1998/07/07,mersin,ankara
kadin,1997/10/29,denizli,izmir
kadin,1998/10/28,bursa,erzurum
kadin,1995/08/02,izmir,antalya
kadin,1997/11/23,gaziantep,bursa
kadin,1995/06/19,istanbul,ankara
kadin,1996/01/03,adana,istanbul
kadin,1997/08/17,ankara,ankara
kadin,1997/10/08,nevsehir,antalya
kadin,1997/07/21,mardin,istanbul
kadin,1994/12/19,izmir,izmir
kadin,1997/08/05,adana,adana
kadin,1994/07/31,istanbul,istanbul
kadin,1996/07/27,ankara,ankara
kadin,1996/01/12,sakarya,sakarya
kadin,1997/12/03,samsun,Null
erkek,1995/04/23,antalya,antalya
erkek,1994/02/13,bursa,balikesir
erkek,1995/11/14,trabzon,kocaeli
erkek,1997/11/04,konya,istanbul
erkek,1998/06/03,zonguldak,zonguldak
erkek,1998/10/20,denizli,izmir
erkek,1995/02/02,eskisehir,sivas
erkek,1994/10/09,kirklareli,kirklareli
erkek,1995/09/19,duzce,isparta
erkek,1993/08/28,istanbul,istanbul
erkek,1995/01/10,bursa,bursa
erkek,1993/06/23,istanbul,istanbul
erkek,1994/06/23,manisa,manisa
erkek,1996/04/08,erzurum,aydin
erkek,1997/09/19,malatya,izmir
erkek,1998/08/23,izmir,izmir
erkek,1998/01/01,konya,konya
erkek,1998/04/10,istanbul,istanbul
erkek,1994/01/01,hatay,hatay
erkek,1994/07/05,edirne,izmir
erkek,1993/06/24,izmir,izmir
kadin,1995/04/23,manisa,erzurum
kadin,1998/10/13,mersin,mersin
kadin,1995/07/26,adana,eskisehir
kadin,1995/04/17,hatay,hatay
kadin,1993/10/11,istanbul,istanbul
kadin,1996/06/16,izmir,izmir
erkek,1993/07/28,malatya,isparta
erkek,1997/06/26,ankara,ankara
kadin,1994/01/13,yozgat,elazig
kadin,1996/09/21,istanbul,istanbul
kadin,1995/05/01,ankara,ankara
kadin,1994/12/29,antalya,antalya
kadin,1997/06/27,ankara,istanbul
kadin,1997/02/15,istanbul,istanbul
kadin,1996/10/08,ankara,ankara
kadin,1997/08/01,istanbul,sanliurfa
kadin,1997/08/05,kirikkale,eskisehir
kadin,1995/09/16,adana,istanbul
kadin,1997/09/17,izmir,usak
kadin,1995/05/20,kayseri,kayseri
kadin,1994/08/08,gaziantep,gaziantep
kadin,1998/11/04,istanbul,istanbul
kadin,1996/10/15,istanbul,istanbul
kadin,1997/12/25,sivas,istanbul
kadin,1996/03/12,gaziantep,ankara
kadin,1998/01/07,sivas,istanbul
kadin,1998/10/22,tekirdag,tekirdag
kadin,1995/06/16,elazig,ankara
kadin,1995/07/28,istanbul,istanbul
kadin,1996/10/05,ankara,ankara
kadin,1998/01/06,istanbul,istanbul
kadin,1995/08/06,adana,adana
kadin,1998/08/12,afyonkarahisar,izmir
kadin,1996/08/31,istanbul,istanbul
kadin,1995/08/12,mugla,istanbul
kadin,1997/05/26,kocaeli,kocaeli
kadin,1995/09/05,ankara,ankara
kadin,1996/04/24,istanbul,istanbul
kadin,1997/02/05,istanbul,istanbul
kadin,1996/04/12,tekirdag,eskisehir
kadin,1997/02/25,duzce,duzce
erkek,1997/09/15,van,kocaeli
kadin,1995/08/10,zonguldak,istanbul
kadin,1996/01/01,sanliurfa,sanliurfa
kadin,1995/10/21,mersin,mersin
erkek,1993/05/20,Null,edirne
kadin,1996/04/09,izmir,manisa
kadin,1996/07/04,cankiri,cankiri
erkek,1997/08/31,kocaeli,istanbul
kadin,1997/09/08,mersin,giresun
kadin,1994/06/14,istanbul,istanbul
kadin,1995/08/10,istanbul,izmir
erkek,1996/02/15,corum,corum
kadin,1994/07/12,mugla,mugla
kadin,1997/11/09,istanbul,kocaeli
kadin,1998/01/03,afyonkarahisar,eskisehir
kadin,1996/03/01,batman,aydin
kadin,1997/04/30,malatya,malatya
kadin,1994/04/03,bursa,bursa
kadin,1995/10/27,duzce,ankara
kadin,1996/06/23,tokat,tokat
kadin,1995/09/17,istanbul,istanbul
kadin,1996/11/24,bursa,bursa
kadin,1994/12/16,hatay,istanbul
erkek,1995/05/27,diyarbakir,diyarbakir
erkek,1997/05/29,eskisehir,istanbul
erkek,1994/03/30,istanbul,istanbul
erkek,1995/10/04,istanbul,istanbul
erkek,1996/06/28,istanbul,izmir
erkek,1995/02/18,ankara,ankara
erkek,1997/02/05,ankara,ankara
erkek,1997/09/09,tokat,istanbul
erkek,1995/02/21,kastamonu,istanbul
erkek,1997/11/18,hatay,istanbul
erkek,1998/05/06,istanbul,istanbul
erkek,1997/07/29,kahramanmaras,eskisehir
erkek,1998/06/05,istanbul,istanbul
erkek,1998/04/19,kars,kars
erkek,1997/12/30,bolu,bolu
erkek,1997/10/01,balikesir,balikesir
erkek,1995/09/15,denizli,istanbul
erkek,1997/09/08,aydin,izmir
erkek,1993/02/01,mus,mus
erkek,1998/06/15,sanliurfa,sanliurfa
erkek,1997/03/19,sakarya,istanbul
erkek,1996/01/09,denizli,antalya
erkek,1995/11/07,erzincan,kocaeli
erkek,1996/08/20,ankara,trabzon
erkek,1995/01/20,giresun,samsun
erkek,1996/06/11,diyarbakir,diyarbakir
erkek,1997/12/02,istanbul,bolu
kadin,1997/05/15,aydin,ankara
kadin,1997/01/08,mersin,corum
kadin,1995/03/02,hatay,hatay
kadin,1995/09/24,kayseri,karabuk
kadin,1998/03/01,istanbul,istanbul
kadin,1993/05/20,istanbul,istanbul
kadin,1996/05/17,istanbul,istanbul
erkek,1998/08/11,kastamonu,kastamonu
erkek,1995/10/14,adana,adana
erkek,1996/01/01,erzurum,izmir
erkek,1994/01/15,kars,istanbul
erkek,1994/10/27,mersin,mersin
erkek,1993/04/01,diyarbakir,diyarbakir
erkek,1995/09/10,diyarbakir,elazig
erkek,1996/08/19,tekirdag,istanbul
erkek,1995/01/16,diyarbakir,diyarbakir
erkek,1998/02/07,eskisehir,sakarya
erkek,1997/10/02,antalya,izmir
erkek,1995/09/07,van,van
erkek,1997/08/16,samsun,samsun
erkek,1997/05/17,adana,adana
erkek,1995/03/15,bursa,bursa
erkek,1996/09/22,istanbul,zonguldak
erkek,1995/05/01,bursa,bursa
erkek,1993/07/27,kocaeli,kars
erkek,1994/08/05,malatya,istanbul
erkek,1996/12/06,antalya,antalya
erkek,1997/09/23,diyarbakir,izmir
erkek,1993/11/26,istanbul,karabuk
erkek,1997/10/01,van,van
erkek,1997/11/11,batman,ankara
erkek,1996/11/15,ankara,ankara
erkek,1994/03/29,diyarbakir,diyarbakir
erkek,1997/07/11,izmir,izmir
erkek,1998/07/11,denizli,istanbul
erkek,1994/01/01,van,antalya
erkek,1996/08/06,eskisehir,ankara
erkek,1999/04/10,van,istanbul
erkek,1998/06/09,istanbul,istanbul
erkek,1995/11/15,trabzon,trabzon
erkek,1995/02/16,hatay,istanbul
erkek,1997/06/07,hatay,hatay
kadin,1997/10/08,bursa,bursa
kadin,1990/04/23,kayseri,Null
kadin,1998/08/08,antalya,antalya
erkek,1996/11/05,diyarbakir,diyarbakir
erkek,1994/06/24,kayseri,antalya
erkek,1995/04/18,kirikkale,ankara
erkek,1997/06/19,mardin,izmir
erkek,1995/11/17,antalya,antalya
erkek,1997/01/01,bitlis,van
erkek,1997/12/20,izmir,izmir
erkek,1995/03/10,elazig,istanbul
erkek,1994/07/10,amasya,kayseri
erkek,1994/06/08,sanliurfa,ankara
erkek,1997/03/16,konya,istanbul
erkek,1996/01/08,hatay,hatay
erkek,1997/08/16,sinop,sinop
kadin,1996/07/25,isparta,ankara
kadin,1998/08/19,manisa,manisa
kadin,1997/01/06,ankara,ankara
kadin,1997/02/07,rize,rize
kadin,1998/05/31,samsun,samsun
erkek,1997/02/17,batman,batman
erkek,1993/09/20,izmir,izmir
erkek,1999/01/12,bitlis,antalya
kadin,1998/06/15,adana,ankara
kadin,1997/08/29,ordu,istanbul
erkek,1998/04/12,antalya,istanbul
kadin,1997/10/01,mardin,mardin
kadin,1997/11/15,agri,tekirdag
kadin,1998/03/10,aydin,izmir
kadin,1994/02/25,kayseri,sivas
kadin,1996/11/10,Null,giresun
kadin,1995/09/29,sivas,istanbul
kadin,1995/04/29,ankara,ankara
kadin,1996/04/15,ankara,elazig
kadin,1996/08/10,kirikkale,izmir
kadin,1996/10/22,istanbul,bartin
kadin,1995/04/22,denizli,denizli
kadin,1996/01/01,denizli,denizli
kadin,1996/08/06,ankara,cankiri
kadin,1998/05/12,karaman,mersin
kadin,1994/08/07,mersin,mugla
kadin,1996/01/26,mugla,manisa
kadin,1997/03/25,erzurum,istanbul
kadin,1997/03/05,corum,samsun
kadin,1995/02/14,izmir,izmir
kadin,1996/02/16,tekirdag,tekirdag
kadin,1995/11/12,sanliurfa,sanliurfa
kadin,1998/09/02,usak,usak
kadin,1998/09/08,konya,konya
kadin,1996/05/15,malatya,ankara
kadin,1997/09/23,izmir,aydin
kadin,1996/06/18,istanbul,istanbul
kadin,1994/05/16,ordu,istanbul
kadin,1996/07/07,giresun,istanbul
kadin,1997/01/01,bartin,istanbul
kadin,1997/10/27,gaziantep,istanbul
kadin,1993/01/28,kayseri,kayseri
kadin,1998/10/11,denizli,konya
kadin,1998/09/19,mersin,mersin
kadin,1995/11/20,istanbul,diyarbakir
kadin,1998/01/10,konya,konya
kadin,1997/04/25,sanliurfa,sanliurfa
erkek,1998/06/13,istanbul,kocaeli
erkek,1994/10/26,konya,izmir
kadin,1997/09/14,rize,rize
kadin,1996/08/01,trabzon,ankara
kadin,1996/11/15,antalya,izmir
kadin,1997/03/11,izmir,denizli
kadin,1995/10/16,istanbul,istanbul
kadin,1998/07/15,kocaeli,osmaniye
kadin,1997/05/30,agri,giresun
kadin,1997/07/30,kayseri,kayseri
kadin,1996/01/30,izmir,ankara
kadin,1996/08/01,kocaeli,sakarya
kadin,1997/10/20,istanbul,istanbul
kadin,1996/02/28,bursa,istanbul
kadin,1997/09/24,kirikkale,izmir
kadin,1994/07/12,aksaray,bilecik
kadin,1995/11/27,karabuk,sakarya
kadin,1996/09/22,ankara,ankara
kadin,1997/08/30,konya,afyonkarahisar
kadin,1996/02/08,mugla,tokat
kadin,1995/02/07,batman,istanbul
kadin,1996/08/13,ankara,afyonkarahisar
kadin,1995/04/14,samsun,samsun
kadin,1997/06/24,burdur,ankara
kadin,1997/07/01,malatya,gumushane
kadin,1995/02/12,istanbul,istanbul
erkek,1996/02/15,afyonkarahisar,karabuk
erkek,1995/01/02,sirnak,sirnak
erkek,1994/08/07,mardin,aksaray
erkek,1995/06/01,sanliurfa,sanliurfa
erkek,1997/07/03,izmir,istanbul
erkek,1993/07/22,kayseri,kayseri
erkek,1997/10/17,ankara,ankara
erkek,1998/09/04,eskisehir,antalya
erkek,1997/06/25,mardin,diyarbakir
erkek,1995/10/07,diyarbakir,diyarbakir
erkek,1997/06/09,mardin,izmir
erkek,1998/08/16,ankara,izmir
erkek,1997/08/03,mardin,denizli
erkek,1995/08/04,antalya,ankara
erkek,1995/01/22,konya,konya
erkek,1997/11/06,eskisehir,ankara
kadin,1995/07/29,ankara,ankara
kadin,1997/12/01,mus,tekirdag
kadin,1998/06/02,bitlis,kayseri
kadin,1998/08/10,karaman,karaman
kadin,1996/03/19,adana,adana
kadin,1999/02/09,istanbul,istanbul
kadin,1996/06/02,mugla,istanbul
kadin,1998/01/20,bursa,istanbul
