Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
1,yazilim muhendisligi kulubu,0,yok,1,"yga, gelecegin sosyal bilincli liderlerini yetistiren bir liderlik okulu. bizlerde bu okula 50.000 universite ogrencisi arasindan 250 kisi arasina secilerek dahil oluyoruz. oku dusun paylas, ozellikle dezavantajli ilkogretim okullarinda, 15 tane 6. ve 7. ogrencisiyle gerceklestirilen, hem sosyal bilincli hem de donanimli cocuklari yetistirdigimiz 9 haftalik bir program. cocuklarla bu seanslarda hayal kurmak, pozitif dusunce gucu, ozguven, vizyoner lider gibi kavramlari konusuyoruz. bu projede 1 donem yardimci atolye liderligi yaptim. 3 donemdir proje atolye lideri olarak sorumluluk aliyorum. yildizlar liderlik okulu yildizlar liderlik okulu, 7. ve 8. sinif ogrencileri icin akademisyenler, psikologlar, ust duzey yonetici ve uzmanlar tarafindan hazirlanmis, harvard ile global ortaklik kapsaminda her yil gelistirilen online bir egitim platformudur. bu platformda 1 donem online olarak lider koclugu yaptim. yildizlar liderlik atolyesi bu programda cocuklarla birebir hangouts uzerinden lider koclugu seanslari gerceklestiriyoruz. bu platformda 1 donem online olarak lider koclugu yaptim. ict yganin ict ekibinde yer alarak yeni teknolojiler, microsoft 365 hesaplarinin yonetimi, sunuculardan sorumlu olarak calisiyorum.",1,1,"tusiad -bu genclikte is var yarismasina hazirlik icin izmir ekonomi universitesinde duzenlenen yarismada 71 proje arasindan vakitnakit isimli projemizle birinci secildik.hazirlik sinifindayken tubitak 2238 universite duzeyi girisimcilik ve yenilikcilik yarismasinda vakitnakit isimli projemizle 201 bir proje arasindan 25 proje arasina kalarak final jurisine sunum yaptik.hazirlik sinifindayken vakitnakit, yogun kurumsal satis gerektirmesi sebebiyle askiya aldigim bir proje. ilerleyen senelerde hayata gecirmeyi planliyorum. pilott girisim hizlandirma programinda sorusorsana.com adli online/mobil egitim projemizle 350 proje arasindan 16 proje arasina secilerek pilottun ilk fazina katilmaya hak kazandik. 3 haftalik lean startup egitimlerinin ardindan juriye sunum yaptik. 2.faza katilamadik. projede halen ogrenci/ ogretmen feedback gorusmeleri devam etmektedir. 1.siniftayken izmirde 2 senede, aralarinda startup weekend izmir,stage-co, etohum izmir kamplari, ux talks, startupbootcamp pitch day gibi etkinliklerinde bulundugu toplamda 40 civari girisimcilik etkinligine katildiktan ve destek olduktan sonra sonra, izmirde silikon vadisinin ozunu anlatan startup grind izmir etkinligini fatih isbecer ile gerceklestirdik. onumuzdeki donem her ay yapmayi planliyoruz."
0,Null,0,yok,0,Null,0,0,Null
1,dublaj toplulugu,0,bireysel,0,Null,0,1,cok buyuk capli girisimcilik olmayip yaptigim girisimlerdir . genelde alis satis uzerine kuruludur.
1,endustri muhendisligi kulubu,1,bireysel,0,Null,1,1,yaz tatillerinde dukkanimizda el isi urunler satardim yine yaz tatillerinde kaynamis misir sattim turistlere esarp sattim sosyal girisimcilik projesine katildim
1,istanbul ticaret universitesi bankacilik ve finans klubu,0,bireysel,0,Null,1,1,dokuz eylul universitesi bahar senliklerinde stand kiraladim ve orada sucuk ekmek sattim. iyisiyle kotusuyle guzel deneyim oldu. su anda abimle actigimiz sirkette ticaret ile ugrasiyorum.
0,Null,0,yok,0,Null,0,0,Null
1,operational research club bilkent,0,yok,0,Null,0,1,suanda calismalarini surdurdugumuz ihtiyaclari karsilayan ve yaratici oldugunu dusundugumuz bir projemiz var. yazilim asamasini ilerletmekteyiz. fazla zaman kaybetmeden programi son kullaniciya acacagiz. bu dogrultuda bilkent cyberparkta sirket kurduk.
Null,Null,Null,Null,Null,Null,Null,Null,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,yeditepe biyoteknoloji toplulugu,0,yok,1,henuz bir proje gerceklestirilmedi.,1,0,Null
1,koc universitesi ekonomi kulubu,0,yok,0,Null,0,0,Null
1,sinema kulubu,0,yok,0,Null,0,1,2011 yilinda lise 2. sinifta baslattigimiz stajyeri.com ile bircok odul kazandik. 2013 yilinda lise son sinifta etohum 15e secildik. 2014 yilinda girisimimizi sonlandirdik.
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,1,evet oldukca deneyimim var lise hayatimda girisimcilige basladim oncelikle gunluk hayatta problem gordugum sorunlara projler ureterek yasama biraz da olsun kolaylik saglamis oldugumu dusunuyorum ve uretmis oldugum projelerinde cesitli bilimsel proje fuarlari yarismalarindan gerek turkiyede tubitak vb kurumlardan gerekse uluslarasi duzeyde fuarlardaki yarismalardan birincilik odulu almak beni oldukca motive etti.suan ise girisimcilige bana vermis oldugu katkisi benden sonraki kisileri neler aktarabilicegim gozuyle bakiyorum.
0,Null,0,yok,0,Null,0,1,"borsa istanbul elektronik platform uzerinde hisse alip, satiyorum."
1,"ieu fotograf klubu, ieu bisiklet klubu, ieu logistics management klubu",0,yok,0,Null,1,1,kurdugum bir tane websitesi var. kendi capimda bir girisimcilik olarak goruyorum. www.surprizim.net adresinden inceleyebilirsiniz.
1,istanbul sabahattin zaim universitesi ogrenci konseyi baskanligi,0,yok,1,bana sor projesi kapsaminda universitelerin tanitilmasi ve istanbul icinde yer alan universitelerin koordinasyonunu saglama ve ivedilikle problemlerin cozume ulasmasini saglama.,0,1,dogal sut ve organik yumurta pazarinda direk pazarlama sistemiyle 3 aylik bir calisma yuruttuk bu calisma suresince sistem kurma uzerinde cok onemli deneyimler elde ettim.
1,ieee,0,yok,0,Null,0,0,Null
1,bahcesehir universitesi halk oyunlari kulubu,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,psikoloji toplulugu,1,bireysel,1,"sokak lambasi projesi, gonullu egitim projesi, kalpler 1 losemi 0",1,0,Null
1,ultraaslan,0,yok,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,0,1,kendi urettigimiz kayisi yi buyuk fabrikalar a satma
1,tea and talk,0,yok,0,Null,1,0,Null
1,robotik kulubu,0,yok,0,Null,0,1,okul sosyal aktivite
1,"fotografcilik klubu, sinema klubu",0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,"erasmus klubu, paintball klubu",0,yok,0,Null,1,0,Null
1,gri dusunce toplulugu,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,bilkent universitesi operational research klubu,0,yok,0,Null,1,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,0,1,gectigimiz yil odtude okurken bardakta meyve adli bir girisimim olmustu. ayrica 2 sene once e-tohum kurulusunun girisimcilik yarismasina katilmistim.
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,1,yeni uye oldugumdan henuz bir projede yer almadim.,1,0,Null
1,justice moot court,0,yok,1,"doga, ekosistem, turu tehlikede olan flora ve fauna yi koruma altina almak icin fon toplayan bir kurum olan world wildlife fundin halkla iliskiler ve tanirim kolu temsilcisiyim.",1,1,kisa film produksiyon ve post-produksiyon u yapan universiteli 3 arkadasimla birlikte kurdugumuz ve hukuki islerini yuruttugum why not isimli kurumun kurucu uyelerindenim. bugune dek ulusal duzeyde 4 yarismaya ve festivallere katilarak oduller kazandik. su an uluslararasi festivallere katilabilmek icin filmleri hazir olan genc sanatcilarin kisa/uzun metrajli eserlerinin fikri mulkiyet haklarini satin alma surecindeyiz.
0,Null,0,yok,0,Null,0,0,Null
1,"estiem, operational research kulubu, gazetebilkent.",0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,tobb etu halk oyunlari ekibi,0,yok,0,Null,0,0,Null
0,Null,0,yok,1,uluslararasi af orgutune maddi manevi destek veriyorum .uyeligimi ekonomiik sikintilarimdan dolayi dondurdum ama hala calismalarini maille aliyorum.,1,1,sosyal aglar uzerinden baslattigim kampanyalarim vardi. bunlar ihtiyac sahipleri icin giyim yiyecek ve kitap seklindeydi.
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,1,"google turkiye ve tog isbirliginde cocuklara bilincli internet kullandirma egitmen egitimi aldim,ilkokullara gonullu ogretmenlik projesi,kagider ve intel isbirligiyle yapilangenc fikirler guclu kadinlarprojesinde yer aldim.bakanligin uluslararasi iliskiler kampinda katilimci olarak bulundum.yeditepe universitesi forum12 ve foum13 programlarina temsilci ogrenci olarak katildim.yeni baslayan yinfo vakfinin cocuklarla ilgili o daha cocuk rojesinde uygulayici olarak basladim.",1,1,kagider ve intel projesinde gaziantep sehrinin kenar semtlerinde yasayan kadinlar in interneti aktif kullanmalari adina ev yemekleri ve el yapimi ve gaziantepe has urunleri internette satip hem gelir elde etmek hem de interneti aktif kullanma projesiydi
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,1,bireysel,0,Null,1,1,2011-2012 yillarinda uluslar arasi bir network sirketinin yari zamani olarak urun danismanligini yaptim ve haftalik duzenli kisisel gelisim ve etkili sunum egitimleri aldim.
1,"efpsa european federation psychology student association, tpocg turk psikoloji ogrencileri calisma grubu",0,yok,0,Null,1,0,Null
0,Null,0,bireysel,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,"uskudar genclik merkezi- dil kulubu,",0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,1,bircok kez is hayatinda deneyimlerim oldu
1,genc girisimciler toplulugu,0,yok,0,Null,0,0,Null
1,izmir universitesi sosyal medya klubu,1,bireysel,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,"operational research club, bilkent university",0,yok,0,Null,1,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,bilgi engineering society,0,yok,0,Null,1,1,"butik kurabiye atolyesi kurarak, anaokullarinda cocuklarla aktivitelerde bulunduk."
0,Null,0,yok,0,Null,0,1,kosgeb girisimcilik egitimlerine katilarak gerekli egitimleri aldim cesitli kisisel gelisim alaninda kendimi gelistirmek adina birkac parali egitime gittim esnaflik yaptim ve suanda girisimcilik alaninda arastirmalarim devam ediyor kendi isimi kurmak istiyorum.
1,"ieee student membership, kadir has universitesi ieee ogrenci kulubu",0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,0,0,Null
1,ekonomi ve finans klubu,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,beykent ieee,0,yok,0,Null,1,1,suanda yeni bir girisim olan bir web sitesini tasarladim yaptim ve de yayimladim
0,Null,0,yok,0,Null,0,0,Null
1,sky spor klubu,1,kaptan,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,1,mobil app fikri ile okulumuzda bulunan garaj kurumuna basvurdum. malesef iki fikrimide kabul etmediler.
1,gediz ekonomi klubu,0,yok,0,Null,0,0,Null
1,sudance sabanci universitesi dans klubu,0,bireysel,0,Null,1,1,"sabanci universitesinde uye oldugum endustri klubunde ilk donem duzenledigimiz imis14 adli etkinlikte y kusagi ve calisma hayatinda yasanan degisikler konusu altinda 3 gun boyunca surmus olan ve bir suru de sponsorun saglandigi etkinlikte organizasyon komitesinde yer aldim. ve sponsor bulmak icin de belli firmalarla bizzat ben gerek mail, gerekse telefon araciligla gorustum."
1,toplumsal duyarlilik projeleri,0,yok,0,Null,1,1,"lise hayatimda bir cok proje one surup onaylandim ve dunya ikinciligi, turkiye birinciligi gibi odillere layik gorulen projelere imza attim."
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,muzik kulubu - amerikan futbolu,0,yok,0,Null,0,0,Null
0,Null,0,yok,1,cesitli etkinlikler,0,0,Null
1,vefa kulubu,1,bireysel,0,Null,1,0,Null
1,otomotiv ve makine muhendisligi toplulugu,0,yok,1,bagista bulunuyoruz ve yeni insanlari aramiza katiyoruz destek oluyoruz,0,1,tubitakin girisimcilik egitimini aliyorum
1,"ceolarla cay sohbetleri , sudance",0,yok,0,Null,1,0,Null
1,"kariyer kulubu, uluslararasi iliskiler kulubu",0,yok,1,gonullu olarak devam etmekteyim.,0,0,Null
1,yasar universitesi esn topluluguerasmus ogrencileri icin,0,yok,0,Null,1,1,"genellikle kendi islerimi baskalarinin yardimlarina ihtiyac duymadan girisimci ozelligimi kullanarak hallederim. gidip kendi isimi kendim bulurum, baskasinin halletmesi gereken bir is icin o kisiyi bulup sorunu cozmesini saglarim. mesela suan polonyada erasmus staji yapiyorum. ogrenciler kendi staj kurumlarini kendileri bulmak zorundadirlar. hickimseden yardim almadan yada hicbir aracidan yardim almadan bastan sona butun islemlerimi kendim halledip buraya geldim. hayatimda genellikle bu tarz ornekler vardir. eger bi isi bitirmeyi goze aldiysam mutlaka sonuca ulasirim. ayrica yaratici kisiligimi, girisimci ruhumla birlestirince ortaya guzel deneyimlerin ciktigini soyleyebilirim. 2. etaptaki video mulakatina umarim gecebilirim de kendimi size orada daha iyi tanitma firsati bulurum"
1,fatih universitesi acm student chapter,0,yok,0,Null,0,0,Null
1,bilgisayar bilimleri klubu - elektrik elektronik muhendisligi klubu,0,yok,0,Null,0,1,"esnaflik ve corap,cicek satimi"
1,satranc kulubu,0,yok,0,Null,1,1,iskur ve kosgeb destekli girisimcilik egitimine katildim ve girisimcilik sertifikasi aldim.
1,"okulumuzdaki kluplerden ; yonetisim ve liderlik , avrasya stratejik arastirmalar toplulugu",0,yok,1,"yga proje atolyelerinde 2 yildir gonullu egitmenlik yapiyorum. bu atolyeler ne derseniz; ilk ve orta ogrenim kisimlarinda duzenledigimiz anketler dogrultusunda belirledigimiz cocuklarla 12 haftalik bir karsilikli ogrenme-ogretme sureci geciriyoruz. insani degerleri vurgularken; bir yandan da kendi liderlik, hitabet, iletisim vasiflarimizi gelistirme imkani buluyoruz.",1,0,Null
0,Null,1,bireysel,0,Null,1,0,Null
0,Null,0,yok,1,"tatuta ekolojik tarim ciftlikleri, atalik tohumlar projesi",0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,kadir has universitesi endustri yoneylem klubu,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,turizm club,0,yok,0,Null,1,1,bogazici universitesi girisimcilik yarismasi ansiad girisimcilik yarismasi uluslararasi antalya universitesi girisimcilik seminerleri
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,1,nfc tag uzerine bir proje gerceklestirip basit bir ornek uygulama yaptik arkadaslarimla bu uygulamayi cafe ve restaurantlarla goruserek uygulaya calistim.
0,Null,1,bireysel,0,Null,0,0,Null
0,Null,1,kaptan,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,"sosyal yardimlasma klubu, turk tarih toplulugu",0,yok,1,egitim aldik ve basariyla bitirdim,1,1,yga ve sogla ya katildim. bu sayede cesitli girisimcilerle bulusma firsati buldum ve onlarin deneyimlerini paylasabildim.
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,mec isletme ve ekonomi toplulugu,0,yok,0,Null,1,0,Null
1,togv,1,bireysel,0,Null,0,1,tubitak girisimcilik egitimi
1,endustri verimliligi toplulugu,0,yok,0,Null,0,1,ebay ve ioffer adli alisveris sitelerinden urun alip gitti gidiyor gibi sitelerde satmak.
0,Null,0,yok,1,gazzeye yardim suan ki gundem. digerlerine de aktif olarak katilmayi planliyorum.,1,0,Null
0,Null,0,yok,0,Null,0,1,http://www.waithink.com/ adinda bir sosyal paylasim sitesi kurdum
1,endustri ve verimlilik toplulugu,0,yok,0,Null,0,1,"tobb etu ye bagli bulunan ve universiteli girisimcilere destek verilen garajda, the gardrobe girisimcilik projesinde yaraticilik - pazarlama alaninda calismalar surdurdum."
0,Null,0,yok,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,0,0,Null
1,bahcesehir universitesi ekonomi ve finans kulubu,0,yok,0,Null,0,0,Null
1,acm,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,yeditepe girisimcilik klubu,0,yok,0,Null,0,1,"rollasole , uninews"
1,"endustri ve verimlilik toplulugu,aiesec",0,yok,0,Null,1,1,yaklasik 8 aydir ben ve 2 arkadasimla beraber mobil uygulama ve web sitesi uzerine calismaktayiz.
0,Null,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,muzik klubu,0,yok,1,"su an maddi imkanim olmadigi icin butcemin yettigi kadar para yardiminda bulunup,cevremdeki insanlari bilgilendirip onlardan destek vermeleri konusunda yardim rica ediyorum.hali hazirda bir sosyal sorumluluk projem var,universitem ile baglanti kurdum.onay ve destek bekliyorum.",0,1,"kendi ihtiyaclarimi karsilamak icin taki hazirlayip kucuk capta bir satis yapmistim.ayrica uretim imkanlarim kisitli oldugu icin bu defa matematik,fizik,kimya,biyoloji ve ingilizce dersleri verdim.bu yaz tatilinde annem gorsel sanatlar ogretmeni oldugu icin onun bilgisinden yararlanarak beraber cocuklarin el-kol-goz koordinasyonlarini gelistirecek maketlerin yapimina basladik.bunlarin sivil toplum orgutlerinin faydalanabilecegi bir sekilde pazarlamasini yapmak istiyorum.ornegin,standlar acarak diger universitelerde okuyan arkadaslarimi sosyal sorumluluk projelerinde kendileri de kazanc saglayarak dahil etmek ve boylece onlara insanliga faydali olabilecekleri konusunda ornek teskil etmeyi hedefliyorum.amacim bu yolla hem insanlik vazifemi yapmak hemde maddi kazanc saglamak.bir ogrenci olarak egitim masraflarima bunun yardimci olacagini dusunuyorum."
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,"etu ieee ogrenci kolu, eestec lc ankara",0,yok,0,Null,0,1,okulumuzda viveka tarafindan duzenlenen startup weekend ankara etkinliginde 2clik odulunu aldik. takimda android gelistiricisi olarak yer aliyordum.
1,girisimcilik klubu,0,yok,0,Null,1,1,genc girisimciler uzerine arastirma girisimcilik klubune uye olma
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,0,1,universite tanitimlarinda sehir seyahatleri yaparak girisimcilik rolu ustlendim. zevkli bir okadar da mutluluk duydugum birseydi.. ayni zamanda vakifta ev yemekleri yapip sattim .. bu da benim icin buyuk bir tecrubeydi.
1,yeditepe university management club,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,fotorafcilik klubu,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,"etkinlikler, organizasyonlar",1,0,Null
1,yeditepe universitesi mimarlik klubu,0,yok,1,teknik geziler,1,0,Null
1,ieee ogrenci uyesi ve yesilyurt spor kulubu asil uyesi,0,bireysel,0,Null,0,1,teknotimin adinda bir web sitesi kurmustum arkadasimla ve guncel olarak teknoloji haberleri paylasiyorduk sitemizden.
1,"genc girisimciler kulubu, sabanci uni.su alti sporlari ve arastirmalari kulubu",0,yok,1,cip icinde bulundurdugu okul-cocuk projesinde supervizor olarak aktif rol almaktayim.,1,0,Null
1,ozyegin universitesi profesyoneller kulubu,1,bireysel,1,"izmirde kuruculugunu yaptigim birkac hafta once belediye bask. degisikligi nedeniyle kapatildi. bu akademi, belediye destegi ile izmirde yasayan genc girisimcilere teknik, lojistik ve egitici bircok destek saglamakla beraber cok sayida gence girisimciligi asilamistir. cv hazirlama egitimlerinden kariyer gunlerine, yaz kamplarina kadar sayisiz etkinlik ile binlerce gence katkida bulunulmustur.",1,1,"konak girisimcilik akademisi kuruculugunu ve baskanligini yaptim. etohum 15e secilen stajyeri.com projesinin ortaklarindan birisiydim. girisimcilikle ilgili uzun suren egitimler, uygulamalar aldim. bunlarin bana sektorde cok sey kattigini dusunuyorum."
1,yeditepe universitesi folklor klubu,0,yok,1,"agaclandirma, bilinclendirme projeleri",0,0,Null
1,bilkent aktuel kulup,0,yok,0,Null,0,0,Null
1,isletme klubu,0,yok,0,Null,1,1,daha cok muhasebe uzerine yogunlastim.gelecegin en iyi mali musaviri olabilmek icin .
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,dart ve bowling kulubu,1,kaptan,0,Null,1,1,universite tabanli online reklam ajansi / dusunenbiyik universite tabanli sanal dergi / societydergi bugmarine online yat malzemeleri tubitak girisimcilik programina basvurmadigim halde kabul edildim. mulakata tek sayfa cv ile gittim.
1,"acil tip dernegi , akut ,rotaract",1,bireysel,0,Null,0,0,Null
1,yeditepe universitesi arama ve kurtarma kulubu,0,yok,0,Null,0,1,expomed 14te duzenlenen gelecegimizde biyomedikal muhendisliginin yeri adli bildiri yarismasinda turkiye 4. lugu kazandim.
1,erasmus student club,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,izmir universitesi bilisim kulubu,0,yok,0,Null,0,1,proje bazli bireysel olarak yazilim alaninda girisimlerde bulundum.
1,bilisim kulubu,0,yok,0,Null,0,1,"kaynak yetersizliginden basarisiz olmus araba tekerleginden elektrik uretim projesi, cesitli web siteleri ve kulturel degerlerin anlatilmasinda katki saglayan e-ticaret sitesinde makale katkisi."
1,avrasya universitesi kariyer akademisi,0,yok,0,Null,1,1,avrasya universitesi bunyesinde yapmis oldugumuz girisimcilik ve sosyallesme alanindaki faaliyetler buna ornektir...
Null,Null,Null,Null,Null,Null,Null,Null,Null
0,Null,0,yok,0,Null,0,0,Null
1,istanbul bilgi universitesi motosiklet kulubu,0,yok,0,Null,1,0,Null
1,ekonomi toplulugu,0,yok,0,Null,1,1,dkenaha once bulundugum lisede bir cok program hazirlayip bunlara onculuk ettim. kendi dusuncem olan 70ler konseptli bahar senligi okulumuzda geleneksel olarak benden sonra da bu ve benzeri konseptlerde devam etmistir.
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,besiktas jimnastik klubu,1,bireysel,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,turkmsic turkish medical students international committee,0,yok,0,Null,1,1,gecen sene kurulan mavikep adinda online egitim veren sitenin ilk egitmenlerindendim fakat verdigim derslerin bazilarinin ucretini hesabima yatirmadiklari ve ders calisma saatlerimle uymadigi icin calismayi biraktim. buna ek olarak iki sene once kumburgaz gece pazarinda corapcilik yaptim. kendi biriktirdigirim parayla azim coraptan aldigim coraplari sattim. bir yazda biriktirdigim parayi iki katina cikardim.
1,okulumuzda sosyal aktiviteler cok eksik oldugu icin malesef bu konuda kendimizi gelistiremiyoruz.yalniz yuzme ve voleybolda iyi oldugumu ve uyelik gibi firsatlar karsima ciktikca degerlendirmeye calisiyorum,0,yok,1,saglik bilgimle ve ilerde calisacagim sektordeki tum birimleri az cok tanidigim icin multecilerin hastaneye islemlerinin kolaylasmasina yardimci olmaya calisiyorum,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,"yeditepe universitesi ieee ogrenci toplulugu, yeditepe ravens ultimate frisbeespor kulubu",0,yok,0,Null,0,0,Null
1,isletme kulubu / iletisim kulubu / okul disi olusumlar,0,yok,1,entrepreneurship in san francisco,1,1,gectigimiz aylarda mekanium adli dijital pazarlama araci olusturdum. firmalarin pazarlama faaliyetlerini destekleyen foursquare ve twitter tabanli bu araci mado sariyer subesi ve upper west sidecevahir avm satin aldi. fakat twitterin devlet taradindan kapatilmasi ve yazilimci ile anlasamamamdan dolayi projeyi rafa kaydirdim. www.mekanium.com
0,Null,0,yok,0,Null,0,1,startup weekend etkinliklerine gelistirici ve vendor olarak katildim.
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,1,"katilim sebebim girisimci bir kisilik olmam degil, olmak istememdir."
1,uluslararasi girisimcilik toplulugu,0,yok,0,Null,0,1,"cinden getirdigim urunleri sokakta sattim, ozel ders verdim ve musterilerim cok artinca bir ozel ders agi kurdum ve buldugum her musteri icin komisyon aldim."
0,Null,0,yok,0,Null,0,0,Null
1,emu ieee,0,bireysel,0,Null,0,1,"cadli bir arkadasimla,cada kiyafet ihrac etmek icin girisimde bulunduk fakat resmi prosedurler geregi bunu tamamlayamadik."
1,"susail, radyosu, international students club",0,yok,1,mezunlar derneginin duzenledigi etkinliklerin organizasyonunda gorev aliyorum.,1,1,"sermaye yatirdigim ilk girisimim sabanci universitesi offtown festivalde algidayla anlasip dondurma standi acarak satis yapmamdi. ama bundan once lisede ve universitede parti,yemek ve fasil duzenleyip sattim. ayrica lisede duzenledigimiz yardim kampanyasi da sosyal girisime ornek olabilir."
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,1,"sertifikali-sertifikasiz konferanslar,paneller,cesitli toplantilar"
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
Null,Null,Null,Null,Null,Null,Null,Null,Null
1,zirve emk,1,bireysel,1,"o daha cocuk, mentorluk egtitimleri",0,0,Null
0,Null,0,yok,0,Null,0,1,okulda acilan kosgeb dersine kayit oldum ve belgeyi almaya hak kazandim.ayrica gelicegimiz donem yani 2014 guz doneminde var olanfakat faaliyetlerde bulunmayan girisimcilik klubunu tekrar hayata geciricez.
1,isletme klubu,0,yok,0,Null,0,0,Null
1,linux kullanicilari dernegi,0,yok,0,Null,0,1,"isletme, yarisma duzeyinde pek cok faaliyetim oldu. su an halici yazilimevi kulucka merkezinde kendi ekibimle uygulama gelistiriyorum."
1,"atatukcu dusunce kulubu , tiyatro kulubu",0,yok,0,Null,0,0,Null
0,Null,1,bireysel,0,Null,0,0,Null
1,american society of mechanical engineers//ieeeinstitute of electrical and electronics engineers // koc universitesi gonullulericevre kulubu,1,bireysel,1,turmepa deniz temiz dernegi tema vakfi,1,1,"sosyal girisimcilik olarak adlandirabilecegim bir projem var. bu proje dahilinde universitemizdeki organik atiklarin, benim ve hocamin dizayni olan bir kompost/biyogaz tankinda kisa zamanda verimli kompost atigina ve dogalgaza donusturulmesine yonelik calismalar yurutmekteyiz. bu proje su an hayata gecmis olup, koc universitesi tarafindan desteklenmektedir. bu proje ile, dogalgaz hattinin bulunmadigi bolgelerde kisilerin gunluk dogalgaz ihtiyaclarini copten elde etmelerini saglamak yaninda sehirde/tarlalarda uretilen atigi da azaltma amacimiz vardir. amac buyuk atik imha ve toplama merkezlerini ortadan kaldirarak ve kisilere atik yonetim bilinci kazandirarak, herkesin kendi evinde ihtiyaci olan verimli sulama suyuna ve dogalgaza erisimini saglamaktir."
1,sifa universitesi bilimsel arastirmalar klubu,0,yok,1,losev,1,1,tip kongresi ve hoca davetleri duzenlemek
1,yeditepe universitesi kamu yonetimi toplulugu / yeditepe universitesi halkla iliskiler ve tanitim klubu,1,bireysel,1,turmepa-deniztemiz dernegi,1,0,Null
