Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
2015,34.0,kadin,1994/06/09,eskisehir,ankara,0
2015,34.0,erkek,1993/10/31,ankara,ankara,3
2015,34.0,kadin,1996/12/27,tokat,trabzon,2
2015,34.0,erkek,1995/02/05,samsun,istanbul,1
2015,34.0,kadin,1995/08/20,kayseri,istanbul,2
2015,34.0,kadin,1990/04/23,kirikkale,konya,3
2015,34.0,kadin,1995/06/30,bursa,ankara,1
2015,34.0,kadin,1996/10/19,istanbul,kocaeli,3
2015,34.0,erkek,1995/07/24,malatya,istanbul,2
2015,34.0,erkek,1993/10/16,antalya,istanbul,1
2015,34.0,kadin,1993/07/01,istanbul,istanbul,2
2015,33.0,kadin,1995/09/24,izmir,izmir,1
2015,33.0,erkek,1995/01/13,antalya,istanbul,2
2015,33.0,erkek,1994/01/23,adiyaman,izmir,2
2015,33.0,kadin,1995/01/01,aydin,aydin,4
2015,33.0,kadin,1996/05/20,izmir,izmir,3
2015,33.0,kadin,1990/01/01,erzurum,istanbul,2
2015,33.0,kadin,1996/06/06,istanbul,istanbul,4
2015,33.0,erkek,1993/10/10,izmir,izmir,3
2015,33.0,kadin,1995/02/13,mersin,istanbul,1
2015,33.0,erkek,1996/04/02,sivas,sivas,4
2015,33.0,erkek,1993/09/09,mus,bursa,9
2015,33.0,erkek,1993/06/07,canakkale,istanbul,3
2015,33.0,erkek,1994/01/01,istanbul,istanbul,1
2015,33.0,erkek,1996/07/15,eskisehir,antalya,1
2015,32.0,erkek,1994/03/01,tekirdag,ankara,1
2015,32.0,erkek,1996/07/23,istanbul,istanbul,0
2015,32.0,erkek,1992/03/12,adana,istanbul,3
2015,32.0,kadin,1991/10/30,kocaeli,izmir,1
2015,32.0,erkek,1995/08/05,erzurum,ankara,4
2015,32.0,erkek,1992/02/29,izmir,istanbul,0
2015,32.0,kadin,1991/08/20,giresun,ankara,3
2015,32.0,erkek,1993/01/10,kayseri,istanbul,2
2015,32.0,kadin,1995/01/12,balikesir,ankara,1
2015,32.0,erkek,1995/07/20,sivas,sivas,4
2015,32.0,kadin,1994/03/01,nigde,istanbul,1
2015,32.0,kadin,1992/12/23,ankara,ankara,0
