index2,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
39518,2019,12.0,kadin,2000/06/01,usak,usak,2
39519,2019,47.0,kadin,2000/04/03,hatay,mersin,2
39520,2019,29.0,kadin,1999/06/22,antalya,antalya,1
39521,2019,15.0,kadin,1997/02/09,Null,istanbul,2
39522,2019,3.0,kadin,2000/08/09,aksaray,ankara,3
39523,2019,21.0,kadin,1999/01/01,mersin,mersin,1
39524,2019,31.0,kadin,1997/01/11,batman,antalya,3
39525,2019,17.0,erkek,1999/10/16,mardin,diyarbakir,5
39526,2019,3.0,kadin,1999/11/08,sanliurfa,sanliurfa,3
39527,2019,7.0,kadin,1999/03/16,mersin,isparta,2
39528,2019,13.0,erkek,1997/02/25,sanliurfa,sanliurfa,3
39529,2019,43.0,erkek,1996/09/25,kirikkale,samsun,2
39530,2019,40.0,erkek,1995/05/20,van,usak,5
39531,2019,33.0,erkek,1998/10/23,istanbul,istanbul,2
39532,2019,23.0,erkek,1998/01/02,denizli,denizli,1
39533,2019,6.0,erkek,1999/03/17,kahramanmaras,osmaniye,2
39534,2019,27.0,erkek,1999/02/15,izmir,istanbul,1
39535,2019,12.0,erkek,1998/01/07,sakarya,antalya,1
39536,2019,48.0,erkek,2000/06/06,edirne,istanbul,1
39537,2019,26.0,erkek,1999/05/01,canakkale,istanbul,2
39538,2019,21.0,erkek,1999/07/12,giresun,mersin,2
39539,2019,31.0,erkek,1998/11/06,tekirdag,istanbul,1
39540,2019,18.0,erkek,1997/08/12,istanbul,istanbul,1
39541,2019,9.0,erkek,1998/10/10,samsun,kocaeli,0
39542,2019,26.0,erkek,1998/11/07,malatya,malatya,2
39543,2019,28.0,erkek,1999/05/06,kayseri,kayseri,5
39544,2019,6.0,erkek,1999/03/03,ankara,gaziantep,1
39545,2019,12.0,erkek,1998/06/15,ankara,tokat,3
39546,2019,26.0,erkek,1996/10/03,isparta,izmir,2
39547,2019,2.0,erkek,1998/01/08,batman,konya,5
39548,2019,19.0,erkek,2000/03/01,bingol,bingol,4
39549,2019,11.0,erkek,1996/03/15,sirnak,sirnak,5
39550,2019,29.0,erkek,1997/07/31,kirklareli,ankara,1
39551,2019,12.0,erkek,1998/09/29,mersin,mersin,3
39552,2019,25.0,erkek,1997/09/19,istanbul,istanbul,2
39553,2019,8.0,erkek,1998/12/12,Null,Null,5
39554,2019,30.0,erkek,1999/08/08,izmir,istanbul,1
39555,2019,4.0,kadin,1998/12/27,antalya,samsun,1
39556,2019,13.0,kadin,1999/08/30,hatay,osmaniye,3
39557,2019,33.0,erkek,1997/02/24,antalya,antalya,1
39558,2019,14.0,erkek,1999/04/01,afyonkarahisar,ankara,4
39559,2019,19.0,kadin,1998/08/24,eskisehir,istanbul,1
39560,2019,5.0,kadin,2000/08/16,ankara,ankara,2
39561,2019,8.0,erkek,1998/05/01,bitlis,bitlis,5
39562,2019,23.0,erkek,1995/05/19,hatay,istanbul,4
39563,2019,9.0,kadin,1997/01/01,diyarbakir,sinop,3
39564,2019,3.0,kadin,2000/01/01,van,konya,3
39565,2019,9.0,kadin,1997/10/12,bitlis,ankara,5
39566,2019,30.0,erkek,1996/10/09,kahramanmaras,konya,2
39567,2019,25.0,kadin,1997/03/09,izmir,izmir,3
39568,2019,7.0,kadin,1997/03/15,duzce,duzce,2
39569,2019,8.0,kadin,1999/08/15,kutahya,ankara,0
39570,2019,42.0,kadin,1997/05/11,denizli,denizli,2
39571,2019,34.0,kadin,1998/05/31,denizli,usak,3
39572,2019,13.0,kadin,1998/04/24,manisa,manisa,0
39573,2019,23.0,kadin,1997/06/28,istanbul,istanbul,1
39574,2019,46.0,kadin,1997/03/29,adiyaman,istanbul,3
39575,2019,9.0,kadin,1997/05/24,sirnak,siirt,3
39576,2019,16.0,erkek,2000/02/23,ankara,canakkale,3
39577,2019,29.0,kadin,1999/10/20,istanbul,kayseri,3
39578,2019,25.0,kadin,1997/11/27,yozgat,yozgat,4
39579,2019,15.0,Null,Null,Null,Null,0
39580,2019,23.0,erkek,1998/01/27,malatya,ankara,2
39581,2019,27.0,kadin,1997/08/15,aksaray,aksaray,1
39582,2019,26.0,kadin,1999/04/14,elazig,ankara,2
39583,2019,44.0,kadin,1999/11/20,manisa,manisa,0
39584,2019,23.0,kadin,1999/06/29,istanbul,istanbul,0
39585,2019,31.0,kadin,1999/07/30,yalova,istanbul,1
39586,2019,24.0,kadin,1998/05/18,trabzon,izmir,1
39587,2019,13.0,kadin,2000/04/16,istanbul,istanbul,1
39588,2019,7.0,kadin,1995/07/23,agri,ankara,5
39589,2019,9.0,kadin,1999/11/24,konya,gumushane,2
39590,2019,29.0,kadin,1996/01/06,batman,konya,5
39591,2019,11.0,kadin,1999/03/09,diyarbakir,istanbul,4
39592,2019,19.0,kadin,1996/07/02,sanliurfa,mardin,5
39593,2019,42.0,kadin,1999/05/06,mus,bursa,5
39594,2019,39.0,kadin,1997/01/09,mardin,izmir,2
39595,2019,35.0,kadin,1998/06/16,kayseri,izmir,0
39596,2019,29.0,kadin,1998/05/03,karabuk,balikesir,1
39597,2019,5.0,kadin,1999/07/29,gaziantep,gaziantep,2
39598,2019,16.0,kadin,1999/05/24,diyarbakir,aksaray,2
39599,2019,21.0,erkek,1998/02/02,mus,aydin,0
39600,2019,41.0,erkek,1998/05/16,konya,istanbul,2
39601,2019,21.0,erkek,1999/04/28,diyarbakir,mugla,4
39602,2019,6.0,erkek,1997/08/16,gaziantep,gaziantep,4
39603,2019,28.0,erkek,1998/08/23,rize,kocaeli,2
39604,2019,10.0,erkek,2000/06/16,erzurum,erzurum,3
39605,2019,21.0,erkek,1995/02/20,istanbul,istanbul,2
39606,2019,17.0,erkek,1995/12/10,antalya,ankara,4
39607,2019,21.0,kadin,1998/03/29,agri,agri,4
39608,2019,25.0,kadin,1995/05/05,kayseri,sivas,2
39609,2019,36.0,erkek,1999/08/17,gaziantep,gaziantep,4
39610,2019,8.0,erkek,1998/05/25,konya,konya,2
39611,2019,16.0,erkek,2000/05/28,gaziantep,gaziantep,3
39612,2019,27.0,erkek,1999/09/23,manisa,manisa,1
39613,2019,10.0,erkek,1997/06/17,balikesir,konya,1
39614,2019,39.0,erkek,1998/02/07,istanbul,istanbul,2
39615,2019,35.0,erkek,1999/08/23,istanbul,antalya,2
39616,2019,16.0,erkek,1996/08/19,gaziantep,gaziantep,2
39617,2019,13.0,erkek,1997/01/04,denizli,manisa,2
39618,2019,35.0,erkek,1995/02/18,Null,ankara,2
39619,2019,39.0,erkek,1997/12/05,bolu,bolu,2
39620,2019,10.0,erkek,1996/05/15,samsun,samsun,2
39621,2019,9.0,erkek,1997/10/23,mardin,diyarbakir,2
39622,2019,25.0,erkek,1997/06/25,artvin,istanbul,5
39623,2019,30.0,erkek,1997/09/13,kocaeli,antalya,3
39624,2019,22.0,erkek,2000/11/07,kahramanmaras,kahramanmaras,2
39625,2019,8.0,erkek,1998/07/23,istanbul,samsun,1
39626,2019,28.0,erkek,1998/02/12,bayburt,bursa,2
39627,2019,50.0,erkek,1999/10/25,ankara,ankara,2
39628,2019,4.0,erkek,2000/04/15,mugla,mugla,1
39629,2019,32.0,erkek,1999/09/10,konya,agri,1
39630,2019,36.0,erkek,1999/05/28,sivas,sivas,1
39631,2019,28.0,erkek,1995/03/07,erzurum,ankara,2
39632,2019,8.0,erkek,1997/04/17,erzurum,denizli,2
39633,2019,60.0,erkek,1998/01/21,mus,denizli,4
39634,2019,8.0,erkek,2000/05/16,adana,adiyaman,2
39635,2019,8.0,erkek,1998/02/03,sivas,sivas,1
39636,2019,18.0,erkek,1998/08/08,corum,corum,3
39637,2019,10.0,erkek,1998/09/25,malatya,malatya,2
39638,2019,8.0,erkek,1995/06/08,konya,konya,5
39639,2019,6.0,erkek,1996/01/15,hatay,hatay,2
39640,2019,13.0,erkek,1999/07/11,giresun,giresun,2
39641,2019,14.0,erkek,1998/01/12,sanliurfa,istanbul,5
39642,2019,14.0,erkek,2000/01/09,istanbul,kocaeli,3
39643,2019,18.0,erkek,1998/04/06,sanliurfa,karabuk,2
39644,2019,38.0,erkek,1997/01/11,sanliurfa,sanliurfa,3
39645,2019,6.0,erkek,2000/11/08,kastamonu,kastamonu,1
39646,2019,6.0,erkek,1999/12/13,igdir,igdir,2
39647,2019,22.0,erkek,1999/09/23,konya,balikesir,2
39648,2019,8.0,erkek,1996/04/22,siirt,kutahya,5
39649,2019,8.0,erkek,1998/11/06,ankara,kirikkale,1
39650,2019,20.0,erkek,2000/12/23,konya,konya,5
39651,2019,6.0,erkek,2000/01/14,Null,karabuk,2
39652,2019,13.0,erkek,1995/11/16,sanliurfa,gaziantep,5
39653,2019,28.0,erkek,1998/04/08,sanliurfa,sanliurfa,5
39654,2019,15.0,erkek,2000/02/17,ankara,ankara,4
39655,2019,16.0,erkek,1999/06/08,sanliurfa,sanliurfa,3
39656,2019,18.0,erkek,1999/08/23,ankara,ankara,2
39657,2019,36.0,erkek,1997/12/17,yozgat,kayseri,2
39658,2019,15.0,erkek,1998/02/24,diyarbakir,istanbul,2
39659,2019,28.0,erkek,1996/01/27,malatya,elazig,1
39660,2019,24.0,erkek,1999/06/24,siirt,canakkale,2
39661,2019,26.0,erkek,1997/12/18,istanbul,ankara,1
39662,2019,18.0,erkek,1995/11/01,izmir,izmir,2
39663,2019,60.0,erkek,1997/02/26,sanliurfa,sanliurfa,5
39664,2019,20.0,erkek,2000/01/06,sanliurfa,sanliurfa,0
39665,2019,23.0,erkek,2000/05/29,isparta,antalya,2
39666,2019,24.0,erkek,1998/01/09,mersin,ankara,2
39667,2019,4.0,erkek,1998/10/06,agri,istanbul,4
39668,2019,23.0,erkek,1999/01/04,sivas,sivas,3
39669,2019,28.0,erkek,1997/05/09,hatay,istanbul,4
39670,2019,11.0,erkek,1995/11/12,erzurum,erzurum,4
39671,2019,18.0,erkek,1998/10/01,batman,ankara,3
39672,2019,32.0,erkek,1997/09/03,mus,mus,4
39673,2019,58.0,erkek,1999/06/13,Null,istanbul,1
39674,2019,26.0,erkek,1998/12/23,mus,mus,4
39675,2019,38.0,erkek,1997/08/02,mardin,kahramanmaras,1
39676,2019,8.0,erkek,1998/02/20,diyarbakir,kayseri,4
39677,2019,32.0,erkek,2000/10/06,istanbul,istanbul,3
39678,2019,24.0,erkek,1995/01/15,erzurum,kayseri,3
39679,2019,9.0,erkek,2000/01/01,kilis,izmir,3
39680,2019,35.0,erkek,1999/09/22,malatya,istanbul,3
39681,2019,28.0,erkek,1997/05/22,ankara,istanbul,1
39682,2019,33.0,erkek,1998/06/24,mus,istanbul,2
39683,2019,18.0,erkek,1998/07/23,adiyaman,adiyaman,3
39684,2019,6.0,erkek,1998/04/02,sirnak,izmir,5
39685,2019,10.0,erkek,1998/07/16,malatya,malatya,2
39686,2019,6.0,erkek,2000/01/01,kutahya,kutahya,2
39687,2019,18.0,erkek,1999/01/23,izmir,aydin,2
39688,2019,2.0,erkek,1997/04/08,mardin,mardin,2
39689,2019,14.0,erkek,1995/12/12,istanbul,istanbul,3
39690,2019,46.0,erkek,1999/04/23,kirikkale,kayseri,3
39691,2019,48.0,erkek,1998/12/26,manisa,istanbul,1
39692,2019,21.0,erkek,1998/05/24,ankara,ankara,3
39693,2019,44.0,erkek,1999/12/25,amasya,kocaeli,3
39694,2019,20.0,erkek,1999/01/15,istanbul,istanbul,1
39695,2019,26.0,erkek,1997/04/12,istanbul,giresun,2
39696,2019,13.0,erkek,2001/01/01,van,istanbul,5
39697,2019,38.0,erkek,1998/01/27,sivas,kocaeli,1
39698,2019,24.0,erkek,2000/07/14,istanbul,istanbul,1
39699,2019,26.0,erkek,1998/07/30,istanbul,kocaeli,1
39700,2019,31.0,erkek,1998/08/20,adana,eskisehir,2
39701,2019,10.0,erkek,1997/01/03,siirt,batman,3
39702,2019,47.0,erkek,1997/01/01,agri,agri,5
39703,2019,19.0,erkek,Null,konya,ankara,3
39704,2019,18.0,erkek,1999/03/08,adana,adana,2
39705,2019,6.0,erkek,1998/01/15,sirnak,diyarbakir,5
39706,2019,26.0,erkek,1998/06/13,ankara,van,4
39707,2019,2.0,erkek,1998/01/01,Null,istanbul,5
39708,2019,32.0,erkek,1997/01/03,siirt,siirt,5
39709,2019,12.0,erkek,1997/06/10,bitlis,bitlis,4
39710,2019,18.0,erkek,1997/01/15,mersin,mersin,2
39711,2019,26.0,erkek,1996/07/28,isparta,istanbul,2
39712,2019,13.0,erkek,1998/05/08,gaziantep,istanbul,3
39713,2019,8.0,erkek,1995/03/09,mardin,izmir,5
39714,2019,36.0,erkek,1997/08/20,istanbul,istanbul,4
39715,2019,16.0,erkek,1999/03/11,istanbul,istanbul,3
39716,2019,6.0,erkek,1996/09/16,gaziantep,burdur,2
39717,2019,15.0,erkek,1999/03/07,kahramanmaras,adiyaman,2
39718,2019,2.0,erkek,1997/06/11,istanbul,istanbul,3
39719,2019,40.0,erkek,1999/11/24,hatay,antalya,3
39720,2019,13.0,erkek,1999/02/28,adiyaman,adiyaman,3
39721,2019,20.0,erkek,1999/09/11,trabzon,bursa,2
39722,2019,26.0,erkek,1997/01/01,mersin,mersin,3
39723,2019,10.0,erkek,2000/01/07,mus,bursa,5
39724,2019,43.0,erkek,1996/01/23,istanbul,eskisehir,3
39725,2019,8.0,erkek,2000/01/01,istanbul,istanbul,1
39726,2019,38.0,erkek,1995/05/07,erzurum,trabzon,2
39727,2019,15.0,erkek,1996/05/11,hatay,isparta,2
39728,2019,8.0,erkek,2000/02/16,sakarya,sakarya,3
39729,2019,8.0,erkek,2000/03/09,istanbul,istanbul,5
39730,2019,21.0,erkek,1998/11/29,istanbul,istanbul,4
39731,2019,32.0,erkek,1996/07/07,kocaeli,istanbul,3
39732,2019,27.0,erkek,1999/08/16,istanbul,istanbul,1
39733,2019,21.0,erkek,2000/09/16,antalya,antalya,3
39734,2019,16.0,erkek,1997/09/02,istanbul,istanbul,3
39735,2019,8.0,erkek,2000/03/04,istanbul,istanbul,2
39736,2019,35.0,erkek,1999/09/03,adiyaman,bursa,3
39737,2019,5.0,erkek,2000/08/30,kirsehir,ankara,3
39738,2019,18.0,erkek,1999/07/07,istanbul,istanbul,1
39739,2019,15.0,erkek,2000/01/21,agri,agri,1
39740,2019,8.0,erkek,1997/06/02,tekirdag,kocaeli,1
39741,2019,2.0,erkek,1999/01/10,mersin,mersin,5
39742,2019,40.0,erkek,1998/05/19,trabzon,istanbul,3
39743,2019,10.0,erkek,1999/09/15,erzurum,bartin,2
39744,2019,16.0,erkek,1997/05/05,rize,kocaeli,2
39745,2019,16.0,erkek,1997/10/16,mersin,sanliurfa,2
39746,2019,2.0,erkek,1998/04/09,gaziantep,gaziantep,2
39747,2019,26.0,erkek,1995/12/16,denizli,denizli,1
39748,2019,30.0,erkek,1997/08/17,hatay,denizli,2
39749,2019,36.0,erkek,1997/02/01,gaziantep,gaziantep,2
39750,2019,26.0,erkek,1998/07/13,erzurum,erzurum,1
39751,2019,26.0,erkek,1997/12/02,burdur,usak,2
39752,2019,8.0,erkek,1999/11/11,konya,konya,3
39753,2019,20.0,erkek,1996/05/26,istanbul,istanbul,1
39754,2019,31.0,erkek,1998/02/02,samsun,manisa,2
39755,2019,16.0,erkek,1999/06/08,bursa,denizli,1
39756,2019,10.0,erkek,1996/12/13,bursa,bursa,Null
39757,2019,41.0,erkek,1999/04/28,zonguldak,izmir,3
39758,2019,10.0,erkek,1997/08/25,mus,malatya,5
39759,2019,9.0,erkek,2000/07/05,amasya,istanbul,Null
39760,2019,43.0,erkek,1998/10/09,ankara,izmir,2
39761,2019,22.0,erkek,1997/06/24,tokat,rize,1
39762,2019,6.0,erkek,1998/10/16,bursa,zonguldak,1
39763,2019,10.0,erkek,1999/05/08,mersin,mersin,2
39764,2019,8.0,erkek,1998/10/10,mardin,mardin,5
39765,2019,22.0,erkek,2000/09/16,malatya,sivas,1
39766,2019,30.0,erkek,1998/05/13,kayseri,bilecik,3
39767,2019,29.0,erkek,1997/01/25,bursa,izmir,1
39768,2019,10.0,erkek,1995/01/01,aksaray,aksaray,5
39769,2019,23.0,erkek,1997/10/01,tokat,tokat,2
39770,2019,18.0,erkek,1997/07/02,istanbul,istanbul,3
39771,2019,6.0,erkek,1996/10/06,diyarbakir,diyarbakir,3
39772,2019,51.0,kadin,1998/01/01,antalya,antalya,1
39773,2019,28.0,erkek,1998/08/25,sanliurfa,ankara,2
39774,2019,34.0,kadin,1997/06/03,izmir,izmir,1
39775,2019,7.0,kadin,1999/09/23,kahramanmaras,kahramanmaras,2
39776,2019,11.0,kadin,1998/09/22,antalya,eskisehir,3
39777,2019,20.0,erkek,1996/01/22,ankara,ankara,2
39778,2019,20.0,erkek,1997/04/24,siirt,giresun,3
39779,2019,30.0,erkek,1999/09/28,giresun,usak,3
39780,2019,2.0,erkek,1999/04/13,gaziantep,gaziantep,2
39781,2019,6.0,erkek,1996/12/16,sakarya,tekirdag,2
39782,2019,18.0,erkek,2000/11/13,bingol,bingol,2
39783,2019,40.0,erkek,2000/01/14,bitlis,istanbul,5
39784,2019,32.0,erkek,1997/09/05,malatya,kutahya,2
39785,2019,38.0,erkek,1998/04/15,batman,istanbul,5
39786,2019,11.0,erkek,1998/06/15,ankara,ankara,2
39787,2019,41.0,erkek,1997/02/25,kayseri,ankara,3
39788,2019,8.0,erkek,1998/10/12,ordu,ordu,2
39789,2019,8.0,erkek,1999/04/12,istanbul,istanbul,1
39790,2019,10.0,erkek,1997/05/04,istanbul,istanbul,5
39791,2019,6.0,erkek,1998/05/04,sanliurfa,osmaniye,5
39792,2019,28.0,erkek,1995/03/15,ankara,karabuk,3
39793,2019,26.0,erkek,1997/08/10,istanbul,istanbul,2
39794,2019,23.0,erkek,1995/01/30,mus,istanbul,5
39795,2019,6.0,erkek,1997/12/12,erzurum,kayseri,4
39796,2019,16.0,erkek,1999/06/09,ankara,ankara,3
39797,2019,10.0,erkek,1995/10/08,agri,agri,5
39798,2019,30.0,erkek,1997/01/01,adana,sirnak,3
39799,2019,36.0,erkek,1998/03/16,izmir,istanbul,1
39800,2019,49.0,erkek,1998/07/14,istanbul,ankara,1
39801,2019,31.0,erkek,1997/05/31,sivas,samsun,2
39802,2019,31.0,erkek,1998/10/14,kirklareli,istanbul,1
39803,2019,57.0,kadin,1998/05/07,aydin,istanbul,2
39804,2019,27.0,kadin,1999/11/27,adiyaman,istanbul,2
39805,2019,18.0,erkek,2000/03/01,nevsehir,istanbul,1
39806,2019,28.0,erkek,2001/01/09,erzurum,istanbul,3
39807,2019,6.0,erkek,1998/01/01,diyarbakir,diyarbakir,1
39808,2019,2.0,erkek,1997/01/02,bingol,bingol,5
39809,2019,18.0,erkek,1998/01/12,hatay,gaziantep,5
39810,2019,10.0,erkek,1998/10/27,Null,Null,Null
39811,2019,3.0,erkek,1999/05/20,konya,konya,3
39812,2019,18.0,erkek,1998/04/23,kocaeli,kayseri,4
39813,2019,43.0,erkek,1997/03/02,yozgat,ankara,2
39814,2019,6.0,erkek,1997/10/13,istanbul,istanbul,3
39815,2019,10.0,erkek,1999/04/17,sanliurfa,malatya,5
39816,2019,35.0,erkek,1999/11/07,kayseri,kayseri,1
39817,2019,26.0,erkek,1998/06/01,tokat,tokat,3
39818,2019,8.0,erkek,1998/01/08,mardin,kocaeli,5
39819,2019,18.0,erkek,1999/05/26,mus,van,3
39820,2019,20.0,erkek,1998/12/20,kars,igdir,5
39821,2019,31.0,erkek,1998/09/18,adana,adana,1
39822,2019,20.0,erkek,1997/11/12,sivas,sivas,4
39823,2019,10.0,erkek,2000/07/24,adana,ankara,2
39824,2019,8.0,erkek,1999/09/15,mersin,mersin,5
39825,2019,2.0,erkek,2000/12/05,istanbul,istanbul,1
39826,2019,33.0,erkek,1998/01/18,nigde,istanbul,2
39827,2019,15.0,erkek,1998/11/20,istanbul,antalya,1
39828,2019,31.0,erkek,1996/07/19,usak,ankara,1
39829,2019,15.0,erkek,2000/02/06,sivas,sivas,4
39830,2019,32.0,erkek,1999/04/29,istanbul,istanbul,2
39831,2019,41.0,erkek,1998/11/05,sivas,kayseri,1
39832,2019,8.0,erkek,1998/05/16,gaziantep,gaziantep,2
39833,2019,9.0,erkek,2000/01/25,canakkale,canakkale,1
39834,2019,6.0,erkek,1998/07/17,ankara,ankara,0
39835,2019,18.0,erkek,1996/10/11,cankiri,cankiri,2
39836,2019,20.0,erkek,1999/08/24,bingol,istanbul,4
39837,2019,15.0,erkek,2000/02/02,sanliurfa,konya,5
39838,2019,13.0,erkek,2001/05/01,antalya,antalya,2
39839,2019,8.0,erkek,1998/03/14,trabzon,trabzon,3
39840,2019,8.0,erkek,1999/02/15,aydin,aydin,1
39841,2019,36.0,erkek,1999/09/20,mersin,osmaniye,1
39842,2019,10.0,erkek,1998/09/21,erzurum,kayseri,1
39843,2019,18.0,erkek,1999/03/12,gaziantep,elazig,5
39844,2019,10.0,erkek,1999/10/23,adiyaman,istanbul,2
39845,2019,10.0,erkek,1999/04/09,erzurum,istanbul,3
39846,2019,4.0,erkek,1999/05/19,osmaniye,izmir,3
39847,2019,20.0,erkek,1995/05/11,denizli,bursa,1
39848,2019,18.0,erkek,1997/12/28,istanbul,istanbul,5
39849,2019,62.0,erkek,1998/08/28,ankara,konya,1
39850,2019,61.0,erkek,1995/11/14,adana,zonguldak,2
39851,2019,26.0,erkek,1999/01/15,istanbul,istanbul,2
39852,2019,16.0,erkek,1998/04/19,ankara,konya,1
39853,2019,60.0,erkek,1998/06/10,sakarya,rize,2
39854,2019,12.0,erkek,1998/05/04,batman,bursa,5
39855,2019,8.0,erkek,1998/10/20,kayseri,elazig,2
39856,2019,8.0,erkek,1997/11/28,aydin,van,1
39857,2019,15.0,erkek,1999/10/12,kahramanmaras,kahramanmaras,2
39858,2019,13.0,erkek,1999/10/02,sanliurfa,diyarbakir,3
39859,2019,31.0,erkek,1999/07/01,balikesir,istanbul,2
39860,2019,28.0,erkek,1995/03/12,mersin,mersin,2
39861,2019,21.0,erkek,1996/07/27,istanbul,eskisehir,1
39862,2019,6.0,erkek,1995/02/01,ankara,ankara,2
39863,2019,43.0,erkek,1995/10/04,samsun,istanbul,2
39864,2019,24.0,erkek,1998/04/23,agri,agri,4
39865,2019,16.0,erkek,1999/07/21,bursa,istanbul,2
39866,2019,4.0,erkek,1998/01/01,aksaray,aksaray,5
39867,2019,8.0,erkek,1999/05/17,bartin,bartin,4
39868,2019,18.0,erkek,2000/09/27,cankiri,ankara,1
39869,2019,13.0,erkek,1999/04/18,kayseri,bursa,3
39870,2019,8.0,erkek,1999/02/02,gaziantep,gaziantep,3
39871,2019,21.0,erkek,1999/07/06,mersin,istanbul,1
39872,2019,23.0,erkek,1995/01/10,sakarya,istanbul,2
39873,2019,10.0,erkek,1996/07/06,van,van,4
39874,2019,22.0,erkek,1995/07/17,kahramanmaras,isparta,3
39875,2019,2.0,erkek,2000/09/26,manisa,istanbul,1
39876,2019,30.0,erkek,1997/07/22,istanbul,istanbul,2
39877,2019,25.0,erkek,1996/01/01,antalya,istanbul,1
39878,2019,25.0,erkek,1999/03/13,aksaray,aksaray,1
39879,2019,8.0,erkek,1996/02/14,denizli,denizli,2
39880,2019,28.0,erkek,1997/09/01,bursa,manisa,3
39881,2019,31.0,erkek,1998/07/18,yozgat,izmir,3
39882,2019,33.0,erkek,1998/03/02,istanbul,istanbul,1
39883,2019,21.0,erkek,1998/09/21,ankara,adana,1
39884,2019,41.0,erkek,1998/02/10,kayseri,izmir,1
39885,2019,11.0,erkek,1998/03/08,bursa,bursa,1
39886,2019,18.0,erkek,1998/04/24,cankiri,samsun,1
39887,2019,17.0,erkek,1998/10/12,siirt,istanbul,3
39888,2019,18.0,erkek,1997/04/03,giresun,erzurum,2
39889,2019,12.0,erkek,2000/04/29,usak,istanbul,1
39890,2019,38.0,erkek,1998/10/29,kars,isparta,5
39891,2019,8.0,erkek,1997/02/14,siirt,siirt,5
39892,2019,8.0,erkek,1999/08/21,batman,batman,4
39893,2019,26.0,erkek,1999/05/20,diyarbakir,diyarbakir,3
39894,2019,11.0,erkek,1995/05/10,kahramanmaras,istanbul,3
39895,2019,8.0,erkek,1995/03/03,istanbul,istanbul,1
39896,2019,6.0,erkek,1997/06/03,yozgat,ankara,5
39897,2019,37.0,kadin,1999/07/14,kutahya,istanbul,1
39898,2019,11.0,kadin,1999/08/27,erzincan,ankara,3
39899,2019,19.0,kadin,1998/05/09,izmir,zonguldak,2
39900,2019,31.0,kadin,2000/09/08,istanbul,istanbul,1
39901,2019,3.0,kadin,2000/04/07,mersin,mersin,1
39902,2019,44.0,kadin,1997/04/10,bursa,eskisehir,1
39903,2019,7.0,kadin,1999/11/09,istanbul,istanbul,2
39904,2019,20.0,kadin,1997/08/03,sakarya,ankara,3
39905,2019,13.0,kadin,2000/08/28,samsun,samsun,3
39906,2019,16.0,erkek,2000/10/28,manisa,manisa,3
39907,2019,30.0,kadin,1999/08/08,Null,ankara,0
39908,2019,9.0,kadin,1998/04/21,istanbul,istanbul,0
39909,2019,11.0,kadin,2000/02/22,agri,agri,5
39910,2019,9.0,kadin,1998/01/17,yozgat,konya,3
39911,2019,32.0,kadin,1997/08/17,sivas,istanbul,3
39912,2019,52.0,erkek,1997/02/20,sirnak,eskisehir,5
39913,2019,0.0,erkek,1995/09/30,ankara,mersin,Null
39914,2019,27.0,kadin,1998/04/15,trabzon,karabuk,2
39915,2019,9.0,kadin,2000/01/11,ankara,ankara,1
39916,2019,9.0,kadin,1996/01/03,mugla,mugla,2
39917,2019,22.0,kadin,1999/02/20,burdur,kayseri,3
39918,2019,28.0,kadin,1999/05/30,tokat,ankara,1
39919,2019,36.0,kadin,1998/05/20,istanbul,istanbul,0
39920,2019,7.0,kadin,2000/01/06,gaziantep,gaziantep,4
39921,2019,11.0,kadin,1997/01/17,gaziantep,erzurum,4
39922,2019,21.0,kadin,1996/03/24,izmir,bursa,1
39923,2019,42.0,kadin,1998/10/10,sirnak,eskisehir,5
39924,2019,13.0,kadin,1999/01/01,diyarbakir,diyarbakir,1
39925,2019,34.0,kadin,1999/09/09,bursa,zonguldak,1
39926,2019,19.0,kadin,1997/07/30,eskisehir,eskisehir,2
39927,2019,31.0,erkek,1997/02/03,izmir,izmir,1
39928,2019,7.0,kadin,1998/08/16,izmir,izmir,1
39929,2019,28.0,kadin,1998/01/13,mersin,istanbul,2
39930,2019,6.0,erkek,1996/12/17,izmir,izmir,3
39931,2019,33.0,erkek,1999/05/30,ankara,ankara,0
39932,2019,33.0,erkek,1996/01/22,mersin,ankara,3
39933,2019,5.0,kadin,1998/05/26,ankara,samsun,1
39934,2019,18.0,erkek,2000/11/24,samsun,samsun,2
39935,2019,23.0,kadin,1998/06/21,kayseri,kayseri,2
39936,2019,21.0,kadin,1999/01/01,eskisehir,eskisehir,2
39937,2019,19.0,kadin,1998/01/12,agri,ankara,5
39938,2019,21.0,erkek,1998/08/16,gaziantep,izmir,2
39939,2019,11.0,kadin,1997/06/21,istanbul,bitlis,4
39940,2019,7.0,kadin,1997/07/01,bursa,izmir,2
39941,2019,37.0,kadin,1996/03/05,istanbul,istanbul,2
39942,2019,39.0,kadin,1996/01/10,mugla,mugla,4
39943,2019,10.0,kadin,1997/01/04,osmaniye,adana,3
39944,2019,22.0,kadin,1999/04/22,giresun,giresun,2
39945,2019,9.0,kadin,1998/10/30,ankara,bayburt,2
39946,2019,6.0,erkek,1997/08/07,mus,mus,5
39947,2019,9.0,kadin,1997/07/21,ankara,izmir,2
39948,2019,14.0,kadin,1997/07/28,adana,adana,3
39949,2019,23.0,kadin,2000/07/01,ordu,samsun,2
39950,2019,44.0,kadin,1998/06/13,gaziantep,ankara,2
