index1,index2,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
25488,25488,Null,0,0,Null,Null
25489,25489,Null,0,0,Null,Null
25490,25490,Null,0,0,Null,Null
25491,25491,Null,0,1,kyk,400
25492,25492,Null,0,0,Null,Null
25493,25493,Null,0,1,genc kastamonulular,200
25494,25494,Null,0,0,Null,Null
25495,25495,Null,0,0,Null,Null
25496,25496,Null,0,0,Null,Null
25497,25497,Null,0,0,Null,Null
25498,25498,Null,0,0,Null,Null
25499,25499,Null,0,0,Null,Null
25500,25500,Null,0,0,Null,Null
25501,25501,Null,0,0,Null,Null
25502,25502,Null,0,1,basbakanlik bursu,400
25503,25503,Null,0,0,Null,Null
25504,25504,Null,0,1,odemis ticaret borsasi,100
25505,25505,Null,0,0,Null,Null
25506,25506,Null,0,0,Null,Null
25507,25507,Null,0,0,Null,Null
25508,25508,Null,0,0,Null,Null
25509,25509,Null,0,0,Null,Null
25510,25510,Null,0,1,ozel vakif ve sirketlerden,1500
25511,25511,Null,0,1,kyk,400
25512,25512,Null,0,0,Null,Null
25513,25513,Null,0,0,Null,Null
25514,25514,Null,0,0,Null,Null
25515,25515,Null,0,0,Null,Null
25516,25516,Null,0,0,Null,Null
25517,25517,Null,0,0,Null,Null
25518,25518,Null,0,0,Null,Null
25519,25519,Null,0,0,Null,Null
25520,25520,Null,0,0,Null,Null
25521,25521,Null,0,0,Null,Null
25522,25522,Null,0,0,Null,Null
25523,25523,Null,0,0,Null,Null
25524,25524,Null,0,0,Null,Null
25525,25525,Null,0,1,kyk,400
25526,25526,Null,0,0,Null,Null
25527,25527,Null,0,0,Null,Null
25528,25528,Null,0,0,Null,Null
25529,25529,Null,0,0,Null,Null
25530,25530,Null,0,0,Null,Null
25531,25531,Null,0,1,kyk,400
25532,25532,Null,0,0,Null,Null
25533,25533,Null,0,0,Null,Null
25534,25534,Null,0,1,birlik vakfi,200
25535,25535,Null,0,0,Null,Null
25536,25536,Null,0,0,Null,Null
25537,25537,Null,0,0,Null,Null
25538,25538,Null,0,0,Null,Null
25539,25539,Null,0,0,Null,Null
25540,25540,Null,0,0,Null,Null
25541,25541,Null,0,0,Null,Null
25542,25542,Null,0,0,Null,Null
25543,25543,Null,0,0,Null,Null
25544,25544,Null,0,0,Null,Null
25545,25545,Null,0,0,Null,Null
25546,25546,Null,0,0,Null,Null
25547,25547,Null,0,0,Null,Null
25548,25548,Null,0,0,Null,Null
25549,25549,Null,0,0,Null,Null
25550,25550,Null,0,0,Null,Null
25551,25551,Null,0,0,Null,Null
25552,25552,Null,0,0,Null,Null
25553,25553,Null,0,0,Null,Null
25554,25554,Null,0,0,Null,Null
25555,25555,Null,0,0,Null,Null
25556,25556,Null,0,0,Null,Null
25557,25557,Null,0,0,Null,Null
25558,25558,Null,0,0,Null,Null
25559,25559,Null,0,0,Null,Null
25560,25560,Null,0,0,Null,Null
25561,25561,Null,0,0,Null,Null
25562,25562,Null,0,0,Null,Null
25563,25563,Null,0,0,Null,Null
25564,25564,Null,0,0,Null,Null
25565,25565,Null,0,0,Null,Null
25566,25566,Null,0,0,Null,Null
25567,25567,Null,0,0,Null,Null
25568,25568,Null,0,1,kyk ,400
25569,25569,Null,0,1,kyk ve bogazici universitesi,1200
25570,25570,Null,0,0,Null,Null
25571,25571,Null,0,0,Null,Null
25572,25572,Null,0,1,kyk,400
25573,25573,Null,0,1,mehmet zorlu vakfi,325
25574,25574,Null,0,0,Null,Null
25575,25575,Null,0,0,Null,Null
25576,25576,Null,0,0,Null,Null
25577,25577,Null,0,0,Null,Null
25578,25578,Null,0,1,kyk,400
25579,25579,Null,0,0,Null,Null
25580,25580,Null,0,0,Null,Null
25581,25581,Null,0,0,Null,Null
25582,25582,Null,0,0,Null,Null
25583,25583,Null,0,0,Null,Null
25584,25584,Null,0,1,kyk,400
25585,25585,Null,0,0,Null,Null
25586,25586,Null,0,0,Null,Null
25587,25587,Null,0,0,Null,Null
25588,25588,Null,0,1,vedat ardahan vakfi,300
25589,25589,Null,0,0,Null,Null
25590,25590,Null,0,0,Null,Null
25591,25591,Null,0,0,Null,Null
25592,25592,Null,0,0,Null,Null
25593,25593,Null,0,0,Null,Null
25594,25594,Null,0,0,Null,Null
25595,25595,Null,0,1,kyk'dan geri odemeli burs,400
25596,25596,Null,0,1,kyk,400
25597,25597,Null,0,0,Null,Null
25598,25598,Null,0,0,Null,Null
25599,25599,Null,0,0,Null,Null
25600,25600,Null,0,0,Null,Null
25601,25601,Null,0,0,Null,Null
25602,25602,Null,0,0,Null,Null
25603,25603,Null,0,0,Null,Null
25604,25604,Null,0,0,Null,Null
25605,25605,Null,0,1,kyk,400
25606,25606,Null,0,0,Null,Null
25607,25607,Null,0,0,Null,Null
25608,25608,Null,0,0,Null,Null
25609,25609,Null,0,0,Null,Null
25610,25610,Null,0,0,Null,Null
25611,25611,Null,0,0,Null,Null
25612,25612,Null,0,0,Null,Null
25613,25613,Null,0,0,Null,Null
25614,25614,Null,0,0,Null,Null
25615,25615,Null,0,0,Null,Null
25616,25616,Null,0,1,ito,450
25617,25617,Null,0,0,Null,Null
25618,25618,Null,0,0,Null,Null
25619,25619,Null,0,0,Null,Null
25620,25620,Null,0,0,Null,Null
25621,25621,Null,0,0,Null,Null
25622,25622,Null,0,0,Null,Null
25623,25623,Null,0,0,Null,Null
25624,25624,Null,0,0,Null,Null
25625,25625,Null,0,1,kyk,400
25626,25626,Null,0,1,deloitte egitim vakfi,500
25627,25627,Null,0,1,kyk,400
25628,25628,Null,0,0,Null,Null
25629,25629,Null,0,0,Null,Null
25630,25630,Null,0,0,Null,Null
25631,25631,Null,0,0,Null,Null
25632,25632,Null,0,0,Null,Null
25633,25633,Null,0,0,Null,Null
25634,25634,Null,0,0,Null,Null
25635,25635,Null,0,0,Null,Null
25636,25636,Null,0,1,kyk,400
25637,25637,Null,0,0,Null,Null
25638,25638,Null,0,0,Null,Null
25639,25639,Null,0,0,Null,Null
25640,25640,Null,0,0,Null,Null
25641,25641,Null,0,0,Null,Null
25642,25642,Null,0,0,Null,Null
25643,25643,Null,0,0,Null,Null
25644,25644,Null,0,0,Null,Null
25645,25645,Null,0,0,Null,Null
25646,25646,Null,0,0,Null,Null
25647,25647,Null,0,1,kyk,400
25648,25648,Null,0,0,Null,Null
25649,25649,Null,0,1,boydak vakfi,200
25650,25650,Null,0,1,basbakanlik bursu,400
25651,25651,Null,0,0,Null,Null
25652,25652,Null,0,0,Null,Null
25653,25653,Null,0,0,Null,Null
25654,25654,Null,0,0,Null,Null
25655,25655,Null,0,0,Null,Null
25656,25656,Null,0,1,kyk,400
25657,25657,Null,0,0,Null,Null
25658,25658,Null,0,1,gebze teknik universitesi,150
25659,25659,Null,0,0,Null,Null
25660,25660,Null,0,0,Null,Null
25661,25661,Null,0,1,kyk,400
25662,25662,Null,0,0,Null,Null
25663,25663,Null,0,1,kyk,400
25664,25664,Null,0,0,Null,Null
25665,25665,Null,0,0,Null,Null
25666,25666,Null,0,0,Null,Null
25667,25667,Null,0,1,kyk,400
25668,25668,Null,0,0,Null,Null
25669,25669,Null,0,0,Null,Null
25670,25670,Null,0,1,kyk,400
25671,25671,Null,0,0,Null,Null
25672,25672,Null,0,0,Null,Null
25673,25673,Null,0,0,Null,Null
25674,25674,Null,0,0,Null,Null
25675,25675,Null,0,0,Null,Null
25676,25676,Null,0,0,Null,Null
25677,25677,Null,0,0,Null,Null
25678,25678,Null,0,1,kyk,400
25679,25679,Null,0,1,izmir ticaret borsasi,140
25680,25680,Null,0,0,Null,Null
25681,25681,Null,0,0,Null,Null
25682,25682,Null,0,1,kyk,400
25683,25683,Null,0,1,kyk,400
25684,25684,Null,0,1,kyk,400
25685,25685,Null,0,0,Null,Null
25686,25686,Null,0,0,Null,Null
25687,25687,Null,0,0,Null,Null
25688,25688,Null,0,0,Null,Null
25689,25689,Null,0,0,Null,Null
25690,25690,Null,0,1,dilovasi organiza sanayi bolgesi yonetimi,125
25691,25691,Null,0,0,Null,Null
25692,25692,Null,0,1,kyk,400
25693,25693,Null,0,0,Null,Null
25694,25694,Null,0,0,Null,Null
25695,25695,Null,0,1,anadolu grubu vakfi,375
25696,25696,Null,0,0,Null,Null
25697,25697,Null,0,0,Null,Null
25698,25698,Null,0,0,Null,Null
25699,25699,Null,0,0,Null,Null
25700,25700,Null,0,0,Null,Null
25701,25701,Null,0,0,Null,Null
25702,25702,Null,0,0,Null,Null
25703,25703,Null,0,0,Null,Null
25704,25704,Null,0,1,ortana,600
25705,25705,Null,0,1,kyk,400
25706,25706,Null,0,0,Null,Null
25707,25707,Null,0,0,Null,Null
25708,25708,Null,0,0,Null,Null
25709,25709,Null,0,1,tekfen ,525
25710,25710,Null,0,0,Null,Null
25711,25711,Null,0,0,Null,Null
25712,25712,Null,0,0,Null,Null
25713,25713,Null,0,0,Null,Null
25714,25714,Null,0,0,Null,Null
25715,25715,Null,0,1,ted,450
25716,25716,Null,0,1,basbakanlik bursu,400
25717,25717,Null,0,0,Null,Null
25718,25718,Null,0,0,Null,Null
25719,25719,Null,0,0,Null,Null
25720,25720,Null,0,0,Null,Null
25721,25721,Null,0,1,kyk,400
25722,25722,Null,0,1,buyuk kulup,150
25723,25723,Null,0,0,Null,Null
25724,25724,Null,0,0,Null,Null
25725,25725,Null,0,1,mehmet zorlu vakfi,325
25726,25726,Null,0,0,Null,Null
25727,25727,Null,0,0,Null,Null
25728,25728,Null,0,1,bilmed bilgisayar ve yazilim a.s.,500
25729,25729,Null,0,0,Null,Null
25730,25730,Null,0,0,Null,Null
25731,25731,Null,0,0,Null,Null
25732,25732,Null,0,0,Null,Null
25733,25733,Null,0,0,Null,Null
25734,25734,Null,0,0,Null,Null
25735,25735,Null,0,0,Null,Null
25736,25736,Null,0,1,kyk,400
25737,25737,Null,0,0,Null,Null
25738,25738,Null,0,1,tubitak,750
25739,25739,Null,0,0,Null,Null
25740,25740,Null,0,0,Null,Null
25741,25741,Null,0,1,kyk,400
25742,25742,Null,0,1,tog vakfi ,220
25743,25743,Null,0,0,Null,Null
25744,25744,Null,0,0,Null,Null
25745,25745,Null,0,0,Null,Null
25746,25746,Null,0,0,Null,Null
25747,25747,Null,0,0,Null,Null
25748,25748,Null,0,0,Null,Null
25749,25749,Null,0,0,Null,Null
25750,25750,Null,0,0,Null,Null
25751,25751,Null,0,0,Null,Null
25752,25752,Null,0,1,mersin buyuksehir belediyesi,100
25753,25753,Null,0,0,Null,Null
25754,25754,Null,0,1,turk universiteli kadinlar dernegi ,100
25755,25755,Null,0,1,kyk,400
25756,25756,Null,0,1,kyk,400
25757,25757,Null,0,0,Null,Null
25758,25758,Null,0,1,kyk,400
25759,25759,Null,0,0,Null,Null
25760,25760,Null,0,0,Null,Null
25761,25761,Null,0,0,Null,Null
25762,25762,Null,0,1,itu burs ofisi,200
25763,25763,Null,0,0,Null,Null
25764,25764,Null,0,0,Null,Null
25765,25765,Null,0,0,Null,Null
25766,25766,Null,0,1,tev,450
25767,25767,Null,0,0,Null,Null
25768,25768,Null,0,1,kyk,400
25769,25769,Null,0,0,Null,Null
25770,25770,Null,0,0,Null,Null
25771,25771,Null,0,0,Null,Null
25772,25772,Null,0,0,Null,Null
25773,25773,Null,0,0,Null,Null
25774,25774,Null,0,0,Null,Null
25775,25775,Null,0,1,kyk,400
25776,25776,Null,0,1,kyk,400
25777,25777,Null,0,0,Null,Null
25778,25778,Null,0,0,Null,Null
25779,25779,Null,0,0,Null,Null
25780,25780,Null,0,0,Null,Null
25781,25781,Null,0,0,Null,Null
25782,25782,Null,0,0,Null,Null
25783,25783,Null,0,0,Null,Null
25784,25784,Null,0,0,Null,Null
25785,25785,Null,0,0,Null,Null
25786,25786,Null,0,0,Null,Null
25787,25787,Null,0,0,Null,Null
25788,25788,Null,0,0,Null,Null
25789,25789,Null,0,1,belediye bursu ,200
25790,25790,Null,0,0,Null,Null
25791,25791,Null,0,1,cagdas yasami destekleme dernegi,150
25792,25792,Null,0,1,kyk,400
25793,25793,Null,0,1,erzincanlilar vakfi,124
25794,25794,Null,0,0,Null,Null
25795,25795,Null,0,1,kyk,400
25796,25796,Null,0,0,Null,Null
25797,25797,Null,0,0,Null,Null
25798,25798,Null,0,0,Null,Null
25799,25799,Null,0,0,Null,Null
25800,25800,Null,0,0,Null,Null
25801,25801,Null,0,0,Null,Null
25802,25802,Null,0,0,Null,Null
25803,25803,Null,0,0,Null,Null
25804,25804,Null,0,0,Null,Null
25805,25805,Null,0,1,kyk,400
25806,25806,Null,0,0,Null,Null
25807,25807,Null,0,0,Null,Null
25808,25808,Null,0,0,Null,Null
25809,25809,Null,0,0,Null,Null
25810,25810,Null,0,0,Null,Null
25811,25811,Null,0,0,Null,Null
25812,25812,Null,0,0,Null,Null
25813,25813,Null,0,0,Null,Null
25814,25814,Null,0,1,ytb ,600
25815,25815,Null,0,1,koc,450
25816,25816,Null,0,1,"kyk,sabanci",700
25817,25817,Null,0,1,kredi yurtlar kurumu ,400
25818,25818,Null,0,1,kyk,400
25819,25819,Null,0,0,Null,Null
25820,25820,Null,0,0,Null,Null
25821,25821,Null,0,0,Null,Null
25822,25822,Null,0,0,Null,Null
25823,25823,Null,0,0,Null,Null
25824,25824,Null,0,0,Null,Null
25825,25825,Null,0,0,Null,Null
25826,25826,Null,0,0,Null,Null
25827,25827,Null,0,1,"bogazici universitesi, kyk",1550
25828,25828,Null,0,1,turk metal sendikasi,150
25829,25829,Null,0,0,Null,Null
25830,25830,Null,0,0,Null,Null
25831,25831,Null,0,0,Null,Null
25832,25832,Null,0,0,Null,Null
25833,25833,Null,0,0,Null,Null
25834,25834,Null,0,0,Null,Null
25835,25835,Null,0,0,Null,Null
25836,25836,Null,0,0,Null,Null
25837,25837,Null,0,0,Null,Null
25838,25838,Null,0,0,Null,Null
25839,25839,Null,0,1,kyk,400
25840,25840,Null,0,0,Null,Null
25841,25841,Null,0,1,kredi yurtlar k,400
25842,25842,Null,0,0,Null,Null
25843,25843,Null,0,0,Null,Null
25844,25844,Null,0,0,Null,Null
25845,25845,Null,0,0,Null,Null
25846,25846,Null,0,0,Null,Null
25847,25847,Null,0,0,Null,Null
25848,25848,Null,0,1,kyk,400
25849,25849,Null,0,0,Null,Null
25850,25850,Null,0,0,Null,Null
25851,25851,Null,0,0,Null,Null
25852,25852,Null,0,1,eroglu holding,175
25853,25853,Null,0,0,Null,Null
25854,25854,Null,0,0,Null,Null
25855,25855,Null,0,0,Null,Null
25856,25856,Null,0,0,Null,Null
25857,25857,Null,0,0,Null,Null
25858,25858,Null,0,0,Null,Null
25859,25859,Null,0,0,Null,Null
25860,25860,Null,0,0,Null,Null
25861,25861,Null,0,0,Null,Null
25862,25862,Null,0,0,Null,Null
25863,25863,Null,0,0,Null,Null
25864,25864,Null,0,1,devlet ,400
25865,25865,Null,0,0,Null,Null
25866,25866,Null,0,0,Null,Null
25867,25867,Null,0,0,Null,Null
25868,25868,Null,0,0,Null,Null
25869,25869,Null,0,0,Null,Null
25870,25870,Null,0,0,Null,Null
25871,25871,Null,0,0,Null,Null
25872,25872,Null,0,0,Null,Null
25873,25873,Null,0,0,Null,Null
25874,25874,Null,0,0,Null,Null
25875,25875,Null,0,0,Null,Null
25876,25876,Null,0,0,Null,Null
25877,25877,Null,0,0,Null,Null
25878,25878,Null,0,0,Null,Null
25879,25879,Null,0,1,turkiye engelliler spor ve egitim vakfi( % 50 gorme engelliyim),300
25880,25880,Null,0,0,Null,Null
25881,25881,Null,0,0,Null,Null
25882,25882,Null,0,0,Null,Null
25883,25883,Null,0,1,kyk /tugva(bunu lisedeki kardesim benim adima aliyor),400
25884,25884,Null,0,0,Null,Null
25885,25885,Null,0,1,kyk,400
25886,25886,Null,0,1,kyk,400
25887,25887,Null,0,0,Null,Null
25888,25888,Null,0,1,kyk,1200
25889,25889,Null,0,0,Null,Null
25890,25890,Null,0,0,Null,Null
25891,25891,Null,0,0,Null,Null
25892,25892,Null,0,0,Null,Null
25893,25893,Null,0,0,Null,Null
25894,25894,Null,0,0,Null,Null
25895,25895,Null,0,0,Null,Null
25896,25896,Null,0,0,Null,Null
25897,25897,Null,0,0,Null,Null
25898,25898,Null,0,0,Null,Null
25899,25899,Null,0,0,Null,Null
25900,25900,Null,0,0,Null,Null
25901,25901,Null,0,1,cagdas yasami destekleme dernegi,200
25902,25902,Null,0,0,Null,Null
25903,25903,Null,0,0,Null,Null
25904,25904,Null,0,0,Null,Null
25905,25905,Null,0,0,Null,Null
25906,25906,Null,0,0,Null,Null
25907,25907,Null,0,0,Null,Null
25908,25908,Null,0,0,Null,Null
25909,25909,Null,0,0,Null,Null
25910,25910,Null,0,1,basbakanlik,400
25911,25911,Null,0,1,tog,225
25912,25912,Null,0,0,Null,Null
25913,25913,Null,0,0,Null,Null
25914,25914,Null,0,1,turkiye kredi ve yurtlar kurumu,400
25915,25915,Null,0,1,kyk,400
25916,25916,Null,0,0,Null,Null
25917,25917,Null,0,1,kyk,400
25918,25918,Null,0,0,Null,Null
25919,25919,Null,0,0,Null,Null
25920,25920,Null,0,0,Null,Null
25921,25921,Null,0,1,kyk,400
25922,25922,Null,0,0,Null,Null
25923,25923,Null,0,0,Null,Null
25924,25924,Null,0,0,Null,Null
25925,25925,Null,0,0,Null,Null
25926,25926,Null,0,1,kyk,400
25927,25927,Null,0,0,Null,Null
25928,25928,Null,0,0,Null,Null
25929,25929,Null,0,0,Null,Null
25930,25930,Null,0,0,Null,Null
25931,25931,Null,0,0,Null,Null
25932,25932,Null,0,0,Null,Null
25933,25933,Null,0,0,Null,Null
25934,25934,Null,0,0,Null,Null
25935,25935,Null,0,0,Null,Null
25936,25936,Null,0,1,ronesans egitim vakfi,300
25937,25937,Null,0,0,Null,Null
25938,25938,Null,0,0,Null,Null
25939,25939,Null,0,0,Null,Null
25940,25940,Null,0,0,Null,Null
25941,25941,Null,0,0,Null,Null
25942,25942,Null,0,0,Null,Null
25943,25943,Null,0,0,Null,Null
25944,25944,Null,0,0,Null,Null
25945,25945,Null,0,1,ted,400
25946,25946,Null,0,0,Null,Null
25947,25947,Null,0,0,Null,Null
25948,25948,Null,0,0,Null,Null
25949,25949,Null,0,0,Null,Null
25950,25950,Null,0,0,Null,Null
25951,25951,Null,0,0,Null,Null
25952,25952,Null,0,0,Null,Null
25953,25953,Null,0,1,kyk,400
25954,25954,Null,0,0,Null,Null
25955,25955,Null,0,0,Null,Null
25956,25956,Null,0,0,Null,Null
25957,25957,Null,0,0,Null,Null
25958,25958,Null,0,1,omu vakfi,150
25959,25959,Null,0,1,buvak,400
25960,25960,Null,0,0,Null,Null
25961,25961,Null,0,0,Null,Null
25962,25962,Null,0,0,Null,Null
25963,25963,Null,0,0,Null,Null
25964,25964,Null,0,0,Null,Null
25965,25965,Null,0,0,Null,Null
25966,25966,Null,0,0,Null,Null
25967,25967,Null,0,0,Null,Null
25968,25968,Null,0,0,Null,Null
25969,25969,Null,0,0,Null,Null
25970,25970,Null,0,0,Null,Null
25971,25971,Null,0,0,Null,Null
25972,25972,Null,0,1,kyk burs,400
25973,25973,Null,0,0,Null,Null
25974,25974,Null,0,1,"akademik destek programi, kismi calisma bursu",320
25975,25975,Null,0,0,Null,Null
25976,25976,Null,0,1,besiktas belediyesi,250
25977,25977,Null,0,1,devlet bursu geri odemeli,400
25978,25978,Null,0,0,Null,Null
25979,25979,Null,0,1,kyk,400
25980,25980,Null,0,0,Null,Null
25981,25981,Null,0,0,Null,Null
25982,25982,Null,0,0,Null,Null
25983,25983,Null,0,0,Null,Null
25984,25984,Null,0,1,kyk,400
25985,25985,Null,0,0,Null,Null
25986,25986,Null,0,0,Null,Null
25987,25987,Null,0,0,Null,Null
25988,25988,Null,0,0,Null,Null
25989,25989,Null,0,0,Null,Null
25990,25990,Null,0,1,kyk* (girvak sartlarina uymadigi taktirde iptal ettirecegim.),400
25991,25991,Null,0,0,Null,Null
25992,25992,Null,0,0,Null,Null
25993,25993,Null,0,0,Null,Null
25994,25994,Null,0,0,Null,Null
25995,25995,Null,0,0,Null,Null
25996,25996,Null,0,0,Null,Null
25997,25997,Null,0,0,Null,Null
25998,25998,Null,0,0,Null,Null
25999,25999,Null,0,0,Null,Null
26000,26000,Null,0,1,kyk,400
26001,26001,Null,0,0,Null,Null
26002,26002,Null,0,0,Null,Null
26003,26003,Null,0,1,ozel kurum,150
26004,26004,Null,0,1,kyk,400
26005,26005,Null,0,0,Null,Null
26006,26006,Null,0,0,Null,Null
26007,26007,Null,0,0,Null,Null
26008,26008,Null,0,0,Null,Null
26009,26009,Null,0,0,Null,Null
26010,26010,Null,0,1,kyk,400
26011,26011,Null,0,0,Null,Null
26012,26012,Null,0,0,Null,Null
26013,26013,Null,0,0,Null,Null
26014,26014,Null,0,0,Null,Null
26015,26015,Null,0,0,Null,Null
26016,26016,Null,0,1,ronesans vakfi,300
26017,26017,Null,0,1,kyk,400
26018,26018,Null,0,0,Null,Null
26019,26019,Null,0,1,kyk,1200
26020,26020,Null,0,0,Null,Null
26021,26021,Null,0,0,Null,Null
26022,26022,Null,0,0,Null,Null
26023,26023,Null,0,0,Null,Null
26024,26024,Null,0,0,Null,Null
26025,26025,Null,0,0,Null,Null
26026,26026,Null,0,0,Null,Null
26027,26027,Null,0,1,abalioglu vakfi,250
26028,26028,Null,0,1,yapi kredi,200
26029,26029,Null,0,0,Null,Null
26030,26030,Null,0,0,Null,Null
26031,26031,Null,0,0,Null,Null
26032,26032,Null,0,1,itu - mezunlar,200
26033,26033,Null,0,0,Null,Null
26034,26034,Null,0,0,Null,Null
26035,26035,Null,0,0,Null,Null
26036,26036,Null,0,0,Null,Null
26037,26037,Null,0,0,Null,Null
26038,26038,Null,0,0,Null,Null
26039,26039,Null,0,0,Null,Null
26040,26040,Null,0,1,kyk,400
26041,26041,Null,0,1,kyk,400
26042,26042,Null,0,1,kyk,330
26043,26043,Null,0,1,celikel egitim vakfi,350
26044,26044,Null,0,0,Null,Null
26045,26045,Null,0,0,Null,Null
26046,26046,Null,0,0,Null,Null
26047,26047,Null,0,0,Null,Null
26048,26048,Null,0,0,Null,Null
26049,26049,Null,0,1,kahramanmaras esnaf ve sanatkarlar odasi,80
26050,26050,Null,0,0,Null,Null
26051,26051,Null,0,0,Null,Null
26052,26052,Null,0,0,Null,Null
26053,26053,Null,0,0,Null,Null
26054,26054,Null,0,0,Null,Null
26055,26055,Null,0,0,Null,Null
26056,26056,Null,0,1,kredi ve yurtlar kurumu geri odemeli bursu,400
26057,26057,Null,0,0,Null,Null
26058,26058,Null,0,0,Null,Null
26059,26059,Null,0,0,Null,Null
26060,26060,Null,0,0,Null,Null
26061,26061,Null,0,0,Null,Null
26062,26062,Null,0,0,Null,Null
26063,26063,Null,0,0,Null,Null
26064,26064,Null,0,0,Null,Null
26065,26065,Null,0,0,Null,Null
26066,26066,Null,0,0,Null,Null
26067,26067,Null,0,0,Null,Null
26068,26068,Null,0,0,Null,Null
26069,26069,Null,0,1,kyk,400
26070,26070,Null,0,0,Null,Null
26071,26071,Null,0,0,Null,Null
26072,26072,Null,0,1,gaziantepliler vakfi,200
26073,26073,Null,0,0,Null,Null
26074,26074,Null,0,1,universite,150
26075,26075,Null,0,0,Null,Null
26076,26076,Null,0,0,Null,Null
26077,26077,Null,0,1,ozel ,100
26078,26078,Null,0,0,Null,Null
26079,26079,Null,0,0,Null,Null
26080,26080,Null,0,1,kyk,400
26081,26081,Null,0,0,Null,Null
26082,26082,Null,0,0,Null,Null
26083,26083,Null,0,1,kyk,400
26084,26084,Null,0,1,istanbul odtu mezunlar dernegi,240
26085,26085,Null,0,1,haci omer sabanci vakfi,410
26086,26086,Null,0,0,Null,Null
26087,26087,Null,0,0,Null,Null
26088,26088,Null,0,0,Null,Null
26089,26089,Null,0,1,devlet tarafindan verilen ogrenim kredisi.,400
26090,26090,Null,0,0,Null,Null
26091,26091,Null,0,0,Null,Null
26092,26092,Null,0,0,Null,Null
26093,26093,Null,0,0,Null,Null
26094,26094,Null,0,0,Null,Null
26095,26095,Null,0,0,Null,Null
26096,26096,Null,0,0,Null,Null
26097,26097,Null,0,0,Null,Null
26098,26098,Null,0,0,Null,Null
26099,26099,Null,0,0,Null,Null
26100,26100,Null,0,0,Null,Null
26101,26101,Null,0,0,Null,Null
26102,26102,Null,0,0,Null,Null
26103,26103,Null,0,0,Null,Null
26104,26104,Null,0,0,Null,Null
26105,26105,Null,0,0,Null,Null
26106,26106,Null,0,0,Null,Null
26107,26107,Null,0,0,Null,Null
26108,26108,Null,0,0,Null,Null
26109,26109,Null,0,0,Null,Null
26110,26110,Null,0,1,sur yapi,225
26111,26111,Null,0,0,Null,Null
26112,26112,Null,0,0,Null,Null
26113,26113,Null,0,0,Null,Null
26114,26114,Null,0,1,kyk,400
26115,26115,Null,0,0,Null,Null
26116,26116,Null,0,0,Null,Null
26117,26117,Null,0,0,Null,Null
26118,26118,Null,0,0,Null,Null
26119,26119,Null,0,1,kyk,400
26120,26120,Null,0,1,devletten kredi,400
26121,26121,Null,0,0,Null,Null
26122,26122,Null,0,1,kyk,400
26123,26123,Null,0,0,Null,Null
26124,26124,Null,0,0,Null,Null
26125,26125,Null,0,1,kyk,400
26126,26126,Null,0,0,Null,Null
26127,26127,Null,0,0,Null,Null
26128,26128,Null,0,0,Null,Null
26129,26129,Null,0,0,Null,Null
26130,26130,Null,0,0,Null,Null
26131,26131,Null,0,0,Null,Null
26132,26132,Null,0,0,Null,Null
26133,26133,Null,0,0,Null,Null
26134,26134,Null,0,0,Null,Null
26135,26135,Null,0,1,kyk,400
26136,26136,Null,0,0,Null,Null
26137,26137,Null,0,1,sinpas holding,250
26138,26138,Null,0,1,kyk,400
26139,26139,Null,0,0,Null,Null
26140,26140,Null,0,0,Null,Null
26141,26141,Null,0,0,Null,Null
26142,26142,Null,0,0,Null,Null
26143,26143,Null,0,0,Null,Null
26144,26144,Null,0,0,Null,Null
26145,26145,Null,0,0,Null,Null
26146,26146,Null,0,0,Null,Null
26147,26147,Null,0,1,itu gelistirme vakfi,200
26148,26148,Null,0,1,kyk,350
26149,26149,Null,0,0,Null,Null
26150,26150,Null,0,0,Null,Null
26151,26151,Null,0,0,Null,Null
26152,26152,Null,0,1,kyk,400
26153,26153,Null,0,0,Null,Null
26154,26154,Null,0,0,Null,Null
26155,26155,Null,0,0,Null,Null
26156,26156,Null,0,1,tursab,250
26157,26157,Null,0,1,odtu gelistirme vakfi,115
26158,26158,Null,0,0,Null,Null
26159,26159,Null,0,0,Null,Null
26160,26160,Null,0,1,basbakanlik bursu,400
26161,26161,Null,0,1,devlet ,330
26162,26162,Null,0,0,Null,Null
26163,26163,Null,0,0,Null,Null
26164,26164,Null,0,1,cagdas yasami destekleme dernegi,200
26165,26165,Null,0,0,Null,Null
26166,26166,Null,0,0,Null,Null
26167,26167,Null,0,0,Null,Null
26168,26168,Null,0,0,Null,Null
26169,26169,Null,0,0,Null,Null
26170,26170,Null,0,0,Null,Null
26171,26171,Null,0,0,Null,Null
26172,26172,Null,0,0,Null,Null
26173,26173,Null,0,0,Null,Null
26174,26174,Null,0,0,Null,Null
26175,26175,Null,0,0,Null,Null
26176,26176,Null,0,1,devlet,400
26177,26177,Null,0,0,Null,Null
26178,26178,Null,0,0,Null,Null
26179,26179,Null,0,0,Null,Null
26180,26180,Null,0,0,Null,Null
26181,26181,Null,0,0,Null,Null
26182,26182,Null,0,0,Null,Null
26183,26183,Null,0,0,Null,Null
26184,26184,Null,0,0,Null,Null
26185,26185,Null,0,0,Null,Null
26186,26186,Null,0,1,kyk,400
26187,26187,Null,0,1,kyk,400
