index2,Universite Adi,Universite Turu
36615,dumlupinar universitesi,devlet
36616,ondokuz mayis universitesi,devlet
36617,marmara universitesi,devlet
36618,cumhuriyet universitesi,devlet
36619,orta dogu teknik universitesi,devlet
36620,inonu universitesi,devlet
36621,diger,devlet
36622,uludag universitesi,devlet
36623,bogazici universitesi,devlet
36624,istanbul universitesi,devlet
36625,adnan menderes universitesi,devlet
36626,istanbul medeniyet universitesi,devlet
36627,kadir has universitesi,ozel
36628,istanbul universitesi,devlet
36629,duzce universitesi,devlet
36630,agri ibrahim cecen universitesi,devlet
36631,ege universitesi,devlet
36632,bartin universitesi,devlet
36633,firat universitesi,devlet
36634,gaziantep universitesi,devlet
36635,gaziantep universitesi,devlet
36636,uludag universitesi,devlet
36637,istanbul teknik universitesi,devlet
36638,dokuz eylul universitesi,devlet
36639,yildiz teknik universitesi,devlet
36640,sakarya universitesi,devlet
36641,kahramanmaras sutcu imam,devlet
36642,trakya universitesi,devlet
36643,usak universitesi,devlet
36644,dokuz eylul universitesi,devlet
36645,dokuz eylul universitesi,devlet
36646,kirklareli universitesi,devlet
36647,marmara universitesi,devlet
36648,orta dogu teknik universitesi,devlet
36649,necmettin erbakan universitesi,devlet
36650,selcuk universitesi,devlet
36651,anadolu universitesi,devlet
36652,uludag universitesi,devlet
36653,ege universitesi,devlet
36654,gazi universitesi,devlet
36655,suleyman demirel universitesi,devlet
36656,uludag universitesi,devlet
36657,agri ibrahim cecen universitesi,devlet
36658,bulent ecevit universitesi,devlet
36659,marmara universitesi,devlet
36660,istanbul universitesi,devlet
36661,ondokuz mayis universitesi,devlet
36662,orta dogu teknik universitesi,devlet
36663,bogazici universitesi,devlet
36664,cukurova universitesi,devlet
36665,canakkale onsekiz mart,devlet
36666,karabuk universitesi,devlet
36667,ankara universitesi,devlet
36668,yildirim beyazit universitesi,devlet
36669,ufuk universitesi,ozel
36670,suleyman demirel universitesi,devlet
36671,afyon kocatepe universitesi,devlet
36672,selcuk universitesi,devlet
36673,selcuk universitesi,devlet
36674,orta dogu teknik universitesi,devlet
36675,istanbul universitesi,devlet
36676,bulent ecevit universitesi,devlet
36677,sakarya universitesi,devlet
36678,istanbul teknik universitesi,devlet
36679,balikesir universitesi,devlet
36680,cumhuriyet universitesi,devlet
36681,duzce universitesi,devlet
36682,kastamonu universitesi,devlet
36683,mehmet akif ersoy universitesi,devlet
36684,suleyman demirel universitesi,devlet
36685,kirikkale universitesi,devlet
36686,istanbul universitesi,devlet
36687,erciyes universitesi,devlet
36688,gazi universitesi,devlet
36689,kocaeli universitesi,devlet
36690,izmir katip celebi universitesi,devlet
36691,canakkale onsekiz mart,devlet
36692,ondokuz mayis universitesi,devlet
36693,aksaray universitesi,devlet
36694,erciyes universitesi,devlet
36695,trakya universitesi,devlet
36696,ege universitesi,devlet
36697,beykent universitesi,ozel
36698,sakarya universitesi,devlet
36699,cumhuriyet universitesi,devlet
36700,istanbul teknik universitesi,devlet
36701,yildirim beyazit universitesi,devlet
36702,marmara universitesi,devlet
36703,ondokuz mayis universitesi,devlet
36704,karabuk universitesi,devlet
36705,istanbul teknik universitesi,devlet
36706,eskisehir osmangazi universitesi,devlet
36707,suleyman demirel universitesi,devlet
36708,anadolu universitesi,devlet
36709,erciyes universitesi,devlet
36710,gaziosmanpasa universitesi,devlet
36711,celal bayar universitesi,devlet
36712,balikesir universitesi,devlet
36713,inonu universitesi,devlet
36714,cukurova universitesi,devlet
36715,yildirim beyazit universitesi,devlet
36716,duzce universitesi,devlet
36717,bozok universitesi,devlet
36718,marmara universitesi,devlet
36719,agri ibrahim cecen universitesi,devlet
36720,ahi evran universitesi,devlet
36721,gazi universitesi,devlet
36722,aksaray universitesi,devlet
36723,usak universitesi,devlet
36724,marmara universitesi,devlet
36725,yildiz teknik universitesi,devlet
36726,istanbul universitesi,devlet
36727,gazi universitesi,devlet
36728,bogazici universitesi,devlet
36729,karadeniz teknik universitesi,devlet
36730,istanbul universitesi,devlet
36731,diger,devlet
36732,ondokuz mayis universitesi,devlet
36733,ege universitesi,devlet
36734,diger,devlet
36735,orta dogu teknik universitesi,devlet
36736,istanbul universitesi,devlet
36737,kastamonu universitesi,devlet
36738,kastamonu universitesi,devlet
36739,cumhuriyet universitesi,devlet
36740,marmara universitesi,devlet
36741,orta dogu teknik universitesi,devlet
36742,bogazici universitesi,devlet
36743,istanbul teknik universitesi,devlet
36744,sakarya universitesi,devlet
36745,orta dogu teknik universitesi,devlet
36746,uludag universitesi,devlet
36747,mehmet akif ersoy universitesi,devlet
36748,istanbul teknik universitesi,devlet
36749,balikesir universitesi,devlet
36750,bogazici universitesi,devlet
36751,amasya universitesi,devlet
36752,kocaeli universitesi,devlet
36753,afyon kocatepe universitesi,devlet
36754,istanbul universitesi,devlet
36755,dokuz eylul universitesi,devlet
36756,balikesir universitesi,devlet
36757,mersin universitesi,devlet
36758,kocaeli universitesi,devlet
36759,yildiz teknik universitesi,devlet
36760,istanbul teknik universitesi,devlet
36761,ankara universitesi,devlet
36762,yildiz teknik universitesi,devlet
36763,cumhuriyet universitesi,devlet
36764,marmara universitesi,devlet
36765,sakarya universitesi,devlet
36766,istanbul universitesi,devlet
36767,istanbul universitesi,devlet
36768,eskisehir osmangazi universitesi,devlet
36769,akdeniz universitesi,devlet
36770,bogazici universitesi,devlet
36771,trakya universitesi,devlet
36772,dumlupinar universitesi,devlet
36773,mersin universitesi,devlet
36774,turgut ozal universitesi,devlet
36775,pamukkale universitesi,devlet
36776,pamukkale universitesi,devlet
36777,inonu universitesi,devlet
36778,marmara universitesi,devlet
36779,selcuk universitesi,devlet
36780,dokuz eylul universitesi,devlet
36781,yildirim beyazit universitesi,devlet
36782,sakarya universitesi,devlet
36783,akdeniz universitesi,ozel
36784,orta dogu teknik universitesi,devlet
36785,istanbul universitesi,devlet
36786,yildirim beyazit universitesi,devlet
36787,dokuz eylul universitesi,devlet
36788,yildiz teknik universitesi,devlet
36789,kocaeli universitesi,devlet
36790,uludag universitesi,devlet
36791,firat universitesi,devlet
36792,anadolu universitesi,devlet
36793,cumhuriyet universitesi,devlet
36794,istanbul universitesi,devlet
36795,hacettepe universitesi,devlet
36796,istanbul medeniyet universitesi,devlet
36797,firat universitesi,devlet
36798,kocaeli universitesi,devlet
36799,inonu universitesi,devlet
36800,istanbul teknik universitesi,devlet
36801,hacettepe universitesi,devlet
36802,izmir katip celebi universitesi,devlet
36803,afyon kocatepe universitesi,devlet
36804,orta dogu teknik universitesi,devlet
36805,kocaeli universitesi,devlet
36806,kirklareli universitesi,devlet
36807,ege universitesi,devlet
36808,kocaeli universitesi,devlet
36809,ege universitesi,devlet
36810,suleyman demirel universitesi,devlet
36811,ankara universitesi,devlet
36812,ankara universitesi,devlet
36813,marmara universitesi,devlet
36814,istanbul teknik universitesi,devlet
36815,firat universitesi,devlet
36816,kahramanmaras sutcu imam,devlet
36817,kocaeli universitesi,devlet
36818,firat universitesi,devlet
36819,mehmet akif ersoy universitesi,devlet
36820,abant izzet baysal universitesi,devlet
36821,suleyman demirel universitesi,devlet
36822,turk-alman universitesi,devlet
36823,gaziosmanpasa universitesi,ozel
36824,cumhuriyet universitesi,devlet
36825,yildiz teknik universitesi,devlet
36826,nuh naci yazgan universitesi,ozel
36827,hacettepe universitesi,devlet
36828,suleyman demirel universitesi,devlet
36829,selcuk universitesi,devlet
36830,trakya universitesi,devlet
36831,kirikkale universitesi,devlet
36832,istanbul teknik universitesi,devlet
36833,afyon kocatepe universitesi,devlet
36834,suleyman demirel universitesi,devlet
36835,hacettepe universitesi,devlet
36836,gebze yuksek teknoloji enstitusu,devlet
36837,canakkale onsekiz mart,devlet
36838,mehmet akif ersoy universitesi,devlet
36839,akdeniz universitesi,devlet
36840,istanbul teknik universitesi,devlet
36841,hacettepe universitesi,devlet
36842,kirikkale universitesi,devlet
36843,hitit universitesi,devlet
36844,istanbul teknik universitesi,devlet
36845,adana bilim ve teknoloji,devlet
36846,hakkari universitesi,devlet
36847,kirgizistan-turkiye manas,devlet
36848,kirikkale universitesi,devlet
36849,karadeniz teknik universitesi,devlet
36850,ege universitesi,devlet
36851,yildiz teknik universitesi,devlet
36852,bulent ecevit universitesi,devlet
36853,marmara universitesi,devlet
36854,karadeniz teknik universitesi,devlet
36855,canakkale onsekiz mart,devlet
36856,gaziosmanpasa universitesi,devlet
36857,anadolu universitesi,devlet
36858,ege universitesi,devlet
36859,gazi universitesi,devlet
36860,hacettepe universitesi,devlet
36861,firat universitesi,devlet
36862,erciyes universitesi,devlet
36863,orta dogu teknik universitesi,devlet
36864,gazi universitesi,devlet
36865,selcuk universitesi,devlet
36866,bogazici universitesi,devlet
36867,adnan menderes universitesi,devlet
36868,ondokuz mayis universitesi,devlet
36869,mustafa kemal universitesi,devlet
36870,ataturk universitesi,devlet
36871,istanbul universitesi,devlet
36872,akdeniz universitesi,devlet
36873,anadolu universitesi,devlet
36874,trakya universitesi,devlet
36875,ege universitesi,devlet
36876,eskisehir osmangazi universitesi,devlet
36877,gazi universitesi,devlet
36878,eskisehir osmangazi universitesi,devlet
36879,cukurova universitesi,devlet
36880,istanbul universitesi,devlet
36881,istanbul medeniyet universitesi,devlet
36882,kirikkale universitesi,devlet
36883,kirklareli universitesi,devlet
36884,mersin universitesi,devlet
36885,celal bayar universitesi,devlet
36886,gazi universitesi,devlet
36887,ankara universitesi,devlet
36888,karamanoglu mehmetbey,devlet
36889,ondokuz mayis universitesi,devlet
36890,selcuk universitesi,devlet
36891,afyon kocatepe universitesi,devlet
36892,anadolu universitesi,devlet
36893,abant izzet baysal universitesi,devlet
36894,kahramanmaras sutcu imam,devlet
36895,bulent ecevit universitesi,devlet
36896,ege universitesi,devlet
36897,kirikkale universitesi,devlet
36898,mugla sitki kocman universitesi,devlet
36899,karadeniz teknik universitesi,devlet
36900,gaziantep universitesi,devlet
36901,istanbul medeniyet universitesi,devlet
36902,sakarya universitesi,devlet
36903,marmara universitesi,devlet
36904,mersin universitesi,devlet
36905,yildiz teknik universitesi,devlet
36906,gaziosmanpasa universitesi,devlet
36907,istanbul universitesi,devlet
36908,abdullah gul universitesi,devlet
36909,yildiz teknik universitesi,devlet
36910,abant izzet baysal universitesi,devlet
36911,gaziosmanpasa universitesi,devlet
36912,erciyes universitesi,devlet
36913,sirnak universitesi,devlet
36914,istanbul medeniyet universitesi,devlet
36915,marmara universitesi,devlet
36916,selcuk universitesi,devlet
36917,selcuk universitesi,devlet
36918,suleyman demirel universitesi,devlet
36919,adnan menderes universitesi,devlet
36920,ankara universitesi,devlet
36921,gazi universitesi,devlet
36922,nigde universitesi,devlet
36923,istanbul universitesi,devlet
36924,istanbul universitesi,devlet
36925,celal bayar universitesi,devlet
36926,dokuz eylul universitesi,devlet
36927,dokuz eylul universitesi,devlet
36928,eskisehir osmangazi universitesi,devlet
36929,ankara universitesi,devlet
36930,bozok universitesi,devlet
36931,pamukkale universitesi,devlet
36932,adnan menderes universitesi,devlet
36933,sakarya universitesi,devlet
36934,suleyman demirel universitesi,devlet
36935,abant izzet baysal universitesi,devlet
36936,cukurova universitesi,devlet
36937,batman universitesi,devlet
36938,firat universitesi,devlet
36939,karadeniz teknik universitesi,devlet
36940,istanbul teknik universitesi,devlet
36941,selcuk universitesi,devlet
36942,hitit universitesi,devlet
36943,ankara universitesi,devlet
36944,ondokuz mayis universitesi,devlet
36945,karadeniz teknik universitesi,devlet
36946,bayburt universitesi,devlet
36947,yeditepe universitesi,ozel
36948,yuzuncu yil universitesi,devlet
36949,adnan menderes universitesi,devlet
36950,ege universitesi,devlet
36951,cumhuriyet universitesi,devlet
36952,sinop universitesi,devlet
36953,marmara universitesi,devlet
36954,gazi universitesi,devlet
36955,ordu universitesi,devlet
36956,ondokuz mayis universitesi,devlet
36957,namik kemal universitesi,devlet
36958,marmara universitesi,devlet
36959,trakya universitesi,devlet
36960,trakya universitesi,devlet
36961,yildiz teknik universitesi,devlet
36962,mugla sitki kocman universitesi,devlet
36963,yildiz teknik universitesi,devlet
36964,dumlupinar universitesi,devlet
36965,adnan menderes universitesi,devlet
36966,istanbul universitesi,devlet
36967,istanbul universitesi,devlet
36968,bogazici universitesi,devlet
36969,kirikkale universitesi,devlet
36970,kirikkale universitesi,devlet
36971,gaziantep universitesi,devlet
36972,bogazici universitesi,devlet
36973,bulent ecevit universitesi,devlet
36974,istanbul universitesi,devlet
36975,kocaeli universitesi,devlet
36976,anadolu universitesi,devlet
36977,istanbul teknik universitesi,devlet
36978,ihsan dogramaci bilkent,ozel
36979,duzce universitesi,devlet
36980,hacettepe universitesi,devlet
36981,diger,ozel
36982,giresun universitesi,devlet
36983,diger,devlet
36984,istanbul teknik universitesi,devlet
36985,kahramanmaras sutcu imam,devlet
36986,orta dogu teknik universitesi,devlet
36987,ankara universitesi,devlet
36988,eskisehir osmangazi universitesi,devlet
36989,kirikkale universitesi,devlet
36990,dicle universitesi,devlet
36991,anadolu universitesi,devlet
36992,istanbul universitesi,devlet
36993,yildiz teknik universitesi,devlet
36994,istanbul teknik universitesi,devlet
36995,istanbul teknik universitesi,devlet
36996,artvin coruh universitesi,devlet
36997,gebze yuksek teknoloji enstitusu,devlet
36998,gebze yuksek teknoloji enstitusu,devlet
36999,karabuk universitesi,devlet
37000,yildiz teknik universitesi,devlet
37001,kocaeli universitesi,devlet
37002,anadolu universitesi,devlet
37003,uludag universitesi,devlet
37004,namik kemal universitesi,devlet
37005,anadolu universitesi,devlet
37006,ankara universitesi,devlet
37007,dumlupinar universitesi,devlet
37008,kocaeli universitesi,devlet
37009,mardin artuklu universitesi,devlet
37010,karadeniz teknik universitesi,devlet
37011,mugla sitki kocman universitesi,devlet
37012,kilis 7 aralik universitesi,devlet
37013,yildiz teknik universitesi,devlet
37014,amasya universitesi,devlet
37015,celal bayar universitesi,devlet
37016,gazi universitesi,devlet
37017,istanbul universitesi,devlet
37018,kocaeli universitesi,devlet
37019,yalova universitesi,devlet
37020,selcuk universitesi,devlet
37021,istanbul universitesi,devlet
37022,izmir katip celebi universitesi,devlet
37023,yuzuncu yil universitesi,devlet
37024,adnan menderes universitesi,devlet
37025,istanbul universitesi,devlet
37026,akdeniz universitesi,devlet
37027,adnan menderes universitesi,devlet
37028,dumlupinar universitesi,devlet
37029,gazi universitesi,devlet
37030,cukurova universitesi,devlet
37031,izmir ekonomi universitesi,ozel
37032,kirikkale universitesi,devlet
37033,balikesir universitesi,devlet
37034,hacettepe universitesi,devlet
37035,sirnak universitesi,devlet
37036,dokuz eylul universitesi,devlet
37037,sakarya universitesi,devlet
37038,selcuk universitesi,devlet
37039,uludag universitesi,devlet
37040,adnan menderes universitesi,devlet
37041,ankara universitesi,devlet
37042,ege universitesi,devlet
37043,marmara universitesi,devlet
37044,bogazici universitesi,devlet
37045,diger,ozel
37046,bartin universitesi,devlet
37047,yildiz teknik universitesi,devlet
37048,hacettepe universitesi,devlet
37049,cukurova universitesi,devlet
37050,inonu universitesi,devlet
37051,usak universitesi,devlet
37052,cukurova universitesi,devlet
37053,anadolu universitesi,devlet
37054,bogazici universitesi,devlet
37055,ege universitesi,devlet
37056,bulent ecevit universitesi,devlet
37057,bogazici universitesi,devlet
37058,istanbul universitesi,devlet
37059,cukurova universitesi,devlet
37060,batman universitesi,devlet
37061,kocaeli universitesi,devlet
37062,ataturk universitesi,devlet
37063,ankara sosyal bilimler,devlet
37064,orta dogu teknik universitesi,devlet
37065,sakarya universitesi,devlet
37066,duzce universitesi,devlet
37067,dokuz eylul universitesi,devlet
37068,yildiz teknik universitesi,devlet
37069,marmara universitesi,devlet
37070,yildiz teknik universitesi,devlet
37071,mersin universitesi,devlet
37072,diger,devlet
37073,gebze yuksek teknoloji enstitusu,devlet
37074,orta dogu teknik universitesi,devlet
37075,inonu universitesi,devlet
37076,istanbul medeniyet universitesi,devlet
37077,gazi universitesi,devlet
37078,istanbul universitesi,devlet
37079,nigde universitesi,devlet
37080,istanbul universitesi,devlet
37081,istanbul universitesi,devlet
37082,gazi universitesi,devlet
37083,istanbul medeniyet universitesi,devlet
37084,izmir katip celebi universitesi,devlet
37085,kirikkale universitesi,devlet
37086,ataturk universitesi,devlet
37087,trakya universitesi,devlet
37088,anadolu universitesi,devlet
37089,bogazici universitesi,devlet
37090,suleyman demirel universitesi,devlet
37091,dokuz eylul universitesi,devlet
37092,ihsan dogramaci bilkent,ozel
37093,kocaeli universitesi,devlet
37094,karadeniz teknik universitesi,devlet
37095,balikesir universitesi,devlet
37096,dokuz eylul universitesi,devlet
37097,yildirim beyazit universitesi,devlet
37098,marmara universitesi,devlet
37099,ahi evran universitesi,devlet
37100,istanbul teknik universitesi,devlet
37101,ankara universitesi,devlet
37102,erciyes universitesi,devlet
37103,selcuk universitesi,devlet
37104,istanbul teknik universitesi,devlet
37105,diger,devlet
37106,yildiz teknik universitesi,devlet
37107,cankiri karatekin universitesi,devlet
37108,marmara universitesi,devlet
37109,hacettepe universitesi,devlet
37110,ondokuz mayis universitesi,devlet
37111,orta dogu teknik universitesi,devlet
37112,necmettin erbakan universitesi,devlet
37113,bogazici universitesi,devlet
37114,ataturk universitesi,devlet
37115,kirikkale universitesi,devlet
37116,akdeniz universitesi,devlet
37117,mugla sitki kocman universitesi,devlet
37118,gebze yuksek teknoloji enstitusu,devlet
37119,marmara universitesi,devlet
37120,duzce universitesi,devlet
37121,ankara universitesi,devlet
37122,yalova universitesi,devlet
37123,canakkale onsekiz mart,devlet
37124,diger,devlet
37125,akdeniz universitesi,devlet
37126,trakya universitesi,devlet
37127,mehmet akif ersoy universitesi,ozel
37128,necmettin erbakan universitesi,devlet
37129,duzce universitesi,devlet
37130,gaziantep universitesi,devlet
37131,kocaeli universitesi,devlet
37132,ankara universitesi,devlet
37133,yuzuncu yil universitesi,devlet
37134,selcuk universitesi,devlet
37135,istanbul bilgi universitesi,ozel
37136,giresun universitesi,devlet
37137,sakarya universitesi,devlet
37138,suleyman demirel universitesi,devlet
37139,bulent ecevit universitesi,devlet
37140,firat universitesi,devlet
37141,ondokuz mayis universitesi,devlet
37142,uludag universitesi,devlet
37143,mus alparslan universitesi,devlet
37144,erzincan universitesi,devlet
37145,mardin artuklu universitesi,devlet
37146,bogazici universitesi,devlet
37147,ankara universitesi,devlet
37148,istanbul teknik universitesi,devlet
37149,sakarya universitesi,devlet
37150,ankara universitesi,devlet
37151,marmara universitesi,devlet
37152,ege universitesi,devlet
37153,izmir universitesi,devlet
37154,celal bayar universitesi,devlet
37155,trakya universitesi,devlet
37156,erciyes universitesi,devlet
37157,mehmet akif ersoy universitesi,devlet
37158,yuzuncu yil universitesi,devlet
37159,afyon kocatepe universitesi,devlet
37160,yildiz teknik universitesi,devlet
37161,suleyman demirel universitesi,devlet
37162,dokuz eylul universitesi,devlet
37163,usak universitesi,devlet
37164,gebze yuksek teknoloji enstitusu,devlet
37165,ankara universitesi,devlet
37166,balikesir universitesi,devlet
37167,ihsan dogramaci bilkent,ozel
37168,cukurova universitesi,devlet
37169,"harp akademileri (kara, deniz,",devlet
37170,izmir katip celebi universitesi,devlet
37171,izmir yuksek teknoloji enstitusu,devlet
37172,ege universitesi,devlet
37173,izmir ekonomi universitesi,ozel
37174,karabuk universitesi,devlet
37175,kirikkale universitesi,devlet
37176,ege universitesi,devlet
37177,mehmet akif ersoy universitesi,devlet
37178,istanbul universitesi,devlet
37179,batman universitesi,devlet
37180,hacettepe universitesi,devlet
37181,ataturk universitesi,devlet
37182,mugla sitki kocman universitesi,devlet
37183,ataturk universitesi,devlet
37184,yildiz teknik universitesi,devlet
37185,gaziantep universitesi,devlet
37186,diger,devlet
37187,dokuz eylul universitesi,devlet
37188,necmettin erbakan universitesi,devlet
37189,bulent ecevit universitesi,devlet
37190,hitit universitesi,devlet
37191,dokuz eylul universitesi,devlet
37192,gebze yuksek teknoloji enstitusu,devlet
37193,mersin universitesi,devlet
37194,yildiz teknik universitesi,devlet
37195,izmir katip celebi universitesi,devlet
37196,hacettepe universitesi,devlet
37197,bozok universitesi,devlet
37198,trakya universitesi,devlet
37199,dokuz eylul universitesi,devlet
37200,dokuz eylul universitesi,devlet
37201,hacettepe universitesi,devlet
37202,necmettin erbakan universitesi,devlet
37203,igdir universitesi,ozel
37204,mus alparslan universitesi,devlet
37205,ankara universitesi,devlet
37206,mugla sitki kocman universitesi,devlet
37207,istanbul teknik universitesi,devlet
37208,abant izzet baysal universitesi,devlet
37209,gazi universitesi,devlet
37210,ataturk universitesi,devlet
37211,izmir ekonomi universitesi,ozel
37212,ankara universitesi,devlet
37213,istanbul universitesi,devlet
37214,ankara universitesi,devlet
37215,ondokuz mayis universitesi,devlet
37216,dicle universitesi,devlet
37217,hacettepe universitesi,devlet
37218,afyon kocatepe universitesi,devlet
37219,gebze yuksek teknoloji enstitusu,devlet
37220,ondokuz mayis universitesi,devlet
37221,karadeniz teknik universitesi,devlet
37222,celal bayar universitesi,devlet
37223,marmara universitesi,devlet
37224,yildiz teknik universitesi,devlet
37225,usak universitesi,devlet
37226,istanbul universitesi,devlet
37227,hacettepe universitesi,devlet
37228,sakarya universitesi,devlet
37229,bayburt universitesi,devlet
37230,istanbul bilgi universitesi,ozel
37231,istanbul teknik universitesi,devlet
37232,orta dogu teknik universitesi,devlet
37233,ankara universitesi,devlet
37234,dumlupinar universitesi,devlet
37235,anadolu universitesi,devlet
37236,toros universitesi,ozel
37237,suleyman demirel universitesi,devlet
37238,hacettepe universitesi,devlet
37239,izmir yuksek teknoloji enstitusu,devlet
37240,ankara universitesi,devlet
37241,orta dogu teknik universitesi,devlet
37242,anadolu universitesi,devlet
37243,akdeniz universitesi,devlet
37244,nevsehir haci bektas veli,devlet
37245,gaziosmanpasa universitesi,devlet
37246,trakya universitesi,devlet
37247,ankara universitesi,devlet
37248,mimar sinan guzel sanatlar,devlet
37249,ankara universitesi,devlet
37250,eskisehir osmangazi universitesi,devlet
37251,kafkas universitesi,devlet
37252,mustafa kemal universitesi,devlet
37253,celal bayar universitesi,devlet
37254,istanbul universitesi,devlet
37255,marmara universitesi,devlet
37256,cukurova universitesi,devlet
37257,mimar sinan guzel sanatlar,devlet
37258,yildiz teknik universitesi,devlet
37259,gaziantep universitesi,devlet
37260,istanbul medeniyet universitesi,devlet
37261,firat universitesi,devlet
37262,istanbul universitesi,devlet
37263,suleyman demirel universitesi,devlet
37264,yildiz teknik universitesi,devlet
37265,adiyaman universitesi,devlet
37266,istanbul universitesi,devlet
37267,orta dogu teknik universitesi,devlet
37268,namik kemal universitesi,devlet
37269,eskisehir osmangazi universitesi,devlet
37270,dokuz eylul universitesi,devlet
37271,pamukkale universitesi,devlet
37272,ankara universitesi,devlet
37273,kafkas universitesi,devlet
37274,ege universitesi,devlet
37275,sinop universitesi,devlet
37276,istanbul universitesi,devlet
37277,balikesir universitesi,devlet
37278,dokuz eylul universitesi,devlet
37279,inonu universitesi,devlet
37280,mustafa kemal universitesi,devlet
37281,gazi universitesi,devlet
37282,gebze yuksek teknoloji enstitusu,devlet
37283,izmir katip celebi universitesi,devlet
37284,bulent ecevit universitesi,devlet
37285,agri ibrahim cecen universitesi,devlet
37286,istanbul universitesi,devlet
37287,orta dogu teknik universitesi,devlet
37288,marmara universitesi,devlet
37289,anadolu universitesi,devlet
37290,istanbul universitesi,devlet
37291,kocaeli universitesi,devlet
37292,mersin universitesi,devlet
37293,cumhuriyet universitesi,devlet
37294,diger,devlet
37295,baskent universitesi,ozel
37296,istanbul medeniyet universitesi,devlet
37297,ondokuz mayis universitesi,devlet
37298,istanbul universitesi,devlet
37299,diger,devlet
37300,canakkale onsekiz mart,devlet
37301,gazi universitesi,devlet
37302,ordu universitesi,devlet
37303,cumhuriyet universitesi,devlet
37304,uludag universitesi,devlet
37305,dumlupinar universitesi,devlet
37306,gebze yuksek teknoloji enstitusu,devlet
37307,cukurova universitesi,devlet
37308,selcuk universitesi,devlet
37309,akdeniz universitesi,devlet
37310,marmara universitesi,devlet
37311,mugla sitki kocman universitesi,devlet
37312,erciyes universitesi,devlet
37313,afyon kocatepe universitesi,devlet
37314,gaziantep universitesi,devlet
37315,anadolu universitesi,devlet
37316,marmara universitesi,devlet
37317,ankara universitesi,devlet
37318,okan universitesi,ozel
37319,uludag universitesi,devlet
37320,ahi evran universitesi,devlet
37321,karabuk universitesi,devlet
37322,amasya universitesi,devlet
37323,bayburt universitesi,devlet
37324,diger,devlet
37325,kocaeli universitesi,devlet
37326,yildiz teknik universitesi,devlet
37327,dokuz eylul universitesi,devlet
37328,diger,devlet
37329,cukurova universitesi,devlet
37330,trakya universitesi,devlet
37331,anadolu universitesi,devlet
37332,bayburt universitesi,devlet
37333,yildiz teknik universitesi,devlet
37334,yildiz teknik universitesi,devlet
37335,istanbul teknik universitesi,devlet
37336,akdeniz universitesi,devlet
37337,akdeniz universitesi,devlet
37338,karadeniz teknik universitesi,devlet
37339,istanbul teknik universitesi,devlet
37340,istanbul teknik universitesi,devlet
37341,baskent universitesi,ozel
37342,yasar universitesi,ozel
37343,adnan menderes universitesi,devlet
37344,pamukkale universitesi,devlet
37345,yildiz teknik universitesi,devlet
37346,anadolu universitesi,devlet
37347,nevsehir haci bektas veli,ozel
37348,istanbul teknik universitesi,devlet
37349,dokuz eylul universitesi,devlet
37350,yildiz teknik universitesi,devlet
37351,gazi universitesi,devlet
37352,marmara universitesi,devlet
37353,uludag universitesi,devlet
37354,bogazici universitesi,devlet
37355,ege universitesi,devlet
37356,istanbul universitesi,devlet
37357,istanbul teknik universitesi,devlet
37358,bogazici universitesi,devlet
37359,ataturk universitesi,devlet
37360,hacettepe universitesi,devlet
37361,nigde universitesi,devlet
37362,celal bayar universitesi,devlet
37363,istanbul universitesi,devlet
37364,marmara universitesi,devlet
37365,yildiz teknik universitesi,devlet
37366,uludag universitesi,devlet
37367,bogazici universitesi,devlet
37368,marmara universitesi,devlet
37369,gaziosmanpasa universitesi,devlet
37370,dokuz eylul universitesi,devlet
37371,selcuk universitesi,devlet
37372,gazi universitesi,devlet
37373,sakarya universitesi,devlet
37374,kastamonu universitesi,devlet
37375,bayburt universitesi,devlet
37376,ankara universitesi,devlet
37377,diger,devlet
37378,ankara universitesi,devlet
37379,marmara universitesi,devlet
37380,istanbul universitesi,devlet
37381,orta dogu teknik universitesi,devlet
37382,bayburt universitesi,devlet
37383,akdeniz universitesi,devlet
37384,kocaeli universitesi,devlet
37385,gazi universitesi,devlet
37386,erzincan universitesi,devlet
37387,gazi universitesi,devlet
37388,gazi universitesi,devlet
37389,bozok universitesi,Null
37390,duzce universitesi,devlet
37391,gazi universitesi,devlet
37392,istanbul teknik universitesi,devlet
37393,gebze yuksek teknoloji enstitusu,devlet
37394,agri ibrahim cecen universitesi,devlet
37395,firat universitesi,devlet
37396,nevsehir haci bektas veli,devlet
37397,istanbul kultur universitesi,ozel
37398,ataturk universitesi,devlet
37399,istanbul teknik universitesi,devlet
37400,hacettepe universitesi,devlet
37401,mersin universitesi,devlet
37402,orta dogu teknik universitesi,devlet
37403,marmara universitesi,devlet
37404,ihsan dogramaci bilkent,ozel
37405,istanbul teknik universitesi,devlet
37406,bogazici universitesi,devlet
37407,yildiz teknik universitesi,devlet
37408,orta dogu teknik universitesi,devlet
37409,ihsan dogramaci bilkent,ozel
37410,orta dogu teknik universitesi,devlet
37411,orta dogu teknik universitesi,devlet
37412,marmara universitesi,devlet
37413,yeditepe universitesi,ozel
37414,istanbul universitesi,devlet
37415,kocaeli universitesi,devlet
37416,hasan kalyoncu universitesi,ozel
37417,celal bayar universitesi,devlet
37418,girne amerikan universitesi,ozel
37419,yildirim beyazit universitesi,devlet
37420,dokuz eylul universitesi,devlet
37421,trakya universitesi,devlet
37422,yildiz teknik universitesi,devlet
37423,ondokuz mayis universitesi,devlet
