Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
ilkokul,hayir,,ilkokul,emekli,,1.0
ilkokul,hayir,,ortaokul,emekli,,4.0
lise,hayir,,universite,evet,diger,1.0
lise,hayir,,lise,emekli,,1.0
lise,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,lise,emekli,,5.0
ilkokul,hayir,,egitimi yok,evet,ozel sektor,3.0
universite,hayir,,universite,evet,kamu,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
egitimi yok,hayir,,ilkokul,evet,diger,1.0
universite,evet,kamu,universite,emekli,,4.0
ortaokul,hayir,,ortaokul,emekli,,2.0
ortaokul,hayir,,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,,ilkokul,emekli,,1.0
lise,hayir,,universite,evet,diger,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
lise,hayir,,lise,evet,ozel sektor,1.0
egitimi yok,hayir,,lise,evet,ozel sektor,2.0
lise,evet,ozel sektor,egitimi yok,evet,diger,2.0
lise,evet,diger,universite,evet,kamu,1.0
lise,hayir,,universite,emekli,,5.0
egitimi yok,hayir,,ilkokul,evet,diger,2.0
lise,emekli,,ortaokul,emekli,,2.0
universite,evet,kamu,ortaokul,evet,ozel sektor,1.0
universite,evet,ozel sektor,universite,evet,ozel sektor,0.0
universite,evet,ozel sektor,universite,evet,ozel sektor,0.0
universite,evet,ozel sektor,lise,evet,diger,3.0
universite,emekli,,universite,evet,kamu,1.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
lise,hayir,,universite,evet,kamu,2.0
ortaokul,emekli,,,,,2.0
universite,evet,kamu,universite,emekli,,1.0
lise,evet,ozel sektor,ilkokul,hayir,,3.0
universite,evet,kamu,doktora,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,,ilkokul,emekli,,5.0
ortaokul,hayir,,lise,evet,kamu,1.0
ilkokul,hayir,,lise,emekli,,3.0
universite,hayir,,doktora,evet,kamu,1.0
lise,hayir,,universite,evet,kamu,1.0
egitimi yok,hayir,,egitimi yok,emekli,,5.0
universite,hayir,,universite,evet,ozel sektor,2.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
universite,emekli,,universite,emekli,,1.0
ilkokul,hayir,,ortaokul,emekli,,3.0
lise,evet,ozel sektor,universite,evet,kamu,0.0
universite,evet,ozel sektor,universite,evet,kamu,1.0
ilkokul,hayir,,lise,hayir,,2.0
ilkokul,hayir,,lise,hayir,,5.0
ilkokul,hayir,,ilkokul,emekli,,3.0
ilkokul,hayir,,ilkokul,evet,diger,4.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
ilkokul,hayir,,ortaokul,emekli,,2.0
ortaokul,hayir,,universite,evet,kamu,1.0
ortaokul,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,,universite,evet,ozel sektor,2.0
ortaokul,evet,ozel sektor,ortaokul,evet,diger,4.0
universite,evet,kamu,universite,evet,kamu,2.0
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
ilkokul,evet,diger,ilkokul,evet,ozel sektor,4.0
universite,emekli,,universite,emekli,,1.0
lise,emekli,,lise,emekli,,1.0
ilkokul,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
lise,hayir,,universite,evet,ozel sektor,2.0
lise,hayir,,ilkokul,emekli,,1.0
lise,hayir,,universite,evet,kamu,2.0
ortaokul,hayir,,ortaokul,emekli,,1.0
ilkokul,hayir,,ortaokul,evet,diger,1.0
ilkokul,evet,ozel sektor,ilkokul,evet,diger,1.0
lise,hayir,,doktora,evet,kamu,3.0
lise,hayir,,lise,evet,ozel sektor,4.0
ortaokul,emekli,,ortaokul,emekli,,3.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
universite,evet,ozel sektor,lise,hayir,,0.0
universite,emekli,,universite,emekli,,1.0
ilkokul,hayir,,ilkokul,evet,kamu,4.0
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
lise,evet,ozel sektor,lise,evet,ozel sektor,1.0
lise,emekli,,ortaokul,emekli,,2.0
ortaokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,ortaokul,hayir,,4.0
lise,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,,universite,evet,ozel sektor,2.0
ilkokul,hayir,,lise,evet,ozel sektor,2.0
ilkokul,hayir,,ilkokul,evet,diger,4.0
lise,evet,kamu,universite,evet,kamu,2.0
egitimi yok,hayir,,ilkokul,emekli,,1.0
ortaokul,hayir,,universite,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
universite,evet,ozel sektor,lise,evet,ozel sektor,1.0
ilkokul,hayir,,lise,evet,ozel sektor,1.0
egitimi yok,hayir,,egitimi yok,emekli,,5.0
ilkokul,evet,ozel sektor,lise,hayir,,1.0
ilkokul,hayir,,ortaokul,evet,diger,5.0
egitimi yok,hayir,,ortaokul,evet,kamu,1.0
lise,hayir,,ilkokul,emekli,,5.0
yuksek lisans,evet,kamu,yuksek lisans,evet,kamu,2.0
ilkokul,emekli,,lise,hayir,,2.0
ilkokul,hayir,,lise,emekli,,2.0
ortaokul,hayir,,universite,emekli,,2.0
ilkokul,hayir,,ortaokul,hayir,,5.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,evet,kamu,1.0
lise,hayir,,universite,evet,kamu,3.0
egitimi yok,hayir,,ilkokul,emekli,,1.0
egitimi yok,hayir,,egitimi yok,evet,diger,1.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
universite,evet,kamu,universite,evet,kamu,1.0
universite,emekli,,universite,emekli,,2.0
ilkokul,hayir,,lise,evet,diger,3.0
ilkokul,hayir,,lise,evet,kamu,4.0
ortaokul,hayir,,lise,evet,ozel sektor,4.0
ilkokul,hayir,,ortaokul,evet,diger,2.0
lise,hayir,,universite,emekli,,2.0
lise,hayir,,universite,evet,ozel sektor,2.0
ortaokul,hayir,,lise,evet,ozel sektor,3.0
ilkokul,evet,ozel sektor,ilkokul,hayir,,1.0
universite,evet,kamu,universite,evet,diger,2.0
universite,evet,kamu,lise,hayir,,2.0
egitimi yok,hayir,,egitimi yok,hayir,,2.0
ilkokul,hayir,,ilkokul,hayir,,4.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
universite,evet,kamu,yuksek lisans,evet,kamu,1.0
ilkokul,hayir,,lise,evet,ozel sektor,5.0
ilkokul,evet,diger,ilkokul,evet,diger,1.0
egitimi yok,hayir,,ilkokul,evet,diger,5.0
ilkokul,hayir,,ilkokul,emekli,,1.0
ilkokul,hayir,,lise,evet,kamu,3.0
egitimi yok,evet,diger,ortaokul,evet,diger,3.0
ilkokul,evet,ozel sektor,ilkokul,emekli,,1.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,3.0
lise,emekli,,universite,emekli,,1.0
ilkokul,hayir,,lise,emekli,,2.0
ilkokul,hayir,,universite,evet,kamu,1.0
lise,hayir,,lise,evet,ozel sektor,2.0
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
ortaokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,hayir,,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
ilkokul,hayir,,lise,emekli,,4.0
egitimi yok,hayir,,universite,evet,kamu,4.0
lise,hayir,,lise,evet,ozel sektor,4.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
lise,evet,ozel sektor,ortaokul,hayir,,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
universite,hayir,,yuksek lisans,evet,ozel sektor,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ortaokul,hayir,,ilkokul,emekli,,1.0
lise,evet,ozel sektor,ortaokul,evet,diger,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
universite,emekli,,yuksek lisans,emekli,,1.0
universite,emekli,,doktora,evet,ozel sektor,1.0
ortaokul,hayir,,ortaokul,evet,ozel sektor,1.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
universite,evet,kamu,universite,evet,kamu,1.0
lise,emekli,,universite,emekli,,0.0
universite,hayir,,doktora,evet,ozel sektor,4.0
ilkokul,hayir,,lise,evet,ozel sektor,1.0
ortaokul,hayir,,ortaokul,evet,ozel sektor,4.0
lise,hayir,,ilkokul,evet,ozel sektor,3.0
universite,emekli,,universite,evet,kamu,1.0
ilkokul,hayir,,ilkokul,hayir,,5.0
universite,evet,ozel sektor,yuksek lisans,evet,ozel sektor,2.0
universite,hayir,,universite,hayir,,3.0
egitimi yok,hayir,,ilkokul,hayir,,3.0
ortaokul,evet,ozel sektor,ortaokul,evet,diger,1.0
lise,hayir,,lise,evet,ozel sektor,3.0
egitimi yok,hayir,,ilkokul,evet,diger,2.0
lise,hayir,,ortaokul,evet,ozel sektor,0.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
lise,hayir,,universite,emekli,,4.0
lise,hayir,,lise,hayir,,2.0
lise,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,hayir,,3.0
lise,evet,kamu,,,,1.0
ilkokul,hayir,,ortaokul,hayir,,5.0
ilkokul,hayir,,universite,emekli,,4.0
universite,evet,kamu,universite,emekli,,1.0
ilkokul,hayir,,ilkokul,emekli,,2.0
egitimi yok,hayir,,ilkokul,hayir,,3.0
egitimi yok,hayir,,egitimi yok,evet,ozel sektor,2.0
egitimi yok,hayir,,lise,emekli,,5.0
lise,hayir,,lise,evet,ozel sektor,2.0
ilkokul,evet,ozel sektor,ilkokul,hayir,,2.0
ilkokul,hayir,,ortaokul,emekli,,2.0
ilkokul,hayir,,ilkokul,hayir,,4.0
universite,evet,kamu,ilkokul,hayir,,1.0
ilkokul,hayir,,universite,evet,diger,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,ortaokul,evet,kamu,2.0
ilkokul,hayir,,ortaokul,emekli,,3.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
lise,evet,ozel sektor,lise,hayir,,1.0
lise,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,ilkokul,evet,kamu,2.0
ilkokul,emekli,,lise,emekli,,1.0
lise,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,universite,evet,kamu,5.0
ilkokul,hayir,,lise,hayir,,3.0
lise,hayir,,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,,universite,emekli,,1.0
universite,evet,kamu,universite,evet,kamu,1.0
ilkokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,ilkokul,emekli,,2.0
ortaokul,evet,diger,ortaokul,evet,diger,2.0
ilkokul,hayir,,ilkokul,hayir,,2.0
ilkokul,hayir,,ilkokul,emekli,,3.0
lise,hayir,,ilkokul,emekli,,1.0
ilkokul,hayir,,ilkokul,evet,diger,1.0
ilkokul,evet,ozel sektor,universite,evet,kamu,1.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
,,,,,,
ilkokul,hayir,,lise,emekli,,2.0
ortaokul,hayir,,universite,evet,ozel sektor,2.0
ilkokul,hayir,,ilkokul,evet,kamu,3.0
egitimi yok,hayir,,ortaokul,evet,diger,3.0
lise,hayir,,universite,evet,kamu,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,egitimi yok,evet,diger,2.0
ilkokul,hayir,,lise,emekli,,2.0
egitimi yok,hayir,,ilkokul,emekli,,3.0
ilkokul,hayir,,lise,emekli,,2.0
ilkokul,hayir,,ortaokul,emekli,,5.0
ilkokul,hayir,,lise,evet,kamu,4.0
egitimi yok,hayir,,ilkokul,evet,diger,4.0
lise,evet,diger,ilkokul,hayir,,2.0
universite,emekli,,universite,emekli,,1.0
ortaokul,hayir,,ortaokul,evet,diger,2.0
ilkokul,hayir,,lise,evet,kamu,2.0
ilkokul,evet,ozel sektor,ilkokul,hayir,,1.0
ilkokul,evet,ozel sektor,ortaokul,hayir,,1.0
lise,evet,ozel sektor,ilkokul,hayir,,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,universite,evet,ozel sektor,4.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ortaokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,ortaokul,evet,diger,3.0
,,,,,,
egitimi yok,hayir,,ortaokul,evet,kamu,5.0
ilkokul,hayir,,universite,evet,kamu,3.0
ortaokul,hayir,,universite,hayir,,1.0
lise,hayir,,ortaokul,emekli,,1.0
ortaokul,hayir,,universite,emekli,,4.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,universite,evet,ozel sektor,2.0
lise,evet,kamu,lise,emekli,,1.0
egitimi yok,hayir,,universite,hayir,,1.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
,,,,,,
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
ilkokul,hayir,,ortaokul,emekli,,5.0
egitimi yok,hayir,,ilkokul,hayir,,4.0
,,,,,,
ilkokul,hayir,,universite,evet,kamu,0.0
ilkokul,hayir,,ilkokul,evet,diger,5.0
ilkokul,hayir,,lise,evet,kamu,5.0
lise,hayir,,lise,emekli,,1.0
ilkokul,hayir,,ilkokul,evet,kamu,3.0
lise,hayir,,universite,emekli,,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
lise,evet,ozel sektor,ilkokul,hayir,,1.0
ilkokul,hayir,,ilkokul,hayir,,5.0
lise,hayir,,lise,evet,kamu,2.0
lise,hayir,,egitimi yok,hayir,,0.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ortaokul,hayir,,universite,evet,,2.0
lise,hayir,,universite,evet,ozel sektor,3.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
ortaokul,hayir,,lise,evet,ozel sektor,2.0
universite,evet,kamu,lise,evet,kamu,1.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
egitimi yok,hayir,,egitimi yok,hayir,,1.0
ortaokul,hayir,,ilkokul,emekli,,3.0
ilkokul,hayir,,lise,emekli,,3.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
ilkokul,hayir,,lise,evet,ozel sektor,3.0
ortaokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2.0
ilkokul,hayir,,lise,evet,ozel sektor,2.0
ilkokul,hayir,,ortaokul,evet,kamu,2.0
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1.0
ilkokul,,,ilkokul,,,1.0
ortaokul,hayir,,ilkokul,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,emekli,,1.0
ilkokul,evet,ozel sektor,lise,hayir,,2.0
lise,emekli,,universite,emekli,,1.0
yuksek lisans,evet,diger,lise,evet,kamu,2.0
lise,hayir,,lise,evet,kamu,2.0
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor,1.0
egitimi yok,hayir,,ilkokul,emekli,,1.0
ilkokul,hayir,,ilkokul,hayir,,2.0
ilkokul,hayir,,ortaokul,evet,kamu,2.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
ilkokul,hayir,,universite,emekli,,2.0
lise,hayir,,universite,evet,kamu,1.0
ilkokul,hayir,,lise,emekli,,2.0
lise,hayir,,universite,evet,,2.0
ilkokul,hayir,,ilkokul,hayir,,4.0
,,,,,,
egitimi yok,hayir,,ortaokul,emekli,,5.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
ilkokul,hayir,,lise,evet,ozel sektor,2.0
ilkokul,hayir,,ortaokul,evet,diger,2.0
ilkokul,hayir,,ilkokul,emekli,,2.0
ilkokul,hayir,,ortaokul,emekli,,1.0
ilkokul,hayir,,ilkokul,emekli,,2.0
ilkokul,hayir,,ilkokul,emekli,,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
lise,hayir,,universite,hayir,,1.0
ilkokul,hayir,,ilkokul,hayir,,1.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
egitimi yok,hayir,,universite,emekli,,5.0
,,,,,,
ortaokul,hayir,,ortaokul,evet,diger,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ilkokul,hayir,,lise,evet,diger,0.0
lise,hayir,,universite,hayir,,5.0
ilkokul,evet,ozel sektor,ilkokul,hayir,,1.0
ilkokul,hayir,,ortaokul,evet,diger,5.0
ilkokul,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,lise,emekli,,5.0
ilkokul,hayir,,lise,evet,kamu,1.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
egitimi yok,hayir,,ilkokul,evet,diger,4.0
egitimi yok,hayir,,lise,evet,kamu,3.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
ilkokul,hayir,,ilkokul,hayir,,2.0
ilkokul,hayir,,lise,evet,diger,5.0
ortaokul,hayir,,lise,emekli,,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
lise,hayir,,lise,emekli,,2.0
egitimi yok,hayir,,ortaokul,evet,diger,4.0
egitimi yok,hayir,,ilkokul,evet,ozel sektor,3.0
ortaokul,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,lise,evet,ozel sektor,2.0
ilkokul,hayir,,ortaokul,hayir,,5.0
egitimi yok,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,emekli,,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
ilkokul,hayir,,lise,evet,kamu,2.0
ilkokul,hayir,,ilkokul,hayir,,4.0
ilkokul,hayir,,universite,evet,,2.0
ortaokul,hayir,,lise,emekli,,5.0
egitimi yok,hayir,,egitimi yok,evet,diger,1.0
ilkokul,hayir,,lise,emekli,,4.0
,,,,,,
ilkokul,hayir,,ilkokul,emekli,,5.0
ortaokul,hayir,,universite,evet,kamu,4.0
lise,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,lise,evet,kamu,1.0
ortaokul,hayir,,ilkokul,emekli,,2.0
egitimi yok,evet,ozel sektor,lise,hayir,,5.0
egitimi yok,hayir,,ilkokul,emekli,,4.0
egitimi yok,hayir,,ilkokul,emekli,,4.0
ilkokul,hayir,,universite,evet,kamu,1.0
egitimi yok,,,,hayir,,3.0
lise,hayir,,yuksek lisans,evet,kamu,2.0
ilkokul,hayir,,lise,evet,diger,4.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,5.0
universite,emekli,,lise,hayir,,0.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
lise,hayir,,universite,emekli,,3.0
ilkokul,hayir,,ilkokul,emekli,,1.0
egitimi yok,hayir,,egitimi yok,emekli,,5.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,universite,evet,kamu,3.0
egitimi yok,hayir,,ilkokul,hayir,,4.0
ortaokul,evet,diger,lise,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
lise,hayir,,lise,evet,kamu,2.0
ilkokul,hayir,,lise,evet,diger,1.0
ilkokul,hayir,,lise,emekli,,4.0
ilkokul,hayir,,lise,evet,ozel sektor,2.0
ilkokul,hayir,,lise,evet,kamu,1.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
egitimi yok,hayir,,ilkokul,evet,diger,2.0
ilkokul,hayir,,universite,evet,kamu,4.0
ilkokul,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,universite,emekli,,5.0
ilkokul,hayir,,lise,emekli,,2.0
universite,emekli,,universite,evet,kamu,2.0
ilkokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,lise,evet,diger,2.0
ilkokul,hayir,,universite,evet,kamu,2.0
lise,hayir,,universite,emekli,,5.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
egitimi yok,hayir,,ortaokul,evet,diger,1.0
ilkokul,hayir,,egitimi yok,evet,ozel sektor,1.0
egitimi yok,hayir,,egitimi yok,emekli,,5.0
egitimi yok,hayir,,ilkokul,evet,ozel sektor,4.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
ilkokul,hayir,,ortaokul,hayir,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
ilkokul,hayir,,ilkokul,emekli,,2.0
egitimi yok,hayir,,ilkokul,emekli,,3.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,ilkokul,evet,diger,5.0
ilkokul,hayir,,ortaokul,emekli,,2.0
ilkokul,hayir,,ortaokul,evet,diger,1.0
ortaokul,evet,ozel sektor,ortaokul,hayir,,2.0
ortaokul,hayir,,ortaokul,,,2.0
ilkokul,hayir,,egitimi yok,evet,diger,3.0
ilkokul,,,ilkokul,,,1.0
lise,hayir,,lise,evet,ozel sektor,2.0
universite,evet,kamu,universite,emekli,,1.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,4.0
universite,evet,kamu,universite,evet,kamu,1.0
ortaokul,hayir,,ortaokul,evet,diger,0.0
ilkokul,hayir,,ilkokul,emekli,,2.0
ilkokul,hayir,,universite,evet,kamu,3.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
ilkokul,hayir,,universite,emekli,,2.0
ortaokul,hayir,,ortaokul,evet,diger,3.0
ilkokul,hayir,,lise,evet,kamu,2.0
lise,hayir,,lise,evet,ozel sektor,5.0
lise,hayir,,universite,emekli,,3.0
ilkokul,hayir,,universite,evet,kamu,3.0
universite,evet,kamu,universite,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
ilkokul,evet,kamu,universite,evet,kamu,1.0
egitimi yok,evet,ozel sektor,lise,evet,kamu,2.0
ortaokul,hayir,,lise,evet,ozel sektor,3.0
egitimi yok,hayir,,egitimi yok,hayir,,5.0
egitimi yok,hayir,,lise,hayir,,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
egitimi yok,hayir,,ilkokul,evet,ozel sektor,5.0
ilkokul,evet,diger,ilkokul,emekli,,4.0
lise,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,evet,diger,3.0
ilkokul,hayir,,ilkokul,emekli,,4.0
universite,hayir,,universite,emekli,,0.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
ilkokul,hayir,,lise,emekli,,1.0
egitimi yok,hayir,,ilkokul,evet,ozel sektor,2.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
egitimi yok,hayir,,ilkokul,evet,ozel sektor,1.0
ilkokul,evet,diger,ortaokul,evet,diger,5.0
ilkokul,hayir,,ilkokul,evet,kamu,2.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,emekli,,3.0
lise,hayir,,doktora,evet,kamu,4.0
ortaokul,hayir,,universite,evet,kamu,2.0
lise,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,universite,emekli,,3.0
ilkokul,hayir,,universite,emekli,,2.0
ilkokul,hayir,,ortaokul,emekli,,3.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
universite,evet,kamu,doktora,evet,kamu,2.0
ilkokul,hayir,,universite,hayir,,2.0
lise,hayir,,lise,evet,ozel sektor,1.0
universite,hayir,,ortaokul,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,3.0
ilkokul,hayir,,doktora,evet,kamu,3.0
lise,hayir,,lise,evet,ozel sektor,1.0
ilkokul,hayir,,ilkokul,hayir,,2.0
universite,evet,kamu,universite,emekli,,1.0
lise,hayir,,lise,hayir,,2.0
lise,hayir,,universite,emekli,,1.0
ortaokul,hayir,,ortaokul,evet,diger,4.0
ilkokul,hayir,,ortaokul,evet,kamu,1.0
ortaokul,hayir,,lise,evet,ozel sektor,3.0
egitimi yok,hayir,,universite,emekli,,3.0
lise,hayir,,universite,hayir,,1.0
ilkokul,hayir,,ortaokul,hayir,,3.0
universite,evet,ozel sektor,universite,hayir,,3.0
ilkokul,hayir,,ilkokul,evet,kamu,3.0
ilkokul,hayir,,universite,hayir,,3.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
egitimi yok,hayir,,ortaokul,emekli,,5.0
ilkokul,hayir,,ortaokul,emekli,,5.0
ilkokul,hayir,,lise,evet,kamu,2.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,3.0
lise,hayir,,ortaokul,evet,ozel sektor,2.0
egitimi yok,hayir,,ortaokul,evet,diger,5.0
ilkokul,hayir,,lise,evet,kamu,2.0
ilkokul,hayir,,universite,evet,kamu,3.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,emekli,,1.0
egitimi yok,hayir,,ilkokul,emekli,,5.0
ilkokul,hayir,,ortaokul,emekli,,2.0
ilkokul,hayir,,ilkokul,hayir,,3.0
ilkokul,hayir,,ilkokul,hayir,,2.0
universite,emekli,,lise,emekli,,2.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,1.0
universite,evet,kamu,universite,evet,kamu,1.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,universite,emekli,,1.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,1.0
lise,hayir,,universite,emekli,,2.0
ortaokul,hayir,,ortaokul,emekli,,2.0
ilkokul,hayir,,ortaokul,evet,diger,3.0
ilkokul,evet,ozel sektor,ortaokul,hayir,,3.0
ilkokul,hayir,,universite,evet,kamu,2.0
ilkokul,hayir,,lise,evet,kamu,2.0
ilkokul,hayir,,ilkokul,evet,diger,1.0
ilkokul,hayir,,ortaokul,evet,ozel sektor,2.0
ortaokul,hayir,,universite,emekli,,1.0
universite,emekli,,lise,emekli,,1.0
ilkokul,hayir,,ilkokul,hayir,,4.0
ilkokul,hayir,,lise,evet,diger,0.0
universite,evet,kamu,universite,evet,ozel sektor,2.0
lise,hayir,,ortaokul,evet,diger,1.0
universite,hayir,,universite,evet,diger,1.0
lise,hayir,,lise,evet,kamu,2.0
lise,hayir,,lise,evet,ozel sektor,2.0
ilkokul,emekli,,lise,,,2.0
universite,evet,ozel sektor,ilkokul,hayir,,1.0
egitimi yok,hayir,,egitimi yok,hayir,,4.0
universite,hayir,,universite,hayir,,2.0
ilkokul,hayir,,lise,emekli,,2.0
ilkokul,hayir,,lise,evet,diger,1.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
ilkokul,hayir,,ortaokul,emekli,,4.0
ilkokul,hayir,,ilkokul,emekli,,5.0
ilkokul,hayir,,lise,evet,ozel sektor,1.0
egitimi yok,hayir,,ilkokul,hayir,,5.0
ilkokul,hayir,,ilkokul,evet,ozel sektor,2.0
ilkokul,hayir,,ilkokul,evet,diger,2.0
