index1,index,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
369,369,1,erasmus student network,0,yok,0,Null,1,1,"turkiyede biyomedikal muhendisligi ogrencilerinin bulusup mesleki egitimleri hakkinda tartisabilecegi bir platform olusturmak amaciyla 2012 ve 2013 senelerinde olmak uzere biomeb adi altinda bir etkinlik organize edildi.kurucu baskanligini yuruttugum isik universitesi biyomedikal muhendisligi toplulugu olarak etkinligin planlanmasi , organizasyonu ve tanitimi konusunda turkiyede ilk kez bu konuda insiyatif alindi."
370,370,0,Null,0,yok,0,Null,0,0,Null
371,371,Null,Null,Null,Null,Null,Null,Null,Null,Null
372,372,1,rotekrobot ve teknoloji kulubu yonetim kurulu baskan yardimciligi,1,kaptan,0,Null,0,0,Null
373,373,1,"turk psikoloji ogrencileri calisma grubutpocg, saglik ogrencileri platformu, izmir ekonomi universitesi psikoloji kulubu",0,yok,0,Null,0,0,Null
374,374,1,"su alti sporlari klubu, matematiki klubu, radyo klubu",0,yok,0,Null,0,1,kluplerde aktif calismamla birlikte ikul ogrencilei kluplerimize uye olmasi icin ikna ettik. daha yeni kurdugumuz su alti sporlari klubu olarak 25 kisiyi egitim almalari icin klubumuze uye yaptik ve ayvalika giderek brovelerini almalarina yardimci olduk.
375,375,1,"akademik kariyer kulubu, gazetebilkent",0,yok,0,Null,1,0,Null
376,376,0,Null,1,bireysel,0,Null,0,1,Null
377,377,0,Null,0,yok,0,Null,0,0,Null
378,378,1,karikatur ve mizah kulubu ozyegin universitesi,0,yok,0,Null,0,0,Null
379,379,0,Null,0,yok,0,Null,0,1,"emlak alim satim kiralama , apart otel isletme"
380,380,0,Null,0,yok,0,Null,0,0,Null
381,381,1,gazetebilkent,0,yok,1,oku-dusun-paylas,1,1,2011 yilinda bilkent universitesinde duzenlenen mayfest etkinliklerinde iki arkadasimla beraber actigimiz standimizda kendi hazirladgimiz anneler gunu temali ebru ve cince kaligrafi calismalarinin satisini gerceklestirmistik.
382,382,1,liverpool fc official supporters club turkey okul disi,0,yok,0,Null,0,1,bir e-ticaret sayfasi uzerinde calisiyorum. henuz taslak asamasinda.
383,383,0,Null,0,yok,0,Null,0,0,Null
384,384,1,"siyaset ve demokrasi kulubu, isletme kulubu, satranc kulubu",0,bireysel,0,Null,0,0,Null
385,385,0,Null,0,yok,0,Null,0,0,Null
386,386,1,yonetisim ve liderlik kulubu,1,kaptan,0,Null,1,0,Null
387,387,0,Null,0,yok,0,Null,1,1,is kurun duzenledigi kurslardan bilgi alip o duzeyde kendimi gelistirmey calistim
388,388,1,bilkent genc isadamlari kulubu,1,bireysel,0,Null,1,0,Null
389,389,1,"endustri muhendisligi kulubu,dans kulubu",0,yok,0,Null,1,1,kosgeb belgem mevcuttur.
390,390,0,sinema klubu,0,bireysel,0,Null,1,0,Null
391,391,1,istanbul aydinli kartallar,0,yok,0,Null,1,1,universite de okurken is hayatina atildim ; egitim danismani olarak gorev yaptim.
392,392,1,bilkent universitesi inovatif internet toplulugu,0,yok,0,Null,1,0,Null
393,393,1,bilkent universitesi inovatif internet toplulugu,0,yok,0,Null,1,0,Null
394,394,1,cagdas hukukcular klubu bilgi birikim kulubu,0,yok,0,Null,1,0,Null
395,395,0,Null,0,yok,0,Null,0,0,Null
396,396,1,"bilkent ieee , bilkent enerji toplulugu , tureb uyeligi , bilkent universitesi ogrenci konseyi",0,yok,0,Null,1,0,Null
397,397,1,zirve universitesi surdurulebilirlik kulubu,0,yok,0,Null,1,1,gaziantepe ilk gittigim siralar kendimde olduguna inandigim satis yetenegimi ve bir arkadasimin yapmakta oldugu web sitesi tasarim isini birlestirerek sirketlesme yoluna gitmistik. lakin okulda derslerimizin yogun olmasi sebebiyle yeterli ilgi gostermedigimiz icin 2 yil icinde iflas ettik. daha sonrasinda ise kucuk ticari islerle ve naksan holdingte yari zamanli muhendis olarak is hayatima devam ettim.
398,398,1,endustri ve verimlilik toplulugu,0,yok,0,Null,1,0,Null
399,399,1,yazilim muhendisligi,0,yok,0,Null,0,1,"yaklasik 6 yildir sektor icerisinde olup her turlu gelismeyi dikkatli bir sekilde takip eden ve piyasadan haberdar olan ve kar odakli isler cikarabilen, yaptigimiz girsimlerin gelir modellerini en basindan beri yola cikarak duzenleyen,genelde global piyasada calismalar yuruttugumuz aylik 5 milyon tekil ziyaretcili web siteleri reklam gosterimi yaptigimiz bir network agi ile sektore yon veriyoruz."
400,400,1,tobb etu bisiklet klubu,0,yok,0,Null,1,1,"startup weekend calismalarina katildim, universitedeki ilk senemde bisiklet takimi kurdum."
401,401,1,lefke avrupa universitesi turizm klupu,0,yok,0,Null,0,0,Null
402,402,1,iaeste yeditepe,0,yok,0,Null,0,0,Null
403,403,0,Null,0,yok,0,Null,1,1,network marketing
404,404,0,Null,0,yok,0,Null,0,0,Null
405,405,0,Null,0,yok,0,Null,0,0,Null
406,406,0,Null,0,yok,0,Null,0,0,Null
407,407,0,Null,0,yok,0,Null,0,0,Null
408,408,1,yeni ufuklar klubu,0,yok,1,yok..,0,0,Null
409,409,1,"reklamcilik kulubu, muzik kulubu",0,yok,0,Null,1,0,Null
410,410,1,"endustri ve verimlilik toplulugu, engelsiz etu",1,bireysel,0,Null,1,0,Null
411,411,1,dogus universitesi girisimcilik kulubu,0,yok,0,Null,1,1,arkadasimin sahip oldugu bebek giyim magazasi icin e-ticaret sitesi hazìirladik.
412,412,0,Null,1,bireysel,0,Null,0,0,Null
413,413,0,Null,0,yok,0,Null,0,0,Null
414,414,0,Null,0,yok,0,Null,0,0,Null
415,415,1,yazilim muhendisligi kulubu,0,yok,1,"yga, gelecegin sosyal bilincli liderlerini yetistiren bir liderlik okulu. bizlerde bu okula 50.000 universite ogrencisi arasindan 250 kisi arasina secilerek dahil oluyoruz. oku dusun paylas, ozellikle dezavantajli ilkogretim okullarinda, 15 tane 6. ve 7. ogrencisiyle gerceklestirilen, hem sosyal bilincli hem de donanimli cocuklari yetistirdigimiz 9 haftalik bir program. cocuklarla bu seanslarda hayal kurmak, pozitif dusunce gucu, ozguven, vizyoner lider gibi kavramlari konusuyoruz. bu projede 1 donem yardimci atolye liderligi yaptim. 3 donemdir proje atolye lideri olarak sorumluluk aliyorum. yildizlar liderlik okulu yildizlar liderlik okulu, 7. ve 8. sinif ogrencileri icin akademisyenler, psikologlar, ust duzey yonetici ve uzmanlar tarafindan hazirlanmis, harvard ile global ortaklik kapsaminda her yil gelistirilen online bir egitim platformudur. bu platformda 1 donem online olarak lider koclugu yaptim. yildizlar liderlik atolyesi bu programda cocuklarla birebir hangouts uzerinden lider koclugu seanslari gerceklestiriyoruz. bu platformda 1 donem online olarak lider koclugu yaptim. ict yganin ict ekibinde yer alarak yeni teknolojiler, microsoft 365 hesaplarinin yonetimi, sunuculardan sorumlu olarak calisiyorum.",1,1,"tusiad -bu genclikte is var yarismasina hazirlik icin izmir ekonomi universitesinde duzenlenen yarismada 71 proje arasindan vakitnakit isimli projemizle birinci secildik.hazirlik sinifindayken tubitak 2238 universite duzeyi girisimcilik ve yenilikcilik yarismasinda vakitnakit isimli projemizle 201 bir proje arasindan 25 proje arasina kalarak final jurisine sunum yaptik.hazirlik sinifindayken vakitnakit, yogun kurumsal satis gerektirmesi sebebiyle askiya aldigim bir proje. ilerleyen senelerde hayata gecirmeyi planliyorum. pilott girisim hizlandirma programinda sorusorsana.com adli online/mobil egitim projemizle 350 proje arasindan 16 proje arasina secilerek pilottun ilk fazina katilmaya hak kazandik. 3 haftalik lean startup egitimlerinin ardindan juriye sunum yaptik. 2.faza katilamadik. projede halen ogrenci/ ogretmen feedback gorusmeleri devam etmektedir. 1.siniftayken izmirde 2 senede, aralarinda startup weekend izmir,stage-co, etohum izmir kamplari, ux talks, startupbootcamp pitch day gibi etkinliklerinde bulundugu toplamda 40 civari girisimcilik etkinligine katildiktan ve destek olduktan sonra sonra, izmirde silikon vadisinin ozunu anlatan startup grind izmir etkinligini fatih isbecer ile gerceklestirdik. onumuzdeki donem her ay yapmayi planliyoruz."
416,416,0,Null,0,yok,0,Null,0,0,Null
417,417,1,dublaj toplulugu,0,bireysel,0,Null,0,1,cok buyuk capli girisimcilik olmayip yaptigim girisimlerdir . genelde alis satis uzerine kuruludur.
418,418,1,endustri muhendisligi kulubu,1,bireysel,0,Null,1,1,yaz tatillerinde dukkanimizda el isi urunler satardim yine yaz tatillerinde kaynamis misir sattim turistlere esarp sattim sosyal girisimcilik projesine katildim
419,419,1,istanbul ticaret universitesi bankacilik ve finans klubu,0,bireysel,0,Null,1,1,dokuz eylul universitesi bahar senliklerinde stand kiraladim ve orada sucuk ekmek sattim. iyisiyle kotusuyle guzel deneyim oldu. su anda abimle actigimiz sirkette ticaret ile ugrasiyorum.
420,420,0,Null,0,yok,0,Null,0,0,Null
421,421,1,operational research club bilkent,0,yok,0,Null,0,1,suanda calismalarini surdurdugumuz ihtiyaclari karsilayan ve yaratici oldugunu dusundugumuz bir projemiz var. yazilim asamasini ilerletmekteyiz. fazla zaman kaybetmeden programi son kullaniciya acacagiz. bu dogrultuda bilkent cyberparkta sirket kurduk.
422,422,Null,Null,Null,Null,Null,Null,Null,Null,Null
423,423,Null,Null,Null,Null,Null,Null,Null,Null,Null
424,424,1,yeditepe biyoteknoloji toplulugu,0,yok,1,henuz bir proje gerceklestirilmedi.,1,0,Null
425,425,1,koc universitesi ekonomi kulubu,0,yok,0,Null,0,0,Null
426,426,1,sinema kulubu,0,yok,0,Null,0,1,2011 yilinda lise 2. sinifta baslattigimiz stajyeri.com ile bircok odul kazandik. 2013 yilinda lise son sinifta etohum 15e secildik. 2014 yilinda girisimimizi sonlandirdik.
427,427,0,Null,0,yok,0,Null,0,0,Null
428,428,0,Null,0,yok,0,Null,1,1,evet oldukca deneyimim var lise hayatimda girisimcilige basladim oncelikle gunluk hayatta problem gordugum sorunlara projler ureterek yasama biraz da olsun kolaylik saglamis oldugumu dusunuyorum ve uretmis oldugum projelerinde cesitli bilimsel proje fuarlari yarismalarindan gerek turkiyede tubitak vb kurumlardan gerekse uluslarasi duzeyde fuarlardaki yarismalardan birincilik odulu almak beni oldukca motive etti.suan ise girisimcilige bana vermis oldugu katkisi benden sonraki kisileri neler aktarabilicegim gozuyle bakiyorum.
429,429,0,Null,0,yok,0,Null,0,1,"borsa istanbul elektronik platform uzerinde hisse alip, satiyorum."
430,430,1,"ieu fotograf klubu, ieu bisiklet klubu, ieu logistics management klubu",0,yok,0,Null,1,1,kurdugum bir tane websitesi var. kendi capimda bir girisimcilik olarak goruyorum. www.surprizim.net adresinden inceleyebilirsiniz.
431,431,1,istanbul sabahattin zaim universitesi ogrenci konseyi baskanligi,0,yok,1,bana sor projesi kapsaminda universitelerin tanitilmasi ve istanbul icinde yer alan universitelerin koordinasyonunu saglama ve ivedilikle problemlerin cozume ulasmasini saglama.,0,1,dogal sut ve organik yumurta pazarinda direk pazarlama sistemiyle 3 aylik bir calisma yuruttuk bu calisma suresince sistem kurma uzerinde cok onemli deneyimler elde ettim.
432,432,1,ieee,0,yok,0,Null,0,0,Null
433,433,1,bahcesehir universitesi halk oyunlari kulubu,0,yok,0,Null,0,0,Null
434,434,Null,Null,Null,Null,Null,Null,Null,Null,Null
435,435,1,psikoloji toplulugu,1,bireysel,1,"sokak lambasi projesi, gonullu egitim projesi, kalpler 1 losemi 0",1,0,Null
436,436,1,ultraaslan,0,yok,0,Null,1,0,Null
437,437,0,Null,1,bireysel,0,Null,0,1,kendi urettigimiz kayisi yi buyuk fabrikalar a satma
438,438,1,tea and talk,0,yok,0,Null,1,0,Null
439,439,1,robotik kulubu,0,yok,0,Null,0,1,okul sosyal aktivite
440,440,1,"fotografcilik klubu, sinema klubu",0,yok,0,Null,1,0,Null
441,441,0,Null,0,yok,0,Null,0,0,Null
442,442,1,"erasmus klubu, paintball klubu",0,yok,0,Null,1,0,Null
443,443,1,gri dusunce toplulugu,0,yok,0,Null,0,0,Null
444,444,Null,Null,Null,Null,Null,Null,Null,Null,Null
445,445,1,bilkent universitesi operational research klubu,0,yok,0,Null,1,0,Null
446,446,Null,Null,Null,Null,Null,Null,Null,Null,Null
447,447,0,Null,0,yok,0,Null,0,1,gectigimiz yil odtude okurken bardakta meyve adli bir girisimim olmustu. ayrica 2 sene once e-tohum kurulusunun girisimcilik yarismasina katilmistim.
448,448,0,Null,0,yok,0,Null,0,0,Null
449,449,0,Null,0,yok,1,yeni uye oldugumdan henuz bir projede yer almadim.,1,0,Null
450,450,1,justice moot court,0,yok,1,"doga, ekosistem, turu tehlikede olan flora ve fauna yi koruma altina almak icin fon toplayan bir kurum olan world wildlife fundin halkla iliskiler ve tanirim kolu temsilcisiyim.",1,1,kisa film produksiyon ve post-produksiyon u yapan universiteli 3 arkadasimla birlikte kurdugumuz ve hukuki islerini yuruttugum why not isimli kurumun kurucu uyelerindenim. bugune dek ulusal duzeyde 4 yarismaya ve festivallere katilarak oduller kazandik. su an uluslararasi festivallere katilabilmek icin filmleri hazir olan genc sanatcilarin kisa/uzun metrajli eserlerinin fikri mulkiyet haklarini satin alma surecindeyiz.
451,451,0,Null,0,yok,0,Null,0,0,Null
452,452,1,"estiem, operational research kulubu, gazetebilkent.",0,yok,0,Null,0,0,Null
453,453,0,Null,0,yok,0,Null,0,0,Null
454,454,0,Null,0,yok,0,Null,0,0,Null
455,455,0,Null,0,yok,0,Null,0,0,Null
456,456,1,tobb etu halk oyunlari ekibi,0,yok,0,Null,0,0,Null
457,457,0,Null,0,yok,1,uluslararasi af orgutune maddi manevi destek veriyorum .uyeligimi ekonomiik sikintilarimdan dolayi dondurdum ama hala calismalarini maille aliyorum.,1,1,sosyal aglar uzerinden baslattigim kampanyalarim vardi. bunlar ihtiyac sahipleri icin giyim yiyecek ve kitap seklindeydi.
458,458,0,Null,0,yok,0,Null,0,0,Null
459,459,0,Null,0,yok,0,Null,0,0,Null
460,460,Null,Null,Null,Null,Null,Null,Null,Null,Null
461,461,0,Null,0,yok,1,"google turkiye ve tog isbirliginde cocuklara bilincli internet kullandirma egitmen egitimi aldim,ilkokullara gonullu ogretmenlik projesi,kagider ve intel isbirligiyle yapilangenc fikirler guclu kadinlarprojesinde yer aldim.bakanligin uluslararasi iliskiler kampinda katilimci olarak bulundum.yeditepe universitesi forum12 ve foum13 programlarina temsilci ogrenci olarak katildim.yeni baslayan yinfo vakfinin cocuklarla ilgili o daha cocuk rojesinde uygulayici olarak basladim.",1,1,kagider ve intel projesinde gaziantep sehrinin kenar semtlerinde yasayan kadinlar in interneti aktif kullanmalari adina ev yemekleri ve el yapimi ve gaziantepe has urunleri internette satip hem gelir elde etmek hem de interneti aktif kullanma projesiydi
462,462,Null,Null,Null,Null,Null,Null,Null,Null,Null
463,463,0,Null,0,yok,0,Null,1,0,Null
464,464,0,Null,0,yok,0,Null,0,0,Null
465,465,0,Null,1,bireysel,0,Null,1,1,2011-2012 yillarinda uluslar arasi bir network sirketinin yari zamani olarak urun danismanligini yaptim ve haftalik duzenli kisisel gelisim ve etkili sunum egitimleri aldim.
466,466,1,"efpsa european federation psychology student association, tpocg turk psikoloji ogrencileri calisma grubu",0,yok,0,Null,1,0,Null
467,467,0,Null,0,bireysel,0,Null,0,0,Null
468,468,Null,Null,Null,Null,Null,Null,Null,Null,Null
469,469,1,"uskudar genclik merkezi- dil kulubu,",0,yok,0,Null,0,0,Null
470,470,0,Null,0,yok,0,Null,0,0,Null
471,471,0,Null,0,yok,0,Null,1,1,bircok kez is hayatinda deneyimlerim oldu
472,472,1,genc girisimciler toplulugu,0,yok,0,Null,0,0,Null
473,473,1,izmir universitesi sosyal medya klubu,1,bireysel,0,Null,1,0,Null
474,474,0,Null,0,yok,0,Null,0,0,Null
475,475,1,"operational research club, bilkent university",0,yok,0,Null,1,0,Null
476,476,Null,Null,Null,Null,Null,Null,Null,Null,Null
477,477,0,bilgi engineering society,0,yok,0,Null,1,1,"butik kurabiye atolyesi kurarak, anaokullarinda cocuklarla aktivitelerde bulunduk."
478,478,0,Null,0,yok,0,Null,0,1,kosgeb girisimcilik egitimlerine katilarak gerekli egitimleri aldim cesitli kisisel gelisim alaninda kendimi gelistirmek adina birkac parali egitime gittim esnaflik yaptim ve suanda girisimcilik alaninda arastirmalarim devam ediyor kendi isimi kurmak istiyorum.
479,479,1,"ieee student membership, kadir has universitesi ieee ogrenci kulubu",0,yok,0,Null,0,0,Null
480,480,Null,Null,Null,Null,Null,Null,Null,Null,Null
481,481,0,Null,0,yok,0,Null,0,0,Null
482,482,1,ekonomi ve finans klubu,0,yok,0,Null,0,0,Null
483,483,0,Null,0,yok,0,Null,0,0,Null
484,484,1,beykent ieee,0,yok,0,Null,1,1,suanda yeni bir girisim olan bir web sitesini tasarladim yaptim ve de yayimladim
485,485,0,Null,0,yok,0,Null,0,0,Null
486,486,1,sky spor klubu,1,kaptan,0,Null,1,0,Null
487,487,0,Null,0,yok,0,Null,0,0,Null
488,488,0,Null,0,yok,0,Null,0,1,mobil app fikri ile okulumuzda bulunan garaj kurumuna basvurdum. malesef iki fikrimide kabul etmediler.
489,489,1,gediz ekonomi klubu,0,yok,0,Null,0,0,Null
490,490,1,sudance sabanci universitesi dans klubu,0,bireysel,0,Null,1,1,"sabanci universitesinde uye oldugum endustri klubunde ilk donem duzenledigimiz imis14 adli etkinlikte y kusagi ve calisma hayatinda yasanan degisikler konusu altinda 3 gun boyunca surmus olan ve bir suru de sponsorun saglandigi etkinlikte organizasyon komitesinde yer aldim. ve sponsor bulmak icin de belli firmalarla bizzat ben gerek mail, gerekse telefon araciligla gorustum."
491,491,1,toplumsal duyarlilik projeleri,0,yok,0,Null,1,1,"lise hayatimda bir cok proje one surup onaylandim ve dunya ikinciligi, turkiye birinciligi gibi odillere layik gorulen projelere imza attim."
492,492,0,Null,0,yok,0,Null,0,0,Null
493,493,0,Null,0,yok,0,Null,1,0,Null
494,494,0,Null,0,yok,0,Null,0,0,Null
495,495,Null,Null,Null,Null,Null,Null,Null,Null,Null
496,496,1,muzik kulubu - amerikan futbolu,0,yok,0,Null,0,0,Null
497,497,0,Null,0,yok,1,cesitli etkinlikler,0,0,Null
498,498,1,vefa kulubu,1,bireysel,0,Null,1,0,Null
499,499,1,otomotiv ve makine muhendisligi toplulugu,0,yok,1,bagista bulunuyoruz ve yeni insanlari aramiza katiyoruz destek oluyoruz,0,1,tubitakin girisimcilik egitimini aliyorum
500,500,1,"ceolarla cay sohbetleri , sudance",0,yok,0,Null,1,0,Null
501,501,1,"kariyer kulubu, uluslararasi iliskiler kulubu",0,yok,1,gonullu olarak devam etmekteyim.,0,0,Null
502,502,1,yasar universitesi esn topluluguerasmus ogrencileri icin,0,yok,0,Null,1,1,"genellikle kendi islerimi baskalarinin yardimlarina ihtiyac duymadan girisimci ozelligimi kullanarak hallederim. gidip kendi isimi kendim bulurum, baskasinin halletmesi gereken bir is icin o kisiyi bulup sorunu cozmesini saglarim. mesela suan polonyada erasmus staji yapiyorum. ogrenciler kendi staj kurumlarini kendileri bulmak zorundadirlar. hickimseden yardim almadan yada hicbir aracidan yardim almadan bastan sona butun islemlerimi kendim halledip buraya geldim. hayatimda genellikle bu tarz ornekler vardir. eger bi isi bitirmeyi goze aldiysam mutlaka sonuca ulasirim. ayrica yaratici kisiligimi, girisimci ruhumla birlestirince ortaya guzel deneyimlerin ciktigini soyleyebilirim. 2. etaptaki video mulakatina umarim gecebilirim de kendimi size orada daha iyi tanitma firsati bulurum"
503,503,1,fatih universitesi acm student chapter,0,yok,0,Null,0,0,Null
504,504,1,bilgisayar bilimleri klubu - elektrik elektronik muhendisligi klubu,0,yok,0,Null,0,1,"esnaflik ve corap,cicek satimi"
505,505,1,satranc kulubu,0,yok,0,Null,1,1,iskur ve kosgeb destekli girisimcilik egitimine katildim ve girisimcilik sertifikasi aldim.
506,506,1,"okulumuzdaki kluplerden ; yonetisim ve liderlik , avrasya stratejik arastirmalar toplulugu",0,yok,1,"yga proje atolyelerinde 2 yildir gonullu egitmenlik yapiyorum. bu atolyeler ne derseniz; ilk ve orta ogrenim kisimlarinda duzenledigimiz anketler dogrultusunda belirledigimiz cocuklarla 12 haftalik bir karsilikli ogrenme-ogretme sureci geciriyoruz. insani degerleri vurgularken; bir yandan da kendi liderlik, hitabet, iletisim vasiflarimizi gelistirme imkani buluyoruz.",1,0,Null
507,507,0,Null,1,bireysel,0,Null,1,0,Null
508,508,0,Null,0,yok,1,"tatuta ekolojik tarim ciftlikleri, atalik tohumlar projesi",0,0,Null
509,509,Null,Null,Null,Null,Null,Null,Null,Null,Null
510,510,Null,Null,Null,Null,Null,Null,Null,Null,Null
511,511,1,kadir has universitesi endustri yoneylem klubu,0,yok,0,Null,0,0,Null
512,512,Null,Null,Null,Null,Null,Null,Null,Null,Null
513,513,1,turizm club,0,yok,0,Null,1,1,bogazici universitesi girisimcilik yarismasi ansiad girisimcilik yarismasi uluslararasi antalya universitesi girisimcilik seminerleri
514,514,0,Null,0,yok,0,Null,0,0,Null
515,515,0,Null,0,yok,0,Null,0,1,nfc tag uzerine bir proje gerceklestirip basit bir ornek uygulama yaptik arkadaslarimla bu uygulamayi cafe ve restaurantlarla goruserek uygulaya calistim.
516,516,0,Null,1,bireysel,0,Null,0,0,Null
517,517,0,Null,1,kaptan,0,Null,1,0,Null
518,518,0,Null,0,yok,0,Null,1,0,Null
519,519,1,"sosyal yardimlasma klubu, turk tarih toplulugu",0,yok,1,egitim aldik ve basariyla bitirdim,1,1,yga ve sogla ya katildim. bu sayede cesitli girisimcilerle bulusma firsati buldum ve onlarin deneyimlerini paylasabildim.
520,520,Null,Null,Null,Null,Null,Null,Null,Null,Null
521,521,1,mec isletme ve ekonomi toplulugu,0,yok,0,Null,1,0,Null
522,522,1,togv,1,bireysel,0,Null,0,1,tubitak girisimcilik egitimi
523,523,1,endustri verimliligi toplulugu,0,yok,0,Null,0,1,ebay ve ioffer adli alisveris sitelerinden urun alip gitti gidiyor gibi sitelerde satmak.
524,524,0,Null,0,yok,1,gazzeye yardim suan ki gundem. digerlerine de aktif olarak katilmayi planliyorum.,1,0,Null
525,525,0,Null,0,yok,0,Null,0,1,http://www.waithink.com/ adinda bir sosyal paylasim sitesi kurdum
526,526,1,endustri ve verimlilik toplulugu,0,yok,0,Null,0,1,"tobb etu ye bagli bulunan ve universiteli girisimcilere destek verilen garajda, the gardrobe girisimcilik projesinde yaraticilik - pazarlama alaninda calismalar surdurdum."
527,527,0,Null,0,yok,0,Null,1,0,Null
528,528,0,Null,1,bireysel,0,Null,0,0,Null
529,529,1,bahcesehir universitesi ekonomi ve finans kulubu,0,yok,0,Null,0,0,Null
530,530,1,acm,0,yok,0,Null,0,0,Null
531,531,Null,Null,Null,Null,Null,Null,Null,Null,Null
532,532,0,Null,0,yok,0,Null,0,0,Null
533,533,0,Null,0,yok,0,Null,0,0,Null
534,534,0,Null,0,yok,0,Null,0,0,Null
535,535,1,yeditepe girisimcilik klubu,0,yok,0,Null,0,1,"rollasole , uninews"
536,536,1,"endustri ve verimlilik toplulugu,aiesec",0,yok,0,Null,1,1,yaklasik 8 aydir ben ve 2 arkadasimla beraber mobil uygulama ve web sitesi uzerine calismaktayiz.
537,537,0,Null,0,yok,0,Null,1,0,Null
538,538,0,Null,0,yok,0,Null,1,0,Null
539,539,1,muzik klubu,0,yok,1,"su an maddi imkanim olmadigi icin butcemin yettigi kadar para yardiminda bulunup,cevremdeki insanlari bilgilendirip onlardan destek vermeleri konusunda yardim rica ediyorum.hali hazirda bir sosyal sorumluluk projem var,universitem ile baglanti kurdum.onay ve destek bekliyorum.",0,1,"kendi ihtiyaclarimi karsilamak icin taki hazirlayip kucuk capta bir satis yapmistim.ayrica uretim imkanlarim kisitli oldugu icin bu defa matematik,fizik,kimya,biyoloji ve ingilizce dersleri verdim.bu yaz tatilinde annem gorsel sanatlar ogretmeni oldugu icin onun bilgisinden yararlanarak beraber cocuklarin el-kol-goz koordinasyonlarini gelistirecek maketlerin yapimina basladik.bunlarin sivil toplum orgutlerinin faydalanabilecegi bir sekilde pazarlamasini yapmak istiyorum.ornegin,standlar acarak diger universitelerde okuyan arkadaslarimi sosyal sorumluluk projelerinde kendileri de kazanc saglayarak dahil etmek ve boylece onlara insanliga faydali olabilecekleri konusunda ornek teskil etmeyi hedefliyorum.amacim bu yolla hem insanlik vazifemi yapmak hemde maddi kazanc saglamak.bir ogrenci olarak egitim masraflarima bunun yardimci olacagini dusunuyorum."
540,540,Null,Null,Null,Null,Null,Null,Null,Null,Null
541,541,0,Null,0,yok,0,Null,0,0,Null
542,542,0,Null,0,yok,0,Null,1,0,Null
543,543,1,"etu ieee ogrenci kolu, eestec lc ankara",0,yok,0,Null,0,1,okulumuzda viveka tarafindan duzenlenen startup weekend ankara etkinliginde 2clik odulunu aldik. takimda android gelistiricisi olarak yer aliyordum.
544,544,1,girisimcilik klubu,0,yok,0,Null,1,1,genc girisimciler uzerine arastirma girisimcilik klubune uye olma
545,545,0,Null,0,yok,0,Null,0,0,Null
546,546,0,Null,0,yok,0,Null,1,0,Null
547,547,0,Null,1,bireysel,0,Null,0,1,universite tanitimlarinda sehir seyahatleri yaparak girisimcilik rolu ustlendim. zevkli bir okadar da mutluluk duydugum birseydi.. ayni zamanda vakifta ev yemekleri yapip sattim .. bu da benim icin buyuk bir tecrubeydi.
548,548,1,yeditepe university management club,0,yok,0,Null,1,0,Null
549,549,0,Null,0,yok,0,Null,0,0,Null
550,550,0,Null,0,yok,0,Null,0,0,Null
551,551,1,fotorafcilik klubu,0,yok,0,Null,0,0,Null
552,552,Null,Null,Null,Null,Null,Null,Null,Null,Null
553,553,Null,Null,Null,Null,Null,Null,Null,Null,Null
554,554,0,Null,0,yok,0,Null,0,0,Null
555,555,0,Null,0,yok,0,"etkinlikler, organizasyonlar",1,0,Null
556,556,1,yeditepe universitesi mimarlik klubu,0,yok,1,teknik geziler,1,0,Null
557,557,1,ieee ogrenci uyesi ve yesilyurt spor kulubu asil uyesi,0,bireysel,0,Null,0,1,teknotimin adinda bir web sitesi kurmustum arkadasimla ve guncel olarak teknoloji haberleri paylasiyorduk sitemizden.
558,558,1,"genc girisimciler kulubu, sabanci uni.su alti sporlari ve arastirmalari kulubu",0,yok,1,cip icinde bulundurdugu okul-cocuk projesinde supervizor olarak aktif rol almaktayim.,1,0,Null
559,559,1,ozyegin universitesi profesyoneller kulubu,1,bireysel,1,"izmirde kuruculugunu yaptigim birkac hafta once belediye bask. degisikligi nedeniyle kapatildi. bu akademi, belediye destegi ile izmirde yasayan genc girisimcilere teknik, lojistik ve egitici bircok destek saglamakla beraber cok sayida gence girisimciligi asilamistir. cv hazirlama egitimlerinden kariyer gunlerine, yaz kamplarina kadar sayisiz etkinlik ile binlerce gence katkida bulunulmustur.",1,1,"konak girisimcilik akademisi kuruculugunu ve baskanligini yaptim. etohum 15e secilen stajyeri.com projesinin ortaklarindan birisiydim. girisimcilikle ilgili uzun suren egitimler, uygulamalar aldim. bunlarin bana sektorde cok sey kattigini dusunuyorum."
560,560,1,yeditepe universitesi folklor klubu,0,yok,1,"agaclandirma, bilinclendirme projeleri",0,0,Null
561,561,1,bilkent aktuel kulup,0,yok,0,Null,0,0,Null
562,562,1,isletme klubu,0,yok,0,Null,1,1,daha cok muhasebe uzerine yogunlastim.gelecegin en iyi mali musaviri olabilmek icin .
