Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
2017,18.0,erkek,1995/09/05,antalya,antalya,1
2017,50.0,erkek,1993/10/15,istanbul,kocaeli,0
2017,16.0,erkek,1996/04/13,tokat,istanbul,2
2017,43.0,erkek,1997/01/01,elazig,izmir,1
2017,20.0,erkek,1997/05/27,antalya,antalya,2
2017,16.0,erkek,1996/04/23,ardahan,erzurum,3
2017,15.0,erkek,1996/11/12,istanbul,istanbul,1
2017,8.0,erkek,1998/08/05,gumushane,kocaeli,1
2017,13.0,erkek,1998/01/05,denizli,denizli,2
2017,36.0,erkek,1992/11/25,bursa,bursa,0
2017,20.0,erkek,1995/07/09,rize,rize,1
2017,20.0,erkek,1998/08/05,agri,istanbul,1
2017,6.0,erkek,1998/04/01,konya,konya,2
2017,38.0,erkek,1996/10/10,nigde,istanbul,4
2017,45.0,erkek,1997/02/20,rize,istanbul,1
2017,36.0,erkek,1994/04/02,istanbul,bilecik,1
2017,21.0,erkek,1996/06/28,bolu,istanbul,1
2017,16.0,erkek,1995/07/15,istanbul,istanbul,0
2017,52.0,erkek,1997/07/03,izmir,istanbul,1
2017,39.0,erkek,1997/05/10,usak,izmir,1
2017,14.0,erkek,1996/07/14,izmir,izmir,2
2017,16.0,erkek,1996/08/01,afyonkarahisar,istanbul,2
2017,35.0,erkek,1993/06/24,izmir,istanbul,1
2017,8.0,erkek,1995/01/02,istanbul,istanbul,1
2017,40.0,erkek,1994/02/03,izmir,ankara,0
2017,32.0,erkek,1996/08/02,kayseri,istanbul,1
2017,18.0,erkek,1996/03/01,bitlis,bitlis,2
2017,18.0,erkek,1997/02/28,bursa,kutahya,1
2017,26.0,erkek,1998/03/20,istanbul,istanbul,1
2017,8.0,erkek,1997/05/06,kastamonu,nigde,2
2017,26.0,erkek,1995/10/09,izmir,izmir,1
2017,26.0,erkek,1993/08/20,kayseri,giresun,2
2017,29.0,erkek,1995/07/18,samsun,ankara,2
2017,30.0,erkek,1996/08/23,samsun,samsun,2
2017,4.0,erkek,1998/01/12,ordu,ordu,2
2017,68.0,erkek,1998/10/20,van,ankara,3
2017,46.0,erkek,1994/12/10,diyarbakir,istanbul,5
2017,22.0,erkek,1997/03/15,corum,corum,2
2017,32.0,kadin,1996/06/18,agri,trabzon,5
2017,9.0,kadin,1996/02/18,gaziantep,gaziantep,5
2017,10.0,erkek,1994/07/06,adiyaman,malatya,1
2017,8.0,erkek,1994/11/15,kocaeli,kocaeli,2
2017,6.0,erkek,1993/10/04,rize,ankara,1
2017,26.0,erkek,1997/12/05,istanbul,istanbul,2
2017,12.0,erkek,1997/02/20,kocaeli,kocaeli,1
2017,2.0,erkek,1996/09/06,kahramanmaras,izmir,1
2017,20.0,erkek,1996/12/25,mersin,istanbul,Null
2017,22.0,erkek,1997/05/26,istanbul,istanbul,1
2017,20.0,erkek,1995/07/04,elazig,elazig,2
2017,18.0,erkek,1997/04/15,kayseri,ankara,1
2017,15.0,erkek,1997/06/18,erzincan,erzincan,2
2017,8.0,erkek,1997/10/18,istanbul,sakarya,1
2017,26.0,erkek,1995/01/12,eskisehir,balikesir,2
2017,27.0,erkek,1999/11/07,batman,istanbul,5
2017,22.0,erkek,1998/04/01,van,mugla,4
2017,15.0,erkek,1996/07/04,ordu,erzurum,3
2017,24.0,kadin,1994/08/05,ordu,istanbul,5
2017,38.0,erkek,1997/04/15,istanbul,bursa,2
2017,70.0,erkek,1998/08/14,denizli,ankara,3
2017,58.0,erkek,1995/11/09,batman,adana,5
2017,50.0,erkek,1997/07/23,istanbul,malatya,3
2017,15.0,erkek,1998/09/23,artvin,artvin,3
2017,24.0,erkek,1996/09/20,eskisehir,eskisehir,1
2017,18.0,erkek,1994/07/09,konya,konya,2
2017,30.0,erkek,1998/12/15,mugla,usak,3
2017,30.0,erkek,1991/07/12,istanbul,istanbul,2
2017,8.0,erkek,1996/06/22,izmir,izmir,1
2017,16.0,erkek,1996/12/17,kayseri,adana,3
2017,10.0,erkek,1997/09/02,istanbul,istanbul,1
2017,38.0,erkek,1997/09/02,istanbul,istanbul,1
2017,53.0,erkek,1996/01/01,manisa,istanbul,1
2017,11.0,erkek,1998/07/02,bursa,bursa,1
2017,42.0,erkek,1996/03/23,istanbul,istanbul,4
2017,10.0,erkek,1995/10/11,malatya,malatya,1
2017,28.0,erkek,1996/02/11,istanbul,istanbul,2
2017,7.0,erkek,1997/09/15,gaziantep,istanbul,4
2017,20.0,erkek,1996/02/05,istanbul,istanbul,1
2017,49.0,erkek,1996/03/30,antalya,sakarya,1
2017,53.0,erkek,1997/04/17,tokat,konya,5
2017,21.0,erkek,1997/10/17,kastamonu,kastamonu,1
2017,6.0,erkek,1996/03/20,bursa,bursa,0
2017,30.0,erkek,1998/02/17,burdur,ankara,1
2017,26.0,erkek,1997/02/04,konya,eskisehir,2
2017,48.0,erkek,1997/09/19,izmir,izmir,2
2017,36.0,erkek,1997/10/15,erzurum,erzurum,4
2017,30.0,erkek,1995/10/21,balikesir,izmir,1
2017,22.0,erkek,1998/05/25,malatya,elazig,1
2017,16.0,erkek,1998/08/13,antalya,mugla,1
2017,30.0,erkek,1997/11/08,diyarbakir,Null,2
2017,7.0,erkek,1997/10/01,kocaeli,kocaeli,1
2017,25.0,erkek,1998/01/01,diyarbakir,istanbul,3
2017,16.0,erkek,1998/07/12,istanbul,kocaeli,3
2017,44.0,erkek,1998/01/16,van,istanbul,4
2017,36.0,erkek,1996/01/11,hatay,kahramanmaras,3
2017,44.0,erkek,1997/11/15,kahramanmaras,istanbul,3
2017,35.0,erkek,1996/08/29,adana,istanbul,1
2017,25.0,erkek,1997/10/07,samsun,ankara,3
2017,36.0,erkek,1994/08/26,istanbul,samsun,1
2017,34.0,erkek,1996/08/08,mersin,ankara,2
2017,27.0,erkek,1997/04/07,istanbul,istanbul,1
2017,35.0,erkek,1996/01/01,mersin,konya,3
2017,67.0,erkek,1997/10/11,izmir,istanbul,1
2017,4.0,erkek,1998/08/11,agri,istanbul,5
2017,18.0,erkek,1997/12/03,elazig,elazig,1
2017,26.0,erkek,1997/01/13,kocaeli,kocaeli,3
2017,9.0,kadin,1998/08/25,kars,kars,4
2017,55.0,erkek,1996/09/05,eskisehir,eskisehir,0
2017,9.0,erkek,1993/06/19,istanbul,eskisehir,3
2017,6.0,erkek,1997/03/05,istanbul,istanbul,5
2017,36.0,erkek,1994/01/11,erzincan,istanbul,1
2017,6.0,erkek,1994/04/13,istanbul,edirne,1
2017,36.0,erkek,1995/04/21,istanbul,istanbul,2
2017,20.0,erkek,1993/08/09,ankara,ankara,1
2017,23.0,erkek,1997/08/19,denizli,denizli,1
2017,61.0,erkek,1998/05/31,izmir,izmir,2
2017,30.0,erkek,1996/04/11,canakkale,istanbul,1
2017,30.0,erkek,1999/11/24,sanliurfa,mardin,5
2017,8.0,erkek,1997/01/01,denizli,denizli,1
2017,46.0,erkek,1995/04/15,aydin,ankara,3
2017,26.0,erkek,1995/05/07,zonguldak,yozgat,1
2017,29.0,kadin,1997/08/26,ankara,konya,1
2017,31.0,erkek,1995/08/01,sakarya,ankara,1
2017,16.0,erkek,1997/08/27,edirne,istanbul,0
2017,26.0,erkek,1994/11/04,balikesir,izmir,0
2017,51.0,erkek,1998/04/13,istanbul,istanbul,1
2017,14.0,erkek,1997/07/01,edirne,istanbul,1
2017,8.0,erkek,1998/08/03,izmir,istanbul,0
2017,15.0,erkek,1995/01/06,ankara,istanbul,2
2017,54.0,erkek,1993/05/05,osmaniye,istanbul,2
2017,32.0,erkek,1997/03/30,siirt,siirt,5
2017,11.0,erkek,1996/05/10,ordu,ordu,3
2017,22.0,erkek,1998/08/08,mardin,mardin,5
2017,22.0,erkek,1996/06/17,yozgat,istanbul,2
2017,30.0,erkek,1992/08/03,mardin,konya,5
2017,20.0,erkek,1997/02/02,van,van,5
2017,26.0,erkek,1994/02/12,kocaeli,kocaeli,2
2017,9.0,erkek,1994/09/29,mus,mus,4
2017,10.0,erkek,1997/10/29,kastamonu,ankara,4
2017,10.0,erkek,1997/02/06,nevsehir,kayseri,1
2017,20.0,erkek,1995/04/08,ordu,ordu,1
2017,31.0,erkek,1995/01/17,bursa,istanbul,1
2017,30.0,erkek,1993/11/26,kirsehir,kirikkale,2
2017,12.0,erkek,1997/01/02,balikesir,izmir,2
2017,28.0,erkek,1997/10/12,sinop,bilecik,1
2017,7.0,erkek,1997/03/27,konya,konya,1
2017,20.0,erkek,1995/07/12,yalova,istanbul,2
2017,41.0,erkek,1995/07/27,erzurum,duzce,1
2017,8.0,erkek,1996/03/13,ordu,ordu,3
2017,12.0,erkek,1997/09/08,samsun,samsun,2
2017,6.0,erkek,1996/08/28,istanbul,istanbul,0
2017,24.0,erkek,1995/09/23,kocaeli,kayseri,1
2017,39.0,erkek,1996/06/27,trabzon,istanbul,2
2017,16.0,erkek,1997/10/05,antalya,denizli,2
2017,27.0,erkek,1995/07/05,adana,adana,2
2017,43.0,erkek,1995/06/07,antalya,antalya,1
2017,18.0,erkek,1998/03/23,istanbul,istanbul,1
2017,37.0,erkek,1996/12/29,kayseri,istanbul,2
2017,20.0,erkek,1995/02/02,ankara,antalya,1
2017,44.0,erkek,1995/01/03,istanbul,istanbul,1
2017,18.0,erkek,1997/07/17,istanbul,istanbul,1
2017,29.0,erkek,1996/08/02,zonguldak,ankara,1
2017,20.0,erkek,1993/06/22,tunceli,elazig,2
2017,29.0,erkek,1197/09/30,istanbul,istanbul,1
2017,20.0,erkek,1994/01/01,bursa,bursa,1
2017,27.0,erkek,1996/09/05,izmir,izmir,1
2017,51.0,erkek,1996/01/11,Null,izmir,1
2017,50.0,erkek,1997/10/27,istanbul,istanbul,1
2017,58.0,erkek,1995/04/11,balikesir,karabuk,1
2017,56.0,erkek,1996/03/17,zonguldak,ankara,1
2017,20.0,erkek,1996/06/16,kahramanmaras,kahramanmaras,1
2017,46.0,erkek,1997/06/09,canakkale,corum,2
2017,24.0,erkek,1993/08/26,istanbul,istanbul,0
2017,50.0,erkek,1996/11/09,canakkale,istanbul,1
2017,16.0,erkek,1996/04/08,gaziantep,gaziantep,Null
2017,38.0,erkek,1991/08/20,istanbul,istanbul,1
2017,22.0,erkek,1996/02/02,malatya,malatya,2
2017,20.0,erkek,1994/01/15,tokat,sakarya,1
2017,18.0,erkek,1998/12/08,kastamonu,ankara,1
2017,8.0,erkek,1997/04/09,izmir,kocaeli,1
2017,12.0,erkek,1998/05/28,istanbul,istanbul,2
2017,28.0,erkek,1998/03/27,izmir,istanbul,1
2017,36.0,erkek,1993/02/26,izmir,istanbul,0
2017,29.0,erkek,1996/11/25,izmir,istanbul,1
2017,10.0,erkek,1993/07/01,diyarbakir,edirne,5
2017,15.0,erkek,1996/01/01,istanbul,istanbul,2
2017,30.0,erkek,1996/03/29,bayburt,bayburt,1
2017,8.0,erkek,1996/03/01,gaziantep,gaziantep,3
2017,53.0,erkek,1995/08/21,bursa,istanbul,1
2017,6.0,erkek,1997/12/31,bartin,samsun,1
2017,33.0,erkek,1995/08/11,bartin,istanbul,0
2017,29.0,erkek,1996/06/21,malatya,istanbul,2
2017,36.0,erkek,1995/07/07,izmir,canakkale,2
2017,55.0,erkek,1994/11/14,gaziantep,istanbul,1
2017,30.0,erkek,1998/11/05,hatay,kastamonu,2
2017,13.0,erkek,1994/05/15,van,van,Null
2017,45.0,erkek,1996/03/13,izmir,istanbul,1
2017,42.0,erkek,1993/09/06,manisa,istanbul,1
2017,28.0,erkek,1995/08/10,trabzon,istanbul,1
2017,16.0,erkek,1996/06/23,istanbul,kocaeli,2
2017,16.0,erkek,1994/12/12,nigde,kayseri,3
2017,42.0,erkek,1993/04/04,istanbul,istanbul,3
2017,12.0,erkek,1996/03/27,adana,adana,1
2017,15.0,erkek,1997/09/10,erzurum,izmir,2
2017,13.0,erkek,1995/07/09,bursa,bursa,1
2017,36.0,erkek,1997/03/21,mersin,istanbul,1
2017,48.0,erkek,1997/02/25,bursa,kocaeli,1
2017,33.0,erkek,1995/02/23,kirikkale,istanbul,0
2017,10.0,erkek,1996/03/27,yozgat,erzincan,5
2017,23.0,erkek,1997/08/04,kayseri,ankara,3
2017,28.0,erkek,1996/02/27,zonguldak,zonguldak,2
2017,8.0,erkek,1994/07/10,erzurum,erzurum,4
2017,18.0,erkek,1994/03/20,duzce,duzce,4
2017,42.0,erkek,1997/01/03,istanbul,istanbul,1
2017,36.0,erkek,1995/05/31,elazig,elazig,2
2017,53.0,erkek,1996/01/01,van,ankara,1
2017,30.0,erkek,1994/09/21,Null,ankara,0
2017,23.0,erkek,1994/12/01,mardin,mardin,5
2017,51.0,erkek,1995/04/21,tekirdag,tekirdag,1
2017,24.0,erkek,1995/04/28,mersin,mersin,5
2017,27.0,kadin,1997/07/10,izmir,istanbul,1
2017,39.0,kadin,1995/07/07,diyarbakir,diyarbakir,5
2017,8.0,kadin,1993/11/25,izmir,Null,1
2017,56.0,kadin,1994/07/14,hatay,istanbul,1
2017,5.0,kadin,1998/08/03,bursa,bursa,1
2017,42.0,kadin,1997/09/11,bursa,ankara,1
2017,19.0,kadin,1996/04/22,istanbul,istanbul,0
2017,19.0,kadin,1996/04/25,sivas,antalya,1
2017,42.0,kadin,1996/08/10,duzce,duzce,2
2017,9.0,kadin,1994/03/22,istanbul,istanbul,Null
2017,37.0,kadin,1996/08/24,ankara,istanbul,4
2017,19.0,kadin,1996/08/07,malatya,malatya,3
2017,16.0,kadin,1997/07/28,istanbul,ankara,Null
2017,19.0,kadin,1997/05/01,igdir,izmir,5
2017,33.0,kadin,1994/08/26,gaziantep,gaziantep,5
2017,27.0,kadin,1993/03/04,malatya,malatya,3
2017,21.0,kadin,1998/01/29,sivas,ankara,2
2017,27.0,kadin,1994/09/11,ankara,ankara,2
2017,37.0,kadin,1195/09/29,konya,kocaeli,2
2017,3.0,kadin,1997/03/15,kahramanmaras,osmaniye,5
2017,11.0,kadin,1998/01/27,antalya,antalya,1
2017,49.0,kadin,1998/08/13,adiyaman,istanbul,4
2017,14.0,kadin,Null,adana,adana,4
2017,53.0,kadin,1996/06/25,mus,mus,5
2017,59.0,kadin,1997/12/01,istanbul,istanbul,3
2017,59.0,kadin,1997/01/20,istanbul,istanbul,1
2017,22.0,kadin,1997/10/14,bursa,bursa,3
2017,29.0,kadin,1998/08/03,hatay,hatay,2
2017,37.0,kadin,1996/05/20,adana,istanbul,1
2017,40.0,kadin,1997/03/21,sakarya,istanbul,3
2017,22.0,kadin,1995/10/28,Null,istanbul,1
2017,17.0,kadin,1993/05/15,kars,izmir,5
2017,11.0,kadin,1997/01/24,istanbul,ordu,5
2017,30.0,kadin,1996/01/20,adana,adana,0
2017,49.0,kadin,1995/10/30,izmir,istanbul,1
2017,29.0,kadin,1997/06/18,istanbul,istanbul,2
2017,14.0,kadin,1996/08/21,istanbul,istanbul,2
2017,12.0,kadin,1994/05/25,tokat,tokat,2
2017,11.0,kadin,1996/07/04,ankara,izmir,1
2017,27.0,kadin,1995/10/10,trabzon,trabzon,5
2017,16.0,kadin,1998/10/15,kutahya,eskisehir,1
2017,9.0,kadin,1995/08/08,erzurum,ankara,3
2017,19.0,kadin,1997/07/26,canakkale,istanbul,2
2017,35.0,kadin,1997/05/14,zonguldak,zonguldak,1
2017,59.0,kadin,1994/11/25,sivas,sivas,4
2017,17.0,kadin,1995/03/26,karabuk,kastamonu,0
2017,49.0,kadin,1995/08/23,ankara,ankara,2
2017,37.0,kadin,1996/07/17,gumushane,elazig,3
2017,13.0,kadin,1995/08/28,sanliurfa,sanliurfa,5
2017,49.0,kadin,1995/10/05,diyarbakir,elazig,3
2017,47.0,kadin,1996/05/10,izmir,izmir,2
2017,7.0,kadin,1997/06/12,canakkale,canakkale,Null
2017,36.0,kadin,1991/03/31,kayseri,kayseri,2
2017,61.0,kadin,1997/09/01,erzurum,istanbul,2
2017,23.0,kadin,1996/08/07,karabuk,sakarya,2
2017,37.0,kadin,1997/04/02,balikesir,aydin,1
2017,35.0,kadin,1997/09/22,izmir,izmir,2
2017,12.0,kadin,1995/05/27,amasya,eskisehir,1
2017,9.0,kadin,1996/11/26,istanbul,istanbul,4
2017,12.0,kadin,1998/06/15,kutahya,bursa,2
2017,21.0,kadin,1997/05/25,antalya,ordu,1
2017,9.0,kadin,1995/10/15,sirnak,sirnak,5
2017,21.0,kadin,1997/08/27,mardin,mardin,4
2017,24.0,kadin,1993/11/11,Null,bursa,2
2017,37.0,kadin,1997/03/26,tokat,istanbul,2
2017,39.0,kadin,1995/04/04,giresun,giresun,2
2017,12.0,kadin,1994/11/20,agri,eskisehir,5
2017,27.0,kadin,1996/09/17,agri,erzurum,5
2017,29.0,kadin,1995/06/25,malatya,erzurum,4
2017,51.0,kadin,1995/06/28,ordu,istanbul,1
2017,49.0,kadin,1995/03/12,istanbul,istanbul,1
2017,19.0,kadin,1998/11/23,mersin,mugla,4
2017,13.0,kadin,1998/01/01,trabzon,amasya,4
2017,12.0,kadin,1997/01/01,osmaniye,osmaniye,3
2017,22.0,kadin,1993/10/27,ankara,ankara,1
2017,22.0,kadin,1996/05/26,bursa,istanbul,2
2017,26.0,kadin,1995/01/11,konya,kocaeli,1
2017,56.0,kadin,1995/10/03,malatya,adana,2
2017,9.0,kadin,1997/03/07,izmir,bursa,2
2017,7.0,kadin,1992/03/03,rize,istanbul,3
2017,12.0,kadin,1998/07/27,trabzon,kocaeli,3
2017,62.0,kadin,1998/01/03,istanbul,istanbul,2
2017,36.0,kadin,1998/06/12,aydin,aydin,2
2017,9.0,kadin,1997/01/05,bursa,istanbul,3
2017,32.0,kadin,1997/07/14,izmir,izmir,1
2017,11.0,kadin,1996/08/15,kahramanmaras,kahramanmaras,4
2017,19.0,kadin,1997/05/05,amasya,amasya,3
2017,13.0,kadin,1998/04/12,antalya,antalya,1
2017,24.0,kadin,1997/06/30,izmir,izmir,1
2017,7.0,kadin,1996/03/26,istanbul,istanbul,4
2017,29.0,kadin,1996/02/27,istanbul,istanbul,3
2017,32.0,erkek,1995/01/10,kocaeli,malatya,5
2017,31.0,erkek,1995/05/29,bursa,bursa,2
2017,35.0,kadin,1996/02/06,mus,mus,2
2017,8.0,erkek,1996/09/24,hatay,antalya,2
2017,16.0,erkek,1996/09/17,istanbul,ankara,1
2017,58.0,erkek,1997/09/18,istanbul,istanbul,1
2017,22.0,erkek,1996/03/30,izmir,izmir,0
2017,47.0,kadin,1996/08/01,sanliurfa,istanbul,2
2017,7.0,kadin,1994/04/22,diyarbakir,diyarbakir,5
2017,11.0,kadin,1995/05/25,kocaeli,kocaeli,Null
2017,27.0,kadin,1996/07/17,van,van,3
2017,10.0,erkek,1996/12/31,kahramanmaras,kahramanmaras,2
2017,23.0,erkek,1995/02/20,bilecik,bilecik,1
2017,42.0,kadin,1995/06/01,istanbul,istanbul,2
2017,7.0,kadin,1996/07/19,ankara,ankara,1
2017,34.0,kadin,1998/01/22,kahramanmaras,kahramanmaras,5
2017,36.0,kadin,1997/08/19,izmir,ankara,1
2017,47.0,kadin,1995/01/12,edirne,istanbul,1
2017,33.0,kadin,1997/02/20,aydin,kocaeli,5
2017,22.0,kadin,1995/09/16,istanbul,ankara,1
2017,31.0,kadin,1998/09/10,istanbul,istanbul,0
2017,34.0,kadin,1995/10/12,izmir,izmir,1
2017,6.0,kadin,1998/09/28,ankara,ankara,1
2017,7.0,kadin,1997/10/14,ankara,ankara,1
2017,47.0,kadin,1995/09/07,istanbul,istanbul,1
2017,19.0,kadin,1998/01/01,izmir,izmir,1
2017,76.0,erkek,1996/11/05,kahramanmaras,istanbul,2
2017,8.0,erkek,1994/07/01,izmir,izmir,2
2017,32.0,erkek,1998/02/19,istanbul,istanbul,1
2017,17.0,erkek,1996/06/19,ankara,malatya,2
2017,38.0,erkek,1995/05/17,istanbul,antalya,3
2017,10.0,erkek,1996/06/22,gaziantep,gaziantep,3
2017,48.0,erkek,1993/12/23,adiyaman,istanbul,5
2017,49.0,erkek,1996/08/02,agri,agri,3
2017,24.0,erkek,1995/02/20,osmaniye,osmaniye,4
2017,21.0,kadin,1997/09/18,istanbul,istanbul,1
2017,5.0,kadin,1998/03/12,istanbul,istanbul,1
2017,49.0,kadin,1998/01/12,elazig,istanbul,1
2017,11.0,kadin,1996/05/23,ankara,ankara,0
2017,11.0,kadin,1997/02/01,konya,konya,2
2017,14.0,kadin,1996/02/14,aydin,bolu,2
2017,13.0,kadin,1998/08/11,hatay,tokat,1
2017,49.0,kadin,1993/06/20,osmaniye,izmir,1
2017,26.0,kadin,1997/07/21,sivas,sivas,1
2017,67.0,kadin,1996/10/23,bilecik,ankara,0
2017,29.0,kadin,1996/04/16,elazig,elazig,1
2017,24.0,kadin,1997/09/20,tokat,ankara,2
2017,17.0,kadin,1995/07/11,izmir,izmir,0
2017,68.0,kadin,1995/09/05,aydin,ankara,1
2017,11.0,kadin,1998/08/31,izmir,izmir,1
2017,21.0,kadin,1994/02/10,eskisehir,istanbul,1
2017,14.0,kadin,1997/06/29,corum,istanbul,2
2017,49.0,kadin,1996/09/27,balikesir,istanbul,1
2017,49.0,kadin,1996/06/01,ankara,bilecik,2
2017,61.0,kadin,1996/07/22,canakkale,istanbul,1
2017,32.0,kadin,1994/03/06,antalya,istanbul,1
2017,44.0,kadin,1997/09/18,ankara,istanbul,1
2017,46.0,kadin,1998/04/19,erzincan,istanbul,1
2017,9.0,kadin,1994/07/18,istanbul,istanbul,Null
2017,29.0,kadin,1999/02/04,antalya,antalya,2
2017,13.0,kadin,1997/08/23,burdur,izmir,1
2017,25.0,kadin,1995/04/14,kirikkale,ankara,0
2017,19.0,kadin,1997/02/21,ankara,ankara,1
2017,22.0,kadin,1993/11/10,istanbul,eskisehir,0
2017,41.0,kadin,1997/06/06,kahramanmaras,izmir,1
2017,7.0,kadin,1996/06/13,adana,adana,1
2017,36.0,kadin,1998/10/08,ankara,ankara,1
2017,38.0,kadin,1997/09/03,tokat,izmir,2
2017,24.0,kadin,1998/02/17,manisa,manisa,2
2017,17.0,kadin,1998/08/20,konya,konya,2
2017,33.0,kadin,1994/05/17,eskisehir,eskisehir,1
2017,19.0,kadin,1996/08/28,eskisehir,konya,1
2017,13.0,kadin,1997/01/09,afyonkarahisar,afyonkarahisar,1
2017,39.0,kadin,1995/02/12,istanbul,istanbul,1
2017,14.0,kadin,1997/08/01,manisa,izmir,1
2017,22.0,erkek,Null,samsun,samsun,2
2017,7.0,erkek,1998/06/18,bursa,bursa,2
2017,32.0,erkek,1996/11/13,elazig,istanbul,1
2017,26.0,erkek,1996/08/21,kutahya,istanbul,2
2017,22.0,kadin,1997/05/12,isparta,denizli,2
2017,16.0,erkek,1996/07/25,balikesir,canakkale,1
2017,31.0,erkek,1992/03/15,mardin,mardin,5
2017,38.0,erkek,1993/07/14,kayseri,kayseri,1
2017,38.0,erkek,1997/03/15,Null,Null,1
2017,46.0,erkek,1995/07/31,malatya,yozgat,3
2017,61.0,erkek,1998/05/05,bursa,bursa,1
2017,10.0,erkek,1995/03/23,sanliurfa,gaziantep,5
2017,40.0,erkek,1998/06/30,istanbul,istanbul,2
2017,10.0,erkek,1998/09/01,kahramanmaras,ankara,2
2017,16.0,erkek,1997/08/14,erzurum,erzurum,3
2017,34.0,erkek,1998/02/17,osmaniye,adana,3
2017,18.0,erkek,1997/02/07,ordu,ordu,2
2017,34.0,erkek,1996/06/26,kutahya,istanbul,2
2017,26.0,erkek,1995/11/05,istanbul,balikesir,1
2017,23.0,erkek,1998/05/04,samsun,samsun,1
2017,46.0,erkek,1995/09/28,tekirdag,elazig,1
2017,28.0,erkek,1994/10/16,denizli,afyonkarahisar,0
2017,11.0,erkek,1997/03/04,istanbul,istanbul,4
2017,20.0,erkek,Null,van,istanbul,2
2017,25.0,erkek,1997/01/09,tekirdag,edirne,1
2017,8.0,erkek,1998/10/12,adiyaman,adiyaman,0
2017,61.0,erkek,1995/12/15,mus,istanbul,5
2017,8.0,erkek,1994/03/26,istanbul,istanbul,1
2017,26.0,erkek,1997/02/26,sanliurfa,osmaniye,5
2017,24.0,erkek,1994/01/23,istanbul,ankara,0
2017,40.0,erkek,1998/10/20,hatay,hatay,5
2017,35.0,erkek,1998/01/03,istanbul,izmir,1
2017,8.0,erkek,1993/09/26,ordu,ordu,3
2017,11.0,erkek,1995/10/03,ankara,ankara,Null
2017,0.0,erkek,1998/08/06,samsun,kutahya,2
2017,20.0,erkek,1996/02/26,izmir,izmir,2
2017,32.0,erkek,1997/02/23,izmir,izmir,2
2017,6.0,erkek,1994/01/01,bilecik,mugla,1
2017,20.0,erkek,1997/12/17,ankara,izmir,2
2017,23.0,erkek,1997/09/06,isparta,edirne,2
2017,21.0,erkek,1997/10/24,corum,eskisehir,2
2017,8.0,erkek,1997/02/16,van,van,5
2017,28.0,erkek,1998/09/19,tekirdag,tekirdag,2
2017,28.0,erkek,1994/03/27,izmir,antalya,1
2017,4.0,erkek,1997/11/21,istanbul,istanbul,1
2017,58.0,erkek,1994/01/01,kastamonu,ankara,4
2017,25.0,erkek,1997/05/31,konya,istanbul,3
2017,8.0,erkek,1996/07/20,mugla,mugla,3
2017,60.0,erkek,1995/08/12,giresun,istanbul,3
2017,33.0,erkek,1995/02/02,konya,istanbul,1
2017,13.0,erkek,1998/06/06,sanliurfa,sanliurfa,5
2017,31.0,erkek,1996/10/26,sivas,sivas,2
2017,28.0,erkek,1997/07/26,istanbul,istanbul,2
2017,37.0,erkek,1997/04/24,bursa,bursa,2
2017,67.0,erkek,1994/04/27,kocaeli,ankara,2
2017,64.0,erkek,1996/03/21,sakarya,bursa,1
2017,36.0,erkek,1996/06/27,istanbul,istanbul,2
2017,19.0,erkek,1995/11/18,aksaray,ankara,2
2017,61.0,erkek,1996/06/28,kayseri,kayseri,3
2017,71.0,erkek,1992/07/08,balikesir,eskisehir,1
2017,51.0,erkek,1994/04/21,istanbul,izmir,2
2017,37.0,erkek,1996/09/10,mersin,izmir,2
2017,18.0,erkek,1999/01/02,siirt,siirt,4
2017,38.0,erkek,1998/02/10,istanbul,rize,2
2017,16.0,erkek,1997/09/26,tekirdag,tekirdag,1
2017,41.0,erkek,1995/09/05,adana,kayseri,3
2017,16.0,erkek,1996/01/30,istanbul,istanbul,2
2017,6.0,erkek,1997/06/26,hatay,mersin,1
2017,28.0,erkek,1996/11/21,kayseri,mugla,2
2017,8.0,erkek,1998/02/15,ordu,istanbul,5
2017,26.0,erkek,1996/03/19,kayseri,kayseri,2
2017,15.0,erkek,1994/04/20,sanliurfa,sanliurfa,5
2017,31.0,erkek,1997/03/03,kocaeli,istanbul,3
2017,41.0,erkek,1996/03/31,bursa,istanbul,2
2017,8.0,erkek,1997/08/17,nevsehir,trabzon,3
2017,38.0,erkek,1995/05/22,istanbul,kars,2
2017,36.0,erkek,1995/04/26,edirne,edirne,1
2017,28.0,erkek,1994/01/20,canakkale,istanbul,1
2017,50.0,erkek,1997/08/03,istanbul,istanbul,1
2017,61.0,erkek,1997/06/23,erzincan,kayseri,1
2017,6.0,erkek,1998/02/27,antalya,antalya,2
2017,64.0,erkek,1998/10/12,izmir,istanbul,2
2017,42.0,erkek,1997/03/13,adiyaman,adiyaman,2
2017,16.0,erkek,1994/02/09,ankara,ankara,1
2017,6.0,erkek,1997/11/08,samsun,samsun,2
2017,38.0,erkek,1996/01/01,istanbul,istanbul,1
2017,11.0,erkek,1997/07/03,istanbul,istanbul,2
2017,52.0,erkek,1996/05/09,ankara,ankara,2
2017,40.0,erkek,1997/11/03,usak,manisa,2
2017,28.0,erkek,1995/08/23,bursa,denizli,2
2017,6.0,erkek,Null,konya,Null,3
2017,39.0,erkek,1995/05/31,balikesir,izmir,1
