id,Basvuru Yili,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Lise Adi,Lise Sehir,Lise Turu,Lise Mezuniyet Notu,Anne Egitim Durumu,Anne Calisma Durumu,Baba Egitim Durumu,Baba Calisma Durumu,Kardes Sayisi,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Baska Bir Kurumdan Burs Aliyor mu?,Baska Kurumdan Aldigi Burs Miktari,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Aktif olarak bir STK üyesi misiniz?
152,2014,Kadın,9/15/1994,sivas,İstanbul,GEDİK ÜNİVERSİTESİ,Özel,Makine Mühendisliği,2,3.75,Hayır,,Sultan Murat Fen Lisesi,Sivas,Fen lisesi,3.00 - 4.00,Lise,Evet,Lise,Evet,4.0,100.0,Evet,Hayır,,,,Evet,Evet
153,2014,Kadın,3/2/1991,İZMİR,İzmir,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Özel,MİMARLIK,2,3.6,Hayır,,İZMİR MUSTAFA KEMAL LİSESİ,İZMİR,Düz lise,3.50-3,Lise,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Hayır
154,2014,Kadın,2/16/1992,İzmir,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Mimarlık,4,3.91,Hayır,,Güzelbahçe 60.Yıl Anadolu Lisesi,İzmir,Anadolu lisesi,3.50-3,Yüksek Lisans / Doktora,Hayır,Yüksek Lisans / Doktora,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
155,2014,Erkek,12 Kasim 1992,Çorum,İstanbul,İSTANBUL BİLİM ÜNİVERSİTESİ,Özel,psikoloji,4,3.58,Hayır,,eti lisesi,çorum,Düz lise,3.50-3,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Emekli,2.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
156,2014,Kadın,6/8/1992,Konak İzmir,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Siyaset Bilimi ve Uluslararası İlişkiler Psikoloji Bölümü ile Çift Anadal,4,2.6,Hayır,,M.E.V. Özel Avni Akyol Lisesi,İzmir,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
157,2014,Kadın,7/1/1993,BEYOĞLU,,HALİÇ ÜNİVERSİTESİ,Özel,İŞLETME ENFORMATİĞİ,3,3.25,Hayır,,BAFRA ANADOLU LİSESİ,SAMSUN,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,2.0,100.0,Hayır,Hayır,,,,Evet,Hayır
158,2014,Erkek,6/3/1995,Karasu/SAKARYA,KOCAELİ,SABANCI ÜNİVERSİTESİ,Özel,Mühendislik ve Doğa Bilimleri Fakültesi,1,3.7,Hayır,,Özel Erkul Tunagür Fen Lisesi,Kocaeli,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Evet
159,2014,Kadın,7/17/1995,Antalya,Antalya,ÇANKAYA ÜNİVERSİTESİ,Özel,Malzeme Bilimi ve Mühendisliği,1,2.54,Hayır,,Kemer Fatma Turgut Şen Anadolu Lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Evet
160,2014,Kadın,6/28/1993,Ankara,Ankara,TURGUT ÖZAL ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,3,2.32,Hayır,,Ahmet Yesevi,Ankara,Düz lise,3.50-3,İlkokul Mezunu,Hayır,,,,100.0,Evet,Evet,150 TL,,,,
161,2014,Kadın,8/21/1991,Ankara,,UFUK ÜNİVERSİTESİ,Özel,Psikoloji,2,2.42,Hayır,,Namık Kemal Anadolu Lisesi,İzmir,Anadolu lisesi,3.50-3,Üniversite,Evet,Lise,Evet,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
162,2014,Kadın,25 Mayis 1991,State college ABD,İzmir,YAŞAR ÜNİVERSİTESİ,Özel,Mutercim tercumanlik,3,2.8,Hayır,,Glendale high school,ABD Missouri,Düz lise,3.50-3,Yüksek Lisans / Doktora,Evet,Yüksek Lisans / Doktora,Evet,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
163,2014,Kadın,1/1/1995,Muğla,İzmir,YAŞAR ÜNİVERSİTESİ,Özel,Hukuk,1,3.01,Hayır,,İzmir Fen Lisesi,İzmir,Fen lisesi,3.00-2.50,Üniversite,Emekli,,,,100.0,Hayır,Hayır,,,,,
164,2014,Kadın,1/6/1991,Fatih,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,Yönetim Bilişim Sistemleri ve Yazılım Mühendisliği,4,3.18,Hayır,,Bakırköy Lisesi,İstanbul,Düz lise,3.50-3,Ortaokul Mezunu,Emekli,Üniversite,Emekli,2.0,100.0,Evet,Hayır,,,,Hayır,Evet
165,2014,Kadın,7/29/1995,"Zonguldak, Ereğli",İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,İşletme-Ekonomi,1,2.15,Hayır,,Karadeniz Ereğli Anadolu Lisesi,Zonguldak Ereğli,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,0,,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
166,2014,Kadın,9/9/1992,Körfez/Kocaeli,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,İktisat,4,3.19,Hayır,,İzmir Atatürk Lisesi,İzmir,Anadolu lisesi,3.50-3,Lise,Evet,Lise,Emekli,1.0,100.0,Evet,Evet,125 TL,,,Evet,Hayır
167,2014,Kadın,7/20/1994,Adana,İstanbul,MALTEPE ÜNİVERSİTESİ,Özel,İşletme. Uluslararası Ticaret ve Lojistik çap,3,2.19,Hayır,,75. Yıl Anadolu Lisesi,Adana,Anadolu lisesi,3.50-3,Ortaokul Mezunu,Hayır,Ortaokul Mezunu,Evet,2.0,100.0,evet,Hayır,,,,Evet,Hayır
168,2014,Kadın,1/14/1993,Balıkesir,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,İşletme Bilgi Yönetimi,3,3.44,Hayır,,Sincan Fatih Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
169,2014,Kadın,1/30/1991,Uşak,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,Uluslararası Girişimcilik,3,3.21,Hayır,,Mustafa Hakan Güvençer Anadolu Lisesi,Ankara,Anadolu lisesi,3.50-3,Lise,Evet,0,Emekli,1.0,100.0,Hayır,Hayır,,,,Evet,Hayır
170,2014,Kadın,6/28/1995,İzmir,,KADİR HAS ÜNİVERSİTESİ,Özel,Siyaset bilimi ve uluslararası ilişkiler,1,2.98,Hayır,,Adem tolunay anadolu lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,Üniversite,Emekli,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
171,2014,Kadın,9/3/1993,Adapazarı/ Sakarya,,YEDİTEPE ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve İşletmecilik,3,2.16,Hayır,,Figen Sakallıoğlu Anadolu Lisesi,Sakarya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
172,2014,Kadın,4/13/1995,melbourne/avustralia,AYDIN,OKAN ÜNİVERSİTESİ,Özel,Uluslararası Ticaret,hazırlık,2.78,Hayır,,Atatürk anadolu lisesi,aydın,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Emekli,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
173,2014,Kadın,8/18/1993,izmir,Manisa,ŞİFA ÜNİVERSİTESİ,Özel,tıp,3,3.39,Hayır,,ŞEHZADE MEHMET KOLEJİ,MANİSA,Anadolu lisesi,3.00 - 4.00,Lise,Evet,Üniversite,Hayır,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
174,2014,Kadın,9/20/1970,Giresun,Muğla,YAŞAR ÜNİVERSİTESİ,Özel,Elektrik-Elektronik Muhendisligi,1,2.12,Hayır,,Marmaris Nurettin Gencalioglu Anadolu Lisesi,Mugla,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,İlkokul Mezunu,Evet,4.0,100.0,Evet,Hayır,,,,Evet,Hayır
175,2014,Erkek,2/20/1993,gaziosmanpaşa,,TOBB EKONOMİ VE TEKNOLOJİ,Özel,iktisat,2,3.37,Hayır,,Prof.Dr. mümtaz turhan sosyal bilimler lisesi,istanbul,Anadolu lisesi,3.00 - 4.00,Eğitim Yok,Hayır,İlkokul Mezunu,Hayır,1.0,100.0,Evet,Evet,850,,,Hayır,Hayır
176,2014,Erkek,9/11/1992,Konak - Izmir,Istanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Bilgisayar Muhendisligi %50 burslu,4,2.96,Hayır,,Izmir Ozel Turk Koleji Fen Lisesi,Izmir,Fen lisesi,3.50-3,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Evet
177,2014,Erkek,2/15/1995,Konak,Antalya,IŞIK ÜNİVERSİTESİ,Özel,Mekatronik Mühendisliği,1,3.68,Hayır,,Adem Tolunay Anadolu Lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,Lise,Evet,Lise,Evet,0.0,100.0,evet,Hayır,,,,Evet,Hayır
178,2014,Erkek,3/19/1993,Malatya,İstanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,Otel Yöneticiliği,1,3.69,Hayır,,Kadıköy Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,Üniversite,Evet,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
179,2014,Erkek,3/6/1994,İzmir,İzmir,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Uluslararası İlişkiler ve AB,2,3.69,Hayır,,şehit erkan özcan anadolu lisesi,izmir,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Lise,Evet,1.0,100.0,Evet,Evet,300,,,Evet,Hayır
180,2014,Erkek,1/22/1994,İSTANBUL,İstanbul,İSTANBUL TİCARET ÜNİVERSİTESİ,Özel,İNGİLİZCE İŞLETME,3,2.65,Hayır,,GÜNER AKIN LİSESİ,İSTANBUL,Düz lise,3.50-3,Üniversite,Emekli,,,,100.0,Hayır,Hayır,,,,,
181,2014,Kadın,9/28/1992,Kdz. Ereğli,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,Uluslararası İlişkiler,3,2.76,Hayır,,Çankaya Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Yüksek Lisans / Doktora,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
182,2014,Kadın,18 Kasim 1994,Tekirdağ/Şarköy,,İZMİR EKONOMİ ÜNİVERSİTESİ,Özel,Siyaset Bilimi ve Uluslararas İlişkiler,2,3.94,Hayır,,Tekirdağ Ebru Nayim Fen Lisesi,Tekirdağ,Fen lisesi,3.00-2.50,Üniversite,Emekli,0,,0.0,100.0,Evet,Hayır,,,,Evet,Hayır
183,2014,Kadın,21 Aralik 1992,İstanbul,İstanbul,IŞIK ÜNİVERSİTESİ,Özel,Uluslararası İlişkiler / Ekonomi Çift Anadal,3,3.01,Hayır,,Levent Aydın Anadolu Lisesi,Antalya,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,,,,100.0,Evet,Evet,300 tl,,,,
184,2014,Kadın,4/8/1994,TOKAT,İzmir,GEDİZ ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve Pazarlama %100 İngilizce,4,3.73,Hayır,,Bayraklı Lisesi,İzmir,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,Ortaokul Mezunu,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
185,2014,Kadın,8/4/1993,Zonguldak,Zonguldak,İSTANBUL TİCARET ÜNİVERSİTESİ,Özel,Psikoloji,2,3.78,Hayır,,Zonguldak atatürk anadolu lisesi,Zonguldak,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Evet,2.0,100.0,evet,Evet,180,,,Evet,Hayır
186,2014,Kadın,22 Mayis 1994,Marmaris/Muğla,Erzurum,YAŞAR ÜNİVERSİTESİ,Özel,HUKUK,3,2.79,Hayır,,Elif Serenay,KÜRKCÜ,Anadolu lisesi,3.50-3,Lise,Hayır,Lise,Evet,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
187,2014,Kadın,6/13/1994,Ankara,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,Endüstri Mühendisliği,2,3.18,Hayır,,Ankara Fen Lisesi,Ankara,Fen lisesi,3.00 - 4.00,Üniversite,Evet,Lise,Emekli,1.0,100.0,Evet,Hayır,,,,Evet,Evet
188,2014,Erkek,7/3/1995,Çanakkale,Mersin,TOROS ÜNİVERSİTESİ,Özel,Turizm ve Otel İşletmeciliği,1,3.01,Hayır,,Çanakkale Denizcilik Anadolu Meslek Lises,Çanakkale,Meslek lisesi,3.00-2.50,Ortaokul Mezunu,Evet,Lise,Evet,1.0,100.0,Evet,Evet,260,,,Hayır,Hayır
189,2014,Erkek,28 Kasim 1991,Bolvadin/Afyon,,KOÇ ÜNİVERSİTESİ,Özel,"Kimya-Biyoloji Mühendisliği, Endüstri Mühendisliği Çift anadal programı",3,2.1,Hayır,,"Bahçeşehir Koleji, Bahçeşehir Fen ve Teknoloji Lisesi",İstanbul,Özel lisesi,3.50-3,Ortaokul Mezunu,Hayır,Lise,Emekli,3.0,100.0,Evet,Evet,300 lira,,,Evet,Hayır
190,2014,Erkek,8/10/1995,Kayseri,,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,Hukuk,1,2.91,Hayır,,Mustafa Eminoğlu Anadolu Lisesi,Kayseri,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
191,2014,Erkek,10/20/1991,Bursa,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,Makine Mühendisliği,4,3.29,Hayır,,Özel Nilüfer Fen Lisesi,Bursa,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,2.0,100.0,Evet,Evet,425 TL,,,Hayır,Hayır
192,2014,Erkek,2/10/1994,Eskişehir,İstanbul,TURGUT ÖZAL ÜNİVERSİTESİ,Özel,İşletme,2,3.16,Hayır,,Cumhuriyet lisesi,Eskişehir,Anadolu lisesi,3.00-2.50,Ortaokul Mezunu,Hayır,Ortaokul Mezunu,Hayır,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
193,2014,Erkek,3/22/1994,Başçiftlik/Tokat,İstanbul,KOÇ ÜNİVERSİTESİ,Özel,Hukuk,1,3.08,Hayır,,Tokat Anadolu Lisesi,Tokat Merkez,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,Lise,Evet,1.0,100.0,evet,Evet,aylık 100 tl,,,Evet,Hayır
194,2014,Erkek,30 Aralik 1993,İstanbul,,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Uluslararası Lojistik ve Taşımacılık,4,3.82,Hayır,,Behiye Dr. Nevhiz Işıl Anadolu Lisesi,İstanbul,Anadolu lisesi,3.50-3,İlkokul Mezunu,Evet,Lise,Evet,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
195,2014,Erkek,1/1/1993,İstanbul,İstanbul,FATİH SULTAN MEHMET VAKIF,Özel,Hukuk,2,2.4,Hayır,,Cibali,İstanbul,Düz lise,3.00-2.50,İlkokul Mezunu,Hayır,İlkokul Mezunu,Hayır,5.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
196,2014,Erkek,26 Mayis 1993,Ankara,Istanbul,ÖZYEĞİN ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,3,3.23,Hayır,,Kadıköy Anadolu Lisesi,İstanbul,Anadolu lisesi,3.50-3,Lise,Hayır,Üniversite,Emekli,2.0,100.0,Evet,Evet,300 TL nakit + yemek + ulaşım,,,Evet,Hayır
197,2014,Erkek,2 Mayis 1993,Harran/Şanlıurfa,İstanbul,İSTANBUL ŞEHİR ÜNİVERSİTESİ,Özel,Bilgisayar Mühendisliği,2,2.69,Hayır,,Biga Atatürk Anadolu Lisesi,Çanakkale,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Evet,300,,,,
198,2014,Erkek,9/25/1994,oguzeli,,ZİRVE ÜNİVERSİTESİ,Özel,fizik tedavi ve rehabilitasyon,1,3.63,Hayır,,erdem koleji,gaziantep,Özel lisesi,3.00 - 4.00,Lise,Hayır,Ortaokul Mezunu,Emekli,4.0,100.0,Hayır,Hayır,,,,Hayır,Evet
199,2014,Erkek,8 Mayis 1992,Çankaya,İstanbul,KOÇ ÜNİVERSİTESİ,Özel,İşletme - Yarı Burs TR Sıralama: 5000,2,2.25,Hayır,,Özel Amerikan Robert Lisesi,İstanbul,Özel lisesi,3.00-2.50,Lise,Emekli,Üniversite,Emekli,1.0,100.0,evet,Hayır,,,,Evet,Evet
200,2014,Erkek,14 Mayis 1993,KASTAMONUCİDE,İstanbul,PİRİ REİS ÜNİVERSİTESİ,Özel,GEMİ MAKİNELERİ İŞLETME MÜHENDİSLİĞİ,1,3.6,Hayır,,BAYRAMPAŞA RIFAT CANAYAKIN LİSESİ,İSTANBUL,Düz lise,3.00 - 4.00,İlkokul Mezunu,Hayır,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
201,2014,Erkek,1/1/1970,Mersin,,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Uluslararasi Lojistik ve Tasimacilik,1,3.31,Hayır,,Mersin Ticaret ve Sanayi Odasi Anadolu Lisesi,Mersin,Anadolu lisesi,3.50-3,Lise,Hayır,İlkokul Mezunu,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
202,2014,Kadın,10/8/1992,Diyarbakır,ANKARA,ATILIM ÜNİVERSİTESİ,Özel,Yazılım Mühendisliği,4,2.62,Hayır,,Cumhuriyet Anadolu Lisesi,Ankara,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Hayır,Hayır
203,2014,Erkek,3/21/1991,karabuk,İstanbul,ÇANKAYA ÜNİVERSİTESİ,Özel,Matematik Bilgisayar,Mezun,3.06,Evet,,mevlana anadolu lisesi,Istanbul,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,3.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
204,2014,Erkek,10 Mayis 1992,İSTANBUL,İSTANBUL,İSTANBUL AYDIN ÜNİVERSİTESİ,Özel,BİLGİSAYAR MÜHENDİSLİĞİ,2,3.47,Hayır,,MEVLANA LİSESİ,İSTANBUL,Düz lise,3.00 - 4.00,Eğitim Yok,Hayır,İlkokul Mezunu,Evet,4.0,100.0,Evet,Evet,300,,,Hayır,Hayır
205,2014,Erkek,2/11/1992,Adana,İstanbul,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Özel,Hukuk,4,3.41,Hayır,,Hasan Çolak Anadolu Lisesi,Alanya,Anadolu lisesi,3.50-3,Üniversite,Hayır,,,,100.0,Evet,Hayır,,,,,
206,2014,Erkek,1/28/1994,Fatih/İstanbul,İstanbul,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Özel,Ekonomi,2,3.65,Hayır,,Fetih Anadolu Lisesi,İstanbul,Anadolu lisesi,3.00 - 4.00,Ortaokul Mezunu,Hayır,Lise,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Evet
207,2014,Kadın,24 Kasim 1995,Polatlı/Ankara,Ankara,İHSAN DOĞRAMACI BİLKENT,Özel,İktisat,1,3.94,Hayır,,Özel Samanyolu Cemal Şaşmaz Koleji,Ankara,Özel lisesi,3.00 - 4.00,Lise,Hayır,Yüksek Lisans / Doktora,Emekli,3.0,100.0,Evet,Hayır,,,,Hayır,Hayır
208,2014,Kadın,1/30/1992,Polatlı/ANKARA,ANKARA,ATILIM ÜNİVERSİTESİ,Özel,Elektrik-Elektronik Mühendisliği İngilizce,2,2.47,Hayır,,POLATLI ANADOLU LİSESİ,ANKARA,Anadolu lisesi,3.00 - 4.00,Lise,Emekli,Ortaokul Mezunu,Emekli,3.0,100.0,Evet,Evet,300TL,,,Hayır,Hayır
209,2014,Kadın,8/29/1993,Kayseri,Kayseri,MELİKŞAH ÜNİVERSİTESİ,Özel,Elektrik elektronik mühendisliği ingilizce,2,2.88,Hayır,,Mustafa eraslan lisesi,Kayseri,Düz lise,3.00 - 4.00,Lise,Hayır,Üniversite,Evet,2.0,100.0,Evet,Evet,300,,,Evet,Hayır
210,2014,Kadın,9/11/1992,Üsküdar,İstanbul,İSTANBUL AREL ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve Finansİngilizce,4,3.54,Hayır,,Cumhuriyet Anadolu Lisesi,Düzce,Anadolu lisesi,3.00-2.50,Üniversite,Evet,Lise,Evet,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
211,2014,Kadın,9/19/1993,antalya,Antalya,YAKIN DOĞU ÜNİVERSİTESİ,Özel,hemşirelik,2,3.48,Hayır,,necati dölen lisesi,antalya,Düz lise,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,,100.0,Evet,Hayır,,,,Hayır,Hayır
212,2014,Kadın,8/24/1993,ANAMUR/MERSİN,GAZİMAĞUSA,DOĞU AKDENİZ ÜNİVERSİTESİ,Özel,OKUL ÖNCESİ ÖĞRETMENLİĞİ,3,3.74,Hayır,,ANAMUR KIZ TEKNİK VE MESLEK LİSESİ,ANAMUR/MERSİN,Meslek lisesi,3.00 - 4.00,Üniversite,Evet,Lise,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Evet
213,2014,Kadın,10 Aralik 1994,antalya,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,uluslararası girişimcilik,1,2.6,Hayır,,adem tolunay anadolu lisesi,antalya,Anadolu lisesi,3.00-2.50,İlkokul Mezunu,Hayır,Lise,Emekli,1.0,100.0,Evet,Evet,300 tl,,,Evet,Evet
214,2014,Kadın,22 Aralik 1995,Malatya,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,Mimarlık,1,3.37,Hayır,,Malatya Anadolu Lisesi,Malatya,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,İlkokul Mezunu,Emekli,5.0,100.0,Evet,Hayır,,,,Hayır,Hayır
215,2014,Kadın,3/21/1994,Antakya,,MALTEPE ÜNİVERSİTESİ,Özel,Hukukİngilizce,3,2.02,Hayır,,İmkb Anadolu Öğretmen Lisesi,Adana,Anadolu lisesi,3.00 - 4.00,İlkokul Mezunu,Hayır,,,,100.0,Evet,Evet,300,,,,
216,2014,Kadın,9/8/1994,Cihanbeyli/Konya,İstanbul,TOBB EKONOMİ VE TEKNOLOJİ,Özel,malzeme bilimi ve nanoteknoloji mühendisliği,2,3.58,Hayır,,aksaray fen lisesi,aksaray,Fen lisesi,3.00 - 4.00,İlkokul Mezunu,Evet,Üniversite,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
217,2014,Kadın,9/17/1993,Ankara,İstanbul,KOÇ ÜNİVERSİTESİ,Özel,"BIEMF - Bachelor of International Economics, Management and Finance",3,2.22,Hayır,,Özel Saint Joseph Fransız Lisesi,İstanbul,Özel lisesi,3.00 - 4.00,Üniversite,Emekli,Üniversite,Evet,1.0,100.0,Hayır,Hayır,,,,Evet,Hayır
218,2014,Erkek,4/27/1994,sultanbeli-istanbul,,IŞIK ÜNİVERSİTESİ,Özel,ELEKTRİK ELEKTRONİK MÜH.,2,2.83,Hayır,,NEVZAT AYAZ ANADOLU LİSESİ,İSTANBUL,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
219,2014,Erkek,19 Aralik 1994,ÜSKÜDAR,İstanbul,BEYKENT ÜNİVERSİTESİ,Özel,İNGİLİZCE İŞLETME,2,2.74,Hayır,,HAYDARPAŞA ANADOLU LİSESİ,İSTANBUL,Anadolu lisesi,3.50-3,İlkokul Mezunu,Hayır,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
220,2014,Kadın,10/28/1991,Üsküdar,İstanbul,YEDİTEPE ÜNİVERSİTESİ,Özel,Tıp Fakültesi,3,3.35,Hayır,,Istek Atanur Oğuz,İstanbul,Anadolu lisesi,3.00 - 4.00,Lise,Hayır,Lise,Emekli,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
221,2014,Kadın,6/11/1993,Keşan/ Edirne,İstanbul,İHSAN DOĞRAMACI BİLKENT,Özel,Endüstri Mühendisliği,3,2.37,Hayır,,Özel Bilkent Erzurum Laboratuar Lisesi,Erzurun,Özel lisesi,3.50-3,Üniversite,Evet,Üniversite,Evet,1.0,100.0,Evet,Hayır,,,,Evet,Hayır
222,2014,Erkek,8/2/1990,KONAK,,OKAN ÜNİVERSİTESİ,Özel,Mekatronik Mühendisliği,4,3.4,Hayır,,Karşıyaka,İZMİR,Anadolu lisesi,3.50-3,Üniversite,Emekli,Üniversite,Evet,2.0,100.0,Evet,Hayır,,,,Evet,Hayır
223,2014,Erkek,7/10/1992,Malatya / hekimhan,Bursa,ZİRVE ÜNİVERSİTESİ,Özel,Siyaset bilimi ve kamu yönetimi,Mezun,3.76,Hayır,,Hekimhan lisesi,Malatya,Düz lise,3.00 - 4.00,Eğitim Yok,Hayır,İlkokul Mezunu,Emekli,8.0,100.0,Evet,Hayır,,,,Hayır,Hayır
224,2014,Erkek,6/27/1994,ümraniye,İstanbul,ULUDAĞ ÜNİVERSİTESİ,Devlet,inşaat teknolojileri,2,4.0,Hayır,,ümraniye endüstri meslek lisesi,istanbul,Meslek lisesi,3.50-3,İlkokul Mezunu,Hayır,İlkokul Mezunu,Hayır,1.0,100.0,Hayır,Hayır,,,,Hayır,Hayır
225,2014,Erkek,10/1/1994,Seyhan/Adana,,DOĞU AKDENİZ ÜNİVERSİTESİ,Özel,Yönetim Bilişim Sistemleri,3,2.09,Hayır,,Alanya Anadolu Teknik Lisesi,Antalya,Meslek lisesi,3.50-3,Lise,Evet,Ortaokul Mezunu,Evet,3.0,100.0,Evet,Hayır,,,,Evet,Hayır
226,2014,Erkek,7/7/1992,Altındağ/Ankara,Ankara,BAHÇEŞEHİR ÜNİVERSİTESİ,Özel,Hukuk,4,3.85,Hayır,,Türk Telekom Mehmet Kaplan Sosyal Bilimler Lisesi,Ankara,Fen lisesi,3.00 - 4.00,Üniversite,Hayır,,,,100.0,Evet,Hayır,900 TL,,,,
227,2014,Erkek,9/2/1990,Bakırköy/İST,İstanbul,İSTANBUL BİLGİ ÜNİVERSİTESİ,Özel,Uluslararası Ticaret ve İşletmecilik,3,3.65,Hayır,,Beşiktaş Sakıp Sabancı Anadolu Lisesi,İstabul,Anadolu lisesi,3.50-3,Lise,Hayır,Lise,Emekli,1.0,100.0,Hayır,Hayır,,,,Evet,Evet
