Column,Value,Count
Universite Not Ortalamasi,3.50-3,6179
Universite Not Ortalamasi,2.50 - 3.00,5782
Universite Not Ortalamasi,3.50 - 4.00,4462
Universite Not Ortalamasi,,2795
Universite Not Ortalamasi,2.00 - 2.50,2519
Universite Not Ortalamasi,2.50 - 2.99,2452
Universite Not Ortalamasi,ORTALAMA BULUNMUYOR,2399
Universite Not Ortalamasi,3.00 - 3.49,2382
Universite Not Ortalamasi,2.50 -3.00,1734
Universite Not Ortalamasi,3.00 - 4.00,1411
Universite Not Ortalamasi,1.80 - 2.49,1166
Universite Not Ortalamasi,Hazırlığım,668
Universite Not Ortalamasi,Not ortalaması yok,586
Universite Not Ortalamasi,4-3.5,481
Universite Not Ortalamasi,Ortalama bulunmuyor,413
Universite Not Ortalamasi,1.00 - 2.50,327
Universite Not Ortalamasi,0 - 1.79,185
Daha Once Baska Bir Universiteden Mezun Olmus,,37387
Daha Once Baska Bir Universiteden Mezun Olmus,Hayır,26624
Daha Once Baska Bir Universiteden Mezun Olmus,Evet,1156
Lise Adi,------,4251
Lise Adi,,426
Lise Adi,Atatürk Lisesi,199
Lise Adi,Açık öğretim lisesi,161
Lise Adi,Açık Öğretim Lisesi,151
Lise Adi,Cumhuriyet Anadolu Lisesi,146
Lise Adi,Atatürk Anadolu Lisesi,138
Lise Adi,Ankara Atatürk Anadolu Lisesi,123
Lise Adi,İzmir Atatürk Lisesi,119
Lise Adi,Fatih Anadolu Lisesi,118
Lise Adi,Açıköğretim Lisesi,111
Lise Adi,Bornova Anadolu Lisesi,110
Lise Adi,Cumhuriyet Lisesi,102
Lise Adi,Gazi Anadolu Lisesi,97
Lise Adi,Kadıköy Anadolu Lisesi,96
Lise Adi,Anadolu lisesi,94
Lise Adi,Kabataş Erkek Lisesi,94
Lise Adi,Final Temel Lisesi,89
Lise Adi,Bahçelievler Anadolu Lisesi,82
Lise Adi,Cağaloğlu Anadolu Lisesi,76
Lise Adi,Süleyman Demirel Anadolu Lisesi,73
Lise Adi,İçel Anadolu Lisesi,70
Lise Adi,Mehmet Akif Ersoy Anadolu Lisesi,69
Lise Adi,Gaziantep Anadolu Lisesi,67
Lise Adi,Final temel lisesi,67
Lise Adi,Galatasaray Lisesi,66
Lise Adi,Adnan Menderes Anadolu Lisesi,65
Lise Adi,Açıköğretim lisesi,62
Lise Adi,Burak Bora Anadolu Lisesi,62
Lise Adi,Mehmet Akif Ersoy Lisesi,62
Lise Adi,Açık lise,61
Lise Adi,Bursa değiştir,59
Lise Adi,Mustafa Kemal Anadolu Lisesi,59
Lise Adi,Yusuf Kalkavan Anadolu Lisesi,57
Lise Adi,Uğur Temel Lisesi,56
Lise Adi,Ankara değiştir,55
Lise Adi,İzmir Kız Lisesi,54
Lise Adi,İzmir Fen Lisesi,54
Lise Adi,Gebze Anadolu Lisesi,54
Lise Adi,Sınav Temel Lisesi,53
Lise Adi,Adana Anadolu Lisesi,52
Lise Adi,Eskişehir Anadolu Lisesi,51
Lise Adi,Açık öğretim,51
Lise Adi,Bursa Anadolu Lisesi,49
Lise Adi,Maltepe Askeri Lisesi,49
Lise Adi,Yunus Emre Anadolu Lisesi,49
Lise Adi,Malatya Anadolu Lisesi,49
Lise Adi,İstanbul Erkek Lisesi,48
Lise Adi,Vefa Lisesi,48
Lise Adi,Beşiktaş Atatürk Anadolu Lisesi,48
Lise Adi,Tekirdağ Anadolu Lisesi,48
Lise Adi,Antalya Anadolu Lisesi,47
Lise Adi,Kuleli Askeri Lisesi,47
Lise Adi,Ankara Atatürk Lisesi,46
Lise Adi,Ankara Fen Lisesi,46
Lise Adi,Cumhuriyet Anadolu lisesi,46
Lise Adi,Tic Mes Lis ve Anadolu Ticaret Mes Lisesi,45
Lise Adi,Kocaeli Anadolu Lisesi,45
Lise Adi,Konak Anadolu Lisesi,45
Lise Adi,Beşiktaş Anadolu Lisesi,45
Lise Adi,19 Mayıs Anadolu Lisesi,45
Lise Adi,Atatürk Anadolu lisesi,42
Lise Adi,Açık Lise,41
Lise Adi,Mustafa Saffet Anadolu Lisesi,41
Lise Adi,Pertevniyal Lisesi,41
Lise Adi,Piri Reis Anadolu Lisesi,40
Lise Adi,Nuh Mehmet Küçükçalık Anadolu Lisesi,39
Lise Adi,Açıköğretim,38
Lise Adi,Yıldırım Beyazıt Anadolu Lisesi,38
Lise Adi,Kartal Anadolu Lisesi,38
Lise Adi,Anadolu Lisesi,38
Lise Adi,Nişantaşı Nuri Akın Anadolu Lisesi,37
Lise Adi,Sırrı Yırcalı Anadolu Lisesi,37
Lise Adi,Hürriyet Anadolu Lisesi,37
Lise Adi,Kadir Has Anadolu Lisesi,37
Lise Adi,Kültür Temel Lisesi,37
Lise Adi,Buca Anadolu Lisesi,37
Lise Adi,Seyhan Rotary Anadolu Lisesi,37
Lise Adi,İmam hatip lisesi,37
Lise Adi,Adem Tolunay Anadolu Lisesi,37
Lise Adi,Florya Tevfik Ercan Anadolu Lisesi,36
Lise Adi,Şehremini Anadolu Lisesi,36
Lise Adi,Alparslan Anadolu Lisesi,36
Lise Adi,Mevlana Anadolu Lisesi,36
Lise Adi,Çanakkale Fen Lisesi,36
Lise Adi,Gaziosmanpaşa Anadolu Lisesi,36
Lise Adi,ÇEAŞ Anadolu Lisesi,35
Lise Adi,İstanbul Atatürk Fen Lisesi,35
Lise Adi,Çağrıbey Anadolu Lisesi,35
Lise Adi,Beşiktaş Sakıp Sabancı Anadolu Lisesi,35
Lise Adi,İzmir Anadolu Lisesi,34
Lise Adi,Hacı Ömer Tarman Anadolu Lisesi,34
Lise Adi,Çapa Fen Lisesi,34
Lise Adi,Ümraniye Anadolu Lisesi,34
Lise Adi,Antalya Lisesi,34
Lise Adi,Kağıthane Anadolu Lisesi,34
Lise Adi,Manisa Fen Lisesi,33
Lise Adi,Denizli Anadolu Lisesi,33
Lise Adi,Dede Korkut Anadolu Lisesi,33
Lise Adi,Ayrancı Anadolu Lisesi,33
Lise Adi,Atatürk anadolu lisesi,32
Lise Adi,Metin Nuran Çakallıklı Anadolu Lisesi,32
Lise Adi,Çankaya Anadolu Lisesi,32
Lise Adi,TED Ankara Koleji,32
Lise Adi,Nazilli Anadolu Lisesi,32
Lise Adi,Yavuz Sultan Selim Anadolu Lisesi,31
Lise Adi,Robert Kolej,31
Lise Adi,Edirne Süleyman Demirel Fen Lisesi,31
Lise Adi,Aydınlıkevler Anadolu Lisesi,31
Lise Adi,Cahit Elginkan Anadolu Lisesi,31
Lise Adi,İstanbul Köy Hizmetleri Anadolu Lisesi,31
Lise Adi,Atatürk lisesi,31
Lise Adi,Gazi Lisesi,31
Lise Adi,Adana Ticaret Odası Anadolu Lisesi,31
Lise Adi,Eyüp Anadolu Lisesi,31
Lise Adi,Fatih Sultan Mehmet Anadolu Lisesi,30
Lise Adi,Ataşehir Anadolu Lisesi,30
Lise Adi,Haydarpaşa Lisesi,30
Lise Adi,Nişantaşı Anadolu Lisesi,30
Lise Adi,Hasan Ali Yücel Anadolu Öğretmen Lisesi,30
Lise Adi,İzzet Baysal Anadolu Lisesi,30
Lise Adi,Süleyman Nazif Anadolu Lisesi,30
Lise Adi,Karşıyaka Anadolu Lisesi,30
Lise Adi,Mardin Anadolu Lisesi,30
Lise Adi,Mehmet Niyazi Altuğ Anadolu Lisesi,30
Lise Adi,Küçükçekmece Anadolu Lisesi,29
Lise Adi,Mehmet Emin Resulzade Anadolu Lisesi,29
Lise Adi,Hüseyin Avni Sözen Anadolu Lisesi,29
Lise Adi,Uğur temel lisesi,29
Lise Adi,Fahreddin Kerim Gökay Anadolu Lisesi,29
Lise Adi,Ordu Anadolu Lisesi,29
Lise Adi,Kanuni Anadolu Lisesi,29
Lise Adi,Hacı Sabancı Anadolu Lisesi,29
Lise Adi,Adile Mermerci Anadolu Lisesi,29
Lise Adi,Rotary 100. Yıl Anadolu Lisesi,29
Lise Adi,Nevzat Ayaz Anadolu Lisesi,28
Lise Adi,Sami Yangın Anadolu Lisesi,28
Lise Adi,İstiklal Makzume Anadolu Lisesi,28
Lise Adi,Tokat Anadolu Lisesi,28
Lise Adi,Aydın Fen Lisesi,28
Lise Adi,Kız Tek. ve Meslek Lisesi,28
Lise Adi,Fatih Anadolu lisesi,28
Lise Adi,Eskişehir Fatih Fen Lisesi,28
Lise Adi,Gölbaşı Anadolu Lisesi,28
Lise Adi,Necmi Asfuroğlu Anadolu Lisesi,28
Lise Adi,Yunus Emre Lisesi,28
Lise Adi,Asiye Ağaoğlu Anadolu Lisesi,28
Lise Adi,Alanya Anadolu Lisesi,27
Lise Adi,Adana Fen Lisesi,27
Lise Adi,Ergün Öner Mehmet Öner Anadolu Lisesi,27
Lise Adi,Fatih Lisesi,27
Lise Adi,Nakipoğlu Cumhuriyet Anadolu Lisesi,27
Lise Adi,75. Yıl Anadolu Lisesi,27
Lise Adi,Yeşilköy Anadolu Lisesi,27
Lise Adi,Yahya Kemal Beyatlı Anadolu Lisesi,27
Lise Adi,Hasan Çolak Anadolu Lisesi,27
Lise Adi,Sınav temel lisesi,27
Lise Adi,Anadolu öğretmen lisesi,27
Lise Adi,Namık Kemal Lisesi,26
Lise Adi,Ankara Anadolu Lisesi,26
Lise Adi,cumhuriyet anadolu lisesi,26
Lise Adi,Zonguldak Fen Lisesi,26
Lise Adi,Hüseyin Bürge Anadolu Lisesi,26
Lise Adi,Cumhuriyet anadolu lisesi,26
Lise Adi,Samsun Anadolu Lisesi,26
Lise Adi,Kalaba Anadolu Lisesi,26
Lise Adi,Köy Hizmetleri Anadolu Lisesi,26
Lise Adi,Habire Yahşi Anadolu Lisesi,26
Lise Adi,Beydağı Anadolu Lisesi,26
Lise Adi,Fen Bilimleri Temel Lisesi,26
Lise Adi,Sakarya Anadolu Lisesi,25
Lise Adi,Selim Nevzat Şahin Anadolu Lisesi,25
Lise Adi,Samiha Ayverdi Anadolu Lisesi,25
Lise Adi,Ufuk Arslan Anadolu Lisesi,25
Lise Adi,Sungurbey Anadolu Lisesi,25
Lise Adi,Aydın Lisesi,25
Lise Adi,Çözüm Temel Lisesi,25
Lise Adi,Çemberlitaş Anadolu Lisesi,25
Lise Adi,Kırıkkale Anadolu Lisesi,25
Lise Adi,Aydın Adnan Menderes Anadolu Lisesi,24
Lise Adi,Mehmet Akif Ersoy Anadolu lisesi,24
Lise Adi,açık öğretim lisesi,24
Lise Adi,Kocaeli Fen Lisesi,24
Lise Adi,Kadriye Çalık Anadolu Lisesi,24
Lise Adi,Bandırma Anadolu Lisesi,24
Lise Adi,Sivas Fen Lisesi,24
Lise Adi,AÇIK ÖĞRETİM LİSESİ,24
Lise Adi,Selçuklu Anadolu Lisesi,24
Lise Adi,Uğur Anadolu Lisesi,24
Lise Adi,İstanbul Anadolu Lisesi,24
Lise Adi,Selçuk Anadolu Lisesi,23
Lise Adi,Ziya Gökalp Anadolu Lisesi,23
Lise Adi,Isparta Süleyman Demirel Fen Lisesi,23
Lise Adi,Milli Piyango Anadolu Lisesi,23
Lise Adi,Pertevniyal Anadolu Lisesi,23
Lise Adi,Bursa Erkek Lisesi,23
Lise Adi,Şükrü Şankaya Anadolu Lisesi,23
Lise Adi,İmam Hatip Lisesi ve Anadolu İmam Hatip Lisesi,23
Lise Adi,Konya Anadolu Lisesi,23
Lise Adi,Büyükşehir Hüseyin Yıldız Anadolu Lisesi,23
Lise Adi,24 Kasım Anadolu Lisesi,23
Lise Adi,Fatih Gelenbevi Anadolu Lisesi,23
Lise Adi,Cem Bakioğlu Anadolu Lisesi,22
Lise Adi,Turgut Özal Anadolu Lisesi,22
Lise Adi,Nuh Mehmet Baldöktü Anadolu Lisesi,22
Lise Adi,Abdulkerim Bengi Anadolu Lisesi,22
Lise Adi,Sağmalcılar Anadolu Lisesi,22
Lise Adi,Anadolu Teknik Lisesi ve Anadolu Meslek Lisesi,22
Lise Adi,Dr. Kemal Naci Ekşi Anadolu Lisesi,22
Lise Adi,Edremit Anadolu Lisesi,22
Lise Adi,Karabük Mehmet Vergili Fen Lisesi,22
Lise Adi,Esenyurt Anadolu Lisesi,22
Lise Adi,Şişli Anadolu Lisesi,22
Lise Adi,Kartal Anadolu İmam Hatip Lisesi,22
Lise Adi,Muğla Anadolu Lisesi,22
Lise Adi,Sakıp Sabancı Anadolu Lisesi,22
Lise Adi,Rami Atatürk Anadolu Lisesi,22
Lise Adi,Nermin Mehmet Çekiç Anadolu Lisesi,22
Lise Adi,Nazmi Arıkan Fen Bilimleri Temel Lisesi,21
Lise Adi,Suat Terimer Anadolu Lisesi,21
Lise Adi,Övgü Terzibaşıoğlu Anadolu Lisesi,21
Lise Adi,Açı Temel Lisesi,21
Lise Adi,Etimesgut Anadolu Lisesi,21
Lise Adi,Tekirdağ Ebru Nayim Fen Lisesi,21
Lise Adi,Ataköy Cumhuriyet Anadolu Lisesi,21
Lise Adi,Kadriye Moroğlu Anadolu Lisesi,21
Lise Adi,Diyarbakır Anadolu Lisesi,21
Lise Adi,Yahya Akel Fen Lisesi,21
Lise Adi,Prof. Dr. Mümtaz Turhan Sosyal Bilimler Lisesi,21
Lise Adi,Rahmi Kula Anadolu Lisesi,21
Lise Adi,Samsun Atatürk Anadolu Lisesi,21
Lise Adi,Mardin Fen Lisesi,21
Lise Adi,Malatya Fen Lisesi,21
Lise Adi,Levent Aydın Anadolu Lisesi,21
Lise Adi,Niğde Anadolu Öğretmen Lisesi,21
Lise Adi,Beşir Balcıoğlu Anadolu Lisesi,21
Lise Adi,Halil Kale Fen Lisesi,20
Lise Adi,Türk Telekom Anadolu Teknik Lisesi,20
Lise Adi,final temel lisesi,20
Lise Adi,Tatvan Anadolu Lisesi,20
Lise Adi,Konya Meram Anadolu Lisesi,20
Lise Adi,Kırıkkale Fen Lisesi,20
Lise Adi,Polatlı Anadolu Lisesi,20
Lise Adi,Sağlık meslek lisesi,20
Lise Adi,Anadolu Öğretmen Lisesi,20
Lise Adi,Necip Fazıl Kısakürek Anadolu Lisesi,20
Lise Adi,Bahçelievler Cumhuriyet Anadolu Lisesi,20
Lise Adi,Ramazan Atıl Anadolu Lisesi,20
Lise Adi,Atakent Anadolu Lisesi,20
Lise Adi,Osman Nuri Hekimoğlu Anadolu Lisesi,20
Lise Adi,Nuri Nihat Aslanoba Anadolu Lisesi,20
Lise Adi,Bodrum Anadolu Lisesi,20
Lise Adi,Lüleburgaz Anadolu Lisesi,20
Lise Adi,Birey Temel Lisesi,20
Lise Adi,İmam Hatip lisesi,20
Lise Adi,açık lise,20
Lise Adi,Mustafa Kemal Lisesi,20
Lise Adi,Ereğli Anadolu Lisesi,20
Lise Adi,Bolu Fen Lisesi,20
Lise Adi,Türk Telekom Anadolu Lisesi,20
Lise Adi,Üsküdar Amerikan Lisesi,20
Lise Adi,Ticaret meslek lisesi,20
Lise Adi,Ankara Gazi Anadolu Lisesi,20
Lise Adi,Büyükçekmece Atatürk Anadolu Lisesi,20
Lise Adi,Antakya Anadolu Lisesi,20
Lise Adi,Ertuğrul Gazi Anadolu Lisesi,20
Lise Adi,Fitnat Nuri Tekerekoğlu Anadolu Lisesi,20
Lise Adi,Merkez Bankası Derince Anadolu Lisesi,20
Lise Adi,Bahçeşehir Atatürk Anadolu Lisesi,20
Lise Adi,Cengizhan Anadolu Lisesi,20
Lise Adi,Çamlıca Kız Anadolu Lisesi,20
Lise Adi,Mersin Ticaret ve Sanayi Odası Anadolu Lisesi,20
Lise Adi,Mahmut Arslan Anadolu Lisesi,20
Lise Adi,Antalya Yusuf Ziya Öner Fen Lisesi,19
Lise Adi,Tekirdağ Anadolu Öğretmen Lisesi,19
Lise Adi,Fatih Vatan Lisesi,19
Lise Adi,açıköğretim lisesi,19
Lise Adi,Erbakır Fen Lisesi,19
Lise Adi,Yalova Anadolu Lisesi,19
Lise Adi,Tülay Başaran Anadolu Lisesi,19
Lise Adi,Hüseyin Özbuğday Anadolu Lisesi,19
Lise Adi,Muzaffer Çil Anadolu Lisesi,19
Lise Adi,Üsküdar Ahmet Keleşoğlu Anadolu Lisesi,19
Lise Adi,Kurtköy Anadolu Lisesi,19
Lise Adi,Çorum Fen Lisesi,19
Lise Adi,Pendik Anadolu Lisesi,19
Lise Adi,Ayten Kemal Akınal Anadolu Lisesi,19
Lise Adi,Batman Anadolu Lisesi,18
Lise Adi,Meram Anadolu Lisesi,18
Lise Adi,Doğa Koleji,18
Lise Adi,19 Mayıs Lisesi,18
Lise Adi,Bursa Anadolu Erkek Lisesi,18
Lise Adi,Elazığ Anadolu Lisesi,18
Lise Adi,Akhisar Anadolu Lisesi,18
Lise Adi,Anadolu imam hatip lisesi,18
Lise Adi,TED Ankara Koleji Vakfı Özel Lisesi,18
Lise Adi,Gölcük Fen Lisesi,18
Lise Adi,Ulubatlı Hasan Anadolu Lisesi,18
Lise Adi,Erzurum Anadolu Lisesi,18
Lise Adi,Hasan Polatkan Anadolu Lisesi,18
Lise Adi,Giresun Fen Lisesi,18
Lise Adi,Cumhuriyet lisesi,18
Lise Adi,Kırımlı Fazilet Olcay Anadolu Lisesi,18
Lise Adi,Maltepe Anadolu Lisesi,18
Lise Adi,atatürk anadolu lisesi,18
Lise Adi,Kırklareli Anadolu Lisesi,18
Lise Adi,Meslek lisesi,18
Lise Adi,Turgutlu Anadolu Lisesi,18
Lise Adi,Tevfik Serdar Anadolu Lisesi,18
Lise Adi,Kayseri Fen Lisesi,18
Lise Adi,Açık Öğretim,18
Lise Adi,Işıklar Askeri Hava Lisesi,18
Lise Adi,Özel Ege Lisesi,18
Lise Adi,Mimar Sinan Anadolu Lisesi,17
Lise Adi,Gazi Anadolu lisesi,17
Lise Adi,Fatih Sultan Mehmet Lisesi,17
Lise Adi,Semiha Şakir Anadolu Lisesi,17
Lise Adi,İnönü Anadolu Lisesi,17
Lise Adi,İlhan Atış Anadolu Lisesi,17
Lise Adi,Fethiye Kemal Mumcu Anadolu Lisesi,17
Lise Adi,Çorlu Anadolu Lisesi,17
Lise Adi,Bakırköy Anadolu Lisesi,17
Lise Adi,Hacı Fahri Zümbül Anadolu Lisesi,17
Lise Adi,Bursa Atatürk Anadolu Lisesi,17
Lise Adi,Fatma Emin Kutvar Anadolu Lisesi,17
Lise Adi,Anadolu,17
Lise Adi,Hasan Türek Anadolu Lisesi,17
Lise Adi,ATATÜRK ANADOLU LİSESİ,17
Lise Adi,Mustafa Kaynak Anadolu Lisesi,17
Lise Adi,Gülizar Zeki Obdan Anadolu Lisesi,17
Lise Adi,Hayrullah Kefoğlu Anadolu Lisesi,17
Lise Adi,Karacabey Anadolu Lisesi,17
Lise Adi,Batman Fen Lisesi,17
Lise Adi,Bitlis Anadolu Lisesi,17
Lise Adi,Gaziantep Lisesi,17
Lise Adi,Nazilli Anadolu Öğretmen Lisesi,17
Lise Adi,Sınav Koleji,17
Lise Adi,Muğla 75. Yıl Fen Lisesi,17
Lise Adi,ECA Elginkan Anadolu Lisesi,17
Lise Adi,Şehit Osman Altınkuyu Anadolu Lisesi,17
Lise Adi,Boğaziçi Temel Lisesi,17
Lise Adi,Haydarpaşa Anadolu Lisesi,17
Lise Adi,Rekabet Kurumu Anadolu Lisesi,17
Lise Adi,atatürk lisesi,17
Lise Adi,Bursa Anadolu Kız Lisesi,17
Lise Adi,Silifke Anadolu Lisesi,17
Lise Adi,Fatih anadolu lisesi,17
Lise Adi,Nevşehir Anadolu Lisesi,17
Lise Adi,Fatin Rüştü Zorlu Anadolu Lisesi,17
Lise Adi,Ahmet Erdem Anadolu Lisesi,16
Lise Adi,Güngören Anadolu Lisesi,16
Lise Adi,Hacı Fatma Erdemir Anadolu Lisesi,16
Lise Adi,Tuğba Özbek Anadolu Lisesi,16
Lise Adi,Biga Atatürk Anadolu Lisesi,16
Lise Adi,Isparta Anadolu Lisesi,16
Lise Adi,Kepirtepe Anadolu Öğretmen Lisesi,16
Lise Adi,Sema Yazar Anadolu Lisesi,16
Lise Adi,Aksu Anadolu Öğretmen Lisesi,16
Lise Adi,İstanbul Kadıköy Lisesi,16
Lise Adi,Özel Final Temel Lisesi,16
Lise Adi,Mehmetçik Anadolu Lisesi,16
Lise Adi,Ümitköy Anadolu Lisesi,16
Lise Adi,Nevzat Karalp Anadolu Lisesi,16
Lise Adi,Bahçeşehir Koleji,16
Lise Adi,Füsun Yönder Anadolu Lisesi,16
Lise Adi,Sultanbeyli Anadolu Lisesi,16
Lise Adi,İsmail Safa Özler Anadolu Lisesi,16
Lise Adi,Zonguldak Atatürk Anadolu Lisesi,16
Lise Adi,Yüksel İlhan Alanyalı Fen Lisesi,16
Lise Adi,Dolapoğlu Anadolu Lisesi,16
Lise Adi,Halide Edip Adıvar Anadolu Lisesi,16
Lise Adi,Kastamonu Fen Lisesi,16
Lise Adi,Manavgat Anadolu Lisesi,16
Lise Adi,Batıkent Lisesi,16
Lise Adi,Anamur Anadolu Lisesi,16
Lise Adi,Mehmet Adnan Özçelik Anadolu Lisesi,16
Lise Adi,Siirt Türk Telekom Fen Lisesi,15
Lise Adi,75.Yıl Anadolu Lisesi,15
Lise Adi,Vali Aydın Arslan Fen Lisesi,15
Lise Adi,Yücel Boru Fen Lisesi,15
Lise Adi,Türk Kızılayı Kartal Anadolu Lisesi,15
Lise Adi,Şanlıurfa Fen Lisesi,15
Lise Adi,Ülkün Yalçın Anadolu Lisesi,15
Lise Adi,Uşak Fen Lisesi,15
Lise Adi,İstanbul Üsküdar Lisesi,15
Lise Adi,Macit Zeren Fen Lisesi,15
Lise Adi,Düzce Anadolu Öğretmen Lisesi,15
Lise Adi,Eskişehir Kılıçoğlu Anadolu Lisesi,15
Lise Adi,Trabzon Sosyal Bilimler Lisesi,15
Lise Adi,Tekirdağ Belediyesi Anadolu Öğretmen Lisesi,15
Lise Adi,sınav temel lisesi,15
Lise Adi,Niğde Fen Lisesi,15
Lise Adi,Cihat Kora Anadolu Lisesi,15
Lise Adi,Erzincan Fen Lisesi,15
Lise Adi,Kanuni Lisesi,15
Lise Adi,Nusaybin Anadolu Lisesi,15
Lise Adi,Kırıkkale Anadolu Öğretmen Lisesi,15
Lise Adi,Elvankent Bilgi Anadolu Lisesi,15
Lise Adi,İmam Hatip Lisesi,15
Lise Adi,Karadeniz Ereğli Anadolu Lisesi,15
Lise Adi,Çarşamba Anadolu Lisesi,15
Lise Adi,Kırkkonaklar Anadolu Lisesi,15
Lise Adi,İstanbul Atatürk Anadolu Lisesi,15
Lise Adi,mehmet akif ersoy anadolu lisesi,15
Lise Adi,Kalaba Lisesi,15
Lise Adi,Vefa Poyraz Anadolu Lisesi,14
Lise Adi,Sivas Selçuk Anadolu Lisesi,14
Lise Adi,Hatay Fen Lisesi,14
Lise Adi,Mersin Fen Lisesi,14
Lise Adi,Salih Zeki Anadolu Lisesi,14
Lise Adi,Meram Fen Lisesi,14
Lise Adi,Göztepe İhsan Kurşunoğlu Anadolu Lisesi,14
Lise Adi,Ankara Türk Telekom Sosyal Bilimler Lisesi,14
Lise Adi,Adıyaman Fen Lisesi,14
Lise Adi,Özdemir Sabancı Emirgan Anadolu Lisesi,14
Lise Adi,Kılıçoğlu Anadolu Lisesi,14
Lise Adi,Emlakbank Süleyman Demirel Anadolu Lisesi,14
Lise Adi,Tarsus Amerikan Koleji,14
Lise Adi,Denizli Erbakır Fen Lisesi,14
Lise Adi,Kültür temel lisesi,14
Lise Adi,İzmir Anadolu Öğretmen Lisesi,14
Lise Adi,İbrahim Turhan Anadolu Lisesi,14
Lise Adi,fatih anadolu lisesi,14
Lise Adi,Yedikule Anadolu Lisesi,14
Lise Adi,Torbalı Anadolu Lisesi,14
Lise Adi,Abdulkadir Konukoğlu Fen Lisesi,14
Lise Adi,Amiral Vehbi Ziya Dümer Anadolu Lisesi,14
Lise Adi,Mehmet Özöncel Anadolu Lisesi,14
Lise Adi,Lüleburgaz Lisesi,14
Lise Adi,Merkez Kız Meslek Lisesi,14
Lise Adi,Fahrettin Kerim Gökay Anadolu Lisesi,14
Lise Adi,Ankara Polis Koleji,14
Lise Adi,Ted Ankara Koleji,14
Lise Adi,Sezai Karakoç Anadolu Lisesi,14
Lise Adi,imam hatip lisesi,13
Lise Adi,Ortaklar Anadolu Öğretmen Lisesi,13
Lise Adi,İMKB Anadolu lisesi,13
Lise Adi,Mardin Anadolu lisesi,13
Lise Adi,Şanlıurfa Anadolu Lisesi,13
Lise Adi,Necip Fazıl Kısakürek Anadolu lisesi,13
Lise Adi,Hüseyin Girenes Fen Lisesi,13
Lise Adi,Eskişehir Fatih Anadolu Lisesi,13
Lise Adi,Yasemin Erman Balsu Anadolu Lisesi,13
Lise Adi,Trabzon Yomra Fen Lisesi,13
Lise Adi,Pendik Fatih Anadolu Lisesi,13
Lise Adi,gazi anadolu lisesi,13
Lise Adi,Aldemir Atilla Konuk Anadolu Lisesi,13
Lise Adi,Behçet Canbaz Anadolu Lisesi,13
Lise Adi,Hazım Kulak Anadolu Lisesi,13
Lise Adi,Mustafa Azmi Doğan Anadolu Lisesi,13
Lise Adi,Mehmet Koloğlu Anadolu Lisesi,13
Lise Adi,Mehmet Serttaş Anadolu Lisesi,13
Lise Adi,Yozgat Şehitler Fen Lisesi,13
Lise Adi,Süleyman Demirel Fen Lisesi,13
Lise Adi,İstanbul Prof. Dr. Mümtaz Turhan Sosyal Bilimler Lisesi,13
Lise Adi,Mehmet akif ersoy anadolu lisesi,13
Lise Adi,Yalova Termal Fen Lisesi,13
Lise Adi,Edirne Lisesi,13
Lise Adi,Antalya Atatürk Anadolu Lisesi,13
Lise Adi,Aydın Sosyal Bilimler Lisesi,13
Lise Adi,Hasan Tekin Ada Anadolu Lisesi,13
Lise Adi,Kızıltepe Anadolu Lisesi,13
Lise Adi,Tevfik Sırrı Gür Anadolu Lisesi,13
Lise Adi,Arnavutköy Korkmaz Yiğit Anadolu Lisesi,13
Lise Adi,Ticaret Meslek Lisesi,13
Lise Adi,Muş Fen Lisesi,13
Lise Adi,Çorum Anadolu Öğretmen Lisesi,13
Lise Adi,Bursa Ali Osman Sönmez Fen Lisesi,13
Lise Adi,Hasan Şadoğlu Lisesi,13
Lise Adi,Ahmet Vefik Paşa Anadolu Lisesi,13
Lise Adi,Arsal Anadolu Lisesi,13
Lise Adi,Mut Anadolu Lisesi,13
Lise Adi,Kırklareli Fen Lisesi,13
Lise Adi,Erzurum İbrahim Hakkı Fen Lisesi,13
Lise Adi,Mithatpaşa Anadolu Lisesi,13
Lise Adi,Denizli Lisesi,13
Lise Adi,Sosyal Bilimler Lisesi,13
Lise Adi,Esenyurt Nakipoğlu Cumhuriyet Anadolu Lisesi,13
Lise Adi,Çukurova Elektrik Anadolu Lisesi,13
Lise Adi,Özel İdare Anadolu Lisesi,13
Lise Adi,Lütfi Ege Anadolu Öğretmen Lisesi,12
Lise Adi,Özel Darüşşafaka Lisesi,12
Lise Adi,anadolu lisesi,12
Lise Adi,Afyonkarahisar Süleyman Demirel Fen Lisesi,12
Lise Adi,Beyoğlu Anadolu Lisesi,12
Lise Adi,Karşıyaka Lisesi,12
Lise Adi,Tevfik İleri Anadolu Lisesi,12
Lise Adi,Gaziantep Anadolu lisesi,12
Lise Adi,Ayyıldız Anadolu Lisesi,12
Lise Adi,Refik Arslan Öztürk Fen Lisesi,12
Lise Adi,Sorgun Anadolu Lisesi,12
Lise Adi,Malcılar Anadolu Lisesi,12
Lise Adi,Muammer Dereli Fen Lisesi,12
Lise Adi,Kemal Hasoğlu Lisesi,12
Lise Adi,Bayburt Fen Lisesi,12
Lise Adi,Yaşar Acar Fen Lisesi,12
Lise Adi,Aksaray Anadolu Öğretmen Lisesi,12
Lise Adi,Borsa İstanbul Zeytinburnu Anadolu Lisesi,12
Lise Adi,Erdem Bayazıt Anadolu Lisesi,12
Lise Adi,Özden Cengiz Anadolu Lisesi,12
