Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
2019,19.0,kadin,1999/10/19,bursa,bursa
2019,25.0,kadin,1998/07/14,samsun,samsun
2019,7.0,kadin,2000/05/13,istanbul,istanbul
2019,9.0,kadin,1999/04/20,sivas,sivas
2019,26.0,kadin,2000/04/25,bursa,eskisehir
2019,3.0,kadin,2000/06/18,istanbul,izmir
2019,24.0,kadin,1998/12/02,mersin,ankara
2019,24.0,kadin,1998/03/17,ankara,ankara
2019,24.0,kadin,1999/06/24,elazig,elazig
2019,13.0,kadin,2000/09/24,kayseri,kayseri
2019,21.0,kadin,2000/10/23,izmir,izmir
2019,56.0,kadin,1996/07/19,mugla,ankara
2019,7.0,kadin,1999/11/15,konya,konya
2019,37.0,kadin,1998/08/26,gaziantep,istanbul
2019,17.0,kadin,1999/10/30,istanbul,istanbul
2019,23.0,kadin,2000/09/05,istanbul,ordu
2019,7.0,kadin,2000/02/15,hatay,hatay
2019,39.0,kadin,1996/03/14,ankara,erzurum
2019,9.0,kadin,1999/08/28,ankara,istanbul
2019,29.0,kadin,1998/06/18,tekirdag,antalya
2019,39.0,kadin,1998/07/10,rize,eskisehir
2019,26.0,kadin,2000/01/13,istanbul,istanbul
2019,3.0,kadin,1999/07/20,sanliurfa,balikesir
2019,20.0,kadin,2000/03/17,eskisehir,eskisehir
2019,9.0,kadin,2000/02/28,usak,usak
2019,34.0,kadin,1998/12/08,tokat,eskisehir
2019,32.0,kadin,1999/02/24,aydin,adana
2019,5.0,kadin,2001/01/06,,
2019,22.0,kadin,1998/07/28,aksaray,aksaray
2019,21.0,kadin,1998/09/11,ankara,ankara
2019,7.0,kadin,1997/03/18,istanbul,istanbul
2019,13.0,kadin,1999/10/15,hatay,mersin
2019,26.0,kadin,1996/03/16,ankara,izmir
2019,24.0,kadin,2000/12/14,istanbul,corum
2019,24.0,kadin,1998/05/26,elazig,ankara
2019,17.0,kadin,1997/02/01,izmir,karaman
2019,8.0,kadin,1998/09/10,samsun,samsun
2019,11.0,kadin,1998/03/24,kirklareli,konya
2019,7.0,kadin,2000/08/07,mersin,mersin
2019,29.0,kadin,1998/06/08,eskisehir,eskisehir
2019,17.0,kadin,1997/10/12,istanbul,istanbul
2019,3.0,kadin,1998/11/21,adana,hatay
2019,27.0,kadin,1997/12/17,ankara,ankara
2019,14.0,kadin,2000/07/13,izmir,izmir
2019,29.0,kadin,2000/01/08,karaman,kirikkale
2019,22.0,kadin,1999/02/06,manisa,manisa
2019,21.0,kadin,1997/08/23,trabzon,trabzon
2019,29.0,kadin,1999/05/05,gaziantep,gaziantep
2019,12.0,kadin,1997/05/19,istanbul,istanbul
2019,9.0,kadin,1999/09/27,istanbul,istanbul
2019,14.0,kadin,1995/02/02,eskisehir,istanbul
2019,34.0,kadin,1999/01/01,mardin,mersin
2019,21.0,kadin,1997/07/20,kocaeli,kocaeli
2019,23.0,kadin,1997/05/03,diyarbakir,tokat
2019,39.0,kadin,1998/07/12,istanbul,istanbul
2019,6.0,kadin,2000/06/21,yozgat,kayseri
2019,33.0,kadin,2000/05/15,istanbul,istanbul
2019,33.0,kadin,1999/11/20,istanbul,istanbul
2019,34.0,kadin,1996/09/23,tokat,istanbul
2019,39.0,kadin,1999/01/01,mersin,kayseri
2019,9.0,kadin,1995/01/05,batman,batman
2019,12.0,kadin,1997/05/02,istanbul,istanbul
2019,11.0,kadin,1999/01/23,nevsehir,nevsehir
2019,37.0,kadin,1999/01/26,sanliurfa,konya
2019,9.0,kadin,2000/05/15,konya,konya
2019,9.0,kadin,1999/08/18,adana,antalya
2019,34.0,kadin,1998/06/25,izmir,izmir
2019,21.0,kadin,1999/07/09,gaziantep,ankara
2019,13.0,kadin,1995/04/27,sakarya,kocaeli
2019,7.0,kadin,1998/11/30,sivas,kayseri
2019,43.0,kadin,2000/09/08,istanbul,istanbul
2019,35.0,kadin,1997/12/11,istanbul,istanbul
2019,15.0,kadin,1998/08/29,ankara,ankara
2019,14.0,kadin,2000/08/28,bursa,bursa
2019,40.0,kadin,1998/11/28,izmir,izmir
2019,22.0,kadin,1996/02/18,denizli,eskisehir
2019,46.0,kadin,1997/05/05,denizli,ankara
2019,19.0,kadin,2000/02/14,kayseri,ankara
2019,23.0,kadin,1998/01/09,denizli,denizli
2019,9.0,kadin,1996/06/20,afyonkarahisar,afyonkarahisar
2019,8.0,kadin,2000/08/17,kocaeli,kocaeli
2019,44.0,kadin,1997/05/30,kutahya,isparta
2019,35.0,kadin,2000/07/13,nigde,bolu
2019,39.0,kadin,1998/07/28,adana,adana
2019,15.0,kadin,1998/01/08,batman,batman
2019,24.0,kadin,1999/03/01,kahramanmaras,kahramanmaras
2019,29.0,kadin,1999/04/21,mardin,mersin
2019,24.0,kadin,1999/07/26,adiyaman,istanbul
2019,9.0,kadin,2000/01/07,manisa,manisa
2019,17.0,kadin,2000/08/27,sinop,corum
2019,32.0,kadin,1998/07/26,denizli,ankara
2019,9.0,kadin,1996/10/25,istanbul,istanbul
2019,11.0,kadin,1997/09/22,aksaray,izmir
2019,33.0,kadin,1998/01/16,istanbul,istanbul
2019,37.0,kadin,1996/07/23,bursa,istanbul
2019,7.0,kadin,1997/11/12,mus,van
2019,9.0,kadin,2000/10/07,gaziantep,aydin
2019,26.0,kadin,1999/08/03,kirikkale,kirikkale
2019,7.0,kadin,1999/10/10,kayseri,sivas
2019,11.0,kadin,1997/01/15,erzurum,erzurum
2019,12.0,kadin,1997/05/20,istanbul,istanbul
2019,11.0,kadin,1997/01/13,hatay,ankara
2019,9.0,kadin,1997/02/08,kars,sanliurfa
2019,20.0,erkek,1995/09/01,istanbul,samsun
2019,16.0,erkek,1998/03/24,istanbul,istanbul
2019,28.0,erkek,1998/06/05,istanbul,istanbul
2019,44.0,erkek,1996/05/13,tekirdag,tekirdag
2019,18.0,erkek,2000/10/27,istanbul,edirne
2019,18.0,kadin,2000/12/20,kocaeli,istanbul
2019,5.0,kadin,2000/03/03,giresun,giresun
2019,20.0,kadin,1999/12/08,kirklareli,kirklareli
2019,33.0,kadin,1999/02/06,istanbul,kocaeli
2019,39.0,kadin,1997/12/26,izmir,izmir
2019,14.0,kadin,1998/07/18,istanbul,istanbul
2019,44.0,kadin,1999/10/13,istanbul,istanbul
2019,51.0,kadin,1997/04/20,adana,istanbul
2019,14.0,kadin,1998/05/11,istanbul,edirne
2019,29.0,erkek,1995/01/29,zonguldak,ankara
2019,26.0,erkek,2000/11/11,sirnak,gaziantep
2019,30.0,erkek,1999/05/01,balikesir,istanbul
2019,20.0,erkek,1997/07/22,ankara,ankara
2019,4.0,erkek,1998/04/03,bursa,ankara
2019,16.0,erkek,2000/07/23,ardahan,istanbul
2019,42.0,erkek,1997/08/21,hatay,eskisehir
2019,38.0,erkek,1998/11/09,canakkale,canakkale
2019,21.0,erkek,1998/02/23,istanbul,istanbul
2019,6.0,erkek,1999/01/05,kocaeli,kocaeli
2019,26.0,erkek,1997/07/21,ankara,ankara
2019,30.0,erkek,2002/10/29,istanbul,istanbul
2019,12.0,erkek,1999/06/22,ankara,ankara
2019,8.0,erkek,1997/05/09,ankara,ankara
2019,31.0,erkek,1997/03/18,mersin,istanbul
2019,9.0,erkek,1998/05/01,kahramanmaras,kahramanmaras
2019,38.0,erkek,1999/02/18,izmir,ankara
2019,10.0,erkek,1998/05/23,ankara,ankara
2019,28.0,erkek,1996/03/04,samsun,eskisehir
2019,24.0,kadin,1996/05/18,aksaray,aksaray
2019,18.0,kadin,1999/10/02,diyarbakir,diyarbakir
2019,41.0,kadin,1997/02/28,giresun,eskisehir
2019,7.0,kadin,1998/09/09,samsun,istanbul
2019,20.0,kadin,2000/12/09,istanbul,istanbul
2019,31.0,erkek,1997/06/20,konya,istanbul
2019,29.0,kadin,1999/05/04,denizli,istanbul
2019,17.0,kadin,1997/11/23,mus,mus
2019,41.0,erkek,1997/12/04,tunceli,kocaeli
2019,41.0,erkek,1997/12/04,tunceli,istanbul
2019,8.0,erkek,1996/09/17,istanbul,istanbul
2019,28.0,erkek,1996/11/01,hatay,istanbul
2019,2.0,erkek,1999/12/25,kocaeli,kocaeli
2019,28.0,erkek,1995/08/24,sivas,eskisehir
2019,23.0,erkek,1997/11/20,van,bursa
2019,39.0,erkek,1995/05/11,elazig,tekirdag
2019,9.0,erkek,1997/05/31,eskisehir,eskisehir
2019,26.0,erkek,1999/08/03,adana,adana
2019,46.0,erkek,1999/03/25,kutahya,eskisehir
2019,9.0,kadin,2001/03/21,eskisehir,eskisehir
2019,24.0,kadin,1998/01/06,diyarbakir,mardin
2019,17.0,kadin,1997/11/16,trabzon,trabzon
2019,9.0,kadin,1997/11/28,van,ankara
2019,19.0,kadin,2000/10/24,adana,adana
2019,40.0,kadin,1998/07/21,samsun,samsun
2019,24.0,kadin,1998/11/06,ankara,amasya
2019,17.0,kadin,1996/12/04,istanbul,izmir
2019,37.0,kadin,1998/07/05,yozgat,ankara
2019,52.0,kadin,1997/06/20,istanbul,istanbul
2019,31.0,kadin,1997/02/18,osmaniye,antalya
2019,13.0,kadin,2000/02/03,istanbul,istanbul
2019,3.0,kadin,1997/08/15,kirsehir,kirsehir
2019,21.0,kadin,2001/10/10,sinop,sinop
2019,15.0,kadin,1998/07/17,izmir,izmir
2019,6.0,kadin,2000/05/17,bitlis,bitlis
2019,33.0,kadin,1998/02/20,izmir,izmir
2019,9.0,kadin,1997/08/18,gaziantep,istanbul
2019,29.0,kadin,1997/06/18,antalya,antalya
2019,3.0,kadin,2000/05/15,corum,ankara
2019,9.0,kadin,1999/09/08,erzurum,bursa
2019,17.0,kadin,1995/04/09,ankara,manisa
2019,20.0,kadin,1995/04/30,adana,adana
2019,24.0,kadin,1996/11/15,aydin,aydin
2019,42.0,kadin,1998/09/17,ankara,ankara
2019,6.0,erkek,1999/02/02,antalya,kayseri
2019,43.0,erkek,1995/05/10,konya,ankara
2019,6.0,erkek,1999/09/24,sirnak,sirnak
2019,20.0,erkek,1998/06/11,istanbul,izmir
2019,12.0,erkek,1998/07/25,ankara,bursa
2019,14.0,erkek,1999/12/05,karaman,konya
2019,33.0,erkek,1998/02/24,samsun,bursa
2019,28.0,erkek,1998/07/20,istanbul,van
2019,39.0,erkek,1997/06/19,istanbul,istanbul
2019,28.0,erkek,1999/05/03,izmir,izmir
2019,18.0,erkek,1997/11/12,istanbul,istanbul
2019,62.0,erkek,1996/01/10,istanbul,istanbul
2019,35.0,erkek,1998/07/16,istanbul,istanbul
2019,36.0,erkek,1995/05/16,bayburt,bartin
2019,6.0,kadin,2000/10/11,nevsehir,istanbul
2019,12.0,erkek,1999/11/20,sanliurfa,sanliurfa
2019,48.0,erkek,1998/03/17,adana,adana
2019,9.0,kadin,1997/08/26,malatya,malatya
2019,7.0,kadin,2000/09/21,izmir,izmir
2019,19.0,kadin,1999/12/01,mersin,mersin
2019,30.0,kadin,1998/07/25,kayseri,kayseri
2019,29.0,kadin,1997/11/10,denizli,istanbul
2019,7.0,kadin,1996/01/16,istanbul,istanbul
2019,22.0,kadin,1999/04/21,ankara,zonguldak
2019,47.0,kadin,1997/09/22,ankara,istanbul
2019,16.0,kadin,1998/06/26,istanbul,istanbul
2019,19.0,kadin,1997/09/20,adana,adana
2019,9.0,erkek,1996/11/21,batman,batman
2019,30.0,erkek,2000/12/01,istanbul,istanbul
2019,15.0,erkek,1999/06/04,kars,isparta
2019,31.0,erkek,1998/10/10,sanliurfa,ankara
2019,25.0,erkek,1996/07/19,cankiri,ankara
2019,9.0,erkek,1998/10/06,mersin,sakarya
2019,16.0,erkek,1999/04/30,antalya,isparta
2019,38.0,erkek,1996/11/07,izmir,izmir
2019,24.0,kadin,1997/08/25,mersin,istanbul
2019,12.0,kadin,1997/02/17,bitlis,istanbul
2019,42.0,kadin,1995/04/04,corum,istanbul
2019,17.0,kadin,2000/07/25,adana,adana
2019,19.0,kadin,2000/04/20,diyarbakir,diyarbakir
2019,25.0,kadin,2000/09/05,adana,kocaeli
2019,9.0,kadin,1999/06/25,ankara,ankara
2019,19.0,kadin,1999/08/11,kocaeli,malatya
2019,37.0,kadin,1998/07/21,istanbul,istanbul
2019,12.0,kadin,1998/03/24,mersin,ankara
2019,37.0,kadin,1998/01/27,mugla,ankara
2019,9.0,kadin,1999/02/02,konya,konya
2019,32.0,kadin,1995/01/22,istanbul,istanbul
2019,37.0,kadin,1999/03/03,ankara,istanbul
2019,29.0,kadin,1997/10/11,bursa,bursa
2019,36.0,kadin,2000/07/28,istanbul,istanbul
2019,7.0,kadin,1998/03/14,izmir,izmir
2019,10.0,kadin,1997/04/17,mus,mus
2019,13.0,kadin,1999/08/24,sanliurfa,antalya
2019,24.0,kadin,1998/10/20,giresun,kocaeli
2019,27.0,kadin,1997/01/29,adana,adana
2019,33.0,kadin,1997/03/20,aydin,istanbul
2019,15.0,kadin,1997/06/04,istanbul,isparta
2019,27.0,kadin,1995/08/30,adana,izmir
2019,24.0,kadin,1999/09/01,aydin,ankara
2019,14.0,erkek,1997/11/15,mardin,mardin
2019,18.0,erkek,2000/04/06,istanbul,istanbul
2019,13.0,kadin,1997/11/25,afyonkarahisar,izmir
2019,39.0,kadin,1999/08/17,tekirdag,izmir
2019,21.0,kadin,2000/12/01,samsun,ankara
2019,26.0,kadin,1998/09/25,bursa,istanbul
2019,7.0,kadin,1998/11/25,adiyaman,adiyaman
2019,28.0,erkek,1999/03/27,istanbul,istanbul
2019,7.0,erkek,1999/05/31,ankara,ankara
2019,13.0,kadin,1999/08/10,kayseri,kayseri
2019,11.0,kadin,2001/12/02,mersin,mersin
2019,23.0,kadin,1998/07/19,mugla,istanbul
2019,16.0,kadin,1997/07/29,adana,antalya
2019,18.0,kadin,1999/09/23,gaziantep,istanbul
2019,27.0,kadin,1996/10/22,istanbul,antalya
2019,29.0,kadin,1998/12/09,istanbul,istanbul
2019,42.0,kadin,1997/06/02,istanbul,ankara
2019,9.0,kadin,1997/08/20,zonguldak,samsun
2019,45.0,kadin,1996/11/15,eskisehir,ankara
2019,14.0,kadin,1998/11/14,afyonkarahisar,afyonkarahisar
2019,49.0,kadin,2000/06/14,konya,istanbul
2019,33.0,kadin,1999/12/20,istanbul,istanbul
2019,8.0,erkek,1998/07/21,cankiri,ankara
2019,8.0,erkek,1997/06/25,antalya,antalya
2019,6.0,erkek,1999/07/15,bitlis,mugla
2019,11.0,erkek,1997/04/11,istanbul,istanbul
2019,48.0,erkek,1997/04/25,istanbul,istanbul
2019,36.0,erkek,2000/07/14,istanbul,istanbul
2019,8.0,erkek,1995/01/12,adana,adana
2019,33.0,erkek,1997/06/22,izmir,yalova
2019,4.0,erkek,2000/06/10,giresun,giresun
2019,11.0,erkek,1999/04/17,antalya,istanbul
2019,28.0,erkek,2000/06/09,istanbul,istanbul
2019,9.0,kadin,2000/10/05,edirne,edirne
2019,11.0,erkek,1998/07/03,gaziantep,burdur
2019,8.0,erkek,1999/03/24,kahramanmaras,kahramanmaras
2019,30.0,erkek,1998/10/01,agri,agri
2019,13.0,erkek,1997/04/17,sanliurfa,gaziantep
2019,20.0,erkek,1998/03/03,istanbul,istanbul
2019,9.0,erkek,1998/06/24,ankara,ankara
2019,26.0,erkek,1998/05/09,,
2019,10.0,kadin,1996/08/28,kayseri,nevsehir
2019,28.0,kadin,2000/08/07,balikesir,istanbul
2019,3.0,kadin,1995/05/29,ankara,ankara
2019,34.0,kadin,1998/03/15,yalova,yalova
2019,29.0,kadin,1998/04/10,isparta,isparta
2019,6.0,erkek,1998/02/14,istanbul,istanbul
2019,14.0,erkek,1996/08/04,osmaniye,osmaniye
2019,8.0,erkek,1997/01/01,sirnak,samsun
2019,32.0,kadin,1995/06/21,kirklareli,istanbul
2019,19.0,kadin,1999/10/15,adana,adana
2019,6.0,erkek,1997/12/04,diyarbakir,diyarbakir
2019,58.0,erkek,1997/03/14,kocaeli,mardin
2019,34.0,erkek,1997/11/08,istanbul,istanbul
2019,56.0,erkek,2000/07/26,ankara,ankara
2019,46.0,kadin,1997/05/31,istanbul,istanbul
2019,47.0,kadin,1997/03/06,adana,sakarya
2019,17.0,erkek,1999/09/10,mersin,mersin
2019,61.0,erkek,1998/05/02,mersin,istanbul
2019,19.0,kadin,2000/12/25,ankara,izmir
2019,37.0,kadin,2000/09/01,aydin,aydin
2019,18.0,erkek,1998/11/19,izmir,izmir
2019,22.0,kadin,1997/07/22,samsun,samsun
2019,17.0,kadin,1999/05/02,corum,kayseri
2019,20.0,erkek,1998/12/30,bitlis,burdur
2019,8.0,erkek,1999/09/18,agri,agri
2019,20.0,erkek,1996/08/21,mersin,mersin
2019,41.0,erkek,1998/11/08,zonguldak,zonguldak
2019,43.0,kadin,1997/06/22,mersin,isparta
2019,11.0,kadin,2000/09/17,izmir,aydin
2019,18.0,erkek,1998/01/01,denizli,denizli
2019,15.0,kadin,1998/09/28,mersin,istanbul
2019,22.0,kadin,1998/06/25,kilis,kilis
2019,8.0,erkek,1998/10/04,ardahan,balikesir
2019,34.0,kadin,1996/04/26,istanbul,istanbul
2019,36.0,kadin,1997/06/25,tokat,adana
2019,8.0,erkek,1999/01/02,mardin,istanbul
2019,12.0,kadin,1996/10/07,mus,izmir
2019,46.0,kadin,1997/06/27,elazig,izmir
2019,24.0,kadin,1997/12/26,izmir,izmir
2019,9.0,kadin,1999/04/03,izmir,izmir
2019,17.0,kadin,1996/03/04,istanbul,istanbul
2019,10.0,kadin,1995/01/31,ankara,ankara
2019,37.0,kadin,1998/08/25,kars,kars
2019,35.0,kadin,1999/03/26,afyonkarahisar,antalya
2019,26.0,kadin,1998/09/22,bingol,istanbul
2019,5.0,kadin,1999/01/02,adana,batman
2019,9.0,kadin,1998/01/09,ankara,ankara
2019,9.0,kadin,1998/01/10,erzurum,erzurum
2019,23.0,kadin,2000/01/01,nigde,nigde
2019,19.0,kadin,1998/05/09,giresun,giresun
2019,46.0,kadin,1997/11/11,trabzon,istanbul
2019,11.0,erkek,1996/11/26,sirnak,adana
2019,7.0,erkek,1997/08/10,istanbul,eskisehir
2019,27.0,kadin,1997/10/28,sirnak,izmir
2019,19.0,kadin,1998/01/01,ankara,konya
2019,17.0,kadin,1999/03/17,denizli,zonguldak
2019,7.0,kadin,1997/08/28,konya,konya
2019,44.0,kadin,1999/06/21,ankara,izmir
2019,37.0,kadin,1998/02/11,istanbul,istanbul
2019,35.0,kadin,2001/01/16,mardin,mersin
2019,34.0,kadin,1997/01/02,istanbul,kocaeli
2019,39.0,kadin,2000/11/05,tekirdag,izmir
2019,24.0,kadin,,kayseri,ankara
2019,7.0,kadin,1999/12/02,adana,adana
2019,32.0,kadin,1999/05/14,istanbul,istanbul
2019,52.0,kadin,1998/07/03,izmir,izmir
2019,29.0,kadin,1998/10/01,aydin,izmir
2019,24.0,kadin,1999/09/04,sivas,ankara
2019,23.0,kadin,1998/02/22,bursa,bursa
2019,20.0,kadin,1996/04/07,sirnak,sirnak
2019,7.0,kadin,,mus,mus
2019,14.0,kadin,1996/05/21,bolu,ankara
2019,7.0,kadin,1999/08/09,,
2019,19.0,kadin,2000/04/06,istanbul,istanbul
2019,9.0,kadin,1998/07/31,ankara,ankara
2019,9.0,kadin,2000/02/20,agri,ankara
2019,9.0,kadin,2000/01/05,agri,agri
2019,23.0,kadin,1999/09/21,igdir,izmir
2019,24.0,kadin,1997/09/11,manisa,manisa
2019,27.0,kadin,2000/07/13,hatay,istanbul
2019,8.0,kadin,1999/10/04,van,antalya
2019,11.0,kadin,1999/03/25,sivas,samsun
2019,29.0,kadin,1997/11/15,agri,agri
2019,19.0,kadin,,batman,ankara
2019,29.0,kadin,2000/01/17,,sakarya
2019,32.0,kadin,1999/03/15,istanbul,istanbul
2019,32.0,kadin,1998/11/27,aydin,aydin
2019,17.0,kadin,1996/04/05,izmir,trabzon
2019,16.0,kadin,1999/12/03,sakarya,sakarya
2019,26.0,kadin,1999/03/22,erzurum,erzurum
2019,13.0,kadin,2000/10/30,erzincan,istanbul
2019,11.0,kadin,1996/05/11,antalya,antalya
2019,16.0,kadin,1997/12/25,istanbul,istanbul
2019,7.0,kadin,2000/08/17,tekirdag,tekirdag
2019,48.0,kadin,1998/08/13,,sakarya
2019,9.0,kadin,2000/02/01,van,izmir
2019,9.0,kadin,1999/03/23,istanbul,istanbul
2019,34.0,kadin,2000/05/18,istanbul,istanbul
2019,32.0,kadin,1997/02/06,ordu,ankara
2019,31.0,kadin,1999/07/28,burdur,ankara
2019,7.0,kadin,1997/02/24,,
2019,38.0,kadin,1998/05/28,eskisehir,eskisehir
2019,3.0,kadin,1997/06/28,mardin,adana
2019,7.0,kadin,1999/06/27,manisa,manisa
2019,14.0,kadin,1998/07/24,mugla,ankara
2019,24.0,kadin,1997/09/26,mugla,mugla
2019,14.0,kadin,1998/06/19,ankara,izmir
2019,26.0,kadin,1997/10/03,istanbul,ankara
2019,19.0,kadin,2000/04/19,istanbul,istanbul
2019,23.0,kadin,1997/12/17,ordu,istanbul
2019,13.0,kadin,1998/07/02,denizli,nevsehir
2019,42.0,kadin,1996/01/12,kocaeli,kocaeli
2019,19.0,kadin,1999/06/06,malatya,malatya
2019,23.0,kadin,1999/01/24,ankara,ankara
2019,19.0,kadin,1999/05/09,diyarbakir,istanbul
2019,25.0,kadin,1997/04/02,adana,ankara
2019,19.0,kadin,2000/01/01,antalya,antalya
2019,23.0,kadin,1997/04/06,mersin,mersin
2019,21.0,kadin,1997/05/16,sirnak,hatay
2019,12.0,erkek,1998/07/04,mus,mus
2019,30.0,erkek,2000/08/07,van,istanbul
2019,31.0,kadin,1999/09/16,istanbul,istanbul
2019,19.0,kadin,1999/09/29,adana,adana
2019,33.0,kadin,2000/09/18,istanbul,istanbul
2019,16.0,kadin,2000/11/09,istanbul,istanbul
2019,26.0,erkek,2000/06/25,istanbul,istanbul
2019,31.0,erkek,1998/01/09,van,istanbul
2019,40.0,erkek,1996/07/10,malatya,malatya
2019,18.0,erkek,1997/03/23,zonguldak,istanbul
2019,8.0,erkek,1995/01/05,mus,isparta
2019,17.0,erkek,2000/01/01,manisa,balikesir
2019,27.0,erkek,1999/09/15,diyarbakir,diyarbakir
2019,18.0,erkek,1995/03/15,agri,istanbul
2019,34.0,erkek,1997/09/23,bursa,ankara
2019,4.0,erkek,1999/03/04,tekirdag,tekirdag
2019,6.0,erkek,1999/08/02,istanbul,eskisehir
2019,13.0,erkek,1998/04/14,mus,izmir
2019,18.0,erkek,2000/05/05,bursa,bursa
2019,19.0,erkek,1998/04/22,kayseri,kayseri
2019,8.0,erkek,1997/06/25,igdir,kars
2019,5.0,erkek,1999/03/24,diyarbakir,izmir
2019,16.0,erkek,1999/06/18,ankara,ankara
2019,12.0,erkek,1997/08/01,,
2019,11.0,erkek,1997/10/04,istanbul,balikesir
2019,28.0,erkek,1999/04/16,izmir,izmir
2019,36.0,erkek,1999/04/17,malatya,malatya
2019,48.0,erkek,1995/07/29,sanliurfa,sanliurfa
2019,39.0,erkek,1996/06/24,adana,ankara
2019,21.0,kadin,1998/01/11,istanbul,istanbul
2019,41.0,kadin,1998/06/05,bursa,izmir
2019,19.0,kadin,1999/11/24,bartin,bartin
2019,51.0,kadin,2000/06/15,gaziantep,gaziantep
2019,29.0,kadin,2000/08/04,gaziantep,istanbul
2019,44.0,erkek,1997/04/03,antalya,ankara
2019,6.0,erkek,1996/11/07,mugla,istanbul
2019,36.0,kadin,1998/11/07,isparta,eskisehir
2019,47.0,erkek,1999/03/07,kahramanmaras,istanbul
2019,2.0,erkek,1998/05/11,istanbul,istanbul
2019,9.0,kadin,1999/08/27,adana,adana
2019,15.0,erkek,1999/10/18,ankara,ankara
2019,15.0,erkek,1998/01/01,burdur,burdur
2019,17.0,kadin,1998/02/06,ankara,ankara
2019,42.0,kadin,1999/06/23,istanbul,istanbul
2019,66.0,kadin,1996/06/13,samsun,samsun
2019,31.0,kadin,2000/08/02,izmir,izmir
2019,13.0,kadin,1999/01/26,,afyonkarahisar
2019,17.0,kadin,1998/11/19,istanbul,istanbul
2019,51.0,kadin,1996/01/07,malatya,mersin
2019,7.0,kadin,1997/09/09,ankara,ankara
2019,9.0,kadin,1997/06/22,ordu,ordu
2019,23.0,kadin,2000/06/02,sakarya,bursa
2019,31.0,kadin,1997/08/26,istanbul,istanbul
2019,29.0,kadin,1996/03/22,canakkale,istanbul
2019,9.0,kadin,1999/09/22,mersin,mersin
2019,51.0,kadin,1996/01/01,bursa,bursa
2019,7.0,kadin,1998/01/20,antalya,antalya
2019,26.0,kadin,1997/03/14,antalya,istanbul
2019,14.0,kadin,1999/03/07,istanbul,ankara
2019,30.0,kadin,1998/03/25,malatya,kayseri
2019,31.0,kadin,1996/04/26,izmir,afyonkarahisar
2019,9.0,kadin,1999/01/01,sanliurfa,gaziantep
2019,21.0,kadin,1996/01/16,ordu,eskisehir
2019,44.0,kadin,1995/07/02,hatay,istanbul
2019,25.0,kadin,2000/12/25,yozgat,yozgat
2019,9.0,kadin,1999/07/27,erzurum,kocaeli
2019,21.0,kadin,1997/03/31,istanbul,istanbul
2019,37.0,kadin,1996/08/28,kirsehir,kirsehir
2019,11.0,kadin,1997/10/10,sanliurfa,karabuk
2019,3.0,kadin,1998/02/11,tokat,tokat
2019,7.0,kadin,1999/08/14,diyarbakir,ankara
2019,25.0,kadin,2000/07/17,istanbul,istanbul
2019,13.0,kadin,1998/02/04,sivas,izmir
2019,12.0,kadin,1998/12/21,istanbul,istanbul
2019,6.0,kadin,2000/08/10,van,izmir
2019,36.0,kadin,1996/10/20,istanbul,istanbul
2019,8.0,kadin,1997/10/20,hatay,hatay
2019,13.0,kadin,2000/04/08,adiyaman,istanbul
2019,24.0,kadin,1999/10/07,samsun,sinop
2019,18.0,erkek,1996/10/21,istanbul,bayburt
2019,13.0,erkek,1998/04/06,corum,corum
2019,23.0,kadin,2000/11/25,canakkale,istanbul
2019,47.0,kadin,1997/05/16,izmir,istanbul
2019,34.0,kadin,1999/09/06,burdur,antalya
2019,19.0,kadin,2000/01/01,konya,antalya
2019,32.0,kadin,1996/09/08,isparta,antalya
2019,26.0,kadin,1998/04/17,istanbul,istanbul
2019,56.0,kadin,1998/04/17,istanbul,istanbul
2019,34.0,kadin,1998/02/13,istanbul,ankara
2019,52.0,kadin,1995/01/01,mugla,izmir
2019,7.0,kadin,1996/11/08,izmir,izmir
2019,7.0,kadin,2000/06/04,izmir,izmir
2019,40.0,kadin,1998/04/28,istanbul,malatya
2019,9.0,kadin,1998/11/10,karaman,eskisehir
2019,12.0,kadin,1998/05/01,ankara,nevsehir
2019,14.0,kadin,1996/07/20,zonguldak,istanbul
2019,7.0,kadin,1999/12/01,izmir,izmir
2019,12.0,kadin,2000/07/03,bursa,yalova
2019,34.0,kadin,1999/07/27,ankara,eskisehir
2019,24.0,kadin,1996/10/04,mersin,istanbul
2019,42.0,kadin,1996/02/20,ankara,bursa
2019,42.0,kadin,1997/11/04,izmir,istanbul
2019,26.0,kadin,2000/04/19,izmir,izmir
2019,34.0,kadin,1999/10/17,istanbul,istanbul
2019,20.0,kadin,1999/05/04,bursa,istanbul
2019,15.0,kadin,1996/02/20,adana,istanbul
2019,29.0,kadin,1997/06/16,rize,erzurum
2019,41.0,kadin,1999/11/14,bursa,kocaeli
2019,21.0,kadin,1998/01/12,ankara,ankara
2019,3.0,kadin,2000/02/21,izmir,izmir
2019,25.0,kadin,1999/06/05,istanbul,istanbul
2019,27.0,kadin,1999/04/15,antalya,istanbul
2019,21.0,kadin,1999/01/01,zonguldak,istanbul
2019,44.0,kadin,1997/09/28,istanbul,istanbul
2019,10.0,kadin,1996/11/16,diyarbakir,istanbul
2019,9.0,kadin,1999/10/25,samsun,istanbul
